,id,make,model,true,predict,score,max_depth,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,alpha_value,trainScore
4444,3111064,Volkswagen,Golf,9.898475010712584,9.90081132741711,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
17069,3169127,Seat,Arona,10.163926888594034,10.139269335839222,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
9148,3153888,Bmw,X3,10.302263672493496,10.483903309711637,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
6608,3138996,Renault,Kadjar,10.062625773874425,10.050249669573065,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
14380,3164689,Hyundai,i30,8.980927207648378,9.036877514431554,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
2646,3101356,Volkswagen,Polo,9.345745008982385,9.283752410715953,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
8679,3152754,Peugeot,3008,10.544024782823776,10.395075882201708,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
1369,3093563,Seat,Ibiza,10.156189906091882,10.011067499325634,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
1187,3092367,Opel,Corsa,9.846917201047734,9.830452646417255,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
1626,3095262,Volkswagen,Golf,9.708080756193517,9.74668136241194,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
108,3085103,Land,ROVER Range Rover Evoque,11.197529553950933,10.782263901546314,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
14585,3165042,Volkswagen,Golf,9.595602772766828,9.56637612225401,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
16486,3168170,Opel,Corsa,10.021270588192511,10.076533404502065,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
10401,3156655,Bmw,5 Series,9.510370887608827,9.036868659485084,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
11354,3158807,Hyundai,Tucson,10.340128278112742,10.27038396044429,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
3531,3105911,Audi,A5,8.846496938558838,8.581811600215447,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
13956,3163934,Ford,Focus,9.710812583662682,9.704593445623097,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
4260,3109867,Audi,A5,9.388486557359657,9.581566211056467,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
16415,3168055,Toyota,Corolla,10.163926888594034,10.23494427804631,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
12844,3161700,Toyota,Prius,10.032320424379096,10.057085335286828,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
11,3084491,Kia,Sportage,10.271596874100524,10.23644928986807,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
12958,3161954,Ford,Focus,8.852235835227855,8.909067024555283,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
6346,3138249,Nissan,Micra,9.3492323708428,9.415824413059042,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
6458,3138608,Volkswagen,T-Roc,10.203592144986466,10.193621084711372,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
14951,3165631,Land,ROVER Discovery,10.644233711895351,10.369100056062765,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
12935,3161910,Ford,Kuga,9.825526011066415,9.818032417732528,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
10430,3156711,Toyota,Yaris,10.12643108384767,10.025523547062999,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
14526,3164946,Toyota,Avensis,8.661293535389994,8.496902143043586,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
3069,3103481,Bmw,5 Series,8.216088098632316,8.728271948395546,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
277,3086113,Ford,Mondeo,9.205327830152639,9.044725356663141,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
7504,3150015,Volkswagen,Golf,9.973479924356162,10.136927588043331,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
7219,3140896,Bmw,X1,9.645364282325891,9.66398562071491,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
14745,3165292,Volkswagen,Golf,10.124629101179664,9.989981687083382,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
2587,3100958,Honda,Civic,10.124629101179664,9.949764117651705,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
17430,3169688,Mercedes-benz,E Class,10.914178959831768,10.76338354444299,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
8797,3153065,Ford,Kuga,10.584055950889214,10.454565370066216,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
10488,3156814,Mercedes-benz,E Class,9.429475901892854,9.173072407266364,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
32,3084606,Volkswagen,Passat,10.595383951194421,10.21742295470823,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
465,3087350,Kia,Sorento,10.86915875050772,10.843508881006345,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
16905,3168803,Hyundai,Tucson,9.99857043378282,9.985366977932417,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
14611,3165081,Hyundai,Santa Fe,9.814656338829513,10.376727057603508,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
7451,3149855,Dacia,Duster,9.487896348128954,9.973010523007677,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
301,3086239,Ford,Mondeo,8.852950887099581,8.83730871399097,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
8483,3152294,Audi,A3,9.345745008982385,9.191864503102632,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
9405,3154485,Toyota,Auris,9.90098442231801,9.84627970074354,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
8156,3151584,Renault,Clio,8.229511118964457,8.799816604130386,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
11244,3158364,Hyundai,i30,9.822819649468673,9.87681787280822,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
7450,3149853,Volkswagen,Passat,10.083723602839061,10.114721440625384,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
16835,3168695,Opel,Corsa,10.184711314926863,10.155259995303759,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
2041,3098085,Audi,A6,10.75683848463641,10.712388862749117,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
13281,3162528,Volkswagen,Polo,9.301094735244646,9.209679070278082,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
12325,3160700,Ford,Focus,8.00603417874901,8.509244480621028,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
11716,3159561,Nissan,Juke,9.099408811268901,9.30054824200187,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
8458,3152226,Peugeot,308,8.411832675758411,8.13850749422365,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
5417,3135646,Bmw,X3,11.00126616045566,10.7673052631756,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
15060,3166367,Kia,Sorento,9.304741047397666,9.549764003900787,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
9203,3154016,Land,ROVER Discovery,10.6896240399389,10.956290592483859,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
13822,3163625,Skoda,Octavia,9.546455401949554,9.417106878088024,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
5146,3134777,Peugeot,308,9.291920358968605,8.888739856884612,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
16572,3168312,Ford,Focus,9.61547209118311,9.610402518670163,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
494,3087540,Volkswagen,Golf,10.8187777840767,10.551590870288694,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
6759,3139516,Bmw,1 Series,8.817297783866575,9.129269068381799,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
8280,3151852,Volkswagen,Polo,9.205327830152639,9.029976943549592,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
15198,3166065,Mercedes-benz,E Class,10.518538047359652,10.496368379994896,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
9062,3153625,Kia,Stonic,10.118195625029236,10.163567275335165,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
4393,3110847,Ford,S-Max,9.468851067127684,9.697243158679695,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
1864,3096959,Opel,Astra,8.817297783866575,8.703022595849353,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
14779,3165343,Land,ROVER Range Rover Sport,10.083723602839061,10.035966587968248,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
578,3088261,Opel,Astra,9.795345393916424,9.717258650764474,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
10552,3156923,Hyundai,i10,8.229511118964457,8.079447489772527,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
13881,3163728,Skoda,Superb,9.767094927630573,9.751052754151765,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
1997,3097777,Hyundai,Tucson,10.083723602839061,10.051357642052235,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
13764,3163516,Opel,Corsa,9.546098067659527,9.801524838236952,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
9911,3155623,Toyota,Yaris,9.159047077588632,9.089705791840675,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
9656,3155040,Volkswagen,Polo,9.099408811268901,9.12981604126631,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
13096,3162182,Nissan,Qashqai,9.769670404801788,9.6271747485579,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
3899,3107926,Volkswagen,up!,8.986571625268054,9.098508715862671,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
3474,3105511,Renault,Megane,9.735068900911164,9.739273238530473,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
687,3088837,Seat,Arona,10.295360707124825,10.351655299737097,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
5668,3136310,Ford,Fiesta,9.738023112808596,9.725604291710972,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
8756,3152971,Toyota,Landcruiser,9.104979856318357,8.738489661391316,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
4413,3110905,Toyota,Corolla,9.581903928408666,9.595859419539995,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
14915,3165566,Skoda,Superb,10.16199824768763,10.453358441254345,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
16909,3168810,Bmw,2 Series,9.851931065621725,10.005387955702773,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
6339,3138223,Peugeot,Partner,9.453286550586572,9.587795893650908,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
2,3084417,Audi,Q3,9.949893925350283,10.10666347426781,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
4280,3109962,Bmw,5 Series,10.58403063411305,10.58872803171684,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
4270,3109907,Toyota,Landcruiser,8.987196820661973,9.342024780298383,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
16314,3167915,Seat,Leon,9.680031452383618,9.581411347506474,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
2880,3102547,Hyundai,i10,8.60337088765729,8.67426258707659,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
16051,3167478,Bmw,3 Series,9.67721410821299,9.6923166668397,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
2175,3098765,Bmw,3 Series,10.238172478583245,10.371822341432187,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
13946,3163920,Bmw,X5,10.966472663561087,10.834717380788973,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
4276,3109930,Seat,Ibiza,8.846496938558838,8.722401382408632,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
6962,3140148,Skoda,Superb,9.90323752128092,10.057594338622403,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
15846,3167175,Audi,A6,9.898475010712584,9.870516980061213,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
8262,3151816,Renault,Clio,8.698681067461614,8.416978114597079,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
16052,3167479,Kia,Sportage,10.083723602839061,10.074137818190884,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
5582,3136039,Volkswagen,Golf,9.98736903651683,10.049887136139587,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
7091,3140529,Hyundai,ix35,9.543234787249512,9.441659838697818,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
5077,3134540,Audi,A6,10.371927459805681,10.439367245464656,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
12983,3161990,Fiat,500,9.159047077588632,9.278713821748987,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
6762,3139525,Seat,Arona,9.878169744551839,9.929475766675823,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
3810,3107518,Audi,A6,10.489884363149192,10.3047772841349,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
4944,3134118,Audi,A3,10.165813354725493,10.032095016414852,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
17174,3169295,Skoda,Kodiaq,10.713306039899766,10.763220186131582,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
457,3087289,Kia,Sportage,10.290449189079732,10.20230210206868,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
4659,3133235,Peugeot,3008,10.075337809462788,9.919460671101564,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
12885,3161786,Honda,Civic,10.081633737919603,9.898731098374371,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
6616,3139018,Skoda,Kodiaq,10.887436932884098,10.761539593598838,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
12273,3160577,Kia,Sportage,10.707728780601661,10.565367600839163,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
10997,3157885,Mercedes-benz,A Class,10.489884363149192,10.446303422772584,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
3900,3107928,Honda,Civic,9.947504437952903,9.737566316717116,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
2284,3099450,Bmw,5 Series,10.46296047312364,10.447566526430249,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
6975,3140178,Toyota,Yaris,9.67721410821299,9.880855955190567,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
5338,3135447,Mazda,Mazda3,8.400659375160286,8.672701888063186,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
2558,3100795,Honda,Fit,9.392245175273795,9.353392207982575,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
7820,3150782,Toyota,Corolla,10.083723602839061,10.017328862972022,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
14130,3164259,Volkswagen,Golf,10.461673747661957,10.02914373437598,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
6723,3139402,Seat,Ibiza,9.738023112808596,9.73020470703253,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
7033,3140328,Fiat,500,9.099297073182859,9.092277501887555,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
1889,3097142,Toyota,Aqua,9.388486557359657,9.479573749144887,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
11259,3158396,Peugeot,3008,10.778852117797637,10.474990203921033,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
16782,3168614,Bmw,1 Series,10.126231023828998,10.081355021450696,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
15883,3167222,Dacia,Duster,9.927936232938437,9.889976954353568,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
9448,3154595,Bmw,5 Series,10.643041105910228,10.722442671391262,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
5777,3136614,Audi,A5,9.795345393916424,9.491981811172886,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
15339,3166299,Peugeot,2008,10.387455722132236,10.291634563171115,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
16915,3168819,Mazda,CX-5,9.792555991828847,9.900803291414826,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
15945,3167321,Toyota,Yaris,10.081424511012258,10.163424541658499,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
5378,3135550,Volkswagen,Tiguan,10.144471021978669,10.201323979755854,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
4445,3111065,Nissan,Micra,8.83927669058535,8.935435767493727,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
9495,3154716,Mercedes-benz,E Class,9.388486557359657,9.23614369269163,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
9539,3154796,Audi,A4,10.171604469493069,10.143283978432285,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
12114,3160301,Bmw,5 Series,10.644233711895351,10.561651811090448,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
13177,3162353,Skoda,Superb,9.615805480084347,9.828643520023423,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
10053,3155875,Peugeot,2008,9.851931065621725,9.950890898021916,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
2915,3102718,Mini,Hatch,9.612466578818832,9.687267085278348,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
13477,3162999,Skoda,Karoq,10.372709626447044,10.446735199541902,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
559,3088183,Toyota,Prius,9.528794103094718,9.528216035561737,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
659,3088751,Volkswagen,Caddy,10.06475570013225,9.915154856042816,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
6402,3138435,Honda,Civic,10.1226230824528,9.760587784343256,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
4966,3134179,Skoda,Karoq,10.489884363149192,10.85086300685646,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
5260,3135207,Bmw,5 Series,10.517320926376348,10.532195665399392,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
8536,3152443,Nissan,Qashqai,10.083723602839061,9.88835256654017,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
16021,3167433,Suzuki,Vitara,9.875602349046593,10.140466235050543,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
17068,3169125,Bmw,7 Series,11.384523750165704,11.364680840399119,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
5759,3136565,Nissan,Qashqai,10.599131613294661,10.632913777063397,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
16632,3168388,Peugeot,2008,9.61547209118311,9.861994183871513,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
15715,3166974,Nissan,Note,9.413281215972873,9.515628122220498,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
11962,3160022,Ford,Fiesta,9.877913301416697,9.769766421687457,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
7268,3141054,Renault,Trafic,9.632006859422356,9.792409111228906,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
13064,3162127,Land,ROVER Discovery Sport,10.590365120082478,10.695039621508156,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
3494,3105630,Volkswagen,Polo,8.852950887099581,8.794154455258957,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
7168,3140755,Volkswagen,Passat,9.849559210510572,9.767867880230046,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
11768,3159649,Hyundai,ix35,9.158520623246385,8.850306345161979,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
15377,3166348,Toyota,Rav4,9.849559210510572,9.729700673265727,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
8180,3151632,Volkswagen,Tiguan,9.711115659888671,9.751533577665567,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
8437,3152184,Honda,Civic,9.67721410821299,9.58521458326319,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
9390,3154446,Nissan,Note,8.948975607841776,9.013749452509662,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
5709,3136418,Ford,Fiesta,10.021270588192511,9.930037547816369,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
10229,3156246,Bmw,3 Series,10.124629101179664,9.991949936168389,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
9550,3154821,Volkswagen,Tiguan,10.713306039899766,10.892059742809275,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
66,3084787,Hyundai,Tucson,9.79784922051313,9.824061775690446,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
7642,3150332,Honda,Jazz,9.099408811268901,9.469662686875592,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
6239,3137940,Toyota,Landcruiser,10.307284603543595,10.221042164026416,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
1125,3091951,Nissan,Micra,9.258654232254733,9.362681552275044,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
8986,3153471,Volkswagen,Polo,9.345745008982385,9.223018721931698,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
6298,3138124,Hyundai,Tucson,10.461673747661957,10.705272698342249,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
413,3086996,Toyota,Corolla,10.042379551402746,9.964588592542901,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
9660,3155059,Peugeot,Partner,9.612466578818832,9.612441586099697,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
13104,3162200,Hyundai,Kona,10.152298850598916,10.212308513333666,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
7442,3149831,Volkswagen,Golf,10.083723602839061,10.01090683415235,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
271,3086089,Volkswagen,Golf,10.432644132986843,10.259012497821718,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
1673,3095639,Honda,Fit,9.429475901892854,9.268938433231424,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
5998,3137342,Audi,Q5,9.952230096524119,9.892894812025654,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
9036,3153566,Bmw,7 Series,11.37308851978243,11.282011303653459,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
7836,3150814,Ford,Transit,10.238172478583245,10.144630962620882,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
1030,3093510,Peugeot,2008,10.495985324946144,10.196965918398279,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
13912,3163782,Volkswagen,Golf,9.543234787249512,9.735605897004755,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
14636,3165114,Nissan,Micra,9.738023112808596,9.68060671858236,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
2864,3102498,Mazda,Demio,9.468851067127684,9.398805475225295,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
3054,3103399,Volvo,XC90,8.66561319653451,9.103099386815957,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
17000,3169020,Audi,Q3,10.124629101179664,10.303606785066737,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
3452,3105407,Ford,Kuga,10.165659490817816,10.155538390623093,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
7218,3140888,Honda,HR-V,9.838949031398556,9.725648687356518,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
2129,3098570,Skoda,Superb,10.544024782823776,10.794717882234329,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
2025,3098002,Volkswagen,Polo,9.429475901892854,9.511713633859735,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
17499,3169785,Skoda,Karoq,10.238172478583245,10.216384094099212,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
17330,3169531,Peugeot,Partner,9.67721410821299,9.425245486838008,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
9839,3155484,Hyundai,i30,10.239781201782993,10.252641408395844,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
10354,3156563,Peugeot,5008,9.468851067127684,9.595476323104371,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
13086,3162167,Peugeot,2008,10.37333491957356,10.311757957470164,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
11405,3158899,Kia,Sportage,10.03889218954233,10.027210239545012,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
13061,3162124,Mazda,Mazda2,9.795066803581708,9.795608094124406,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
14905,3165550,Ford,Transit Connect,10.163926888594034,10.103871714303184,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
8858,3153180,Kia,Sportage,10.568749529606537,10.565583205245934,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
2476,3100342,Ford,Focus,9.902236770634476,9.956004995539974,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
11954,3160001,Seat,Leon,9.371608519572305,9.219830919405528,-0.027317243474706012,6,12,0,9,6,0.0,600,58,0.009443624894093243
