,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_leaf_nodes,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_min_weight_fraction_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,62.2435405254364,0.5678963313580343,0.01431446075439453,0.0026407750485743504,6,12,0,9,6,0.0,600,"{'max_depth': 6, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 600}",-0.028121001850630042,-0.026400898706137908,-0.0281801859355964,-0.024933849168806237,-0.027651550037800555,-0.027057497139794228,0.001239788163807088,1,-0.008174051982117974,-0.008202875362035527,-0.008101598550067588,-0.008145112570367489,-0.00806096836120072,-0.008136921365157859,5.062068418893403e-05
1,59.202594900131224,0.3257133932875796,0.021869659423828125,0.00764306443562187,6,12,0,9,6,0.1,600,"{'max_depth': 6, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.1, 'n_estimators': 600}",-0.03287833535659442,-0.03453237485171312,-0.03349467002152806,-0.032501841118672936,-0.034692187528425886,-0.033619881775386884,0.0008715580562346428,2,-0.024419113587407188,-0.02377541926658286,-0.024088598250741618,-0.024356125747853435,-0.023729739462647968,-0.024073799263046612,0.00028515855421461196
2,35.57178120613098,0.14476790638352205,0.015627050399780275,1.0192052656996774e-05,6,12,0,9,6,0.2,600,"{'max_depth': 6, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.2, 'n_estimators': 600}",-0.04793457383523273,-0.04738126451433847,-0.04850147966683431,-0.043199894384524484,-0.045451886520525335,-0.04649381978429107,0.0019405977457235294,3,-0.0405551317483966,-0.040423241694154316,-0.04036826980155596,-0.0413950583719959,-0.0409689919840685,-0.04074213872003425,0.0003883841819850518
3,25.710564184188843,0.21666110384116324,0.015784358978271483,0.00020128073086516266,6,12,0,9,6,0.3,600,"{'max_depth': 6, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.3, 'n_estimators': 600}",-0.06585433129062795,-0.06484015975605442,-0.0666584147829186,-0.06396919103373014,-0.06658145279061116,-0.06558070993078845,0.001037613645363829,4,-0.060979672759346126,-0.061013235626010215,-0.060809259447230805,-0.061708935138264615,-0.060984669804447264,-0.061099154555059806,0.0003132526945440675
4,15.943109560012818,0.07104742559167557,0.012503576278686524,0.0062517978633720925,6,12,0,9,6,0.4,600,"{'max_depth': 6, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.4, 'n_estimators': 600}",-0.10006719941491654,-0.09781518847809782,-0.10171755639232131,-0.10162151413945218,-0.1032561367099889,-0.10089551902695537,0.0018411887382227183,5,-0.09810309597128859,-0.09817325966875509,-0.09715295570887042,-0.09787906470683473,-0.09675965068221698,-0.09761360534759317,0.0005594138649449165
