,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ccp_alpha,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_min_weight_fraction_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,41.20188102722168,0.2655506159370304,0.01620140075683594,0.0009879358760646207,0,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 0, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.02776151547938604,-0.02739482731624421,-0.027226283830197644,-0.024999289714798333,-0.027647874794882114,-0.027005958227101674,0.00102072569279022,1,-0.008599835159524718,-0.00846008086866224,-0.008561285036045316,-0.008660636438237168,-0.00843456703661451,-0.00854328090781679,8.489499967237854e-05
1,46.95218167304993,0.4185660129617862,0.003124570846557617,0.006249141693115234,1,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 1, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.327224219105111,-0.32321538493455365,-0.3260193283104379,-0.33661997518100056,-0.3453137387915626,-0.3316785292645331,0.008171035099381161,2,-0.33272653906450067,-0.33372280662912357,-0.33301810855329783,-0.3303676028860902,-0.3282193169845784,-0.33161087482351814,0.002036352577803463
2,46.965142774581906,0.2751155324481962,0.003124380111694336,0.006248760223388671,2,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 2, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.327224219105111,-0.32321538493455365,-0.3260193283104379,-0.33661997518100056,-0.3453137387915626,-0.3316785292645331,0.008171035099381161,2,-0.33272653906450067,-0.33372280662912357,-0.33301810855329783,-0.3303676028860902,-0.3282193169845784,-0.33161087482351814,0.002036352577803463
3,46.99111771583557,0.26414025847158756,0.0,0.0,3,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 3, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.327224219105111,-0.32321538493455365,-0.3260193283104379,-0.33661997518100056,-0.3453137387915626,-0.3316785292645331,0.008171035099381161,2,-0.33272653906450067,-0.33372280662912357,-0.33301810855329783,-0.3303676028860902,-0.3282193169845784,-0.33161087482351814,0.002036352577803463
4,47.40578637123108,0.5404417762173239,0.0055253028869628905,0.005290171768967134,4,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 4, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.327224219105111,-0.32321538493455365,-0.3260193283104379,-0.33661997518100056,-0.3453137387915626,-0.3316785292645331,0.008171035099381161,2,-0.33272653906450067,-0.33372280662912357,-0.33301810855329783,-0.3303676028860902,-0.3282193169845784,-0.33161087482351814,0.002036352577803463
5,46.99802594184875,0.20213946710603775,0.0,0.0,5,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 5, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.327224219105111,-0.32321538493455365,-0.3260193283104379,-0.33661997518100056,-0.3453137387915626,-0.3316785292645331,0.008171035099381161,2,-0.33272653906450067,-0.33372280662912357,-0.33301810855329783,-0.3303676028860902,-0.3282193169845784,-0.33161087482351814,0.002036352577803463
6,47.08308005332947,0.23032653580498108,0.0009048938751220703,0.0018097877502441407,6,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 6, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.327224219105111,-0.32321538493455365,-0.3260193283104379,-0.33661997518100056,-0.3453137387915626,-0.3316785292645331,0.008171035099381161,2,-0.33272653906450067,-0.33372280662912357,-0.33301810855329783,-0.3303676028860902,-0.3282193169845784,-0.33161087482351814,0.002036352577803463
7,47.00587148666382,0.25723498045552307,0.0031313419342041014,0.006262683868408203,7,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 7, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.327224219105111,-0.32321538493455365,-0.3260193283104379,-0.33661997518100056,-0.3453137387915626,-0.3316785292645331,0.008171035099381161,2,-0.33272653906450067,-0.33372280662912357,-0.33301810855329783,-0.3303676028860902,-0.3282193169845784,-0.33161087482351814,0.002036352577803463
8,47.23046817779541,0.34517857993409745,0.0,0.0,8,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 8, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.327224219105111,-0.32321538493455365,-0.3260193283104379,-0.33661997518100056,-0.3453137387915626,-0.3316785292645331,0.008171035099381161,2,-0.33272653906450067,-0.33372280662912357,-0.33301810855329783,-0.3303676028860902,-0.3282193169845784,-0.33161087482351814,0.002036352577803463
9,47.07559895515442,0.25205415256396163,0.006249094009399414,0.007653545883789606,9,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 9, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.327224219105111,-0.32321538493455365,-0.3260193283104379,-0.33661997518100056,-0.3453137387915626,-0.3316785292645331,0.008171035099381161,2,-0.33272653906450067,-0.33372280662912357,-0.33301810855329783,-0.3303676028860902,-0.3282193169845784,-0.33161087482351814,0.002036352577803463
