,id,make,model,true,predict,score,ccp_alpha,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,alpha_value,trainScore
2726,3101761,Nissan,Qashqai,10.220121446937677,10.188545478111342,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
985,3091054,Skoda,Octavia,9.90323752128092,10.021593190399406,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
13867,3163703,Volkswagen,Polo,9.392578591964389,9.362605537303287,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
12631,3161229,Peugeot,5008,10.757796492054402,10.641734668856586,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
15533,3166672,Renault,Clio,9.792555991828847,9.814324008996095,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
925,3090679,Skoda,Superb,10.04107321548869,10.05068566523694,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
1347,3093470,Nissan,Qashqai,9.925738161470948,9.749872127519376,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
9298,3154262,Mazda,Demio,9.099408811268901,8.879298013574894,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
11345,3158790,Audi,A1,9.468851067127684,9.402494843189587,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
15618,3166818,Skoda,Kodiaq,10.544024782823776,10.564961562767074,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
2006,3097851,Dacia,Sandero,8.954802752850968,9.123886950396564,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
14465,3164845,Bmw,X1,10.517320926376348,10.440475090877248,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
3266,3104483,Bmw,5 Series,10.48849257447637,10.509388863141828,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
2193,3098855,Peugeot,Partner,9.185022563991893,9.45473810219978,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
5776,3136612,Ford,Fiesta,9.301094735244646,9.429910373261807,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
1431,3093985,Toyota,Yaris,9.383452989684827,9.46318532331332,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
4555,3132977,Volkswagen,Caddy,9.047821442478408,8.85194420950249,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
15799,3167103,Volkswagen,Touran,9.708080756193517,9.501081224158531,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
13838,3163654,Bmw,5 Series,10.184522582266116,10.1213643217459,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
566,3088210,Nissan,Juke,9.21024036697585,9.250773814606672,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
12298,3160617,Volkswagen,Tiguan,9.648272670221848,9.840028756384307,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
6520,3138750,Bmw,1 Series,9.903487552536127,9.634155971342558,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
2438,3100208,Kia,Sportage,9.74090979777877,9.786685139444366,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
6481,3138649,Audi,A3,9.947504437952903,9.939055031968948,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
10188,3156170,Audi,A3,9.811920359010637,9.754116928042158,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
3980,3108444,Mercedes-benz,C Class,10.543893021838013,10.562507304159714,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
14886,3165522,Kia,Ceed,9.708080756193517,9.619814170885233,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
2605,3101038,Mazda,CX-5,10.084766899751639,10.26665543130567,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
1383,3093634,Bmw,3 Series,9.82822506803558,9.874400299098104,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
3529,3105904,Skoda,Octavia,9.674074388208323,9.72891748888407,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
14717,3165248,Ford,Transit Connect,9.849559210510572,9.762891237538932,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
14105,3164221,Audi,A3,8.098642843759418,8.138200526733842,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
10601,3157023,Renault,Megane,10.274878680310541,10.048916905693412,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
15480,3166534,Hyundai,i10,9.543234787249512,9.417218436826683,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
17080,3169146,Skoda,Octavia,9.973479924356162,10.096017230064868,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
7932,3151040,Renault,Kadjar,9.67721410821299,9.716721183750558,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
17299,3169482,Toyota,Yaris,9.392661928770137,9.210968959184795,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
593,3088327,Volkswagen,T-Roc,10.659609532257463,10.791974807356215,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
7663,3150378,Bmw,5 Series,10.778852117797637,10.816599450105109,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
170,3085382,Volkswagen,Passat,10.032320424379096,9.9077037782147,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
628,3088493,Volkswagen,Passat,10.032320424379096,10.004922681178098,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
1476,3094293,Renault,Kadjar,10.161612072745584,10.114302009372379,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
17223,3169373,Renault,Clio,9.099408811268901,8.965668407072684,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
6958,3140141,Toyota,Prius,9.811920359010637,9.90314928830953,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
10736,3157347,Hyundai,Tucson,10.43396873396056,10.406242019656496,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
523,3087908,Renault,Megane,9.90323752128092,9.821359793173896,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
5902,3137081,Hyundai,Tucson,9.903337541285003,10.06007102837754,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
2514,3100548,Peugeot,3008,10.203592144986466,10.132116242548324,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
12432,3160888,Suzuki,Swift,9.734477009801846,9.765959475684305,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
8818,3153100,Peugeot,3008,10.475878531960273,10.367749179701024,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
11879,3159854,Ford,Mondeo,9.795345393916424,9.694885959619326,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
2621,3101133,Bmw,5 Series,9.047821442478408,8.986994297922845,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
3789,3107440,Mercedes-benz,C Class,10.303940118820748,10.403979112583537,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
15178,3166028,Hyundai,i30,9.769670404801788,9.733980147483253,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
13949,3163922,Dacia,Duster,10.286707051696972,10.31615978960936,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
14036,3164095,Volkswagen,Golf,10.124629101179664,9.869519609805396,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
16447,3168123,Volkswagen,Passat,10.404111313817522,10.15715245325667,-0.026590352224072474,0,6,0.7,12,0,9,6,0,600,58,0.009961392613460086
