,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,make,model
5,0.0007977962493896484,0.0009770968677642084,0.0011967658996582032,0.000977155276876287,6,{'alpha': 6},-0.017350060216257825,-0.04722594776274476,-0.022202511484537682,-0.011936785631997144,-0.024679278698928702,-0.024678916758893225,0.012087805708068297,6,-0.022542046083817557,-0.01703671144578752,-0.021312149210075213,-0.024563321460576347,-0.0225692375526752,-0.021604693150586367,0.002510557576086195,Hyundai,Santa Fe
6,0.0011966705322265625,0.0009770774019384162,0.0007979393005371094,0.0009772720660146167,7,{'alpha': 7},-0.01721356386416764,-0.04838282383054295,-0.02247313207165625,-0.012733406322357938,-0.02589189307101163,-0.02533896383194728,0.012364953787382631,7,-0.023333426865982457,-0.017700823585120873,-0.022031421992568325,-0.025244967949186473,-0.023187983132003955,-0.022299724704972417,0.0025200745550127313,Hyundai,Santa Fe
7,0.0011968135833740235,0.0009771942027107525,0.0011968135833740235,0.000977194214344759,8,{'alpha': 8},-0.017187041169536673,-0.04955873448327841,-0.022800691051852905,-0.013552470241241241,-0.027098100802051644,-0.026039407549592174,0.012641652180301227,8,-0.02414986182574876,-0.018386431974414138,-0.022768385710724107,-0.02594154488943376,-0.023830094229349015,-0.023015263725933953,0.002529878067556804,Hyundai,Santa Fe
8,0.0011967658996582032,0.0009771552768762868,0.0007978439331054688,0.000977155265241817,9,{'alpha': 9},-0.017258988575782418,-0.050754341764407386,-0.02317655280329416,-0.014388613357792433,-0.028301614323858228,-0.026776022165026926,0.012917161044343548,9,-0.024991161637155736,-0.019094802102057357,-0.02352504486037417,-0.026653676288363355,-0.024495660083461893,-0.0237520689942825,0.0025396565924307984,Hyundai,Santa Fe
0,0.001196908950805664,0.000977272100913855,0.000797891616821289,0.0009772136685366603,1,{'alpha': 1},-0.017570045634661795,-0.008837290571660338,-0.006933604103375079,-0.01283675651254516,-0.005370695309778706,-0.010309678426404217,0.004405869124427585,1,-0.006429872185893725,-0.008190372319969993,-0.00857311111357827,-0.007732362533027508,-0.009079808257111539,-0.008001105281916207,0.0009019544222366193,Hyundai,ix35
1,0.0011967658996582032,0.0009771553001452265,0.0011968135833740235,0.000977194214344759,2,{'alpha': 2},-0.018750100243746712,-0.00853106482968504,-0.007032372565997326,-0.012983040594007853,-0.006297818357346039,-0.010718879318156594,0.004637878397017026,2,-0.007127719359435337,-0.008917820549417397,-0.009318182907240678,-0.00833343823053288,-0.009710002261701762,-0.00868143266166561,0.000900489942249316,Hyundai,ix35
2,0.0011967658996582032,0.000977155276876287,0.001196908950805664,0.0009772720660146167,3,{'alpha': 3},-0.019993673846609276,-0.008526285992744364,-0.007409086252008363,-0.013192511561907979,-0.007159352641059694,-0.011256182058865933,0.004881180690013496,3,-0.007827392844597433,-0.009660227428459381,-0.01010235166869862,-0.009010850789387287,-0.01036975566442662,-0.009394115679113867,0.0009083831214764207,Hyundai,ix35
3,0.0015959739685058594,0.0007979874472706514,0.0011966705322265625,0.0009770774019384162,4,{'alpha': 4},-0.02117409387112813,-0.008618359140045164,-0.007906933672673776,-0.013467389042670816,-0.007924775408039058,-0.011818310226911388,0.005117583715604997,4,-0.008481227585036132,-0.010376634142036226,-0.010858301334939743,-0.00969588701631029,-0.011006730387849713,-0.010083756093234423,0.0009226179568880196,Hyundai,ix35
4,0.0011971950531005859,0.0009775057489723096,0.0007976055145263672,0.0009768634058746693,5,{'alpha': 5},-0.02226668005228951,-0.008753553399626345,-0.008460524930787814,-0.01379680282620907,-0.008601157012434073,-0.012375743644269362,0.005339414503671475,5,-0.00908637817305505,-0.011060237561588908,-0.011571383281691727,-0.01036518709983731,-0.0116109329159414,-0.010738823806422878,0.0009409800572296492,Hyundai,ix35
5,0.0011966228485107422,0.0009770384761048781,0.000797891616821289,0.0009772136918042098,6,{'alpha': 6},-0.02327414795803714,-0.00891458129009002,-0.009039642944842271,-0.01417026338266686,-0.009202530293076895,-0.012920233173742638,0.005544216249934927,6,-0.009649603490465692,-0.011712906175799936,-0.012242199764568066,-0.011011818003394024,-0.012183843312557615,-0.011360074149357066,0.0009621043490458426,Hyundai,ix35
6,0.0011967658996582032,0.0009771553001452268,0.0007979869842529297,0.0009773304693091126,7,{'alpha': 7},-0.02420612841153001,-0.009095167879418,-0.009629365109716622,-0.014579479007319006,-0.00974243255631396,-0.013450514592859519,0.0057319785418658425,7,-0.01017876606799863,-0.01233859320467545,-0.012875562691344083,-0.011635059649262803,-0.012729791752591067,-0.011951554673174405,0.000985108230915689,Hyundai,ix35
7,0.0014228343963623047,0.0005225632592899826,0.0005983829498291016,0.0004885776558898482,8,{'alpha': 8},-0.02507302461525703,-0.009292721831172508,-0.010221974386434962,-0.015018074845624514,-0.010232257036511015,-0.013967610543000006,0.00590374351528167,8,-0.010680748891464524,-0.01294134059052344,-0.013476940092499431,-0.012236449898028924,-0.013253331187941766,-0.012517762132091617,0.0010093817043493956,Hyundai,ix35
8,0.0011966228485107422,0.0003989935313048969,0.0007979393005371094,0.00039896966451610907,9,{'alpha': 9},-0.02588421296658071,-0.009505905416584502,-0.010813347448781886,-0.015481080223456681,-0.010681182199042476,-0.014473145650889252,0.0060609401025155255,9,-0.011161107288528465,-0.013524690647139077,-0.014051329143497361,-0.01281818851348105,-0.01375846944669647,-0.013062757007868487,0.0010344813923396116,Hyundai,ix35
0,0.0011967658996582032,0.00039904118652603566,0.0009975433349609375,2.132480599880018e-07,1,{'alpha': 1},-0.005695646900088833,-0.011182254642736388,-0.012679031145719794,-0.00947824254323039,-0.008442551592210206,-0.00949554536479712,0.0023886353225411635,1,-0.008191093288105949,-0.007060197775158252,-0.006757684932249442,-0.007950883699874208,-0.007877909514315396,-0.0075675538419406494,0.0005559427477120288,Hyundai,i10
1,0.0011967182159423827,0.0003989458475937594,0.00079803466796875,0.00039901736247607795,2,{'alpha': 2},-0.0054219571002592625,-0.011167978089011462,-0.012678298263967849,-0.010872070724158559,-0.008618099014767585,-0.009751680638432944,0.002524193984357226,2,-0.008464567222669025,-0.0072604351910063765,-0.006928875544748181,-0.00812178106001869,-0.008052024340866944,-0.007765536671861843,0.000574936223790518,Hyundai,i10
2,0.001396322250366211,0.0004886944799204637,0.0005984306335449219,0.000488616573967537,3,{'alpha': 3},-0.005269454006547718,-0.01120841015570384,-0.01259652857536303,-0.01212011602680162,-0.008699801280324238,-0.009978862008948089,0.0027115846196521846,3,-0.008692312878481314,-0.007450371723643555,-0.007096709238486858,-0.008284013608836016,-0.008212827293905472,-0.007947246948670644,0.0005846994661583036,Hyundai,i10
3,0.0011970996856689453,0.0003989935597982996,0.0007978439331054688,0.0003989219950512487,4,{'alpha': 4},-0.00517976539753452,-0.011289335845760643,-0.012513869920901024,-0.013325005589432044,-0.008741330288847804,-0.010209861408495207,0.0029541933952545525,4,-0.008911906803825594,-0.007642955790162758,-0.007277479682755428,-0.00845735245422612,-0.00837867760765779,-0.008133674467725538,0.0005906460660653655,Hyundai,i10
4,0.0009972095489501954,1.1680077279964343e-07,0.0009974002838134765,1.1680077279964343e-07,5,{'alpha': 5},-0.0051341593205566066,-0.011399242164673022,-0.012450913731396226,-0.014518690612375994,-0.008765229422837795,-0.010453647050367929,0.0032420828881734153,5,-0.009135990777138307,-0.007843375235075407,-0.007474631381215813,-0.008646214101515488,-0.008556446661635917,-0.008331331631316186,0.0005948681956575225,Hyundai,i10
5,0.000997447967529297,2.86102294921875e-07,0.0009974956512451172,1.784161275279017e-07,6,{'alpha': 6},-0.005123362979979976,-0.011530584205021448,-0.012413186680439796,-0.015713343858549805,-0.008783595292772433,-0.010712814603352692,0.0035645241408180373,6,-0.00936938786493288,-0.008053736274490795,-0.0076883785374752805,-0.008851126854736102,-0.00874872413430519,-0.00854227073318805,0.0005983202586424981,Hyundai,i10
6,0.0013962745666503905,0.0004887333747384832,0.0009975433349609375,0.0006308264195811379,7,{'alpha': 7},-0.005141772872389549,-0.011678388756004241,-0.012401468678649762,-0.016913970025443557,-0.008803658946487061,-0.010987851855794834,0.0039125789049764435,7,-0.009614034259524399,-0.008274889929666036,-0.007918047104852922,-0.009071498387303471,-0.008956364505929015,-0.008766966837455169,0.0006014879142240738,Hyundai,i10
7,0.0011968135833740235,0.00039877904369457556,0.0009972095489501954,1.1680077279964342e-07,8,{'alpha': 8},-0.005185595260604813,-0.011839277411224588,-0.012414898209512382,-0.01812252891509737,-0.008829966152630599,-0.01127845318981395,0.004279378696500545,8,-0.009870637941077282,-0.008507115739927103,-0.00816274104527244,-0.009306416948783395,-0.009179439321425438,-0.009005270199297132,0.0006046319239197633,Hyundai,i10
8,0.0011970996856689453,0.0003987551697700966,0.0010079383850097657,2.17505703729285e-05,9,{'alpha': 9},-0.0052520572226339894,-0.012010878494022856,-0.012452060794474579,-0.019339550487801126,-0.008865432581184789,-0.011583995916023469,0.004659794551410891,9,-0.010139325916718008,-0.008750404157668755,-0.00842154759994109,-0.00955490991196823,-0.009417638672816806,-0.009256765251822579,0.0006078937253934278,Hyundai,i10
0,0.0007977008819580079,0.000976980904823467,0.0011954784393310546,0.0009761043028735853,1,{'alpha': 1},-0.009192274658558344,-0.0033840672111834745,-0.005772551684987788,-0.003470837620401892,-0.004739979164686361,-0.0053119420679635715,0.0021308519819963423,1,-0.0034834095902867416,-0.003962086168710991,-0.0034175365190134816,-0.004081072573668495,-0.003809905023782836,-0.003750801975092509,0.00026068271933096034,Hyundai,Kona
1,0.0015901088714599609,0.0007951331259820753,0.0007980823516845703,0.0009774473398675289,2,{'alpha': 2},-0.01024055546921895,-0.0035011289151287974,-0.00587577537223648,-0.0034376954412887904,-0.004787589199886424,-0.005568548879551889,0.002503864748648207,2,-0.003698345361365795,-0.004255346655941278,-0.0037438550054091978,-0.004391918816170872,-0.004109560918714535,-0.004039805351520336,0.000275495668675176,Hyundai,Kona
2,0.001197481155395508,0.0009777405597597814,0.0007966995239257812,0.0009757536559682211,3,{'alpha': 3},-0.011177087432413363,-0.0036721750685442833,-0.006134486918086564,-0.0035138621201761333,-0.00495716748503454,-0.005890955804850976,0.002808843817472998,3,-0.003975916349727245,-0.0046057052065513705,-0.004123239842483814,-0.004741922756159295,-0.004464492583049748,-0.004382255347594294,0.00028922443196327345,Hyundai,Kona
3,0.0011947154998779297,0.0009754910542466896,0.0007978439331054688,0.000977160396029686,4,{'alpha': 4},-0.012074801722808637,-0.003890177699075682,-0.006494793295842944,-0.0036415384884702223,-0.005203464224607097,-0.0062609550861609155,0.0030807696660545506,4,-0.004297391807867908,-0.004994017397749463,-0.004537703045867302,-0.0051194267972633776,-0.004855909463699598,-0.00476088970248953,0.0003021816366556319,Hyundai,Kona
4,0.0011963844299316406,0.0009768440564336663,0.000798797607421875,0.0009783242142363334,5,{'alpha': 5},-0.012950710833201273,-0.004144910497463531,-0.006926713127022156,-0.0037970091627183697,-0.005502402817541938,-0.006664349287589454,0.003331861553982448,5,-0.004649447700334893,-0.005408402737811664,-0.004975849086852258,-0.005517145735926515,-0.005272614520600569,-0.00516469195630518,0.0003150886111332958,Hyundai,Kona
5,0.0010059356689453125,0.0008933109930056365,0.0010051727294921875,0.0008923603630154203,6,{'alpha': 6},-0.01380936657178963,-0.004427085034739729,-0.007409959029060699,-0.003967737917720397,-0.005838834021252519,-0.0070905965149125946,0.0035681174884309628,6,-0.005022504981661448,-0.005840285069912245,-0.0054293692265355836,-0.00592934921537412,-0.005706581701470501,-0.005585618038990781,0.0003283743694703299,Hyundai,Kona
6,0.001203775405883789,0.0009829326454499627,0.0007978439331054688,0.0009771553117796964,7,{'alpha': 7},-0.014651749202577747,-0.004729104379129785,-0.007929926269474346,-0.004146285271970736,-0.006202360195059549,-0.007531885063642432,0.003793056921520218,7,-0.005409552749444234,-0.0062833132492118955,-0.005892043744305296,-0.006351503241457042,-0.006151796410643048,-0.006017641879012303,0.000342224898443986,Hyundai,Kona
7,0.0011958599090576172,0.0009764156939011494,0.0011972427368164063,0.000977544605027761,8,{'alpha': 8},-0.015477756355758196,-0.0050449746972048865,-0.00847577368818767,-0.00432797368751391,-0.006585463013878389,-0.007982388288508611,0.004008952893746722,8,-0.005805380146679177,-0.006732750364065164,-0.0063591843601149434,-0.006780053779423547,-0.006603681448712339,-0.006456210019799034,0.0003566765109683123,Hyundai,Kona
8,0.0011972904205322266,0.0009775840735695592,0.0008027553558349609,0.0009832231888607214,9,{'alpha': 9},-0.01628701863983551,-0.0053700337725184925,-0.00903930036945198,-0.004509777162717709,-0.006982520095927011,-0.00843773000809014,0.004217355298330549,9,-0.0062060689480847465,-0.007185049084777635,-0.006827250275150119,-0.007212227907819038,-0.00705872806305304,-0.0068978648557769156,0.0003716837037664868,Hyundai,Kona
0,0.0010212421417236327,0.0015912309289641403,0.0003989219665527344,0.0004885776326209085,1,{'alpha': 1},-0.004926986105911349,-0.003520730949014578,-0.006612186211870243,-0.010471255271967397,-0.017130088117589107,-0.008532249331270534,0.00488840378111055,1,-0.0072702994880431936,-0.007335712008659528,-0.006670393065990673,-0.006312602627056713,-0.00457786193283233,-0.006433373824516487,0.001002830688399429,Land,ROVER Discovery Sport
1,0.0011966705322265625,0.00039873123168945315,0.0007979393005371094,0.00039896977849652576,2,{'alpha': 2},-0.006206560127346815,-0.003428849722169115,-0.007006965733478389,-0.01042815260126199,-0.0179292533586115,-0.008999956308573562,0.004991680933574472,2,-0.008186516545171864,-0.008236737021289625,-0.00745628305120371,-0.0069448445843394305,-0.005476768917984889,-0.007260230023997903,0.0010129374034711666,Land,ROVER Discovery Sport
2,0.0011968135833740235,0.00039865991643048336,0.000797891616821289,0.00039894610406496136,3,{'alpha': 3},-0.007896152434472541,-0.003755041098276804,-0.007430855164259202,-0.010691876721264239,-0.018906691706191744,-0.009736123424892907,0.0050889269549153895,3,-0.00909849127884445,-0.009140657900969823,-0.008237482833611906,-0.007689752992326902,-0.006267183176306696,-0.008086713636411955,0.0010607066238643252,Land,ROVER Discovery Sport
3,0.0009971141815185546,6.289914111267529e-07,0.0009975433349609375,5.001110306597479e-07,4,{'alpha': 4},-0.009663045879719211,-0.004319689642114018,-0.00787139781802125,-0.011144704234461861,-0.019847459448361207,-0.01056925940453551,0.005168615580858348,4,-0.010009436020235912,-0.01006690319107711,-0.009046739753603681,-0.008494635753911017,-0.00704142525419167,-0.008931827994603878,0.00111602858809188,Land,ROVER Discovery Sport
4,0.0011968135833740235,0.0003990173909677789,0.0009974002838134765,1.1680077279964343e-07,5,{'alpha': 5},-0.011430539171010362,-0.005037809611713193,-0.008323611888200154,-0.011707109508213402,-0.020724107347414915,-0.011444635505310405,0.005233849356385389,5,-0.010915237005848082,-0.011006014795666114,-0.00988005342246741,-0.009331218286199667,-0.00781855490070796,-0.009790215682177847,0.0011704730778068426,Land,ROVER Discovery Sport
5,0.0011966705322265625,0.0003984928559041591,0.0009972572326660157,9.536743164062499e-08,6,{'alpha': 6},-0.0131719792837908,-0.005858966679833545,-0.008783867896376342,-0.01233376093416678,-0.021540142564772467,-0.012337743471787987,0.005291213370157556,6,-0.011811401842200885,-0.011947971723423859,-0.010729093155617802,-0.010183493580340113,-0.00860176613726504,-0.010654745287769541,0.0012208700314447134,Land,ROVER Discovery Sport
6,0.001396512985229492,0.0004887333980000079,0.0005984306335449219,0.0004886166205017064,7,{'alpha': 7},-0.014875904102939453,-0.006750181183153364,-0.009249211101940257,-0.012997899184687332,-0.0223044409545974,-0.01323552730546356,0.005346829511730542,7,-0.012694468118011528,-0.012885297099732799,-0.01158650696142888,-0.011041709773668506,-0.009389970534697948,-0.011519590497507932,0.0012659874353152607,Land,ROVER Discovery Sport
7,0.0009975433349609375,7.688768146799612e-07,0.0009968280792236328,1.1777009043911427e-06,8,{'alpha': 8},-0.01653688431280678,-0.007688620390460447,-0.009717190471857234,-0.01368293676313375,-0.023025574933306193,-0.01413024137431288,0.005405339396219443,8,-0.01356197351053818,-0.013812744932504136,-0.012446537308285483,-0.01189953995843298,-0.010180892730171493,-0.012380337687986454,0.0013054624238340526,Land,ROVER Discovery Sport
8,0.0013962268829345703,0.0004886749801690862,0.0011967182159423827,0.00039918426614945823,9,{'alpha': 9},-0.018152354248448868,-0.008657867012226147,-0.010185769517493892,-0.014378136774754559,-0.023710631530557184,-0.015016951816696131,0.005469866213951071,9,-0.014412221200374423,-0.014726682445027083,-0.013304794685912193,-0.012752671835881284,-0.010972054885877715,-0.01323368501061454,0.001339357306400438,Land,ROVER Discovery Sport
0,0.001196575164794922,0.00039865974532695764,0.0009975433349609375,5.43678009557313e-07,1,{'alpha': 1},-0.008977209919547835,-0.005175128249927128,-0.0022945976147544633,-0.004189628875092331,-0.012453125402763509,-0.006617938012417055,0.003641022748719022,1,-0.004741757649137243,-0.005376042219312999,-0.006157735897911743,-0.005680556891462524,-0.003868256556363433,-0.005164869842837589,0.0007945489099034135,Land,ROVER Range Rover Evoque
1,0.001396322250366211,0.0004884997731965918,0.0007977962493896484,0.00039889816388262293,2,{'alpha': 2},-0.010216447310476842,-0.005493235022895433,-0.003182920308101334,-0.004949785109238106,-0.012843224137616658,-0.007337122377665675,0.003604562755861543,2,-0.005308473134400837,-0.006000383892323596,-0.006823317460880229,-0.0062929200621152865,-0.004634259446951988,-0.005811870799334387,0.0007655256540342833,Land,ROVER Range Rover Evoque
2,0.0011968135833740235,0.00039877895816837876,0.000997161865234375,1.1680077279964343e-07,3,{'alpha': 3},-0.011427456311627253,-0.006185488760662934,-0.004386307398268845,-0.005796150384720386,-0.01364016675149977,-0.008287113921355838,0.0035876160362533355,3,-0.006000846512101657,-0.006816306022536757,-0.007633528623317947,-0.007022186027033229,-0.005471005629423414,-0.006588774562882602,0.0007650090052655922,Land,ROVER Range Rover Evoque
3,0.0011968135833740235,0.0003988981353824061,0.0009972572326660157,9.536743164062499e-08,4,{'alpha': 4},-0.012597304373616605,-0.007152734825167381,-0.005778438406448249,-0.006644782488227111,-0.014520693281372739,-0.009338790674966417,0.00352654660287293,4,-0.00677081183044558,-0.007743048696406657,-0.00852983615392823,-0.007814705160783909,-0.006330119215886188,-0.0074377042114901135,0.0007873508900500744,Land,ROVER Range Rover Evoque
4,0.0011967658996582032,0.00039880276795332124,0.0007979869842529297,0.00039899350281149214,5,{'alpha': 5},-0.0137281950254046,-0.008321598667597265,-0.007295411250037825,-0.007465769688494832,-0.01537499986691115,-0.010437194899689134,0.0034172655567269086,5,-0.007590329706322406,-0.008733366842702971,-0.00947629742200768,-0.008644384196493026,-0.007196716278628985,-0.008328218889231014,0.0008254657215407507,Land,ROVER Range Rover Evoque
5,0.0011968135833740235,0.000399017333984375,0.0007977962493896484,0.0003988981353824061,6,{'alpha': 6},-0.014823543195223653,-0.009638465562084636,-0.008896337797574365,-0.008248831522089085,-0.01616581269743344,-0.011554598154881034,0.0032746085721842492,6,-0.008441349599070478,-0.009758142348862707,-0.010450191108973396,-0.009496387742450893,-0.008065285014089088,-0.009242271162689313,0.0008736750721556659,Land,ROVER Range Rover Evoque
6,0.0011913776397705078,0.0004019981028448774,0.000997161865234375,3.2340669551493016e-07,7,{'alpha': 7},-0.015886385615165796,-0.011063831795366673,-0.010553043399976453,-0.008991705536376312,-0.016883730284358446,-0.012675739326248736,0.003120628986102609,7,-0.009311750069531229,-0.010798848249232239,-0.011436766508385363,-0.010361568105005537,-0.008933559347771585,-0.010168498455985189,0.0009276004530664315,Land,ROVER Range Rover Evoque
7,0.0011967182159423827,0.0003989459900777808,0.00079803466796875,0.00039901741945947783,8,{'alpha': 8},-0.016919258972056424,-0.012568169926600724,-0.01224534888309322,-0.009695512321188832,-0.0175304853547294,-0.013791755091533719,0.00298084290611129,8,-0.010193174454585764,-0.011843423510735702,-0.012426245748198577,-0.011233973389570957,-0.009800500834254204,-0.011099463587469039,0.0009839293046698385,Land,ROVER Range Rover Evoque
8,0.000998544692993164,2.4841339640867434e-06,0.0009959220886230468,2.5872535641194417e-06,9,{'alpha': 9},-0.017924279780208583,-0.014129076007032674,-0.013958420734259631,-0.01036273397721704,-0.018112052309898,-0.014897312561723186,0.002882054489317738,9,-0.01107974266317491,-0.012883884304544044,-0.013412041131559615,-0.012109564967680982,-0.010665534679912096,-0.012030153549374329,0.0010402154754642686,Land,ROVER Range Rover Evoque
0,0.0011968612670898438,0.0009772331363015311,0.0007978439331054688,0.000977155276876287,1,{'alpha': 1},-0.017884336610301466,-0.006624807152593217,-0.02159064310768993,-0.012107214772895766,-0.004283989311156506,-0.012498198190927377,0.006539202695740286,1,-0.006420489649860681,-0.006233517566473451,-0.003749335711862128,-0.006599522227904219,-0.007065900897990649,-0.006013753210818226,0.0011654576448280093,Land,ROVER Range Rover Sport
1,0.001595449447631836,0.0007977247434115749,0.001995086669921875,5.840038639982171e-07,2,{'alpha': 2},-0.027606057666075594,-0.005946250809373102,-0.020306222131858696,-0.014024969209324264,-0.005483755372570093,-0.014673451037840351,0.008485463845049888,2,-0.008218104736568846,-0.007661444449684749,-0.004972099605117681,-0.007806604411792858,-0.008366475244969846,-0.007404945689626796,0.001243513420541699,Land,ROVER Range Rover Sport
2,0.001595306396484375,0.0007976534547901151,0.00039930343627929686,0.0007986068725585937,3,{'alpha': 3},-0.03919037316191974,-0.006107687828980294,-0.019623768398969166,-0.016265741680309427,-0.0073164174476738975,-0.017700797703570505,0.011914651529345894,3,-0.010428694077728866,-0.00943533409068056,-0.006556763615645931,-0.009343081623188589,-0.01002134514524071,-0.00915704371049693,0.0013592368328529808,Land,ROVER Range Rover Sport
3,0.00079803466796875,0.0009773888784191055,0.0011969566345214843,0.0009773111198092433,4,{'alpha': 4},-0.05192892354910575,-0.006760525932716241,-0.019288566739993046,-0.01864948670069034,-0.009530461579556119,-0.0212315929004123,0.016118914265008024,4,-0.012866621293063893,-0.011429846668874609,-0.008390163258554243,-0.011114876152069025,-0.01191255090258255,-0.011142811655028863,0.0014982830749574873,Land,ROVER Range Rover Sport
4,0.0007979393005371094,0.0009772720776476962,0.0011966228485107422,0.0009770384761048781,5,{'alpha': 5},-0.06534439688760948,-0.007714216154184943,-0.019175993043376447,-0.021094922934253618,-0.011960365465962906,-0.025057978897077476,0.02071546585683331,5,-0.015422321298605046,-0.013568942883610342,-0.010400773814453325,-0.013053242261100603,-0.013963202378065975,-0.013281696527167059,0.0016420196183058932,Land,ROVER Range Rover Sport
5,0.0015958309173583984,0.0007979155352620899,0.0003989219665527344,0.0007978439331054689,6,{'alpha': 6},-0.07911033797703544,-0.008855884821639654,-0.019216270877086307,-0.0235588937217446,-0.01450286105010704,-0.02904884968952261,0.025504170042741088,6,-0.01802635736353634,-0.01580289024585917,-0.012538855683013621,-0.015108938862109615,-0.016120491782267526,-0.015519506787357255,0.001776436657301143,Land,ROVER Range Rover Sport
6,0.0015956878662109375,0.0007978440328502662,0.0011970043182373048,0.00097734994870602,7,{'alpha': 7},-0.0929991250037749,-0.010115071017122253,-0.019366653200043778,-0.02601675592083576,-0.017092165403195445,-0.03311795410899443,0.030368531259536317,7,-0.020633393307693402,-0.018098036623462627,-0.014768521291513575,-0.017246503669848177,-0.01834746665865022,-0.0178187843102336,0.001892676427881094,Land,ROVER Range Rover Sport
7,0.0019950389862060545,6.641573084442195e-07,0.0011966228485107422,0.0009770388949957797,8,{'alpha': 8},-0.10685044138114887,-0.011446182272108755,-0.019599227670275304,-0.028453886945451583,-0.01968558298234129,-0.03720706425026517,0.035234867237627955,8,-0.023213485568679883,-0.020431042581767363,-0.01706328598277056,-0.019440041988486954,-0.020617925479298516,-0.020153156320200656,0.001985682603385513,Land,ROVER Range Rover Sport
8,0.001994895935058594,9.536743164062499e-08,0.0011966228485107422,0.0009770384993765997,9,{'alpha': 9},-0.12055121540634162,-0.012818947449222351,-0.01989486311414878,-0.030861448870972554,-0.022255146365630144,-0.04127632424126309,0.04005439396571786,9,-0.025746891533131862,-0.022785375002672505,-0.01940325199803005,-0.021670351206977283,-0.02291307169352712,-0.022503788286867766,0.0020529230524278805,Land,ROVER Range Rover Sport
0,0.0011967658996582032,0.00039892199505124864,0.0009972572326660157,1.784161275279017e-07,1,{'alpha': 1},-0.0502834475549298,-0.04954325351706922,-0.033628333028221664,-0.02755658888844182,-0.02508356135098313,-0.03721903686792913,0.01073397376237471,1,-0.022555243625196623,-0.024686412019215145,-0.03012029000785523,-0.02767354130221459,-0.029048271471348953,-0.026816751685166108,0.002804493982557004,Land,ROVER Discovery
1,0.0011968612670898438,0.0003989935313048969,0.0007977962493896484,0.00039889816388262293,2,{'alpha': 2},-0.05060910805079964,-0.05187036976218379,-0.03278736202427872,-0.02498849783277129,-0.026199596481418213,-0.03729098683029033,0.011701141579499159,2,-0.023786364676272494,-0.025428096837071056,-0.030896987407160608,-0.02919257127635485,-0.03024335527723797,-0.0279094750948194,0.002799137006825624,Land,ROVER Discovery
2,0.001396322250366211,0.0004886944566570864,0.000797891616821289,0.00039894581909694896,3,{'alpha': 3},-0.05102146599056341,-0.053695353897861405,-0.032203720342097605,-0.02342147627391053,-0.027429354231276164,-0.03755427414714182,0.012432040192306232,3,-0.024827677676015486,-0.026127115089324103,-0.03160352759970438,-0.03052370533882271,-0.03127959385119068,-0.028872323911011476,0.002824068604516449,Land,ROVER Discovery
3,0.0009972095489501954,1.1680077279964342e-07,0.000997447967529297,1.1680077279964343e-07,4,{'alpha': 4},-0.05142912793659439,-0.05523732221754759,-0.03179456211007888,-0.022395033916250872,-0.02868436254809028,-0.037908081745712405,0.013009443005430136,4,-0.025729730545531782,-0.026778793809006243,-0.03229547132800307,-0.03170055158854745,-0.03218983096260165,-0.02973887564673804,0.002871475748359811,Land,ROVER Discovery
4,0.0011967182159423827,0.00039882662762642264,0.000997304916381836,1.5078914929239175e-07,5,{'alpha': 5},-0.05180923036595968,-0.056599717568835195,-0.031528330227215136,-0.02170221634932476,-0.02993078440824722,-0.038314055783916404,0.013481570261671325,5,-0.02653696838719065,-0.027395574433875285,-0.03298469256808087,-0.032762871277898634,-0.03300839867936781,-0.030537701069282653,0.002929925538967803,Land,ROVER Discovery
5,0.0011968612670898438,0.00039887429708787493,0.0009973526000976562,9.536743164062499e-08,6,{'alpha': 6},-0.052157097774251045,-0.05783834302361325,-0.0313808577624793,-0.021231906649848167,-0.031153794660632454,-0.038752399974164846,0.013878078172537821,6,-0.027278241710395043,-0.027987182204502657,-0.03367198537714584,-0.03373867553130067,-0.033759273270472526,-0.03128707161876335,0.0029923216326518775,Land,ROVER Discovery
6,0.0011967658996582032,0.00039904118652603566,0.0009974002838134765,1.9073486328124998e-07,7,{'alpha': 7},-0.052473808604762875,-0.058986526938147134,-0.031332125831144995,-0.020918019253789843,-0.032347200785371025,-0.03921153628264318,0.014218263598193467,7,-0.02797206097842198,-0.02856007877465014,-0.03435566104353437,-0.034647193683251365,-0.03445882886980236,-0.031998764669932046,0.0030548307949084985,Land,ROVER Discovery
7,0.0011966705322265625,0.0003989696930112163,0.0007977962493896484,0.00039889816388262293,8,{'alpha': 8},-0.052762279218262,-0.06006578170121783,-0.031365699175736596,-0.020718539252565882,-0.033509101430202776,-0.03968428015559702,0.014515306504150545,8,-0.028630646777804178,-0.02911855487208171,-0.03503388124522034,-0.03550200243470661,-0.03511851815228863,-0.03268072069642029,0.003115508811009694,Land,ROVER Discovery
