dealer,county,make,model,vehicle_year,mileage,last_updated,price,transmission,engine,body,fuel,doors,mpg,owners,color,tax,nct_month,nct_year,download_date,page_id
Kearys renault &amp; dacia midleton,Cork,Dacia,Duster,2018.0,118991.0, 1 month ago,16990.0,Manual,1.5,Suv,Diesel,4.0,53.0,2.0,Grey,200.0,February,2024.0,2022-09-01,3136108
Mongey plunkett motors,Dublin,Audi,A1,2014.0,0.0, 1 month ago,14500.0,Automatic,1.4,Hatchback,Petrol,5.0,44.0,1.0,Red,NaN,None,NaN,2022-09-01,3136109
Mongey plunkett motors,Dublin,Peugeot,308,2018.0,83999.0, 1 month ago,14550.0,Manual,1.2,Hatchback,Petrol,5.0,48.0,1.0,None,NaN,April,2024.0,2022-09-01,3136110
Frank hogan ltd,Limerick,Skoda,Octavia,2019.0,109998.0, 26 days ago,20950.0,Manual,1.0,Saloon,Petrol,4.0,50.0,1.0,Silver,190.0,January,2023.0,2022-09-01,3136118
Trinity motors,Wexford,Mazda,Mazda2,2021.0,41580.0, 15 days ago,19450.0,Manual,1.5,Hatchback,Petrol,4.0,44.0,1.0,Red,NaN,March,2025.0,2022-09-01,3136120
Tullamore nissan,Offaly,Nissan,Qashqai,2018.0,31652.0, 1 month ago,NaN,Manual,1.2,Mpv,Petrol,4.0,41.0,2.0,Grey,270.0,July,2024.0,2022-09-01,3136121
Tullamore nissan,Offaly,Nissan,Qashqai,2017.0,0.0, 1 month ago,21995.0,Manual,1.5,Mpv,Diesel,NaN,59.0,NaN,Grey,180.0,January,2023.0,2022-09-01,3136122
Tullamore nissan,Offaly,Nissan,Micra,2019.0,51275.0, 5 days ago,16495.0,Manual,1.0,Hatchback,Petrol,NaN,44.0,1.0,Red,280.0,March,2023.0,2022-09-01,3136123
Windsor motormall,Dublin,Nissan,X-Trail,2017.0,103736.0, 1 day ago,25995.0,Manual,1.6,Suv,Diesel,4.0,48.0,2.0,Blue,NaN,March,2023.0,2022-09-01,3136128
Windsor motormall,Dublin,Nissan,X-Trail,2018.0,132648.0, 19 days ago,27995.0,Manual,1.6,Suv,Diesel,4.0,48.0,1.0,Black,NaN,May,2022.0,2022-09-01,3136129
Blackwater motors skibberreen,Cork,Volkswagen,Tiguan,2019.0,75935.0, 23 days ago,36995.0,Automatic,2.0,Suv,Diesel,NaN,46.0,1.0,Grey,280.0,January,2023.0,2022-09-01,3136133
Colm quinn bmw drogheda,Louth,Bmw,5 Series,2018.0,49255.0, 19 days ago,38995.0,Automatic,2.0,Saloon,Diesel,4.0,52.0,2.0,Silver,200.0,July,2022.0,2022-09-01,3136137
Audi cork,Cork,Audi,Q5,2019.0,66650.0, 11 days ago,49995.0,Automatic,2.0,Suv,Diesel,4.0,43.0,1.0,Black,NaN,February,2023.0,2022-09-01,3136140
Audi cork,Cork,Audi,A3,2015.0,98726.0, 20 days ago,18995.0,Manual,1.6,Hatchback,Diesel,NaN,62.0,1.0,Grey,180.0,December,2023.0,2022-09-01,3136141
Newgate motor group,Meath,Hyundai,Tucson,2018.0,91830.0, 5 days ago,29950.0,Automatic,2.0,Suv,Diesel,5.0,39.0,2.0,Blue,600.0,January,2022.0,2022-09-01,3136143
Newgate motor group,Meath,Dacia,Duster,2016.0,142999.0, 1 day ago,12950.0,Manual,1.5,Suv,Diesel,5.0,53.0,1.0,Grey,200.0,December,2022.0,2022-09-01,3136144
Newgate motor group,Meath,Dacia,Duster,2018.0,74998.0, 1 month ago,16950.0,Manual,1.5,Suv,Diesel,5.0,53.0,2.0,Black,200.0,February,2022.0,2022-09-01,3136145
Newgate motor group,Meath,Nissan,X-Trail,2017.0,94999.0, 1 month ago,21950.0,Manual,1.6,Suv,Diesel,5.0,48.0,1.0,Green,NaN,March,2023.0,2022-09-01,3136147
Newgate motor group,Meath,Dacia,Duster,2014.0,64999.0, 1 month ago,11950.0,Manual,1.5,Suv,Diesel,5.0,47.0,2.0,Silver,200.0,May,2024.0,2022-09-01,3136151
Sean murray car sales,Clare,Audi,A6,2016.0,152314.0, 1 month ago,25000.0,Manual,2.0,Saloon,Diesel,4.0,53.0,2.0,White,200.0,None,NaN,2022-09-01,3136163
Galway autos,Galway,Audi,A4,2015.0,125528.0, 11 days ago,17950.0,Manual,1.8,Saloon,Petrol,4.0,36.0,1.0,Silver,400.0,July,2024.0,2022-09-01,3136164
Galway autos,Galway,Hyundai,i30,2011.0,170590.0, 8 days ago,6950.0,Manual,1.6,Hatchback,Diesel,5.0,53.0,1.0,Black,190.0,March,2024.0,2022-09-01,3136165
Tallaght auto specialists,Dublin,Ford,Transit,2018.0,114263.0, 20 days ago,23950.0,Manual,2.0,Van,Diesel,3.0,31.0,1.0,White,333.0,None,NaN,2022-09-01,3136166
Tallaght auto specialists,Dublin,Volkswagen,Golf,2017.0,149668.0, 21 days ago,13950.0,Manual,1.6,Van,Diesel,3.0,57.0,1.0,White,333.0,None,NaN,2022-09-01,3136167
Cronin autos,Cork,Ford,Focus,2014.0,193120.0, 1 month ago,11695.0,Manual,1.6,Hatchback,Diesel,4.0,56.0,3.0,Black,190.0,August,2023.0,2022-09-01,3136169
Cunningham autopoint galway,Galway,Audi,A6,2020.0,26554.0, 20 hours ago,49995.0,Automatic,2.0,Saloon,Diesel,4.0,40.0,1.0,Silver,200.0,March,2024.0,2022-09-01,3136170
Cunningham autopoint galway,Galway,Volkswagen,Touareg,2016.0,225123.0, 7 hours ago,29999.0,Automatic,3.0,Suv,Diesel,5.0,36.0,2.0,Silver,333.0,May,2023.0,2022-09-01,3136173
Cunningham autopoint galway,Galway,Mitsubishi,Outlander,2016.0,82123.0, 1 day ago,26995.0,Manual,2.3,Estate,Diesel,5.0,44.0,1.0,Black,280.0,March,2024.0,2022-09-01,3136175
Garryhinch motors,Laois,Ford,Ranger,2019.0,190399.0, 1 month ago,NaN,Automatic,3.2,Van,Diesel,4.0,27.0,NaN,Black,NaN,None,NaN,2022-09-01,3136183
Harmonstown motors,Dublin,Ford,Kuga,2020.0,36998.0, 1 month ago,34950.0,Manual,1.5,Suv,Diesel,5.0,46.0,1.0,Blue,200.0,July,2024.0,2022-09-01,3136186
Fitzpatricks hyundai kildare,Kildare,Volkswagen,Golf,2018.0,69045.0, 1 month ago,24750.0,Manual,1.0,Estate,Petrol,5.0,48.0,1.0,White,190.0,January,2024.0,2022-09-01,3136187
John adams car sales,Laois,Toyota,Hilux,2017.0,190399.0, 1 month ago,34950.0,Manual,2.4,Mpv,Diesel,NaN,NaN,NaN,Silver,NaN,None,NaN,2022-09-01,3136200
O&#039;connell automotive,Dublin,Volkswagen,Golf,2018.0,89598.0, 1 month ago,17999.0,Manual,1.6,Hatchback,Diesel,3.0,57.0,NaN,Grey,120.0,February,2022.0,2022-09-01,3136210
Newgate motor group,Meath,Skoda,Superb,2019.0,57999.0, 1 month ago,27950.0,Manual,2.0,Hatchback,Diesel,5.0,56.0,1.0,Grey,200.0,February,2023.0,2022-09-01,3136213
Font motor company,Mayo,Mercedes-benz,GLC Class,2016.0,206399.0, 1 month ago,29950.0,Automatic,2.1,Suv,Diesel,5.0,47.0,1.0,Silver,NaN,May,2024.0,2022-09-01,3136216
Q&amp;s car sales,Kilkenny,Mini,Hatch,2014.0,171198.0, 1 month ago,11995.0,Manual,1.5,Hatchback,Petrol,3.0,NaN,1.0,Black,NaN,July,2024.0,2022-09-01,3136221
Limerick motor centre,Limerick,Hyundai,Tucson,2022.0,14.0, 1 month ago,NaN,Manual,1.6,Suv,Diesel,NaN,NaN,NaN,None,NaN,None,NaN,2022-09-01,3137411
Q&amp;s car sales,Kilkenny,Volkswagen,Passat,2014.0,240998.0, 21 days ago,10495.0,Manual,1.6,Saloon,Diesel,4.0,55.0,1.0,Blue,190.0,May,2024.0,2022-09-01,3136222
Slaney view honda,Wexford,Hyundai,i30,2016.0,102999.0, 1 month ago,11950.0,Manual,1.4,Hatchback,Diesel,5.0,56.0,NaN,Black,190.0,November,2022.0,2022-09-01,3136228
Castle motors (hybrid specialists),Dublin,Toyota,Corolla,2017.0,112000.0, 28 days ago,14950.0,Automatic,1.5,Saloon,Petrol hybrid,4.0,42.0,1.0,White,170.0,August,2024.0,2022-09-01,3136237
Al hayes skoda,Clare,Volkswagen,T-Roc,2019.0,71260.0, 23 days ago,28500.0,Manual,1.6,Suv,Diesel,5.0,55.0,1.0,Blue,NaN,January,2023.0,2022-09-01,3136241
Al hayes skoda,Clare,Skoda,Superb,2020.0,80467.0, 1 month ago,36500.0,Manual,2.0,Estate,Diesel,4.0,48.0,1.0,Grey,200.0,February,2024.0,2022-09-01,3136242
Al hayes motors tuam,Galway,Volkswagen,Caddy,2018.0,185265.0, 1 month ago,18000.0,Manual,2.0,Van,Diesel,5.0,48.0,1.0,Grey,NaN,None,NaN,2022-09-01,3136243
T.p waters,Kildare,Mazda,CX-5,2019.0,84100.0, 7 hours ago,31795.0,Manual,2.2,Suv,Diesel,4.0,41.0,2.0,Grey,270.0,March,2023.0,2022-09-01,3136245
Imperial motors,Meath,Renault,Clio,2014.0,165762.0, 1 month ago,8750.0,Manual,1.5,Hatchback,Diesel,4.0,73.0,2.0,Red,180.0,April,2023.0,2022-09-01,3136248
Paul o&#039;connor cars,Waterford,Nissan,X-Trail,2017.0,89000.0, 9 days ago,24450.0,Manual,1.6,Mpv,Diesel,4.0,48.0,1.0,Black,270.0,March,2023.0,2022-09-01,3136249
Kia liffey valley,Dublin,Kia,Sorento,2018.0,92203.0, 1 day ago,39995.0,Automatic,2.2,Estate,Diesel,5.0,38.0,2.0,Grey,600.0,March,2024.0,2022-09-01,3136250
Sarsfield motor company,Dublin,Bmw,5 Series,2019.0,122309.0, 3 hours ago,39999.0,Automatic,2.0,Saloon,Hybrid,4.0,NaN,1.0,Black,170.0,None,NaN,2022-09-01,3136251
Wright choice autos,Dublin,Nissan,Qashqai,2015.0,115872.0, 7 hours ago,15250.0,Manual,1.5,Mpv,Diesel,5.0,62.0,1.0,Blue,180.0,August,2023.0,2022-09-01,3136253
Dh darren hayes motors ltd - trading as dh westlink ltd,Carlow,Kia,Sportage,2014.0,194610.0, 2 hours ago,13945.0,Manual,1.7,Mpv,Diesel,4.0,44.0,3.0,Silver,280.0,November,2022.0,2022-09-01,3136256
Nyhan motors,Cork,Kia,Sportage,2022.0,10.0, 6 hours ago,47800.0,Automatic,1.6,Suv,Petrol plug-in hybrid,NaN,NaN,NaN,None,NaN,None,NaN,2022-09-01,3136258
O&#039;regan motors,Dublin,Bmw,3 Series,2011.0,125528.0, 5 days ago,9450.0,Manual,2.0,Saloon,Diesel,4.0,57.0,1.0,Black,190.0,January,2023.0,2022-09-01,3136263
Kia liffey valley,Dublin,Kia,Stonic,2019.0,23478.0, 13 hours ago,17995.0,Manual,1.2,Estate,Petrol,5.0,45.0,3.0,Black,280.0,March,2023.0,2022-09-01,3136267
Denis cullinane car sales,Cork,Land,ROVER Discovery,2014.0,75500.0, 2 hours ago,28950.0,Automatic,3.0,Van,Diesel,5.0,28.0,2.0,White,333.0,None,NaN,2022-09-01,3136269
N18 autos,Clare,Hyundai,Tucson,2018.0,225307.0, 1 month ago,19995.0,Manual,1.7,Suv,Diesel,5.0,51.0,2.0,Silver,200.0,None,NaN,2022-09-01,3136270
Denis cullinane car sales,Cork,Mercedes-benz,CLA Class,2016.0,46500.0, 2 hours ago,24950.0,Manual,2.1,Estate,Diesel,5.0,57.0,1.0,Black,200.0,May,2024.0,2022-09-01,3136271
Monasterevin motors,Kildare,Ford,Fiesta,2015.0,78382.0, 7 hours ago,14444.0,Manual,1.0,Hatchback,Petrol,5.0,55.0,2.0,Blue,180.0,October,2023.0,2022-09-01,3136277
Evra motors,Dublin,Nissan,Micra,2007.0,103467.0, 5 days ago,4950.0,Automatic,1.2,Hatchback,Petrol,5.0,36.0,7.0,Orange,358.0,November,2022.0,2022-09-01,3136280
Toyota sandyford,Dublin,Toyota,Yaris,2022.0,20.0, 1 month ago,21945.0,Manual,1.0,Hatchback,Petrol,4.0,42.0,1.0,Grey,NaN,July,2026.0,2022-09-01,3136285
Cogan&#039;s toyota,Cork,Toyota,Rav4,2019.0,61837.0, 7 days ago,40900.0,Automatic,2.5,Suv,Hybrid,4.0,51.0,1.0,White,NaN,February,2023.0,2022-09-01,3136288
Cavanaghs of fermoy,Cork,Ford,Fiesta,2019.0,5000.0, 27 days ago,20000.0,Automatic,1.0,Hatchback,Petrol,4.0,41.0,1.0,Red,270.0,March,2023.0,2022-09-01,3136290
Avon motors,Wicklow,Mercedes-benz,E Class,2017.0,47381.0, 16 days ago,NaN,Automatic,2.0,Saloon,Diesel,4.0,60.0,2.0,Blue,190.0,January,2023.0,2022-09-01,3136295
Coby motor company,Dublin,Audi,A3,2013.0,117000.0, 16 days ago,14950.0,Automatic,1.4,Hatchback,Petrol,5.0,50.0,1.0,Black,200.0,July,2024.0,2022-09-01,3136298
Castle motors (hybrid specialists),Dublin,Volkswagen,Golf,2013.0,128000.0, 29 days ago,11990.0,Automatic,1.2,Hatchback,Petrol,5.0,47.0,1.0,Black,270.0,January,2024.0,2022-09-01,3136300
Castle motors (hybrid specialists),Dublin,Volkswagen,Golf,2013.0,89000.0, 18 days ago,14900.0,Automatic,1.4,Hatchback,Petrol,5.0,39.0,1.0,Black,400.0,September,2024.0,2022-09-01,3136301
Castle motors (hybrid specialists),Dublin,Volkswagen,Golf,2013.0,137000.0, 29 days ago,11990.0,Automatic,1.2,Hatchback,Petrol,5.0,47.0,1.0,Black,400.0,August,2024.0,2022-09-01,3136302
Wp motor company,Dublin,Honda,Civic,2012.0,100000.0, 1 month ago,7900.0,Manual,1.3,Hatchback,Petrol,4.0,44.0,3.0,Blue,270.0,February,2022.0,2022-09-01,3136305
Inclusive car sales,Dublin,Bmw,3 Series,2018.0,151921.0, 1 month ago,22995.0,Automatic,2.0,Saloon,Hybrid,4.0,NaN,1.0,Black,170.0,July,2024.0,2022-09-01,3136307
Limerick motor centre,Limerick,Hyundai,Tucson,2022.0,12.0, 1 month ago,NaN,Manual,1.6,Suv,Diesel,NaN,NaN,NaN,None,NaN,None,NaN,2022-09-01,3137441
Avon motors,Wicklow,Ford,Fiesta,2019.0,46553.0, 1 day ago,16950.0,Manual,1.1,Hatchback,Petrol,4.0,46.0,1.0,Grey,200.0,January,2023.0,2022-09-01,3136310
Arthur auto sales ltd,Limerick,Mercedes-benz,E Class,2013.0,226356.0, 1 month ago,16999.0,Automatic,2.1,Saloon,Diesel,4.0,39.0,2.0,Black,270.0,August,2023.0,2022-09-01,3136315
Dungarvan nissan,Waterford,Nissan,Qashqai,2016.0,58850.0, 13 days ago,18950.0,Manual,1.2,Mpv,Petrol,4.0,41.0,3.0,Red,270.0,November,2022.0,2022-09-01,3136318
Windsor belgard nissan,Dublin,Bmw,4 Series,2016.0,144417.0, 1 month ago,24995.0,Automatic,2.0,Coupe,Diesel,4.0,56.0,2.0,Silver,NaN,October,2020.0,2022-09-01,3136323
Windsor belgard nissan,Dublin,Mercedes-benz,A Class,2017.0,37479.0, 5 days ago,24995.0,Automatic,1.6,Hatchback,Petrol,5.0,50.0,1.0,White,280.0,None,NaN,2022-09-01,3136325
Windsor belgard nissan,Dublin,Audi,A1,2018.0,60284.0, 5 days ago,22995.0,Automatic,1.0,Hatchback,Petrol,5.0,168.0,1.0,Red,NaN,None,NaN,2022-09-01,3136326
Windsor belgard nissan,Dublin,Nissan,Note,2019.0,84255.0, 1 month ago,15995.0,Automatic,1.2,Mpv,Petrol,5.0,NaN,1.0,Silver,NaN,None,NaN,2022-09-01,3136327
Windsor deansgrange nissan &amp; opel,Dublin,Nissan,Qashqai,2017.0,63451.0, 1 month ago,23995.0,Manual,1.5,Suv,Diesel,4.0,59.0,2.0,Silver,180.0,February,2023.0,2022-09-01,3136328
Colton motors mullingar,Westmeath,Seat,Leon,2018.0,101998.0, 1 month ago,16995.0,Manual,1.6,Hatchback,Diesel,5.0,55.0,2.0,Blue,NaN,March,2024.0,2022-09-01,3136340
Colton motors tullamore,Offaly,Mazda,CX-5,2022.0,74.0, 6 days ago,40995.0,Manual,2.2,Suv,Diesel,5.0,42.0,1.0,None,NaN,None,NaN,2022-09-01,3136342
Colton motors tullamore,Offaly,Mazda,CX-5,2022.0,3183.0, 6 days ago,43995.0,Manual,2.2,Suv,Diesel,5.0,NaN,1.0,Blue,NaN,None,NaN,2022-09-01,3136343
Colton motors tullamore,Offaly,Mazda,Mazda2,2022.0,780.0, 6 days ago,26995.0,Automatic,1.5,Hatchback,Petrol hybrid,5.0,NaN,1.0,Grey,NaN,None,NaN,2022-09-01,3136344
Windsor drogheda peugeot,Louth,Nissan,X-Trail,2019.0,82774.0, 1 minute ago,31995.0,Manual,1.6,Suv,Diesel,4.0,48.0,1.0,Grey,NaN,January,2023.0,2022-09-01,3136350
Windsor drogheda peugeot,Louth,Hyundai,Santa Fe,2017.0,115341.0, 2 days ago,29995.0,Manual,2.2,Suv,Diesel,5.0,41.0,1.0,Grey,NaN,March,2023.0,2022-09-01,3136351
Conlans naas,Kildare,Audi,A6,2018.0,113999.0, 15 days ago,36950.0,Automatic,2.0,Saloon,Diesel,5.0,53.0,1.0,Grey,190.0,March,2022.0,2022-09-01,3136353
Conlans naas,Kildare,Bmw,X3,2014.0,0.0, 1 month ago,26950.0,Automatic,2.0,Suv,Diesel,4.0,42.0,1.0,Silver,NaN,May,2022.0,2022-09-01,3136354
Audi centre ltd.,Dublin,Audi,A6,2022.0,2000.0, 6 days ago,57999.0,Automatic,2.0,Saloon,Diesel,4.0,NaN,1.0,Black,210.0,None,NaN,2022-09-01,3136361
Kearys belgard,Dublin,Dacia,Duster,2019.0,49998.0, 1 month ago,20900.0,Manual,1.5,Suv,Diesel,4.0,56.0,1.0,Orange,280.0,June,2023.0,2022-09-01,3136363
Kearys belgard,Dublin,Renault,Kadjar,2020.0,29885.0, 1 month ago,30900.0,Manual,1.5,Suv,Diesel,5.0,52.0,1.0,Black,NaN,January,2024.0,2022-09-01,3136364
Connollys mercedes-benz sligo,Sligo,Mercedes-benz,E Class,2019.0,81561.0, 1 month ago,41950.0,Automatic,2.0,Saloon,Diesel,4.0,60.0,1.0,Blue,190.0,January,2023.0,2022-09-01,3136365
Kearys hyundai mallow,Cork,Skoda,Superb,2019.0,54416.0, 11 days ago,27897.0,Manual,2.0,Saloon,Diesel,4.0,56.0,1.0,Blue,200.0,March,2023.0,2022-09-01,3136367
Kearys hyundai mallow,Cork,Nissan,Qashqai,2019.0,95503.0, 6 days ago,23295.0,Manual,1.5,Mpv,Diesel,4.0,62.0,2.0,Black,190.0,March,2023.0,2022-09-01,3136368
Kearys hyundai mallow,Cork,Hyundai,Tucson,2020.0,19767.0, 11 days ago,30795.0,Manual,1.6,Suv,Diesel,5.0,43.0,1.0,None,270.0,January,2024.0,2022-09-01,3136369
Morrison bmw &amp; mini,Tipperary,Bmw,5 Series,2019.0,68929.0, 1 minute ago,43995.0,Automatic,2.0,Saloon,Diesel,4.0,52.0,NaN,Blue,200.0,January,2023.0,2022-09-01,3136371
Morrison bmw &amp; mini,Tipperary,Bmw,4 Series,2019.0,55726.0, 1 minute ago,45995.0,Automatic,2.0,Coupe,Diesel,5.0,45.0,NaN,Blue,NaN,March,2023.0,2022-09-01,3136372
Frank hogan ltd,Limerick,Volkswagen,Passat,2016.0,94999.0, 4 hours ago,21900.0,Manual,1.6,Saloon,Diesel,4.0,59.0,3.0,Grey,190.0,June,2022.0,2022-09-01,3136378
Trinity peugeot,Wexford,Peugeot,3008,2018.0,108429.0, 1 month ago,26445.0,Manual,1.6,Mpv,Diesel,4.0,56.0,1.0,White,190.0,April,2022.0,2022-09-01,3136380
Windsor motormall,Dublin,Dacia,Duster,2020.0,42959.0, 19 days ago,20995.0,Manual,1.3,Suv,Petrol,4.0,NaN,2.0,Black,270.0,February,2024.0,2022-09-01,3136381
Blackwater motors cork,Cork,Toyota,Landcruiser,2018.0,220535.0, 1 month ago,37394.0,Manual,2.8,Suv,Diesel,4.0,31.0,2.0,White,NaN,None,NaN,2022-09-01,3136386
Connollys hyundai galway,Galway,Hyundai,Kona,2021.0,23100.0, 1 month ago,25750.0,Manual,1.0,Mpv,Petrol,5.0,NaN,1.0,Red,NaN,June,2025.0,2022-09-01,3136389
Connollys hyundai galway,Galway,Hyundai,Tucson,2017.0,115663.0, 1 month ago,23950.0,Manual,1.7,Suv,Diesel,5.0,53.0,1.0,Blue,200.0,January,2023.0,2022-09-01,3136390
Connollys hyundai galway,Galway,Hyundai,Tucson,2017.0,110658.0, 1 month ago,23950.0,Manual,1.7,Suv,Diesel,5.0,53.0,2.0,Brown,200.0,January,2023.0,2022-09-01,3136391
Lyons of limerick,Limerick,Ford,Ranger,2022.0,0.0, 1 month ago,45582.0,Manual,2.0,Van,Diesel,NaN,NaN,NaN,Grey,NaN,None,NaN,2022-09-01,3136393
Randles motors kerry,Kerry,Ford,Transit,2007.0,0.0, 1 hour ago,16900.0,Manual,2.4,Van,Diesel,2.0,NaN,NaN,White,102.0,None,NaN,2022-09-01,3136396
Midland car sales westmeath,Westmeath,Mercedes-benz,E Class,2017.0,238986.0, 5 hours ago,26900.0,Automatic,2.0,Estate,Diesel,5.0,56.0,3.0,Black,190.0,March,2023.0,2022-09-01,3136397
O&#039;regan motors,Dublin,Audi,A5,2013.0,161900.0, 7 days ago,18750.0,Manual,2.0,Hatchback,Diesel,5.0,53.0,4.0,White,200.0,January,2024.0,2022-09-01,3136398
Sarsfield motor company,Dublin,Seat,Ateca,2018.0,83310.0, 4 hours ago,17950.0,Manual,1.0,Hatchback,Petrol,5.0,45.0,1.0,Blue,NaN,None,NaN,2022-09-01,3136403
Tk car sales,Galway,Suzuki,Vitara,2019.0,38000.0, 18 days ago,21950.0,Manual,1.0,Estate,Petrol,5.0,44.0,1.0,White,270.0,July,2023.0,2022-09-01,3136405
Kellehers of macroom,Cork,Ford,Kuga,2019.0,31500.0, 6 days ago,27900.0,Manual,1.5,Suv,Diesel,5.0,45.0,1.0,Silver,280.0,July,2023.0,2022-09-01,3136410
Kellehers of macroom,Cork,Ford,Fiesta,2017.0,59600.0, 6 days ago,15500.0,Manual,1.2,Hatchback,Petrol,5.0,45.0,2.0,Grey,270.0,January,2023.0,2022-09-01,3136413
Divers hyundai,Donegal,Hyundai,i10,2019.0,42709.0, 6 hours ago,13945.0,Manual,1.0,Hatchback,Petrol,5.0,46.0,1.0,White,200.0,June,2023.0,2022-09-01,3136414
Kellehers of macroom,Cork,Ford,Fiesta,2021.0,19000.0, 6 days ago,22500.0,Manual,1.0,Hatchback,Petrol,5.0,NaN,1.0,Blue,190.0,January,2025.0,2022-09-01,3136418
Right price cars,Dublin,Bmw,5 Series,2013.0,264894.0, 38 minutes ago,8950.0,Manual,2.0,Saloon,Diesel,4.0,49.0,4.0,Silver,270.0,August,2023.0,2022-09-01,3136419
Midland car sales westmeath,Westmeath,Mercedes-benz,E Class,2019.0,38624.0, 5 hours ago,NaN,Automatic,2.0,Saloon,Diesel,4.0,49.0,2.0,White,280.0,September,2023.0,2022-09-01,3136420
Aj car sales,Sligo,Mercedes-benz,A Class,2018.0,94951.0, 8 hours ago,26950.0,Manual,1.6,Estate,Petrol,5.0,44.0,1.0,Blue,270.0,January,2024.0,2022-09-01,3136428
Dungarvan nissan,Waterford,Nissan,Micra,2020.0,26000.0, 13 days ago,18500.0,Manual,1.0,Hatchback,Petrol,4.0,44.0,1.0,Red,190.0,July,2024.0,2022-09-01,3136436
Newline motors,Longford,Toyota,Hilux,2014.0,170590.0, 23 days ago,NaN,Manual,3.0,Suv,Diesel,4.0,NaN,1.0,Black,333.0,None,NaN,2022-09-01,3136437
Michael barrable motors,Dublin,Hyundai,Tucson,2018.0,75721.0, 6 hours ago,25950.0,Manual,1.7,Estate,Diesel,5.0,53.0,2.0,Bronze,200.0,January,2022.0,2022-09-01,3136441
O&#039;neill&#039;s car sales,Meath,Volkswagen,Tiguan,2017.0,184197.0, 8 days ago,22999.0,Manual,2.0,Suv,Diesel,4.0,50.0,3.0,White,270.0,June,2024.0,2022-09-01,3136442
Freedom mobility,Mayo,Peugeot,Partner,2013.0,98419.0, 1 day ago,13500.0,Manual,1.6,Mpv,Diesel,5.0,44.0,2.0,Blue,280.0,May,2023.0,2022-09-01,3136445
O&#039;neill&#039;s car sales,Meath,Peugeot,208,2016.0,79137.0, 10 days ago,10999.0,Manual,1.2,Hatchback,Petrol,4.0,52.0,3.0,Black,190.0,May,2024.0,2022-09-01,3136446
Randles motors kerry,Kerry,Renault,Clio,2012.0,91341.0, 1 day ago,7995.0,Manual,1.1,Hatchback,Petrol,4.0,40.0,4.0,Grey,280.0,September,2022.0,2022-09-01,3136450
Kenny galway,Galway,Audi,A6,2016.0,88034.0, 2 hours ago,29995.0,Automatic,2.0,Saloon,Diesel,4.0,53.0,2.0,Black,270.0,None,NaN,2022-09-01,3136452
Beacon motor group,Dublin,Volkswagen,Tiguan,2017.0,65982.0, in 18 minutes,30900.0,Manual,2.0,Suv,Diesel,5.0,50.0,2.0,Black,270.0,January,2023.0,2022-09-01,3136453
Newline motors,Longford,Toyota,Landcruiser,2018.0,112000.0, 1 month ago,NaN,Automatic,2.8,Van,Diesel,4.0,32.0,1.0,Grey,333.0,None,NaN,2022-09-01,3136454
Sean stapleton cars,Tipperary,Bmw,5 Series,2012.0,217260.0, 1 month ago,11250.0,Automatic,2.0,Saloon,Diesel,4.0,49.0,2.0,Black,270.0,January,2023.0,2022-09-01,3136460
Motorview kia,Cork,Kia,Sportage,2020.0,34000.0, 7 days ago,33500.0,Manual,1.6,Mpv,Diesel hybrid,5.0,49.0,1.0,Grey,200.0,June,2024.0,2022-09-01,3136469
East coast cars louth,Louth,Volkswagen,Polo,2011.0,74431.0, 3 hours ago,8950.0,Automatic,1.2,Hatchback,Petrol,5.0,NaN,1.0,Black,NaN,August,2024.0,2022-09-01,3136473
East coast cars,Meath,Volkswagen,Polo,2011.0,74431.0, 3 hours ago,8950.0,Automatic,1.2,Hatchback,Petrol,5.0,NaN,1.0,Black,NaN,August,2023.0,2022-09-01,3136475
Sarsfield motor company,Dublin,Bmw,1 Series,2012.0,52719.0, 4 hours ago,15950.0,Automatic,1.6,Hatchback,Petrol,5.0,49.0,1.0,White,280.0,None,NaN,2022-09-01,3136476
Philip tobin motors,Dublin,Audi,A6,2011.0,192000.0, 1 hour ago,10995.0,Manual,2.0,Saloon,Diesel,4.0,44.0,3.0,Black,280.0,May,2023.0,2022-09-01,3136477
Jim carey car sales,Tipperary,Bmw,3 Series,2014.0,114000.0, 7 hours ago,20950.0,Automatic,2.0,Saloon,Diesel,4.0,63.0,NaN,Black,200.0,July,2024.0,2022-09-01,3136478
Marble city motors,Kilkenny,Volkswagen,Golf,2016.0,174749.0, 5 hours ago,18995.0,Manual,2.0,Hatchback,Diesel,5.0,55.0,1.0,Red,200.0,February,2023.0,2022-09-01,3136479
Marble city motors,Kilkenny,Toyota,Auris,2012.0,151386.0, 5 hours ago,7745.0,Manual,1.3,Hatchback,Petrol,5.0,41.0,1.0,Silver,280.0,January,2023.0,2022-09-01,3136483
Cameron cars,Dublin,Volkswagen,up!,2015.0,112002.0, 1 month ago,9450.0,Automatic,1.0,Hatchback,Petrol,5.0,50.0,1.0,White,NaN,July,2024.0,2022-09-01,3136484
Optimum motors,Carlow,Bmw,5 Series,2019.0,155587.0, 10 days ago,44950.0,Automatic,2.0,Estate,Diesel,5.0,46.0,3.0,Blue,280.0,None,NaN,2022-09-01,3136490
Cameron cars,Dublin,Volkswagen,Tiguan,2017.0,118764.0, 13 days ago,30950.0,Automatic,1.4,Suv,Petrol,5.0,39.0,1.0,Grey,210.0,July,2024.0,2022-09-01,3136493
