dealer,county,make,model,vehicle_year,mileage,last_updated,price,transmission,engine,body,fuel,doors,mpg,owners,color,tax,nct_month,nct_year,download_date,page_id
Tom hand cars,Dublin,Skoda,Superb,2018.0,150000.0, 11 hours ago,25999.0,Manual,2.0,Hatchback,Diesel,4.0,57.0,2.0,White,200.0,August,2024.0,2022-09-07,3153664
O&#039;meara&#039;s baylough ltd.,Westmeath,Bmw,5 Series,2016.0,231744.0, 26 minutes ago,18950.0,Automatic,2.0,Saloon,Diesel,4.0,57.0,3.0,Silver,190.0,January,2024.0,2022-09-07,3153666
O&#039;meara&#039;s baylough ltd.,Westmeath,Ford,Focus,2014.0,245000.0, 26 minutes ago,6950.0,Manual,1.6,Van,Diesel,4.0,52.0,2.0,White,333.0,September,2023.0,2022-09-07,3153667
Private,Kildare,Mercedes-benz,E Class,2012.0,220000.0, 21 days ago,12450.0,Automatic,2.1,Coupe,Diesel,2.0,58.0,2.0,Silver,270.0,June,2023.0,2022-09-07,3153668
Tom hand cars,Dublin,Peugeot,3008,2014.0,135000.0, 12 hours ago,11950.0,Automatic,1.6,Mpv,Diesel,4.0,50.0,3.0,Grey,200.0,July,2024.0,2022-09-07,3153669
Fm autos,Cork,Mercedes-benz,C Class,2013.0,177000.0, 6 days ago,NaN,Automatic,2.1,Saloon,Diesel,4.0,48.0,2.0,Silver,280.0,July,2023.0,2022-09-07,3153670
Airways motor company,Dublin,Volkswagen,Polo,2015.0,79700.0, 29 days ago,14950.0,Automatic,1.4,Hatchback,Petrol,5.0,50.0,1.0,Silver,200.0,August,2024.0,2022-09-07,3153672
Airways motor company,Dublin,Opel,Corsa,2014.0,95482.0, 27 days ago,9995.0,Manual,1.2,Hatchback,Petrol,5.0,43.0,3.0,Silver,270.0,July,2024.0,2022-09-07,3153675
Airways motor company,Dublin,Audi,A3,2014.0,119000.0, 20 days ago,17950.0,Automatic,1.4,Saloon,Petrol,4.0,50.0,1.0,White,NaN,August,2024.0,2022-09-07,3153676
Airways motor company,Dublin,Toyota,Aqua,2016.0,95096.0, 19 days ago,11950.0,Automatic,1.5,Hatchback,Petrol hybrid,5.0,NaN,1.0,Silver,NaN,August,2024.0,2022-09-07,3153677
S &amp; r motors,Donegal,Audi,A4,2016.0,103802.0, 13 days ago,21995.0,Manual,2.0,Saloon,Diesel,4.0,62.0,1.0,White,190.0,October,2022.0,2022-09-07,3153679
"Windsor bray nissan, renault and dacia",Dublin,Dacia,Sandero,2022.0,99.0, 28 days ago,20835.0,Manual,1.0,Hatchback,Petrol,5.0,42.0,1.0,Black,NaN,None,NaN,2022-09-07,3153680
Windsor motormall galway,Galway,Toyota,C-HR,2021.0,8511.0, 19 days ago,33995.0,Automatic,1.8,Hatchback,Petrol hybrid,4.0,48.0,2.0,White,NaN,January,2025.0,2022-09-07,3153681
Windsor opel  exit 7 m50,Dublin,Opel,Insignia,2016.0,74411.0, 14 days ago,14495.0,Manual,2.0,Saloon,Diesel,4.0,64.0,2.0,Green,NaN,May,2022.0,2022-09-07,3153684
Hutton &amp; meade hyundai,Dublin,Hyundai,i30,2022.0,19999.0, 21 days ago,29888.0,Manual,1.6,Hatchback,Diesel,NaN,51.0,NaN,White,NaN,January,2026.0,2022-09-07,3153689
Hutton &amp; meade hyundai,Dublin,Hyundai,Tucson,2022.0,4998.0, 11 days ago,39888.0,Automatic,1.6,Suv,Petrol hybrid,NaN,42.0,NaN,White,270.0,December,2025.0,2022-09-07,3153690
Hutton &amp; meade hyundai,Dublin,Hyundai,Kona,2022.0,13999.0, 28 days ago,37555.0,Automatic,NaN,Suv,Electric,NaN,NaN,NaN,Red,NaN,December,2025.0,2022-09-07,3153692
Hutton &amp; meade hyundai,Dublin,Hyundai,Kona,2022.0,9998.0, 27 days ago,33888.0,Automatic,NaN,Suv,Electric,NaN,NaN,NaN,Red,NaN,December,2025.0,2022-09-07,3153693
Hutton &amp; meade hyundai,Dublin,Hyundai,i20,2022.0,5999.0, 22 days ago,22888.0,Manual,1.2,Hatchback,Petrol,NaN,44.0,NaN,White,NaN,January,2026.0,2022-09-07,3153694
Hutton &amp; meade hyundai,Dublin,Hyundai,Santa Fe,2022.0,0.0, 28 days ago,65555.0,Automatic,2.2,Suv,Diesel,NaN,NaN,NaN,Silver,NaN,February,2026.0,2022-09-07,3153695
Hutton &amp; meade hyundai,Dublin,Hyundai,Tucson,2022.0,0.0, 29 days ago,43444.0,Automatic,1.6,Suv,Other,NaN,41.0,NaN,Black,NaN,February,2026.0,2022-09-07,3153696
Hutton &amp; meade hyundai,Dublin,Hyundai,Tucson,2022.0,0.0, 29 days ago,43444.0,Automatic,1.6,Suv,Other,NaN,41.0,NaN,White,NaN,February,2026.0,2022-09-07,3153697
Hutton &amp; meade hyundai,Dublin,Hyundai,i20,2022.0,5999.0, 22 days ago,22888.0,Manual,1.2,Hatchback,Petrol,NaN,44.0,NaN,White,NaN,April,2026.0,2022-09-07,3153698
Hutton &amp; meade hyundai,Dublin,Hyundai,Santa Fe,2022.0,5999.0, 27 days ago,58888.0,Automatic,1.6,Suv,Petrol hybrid,NaN,141.0,NaN,Grey,NaN,April,2026.0,2022-09-07,3153699
Herron auto,Donegal,Kia,Sportage,2020.0,37891.0, 22 days ago,32900.0,Manual,1.6,Suv,Diesel,5.0,49.0,1.0,Grey,200.0,January,2024.0,2022-09-07,3153702
Msl grange motors mercedes-benz,Dublin,Mercedes-benz,C Class,2018.0,30099.0, 20 days ago,41950.0,Automatic,2.1,Coupe,Diesel,2.0,57.0,1.0,Blue,190.0,April,2022.0,2022-09-07,3153703
Fitzpatricks hyundai naas,Kildare,Hyundai,Tucson,2019.0,53999.0, 28 days ago,29950.0,Manual,1.6,Suv,Diesel,5.0,43.0,1.0,None,270.0,July,2023.0,2022-09-07,3153705
Sheehy motors carlow,Carlow,Mercedes-benz,GLC Class,2017.0,123249.0, 8 days ago,36950.0,Automatic,2.1,Suv,Diesel,5.0,47.0,3.0,Black,NaN,February,2023.0,2022-09-07,3153709
Peter hanley motors,Longford,Mazda,Demio,2016.0,88130.0, 15 days ago,12900.0,Automatic,1.2,Hatchback,Petrol,NaN,NaN,NaN,White,NaN,None,NaN,2022-09-07,3153780
Kevin connolly volkswagen ballina,Mayo,Volkswagen,Golf,2018.0,134078.0, 19 days ago,20945.0,Manual,1.6,Hatchback,Diesel,5.0,56.0,1.0,Silver,190.0,August,2022.0,2022-09-07,3153784
Connollys volkswagen sligo,Sligo,Volkswagen,Golf,2020.0,91344.0, 2 days ago,30445.0,Manual,2.0,Hatchback,Diesel,5.0,52.0,1.0,Blue,NaN,July,2024.0,2022-09-07,3153788
Conlans bmw naas,Kildare,Bmw,5 Series,2020.0,128697.0, 28 days ago,45950.0,Automatic,2.0,Saloon,Diesel,4.0,52.0,1.0,Black,120.0,January,2024.0,2022-09-07,3153790
Audi centre ltd.,Dublin,Audi,A4,2022.0,14.0, 11 days ago,59227.0,Automatic,2.0,Saloon,Diesel,4.0,59.0,NaN,Grey,200.0,None,NaN,2022-09-07,3153792
George corbett motors,Waterford,Skoda,Superb,2021.0,20150.0, 20 days ago,46995.0,Manual,2.0,Estate,Diesel,5.0,NaN,1.0,Red,NaN,August,2025.0,2022-09-07,3153795
Kearys carstore cork,Cork,Volkswagen,Polo,2019.0,22498.0, 29 days ago,18990.0,Manual,1.0,Hatchback,Petrol,5.0,49.0,1.0,Orange,190.0,February,2023.0,2022-09-07,3153799
Kearys carstore cork,Cork,Ford,Kuga,2019.0,106808.0, 1 day ago,29990.0,Manual,1.5,Suv,Diesel,4.0,45.0,2.0,Black,200.0,September,2023.0,2022-09-07,3153800
Hertz car sales cork,Cork,Skoda,Octavia,2021.0,37877.0, 29 days ago,28495.0,Manual,2.0,Saloon,Diesel,5.0,57.0,1.0,White,NaN,July,2025.0,2022-09-07,3153804
Pierse volkswagen ennis,Clare,Volkswagen,T-Roc,2022.0,9.0, 21 days ago,35500.0,Manual,2.0,Suv,Diesel,5.0,50.0,1.0,Red,NaN,July,2026.0,2022-09-07,3153805
Pierse volkswagen ennis,Clare,Volkswagen,Tiguan,2022.0,9.0, 21 days ago,50950.0,Manual,2.0,Suv,Diesel,5.0,44.0,1.0,Grey,210.0,July,2026.0,2022-09-07,3153808
Conlans jaguar land rover,Kildare,Land,ROVER Range Rover Sport,2015.0,66790.0, 6 days ago,39796.0,Manual,3.0,Suv,Diesel,NaN,26.0,2.0,Black,NaN,None,NaN,2022-09-07,3153812
Pierse motors,Tipperary,Volkswagen,Tiguan,2020.0,63998.0, 20 days ago,44950.0,Automatic,2.0,Suv,Diesel,5.0,57.0,4.0,White,120.0,None,NaN,2022-09-07,3153813
Barlo nissan kilkenny,Kilkenny,Nissan,Juke,2018.0,41842.0, 29 days ago,18975.0,Automatic,1.6,Suv,Petrol,5.0,47.0,2.0,Grey,280.0,May,2024.0,2022-09-07,3153814
Barlo motor group clonmel (ford),Tipperary,Ford,Ranger,2019.0,92113.0, 19 days ago,34550.0,Manual,3.2,Van,Diesel,4.0,28.0,1.0,Silver,NaN,None,NaN,2022-09-07,3153815
Frank hogan ltd,Limerick,Volkswagen,Transporter,2022.0,0.0, 28 days ago,32425.0,Manual,2.0,Van,Diesel,NaN,NaN,NaN,White,NaN,None,NaN,2022-09-07,3153819
Hinchy&#039;s ennis road,Limerick,Kia,Sportage,2021.0,27999.0, 29 days ago,35900.0,Manual,1.6,Suv,Diesel hybrid,5.0,NaN,1.0,Grey,270.0,February,2025.0,2022-09-07,3153821
Hertz car sales dun laoghaire,Dublin,Volkswagen,T-Roc,2021.0,35603.0, 14 days ago,29295.0,Manual,2.0,Suv,Diesel,5.0,50.0,1.0,Grey,NaN,June,2025.0,2022-09-07,3153823
Michael lyng motors ltd,Kilkenny,Toyota,Corolla,2018.0,79839.0, 12 hours ago,19550.0,Manual,1.4,Saloon,Diesel,4.0,59.0,2.0,Grey,180.0,July,2022.0,2022-09-07,3153825
Michael lyng motors ltd,Kilkenny,Nissan,Qashqai,2018.0,78012.0, 12 hours ago,22995.0,Manual,1.5,Suv,Diesel,5.0,62.0,2.0,Brown,180.0,January,2024.0,2022-09-07,3153828
Michael lyng motors ltd,Kilkenny,Ford,Transit Custom,2019.0,169614.0, 7 days ago,24950.0,Manual,2.0,Van,Diesel,3.0,NaN,1.0,White,NaN,None,NaN,2022-09-07,3153829
Michael lyng motors ltd,Kilkenny,Ford,Transit Custom,2019.0,139570.0, 5 days ago,25595.0,Manual,2.0,Van,Diesel,3.0,NaN,1.0,White,NaN,None,NaN,2022-09-07,3153830
Michael lyng motors ltd,Kilkenny,Ford,Transit Custom,2019.0,144393.0, 7 days ago,25595.0,Manual,2.0,Van,Diesel,3.0,NaN,1.0,White,NaN,None,NaN,2022-09-07,3153831
Michael lyng motors ltd,Kilkenny,Ford,Transit Custom,2018.0,133742.0, 5 days ago,23950.0,Manual,2.0,Van,Diesel,3.0,37.0,1.0,White,NaN,None,NaN,2022-09-07,3153832
Michael lyng motors ltd,Kilkenny,Ford,Transit Connect,2019.0,169830.0, 6 days ago,18550.0,Manual,1.5,Van,Diesel,3.0,48.0,1.0,White,NaN,None,NaN,2022-09-07,3153834
Colm quinn mini,Westmeath,Mini,Hatch,2022.0,24.0, 7 days ago,31536.0,Automatic,NaN,Hatchback,Electric,3.0,NaN,NaN,Black,NaN,None,NaN,2022-09-07,3153839
Colm quinn motorstore,Westmeath,Skoda,Kodiaq,2020.0,26499.0, 11 days ago,46995.0,Automatic,2.0,Suv,Diesel,4.0,47.0,1.0,Grey,280.0,July,2024.0,2022-09-07,3153841
Cunningham autopoint galway,Galway,Audi,A6,2015.0,185878.0, 2 hours ago,19999.0,Automatic,2.0,Saloon,Diesel,4.0,56.0,2.0,White,200.0,March,2024.0,2022-09-07,3153852
Cunningham autopoint galway,Galway,Mercedes-benz,E Class,2017.0,38000.0, 6 hours ago,32995.0,Automatic,2.0,Saloon,Diesel,4.0,60.0,1.0,Blue,190.0,October,2023.0,2022-09-07,3153853
Harmonstown motors,Dublin,Nissan,Qashqai,2016.0,80999.0, 28 days ago,19950.0,Manual,1.5,Hatchback,Diesel,5.0,59.0,1.0,Grey,180.0,November,2022.0,2022-09-07,3153855
The airton garage,Dublin,Volkswagen,Golf,2013.0,96999.0, 20 days ago,11750.0,Automatic,1.4,Hatchback,Petrol,5.0,NaN,1.0,Black,NaN,August,2024.0,2022-09-07,3153857
Mcginley motors,Donegal,Volvo,XC60,2018.0,67999.0, 28 days ago,41950.0,Automatic,2.0,Suv,Diesel,5.0,45.0,1.0,White,NaN,January,2022.0,2022-09-07,3153864
Clonskeagh motors,Dublin,Ford,Fiesta,2014.0,28718.0, 12 hours ago,13950.0,Manual,1.2,Hatchback,Petrol,4.0,45.0,1.0,Black,200.0,October,2022.0,2022-09-07,3153867
Clonskeagh motors,Dublin,Honda,Jazz,2022.0,0.0, 12 hours ago,35570.0,Automatic,1.5,Hatchback,Petrol hybrid,5.0,NaN,NaN,Red,NaN,None,NaN,2022-09-07,3153870
Al hayes skoda,Clare,Skoda,Octavia,2019.0,57796.0, 28 days ago,25000.0,Manual,1.6,Saloon,Diesel,4.0,57.0,1.0,Black,190.0,August,2023.0,2022-09-07,3153874
Deerpark motor company,Dublin,Audi,A4,2016.0,52593.0, 8 hours ago,23950.0,Automatic,1.4,Saloon,Petrol,4.0,45.0,2.0,Grey,200.0,May,2024.0,2022-09-07,3153875
Ratoath motor centre,Meath,Land,ROVER Discovery Sport,2017.0,191135.0, 10 hours ago,30950.0,Automatic,2.0,Mpv,Diesel,5.0,44.0,3.0,Blue,280.0,March,2023.0,2022-09-07,3153877
Michael barrable motors,Dublin,Bmw,1 Series,2014.0,114432.0, in 18 minutes,16950.0,Automatic,1.6,Hatchback,Petrol,5.0,NaN,NaN,White,NaN,None,NaN,2022-09-07,3153879
Midland car sales westmeath,Westmeath,Audi,A5,2018.0,104607.0, 1 hour ago,30800.0,Manual,2.0,Coupe,Diesel,2.0,44.0,1.0,Blue,200.0,March,2024.0,2022-09-07,3153880
Young&#039;s garage (roscrea) ltd.,Tipperary,Opel,Grandland X,2021.0,15700.0, 28 days ago,31500.0,Manual,1.5,Mpv,Diesel,4.0,48.0,1.0,Grey,200.0,August,2025.0,2022-09-07,3153881
Ratoath motor centre,Meath,Land,ROVER Discovery,2015.0,182685.0, 1 day ago,31950.0,Automatic,3.0,Pickup,Diesel,5.0,NaN,3.0,Blue,333.0,None,NaN,2022-09-07,3153882
Ratoath motor centre,Meath,Mercedes-benz,E Class,2015.0,165225.0, in 34 minutes,19950.0,Automatic,2.1,Saloon,Diesel,4.0,46.0,3.0,Grey,270.0,February,2024.0,2022-09-07,3153883
Ratoath motor centre,Meath,Mercedes-benz,E Class,2017.0,74820.0, 2 days ago,29950.0,Automatic,2.0,Saloon,Diesel,4.0,60.0,1.0,Grey,190.0,January,2023.0,2022-09-07,3153884
Ratoath motor centre,Meath,Mercedes-benz,GLC Class,2018.0,90225.0, 1 day ago,41950.0,Automatic,2.1,Suv,Diesel,5.0,47.0,2.0,Black,270.0,May,2024.0,2022-09-07,3153885
Midland car sales westmeath,Westmeath,Bmw,X3,2016.0,102193.0, 2 hours ago,29800.0,Automatic,2.0,Estate,Diesel,4.0,45.0,3.0,Grey,280.0,October,2022.0,2022-09-07,3153888
Bluegate car store by frank keane,Dublin,Nissan,Micra,2019.0,11671.0, 5 minutes ago,13995.0,Automatic,1.2,Hatchback,Petrol,5.0,NaN,2.0,Silver,NaN,January,2023.0,2022-09-07,3153889
Bill griffin motors,Dublin,Toyota,Yaris,2014.0,76870.0, 19 hours ago,9700.0,Automatic,1.0,Hatchback,Petrol,5.0,49.0,1.0,None,200.0,July,2024.0,2022-09-07,3153890
Right price cars,Dublin,Peugeot,208,2013.0,108657.0, 31 minutes ago,8950.0,Manual,1.2,Hatchback,Petrol,4.0,52.0,3.0,Black,190.0,July,2023.0,2022-09-07,3153896
Kia renmore,Galway,Hyundai,Kona,2019.0,60760.0, 4 hours ago,30995.0,Automatic,NaN,Mpv,Electric,5.0,NaN,1.0,Grey,120.0,March,2023.0,2022-09-07,3153898
Gowan motors navan road,Dublin,Peugeot,5008,2018.0,39892.0, 4 days ago,34750.0,Manual,1.2,Mpv,Petrol,5.0,44.0,1.0,White,270.0,November,2022.0,2022-09-07,3153901
Gowan motors navan road,Dublin,Audi,A3,2021.0,24000.0, 26 days ago,35850.0,Manual,2.0,Saloon,Diesel,NaN,53.0,1.0,Black,NaN,November,2025.0,2022-09-07,3153903
Mcnamara motors,Cork,Toyota,Auris,2015.0,64373.0, 12 hours ago,NaN,Manual,1.4,Hatchback,Diesel,5.0,62.0,2.0,None,180.0,March,2023.0,2022-09-07,3153904
Bradys cavan,Cavan,Skoda,Kodiaq,2020.0,50000.0, 13 days ago,48450.0,Automatic,2.0,Estate,Diesel,4.0,47.0,1.0,Grey,270.0,July,2024.0,2022-09-07,3153905
Mark williams car sales,Waterford,Audi,A6,2011.0,247170.0, 1 day ago,9995.0,Manual,2.0,Estate,Diesel,5.0,44.0,1.0,Black,280.0,January,2023.0,2022-09-07,3153906
Cartwright,Kerry,Toyota,Avensis,2016.0,170000.0, 22 hours ago,15950.0,Manual,2.0,Saloon,Diesel,4.0,52.0,2.0,Black,200.0,October,2022.0,2022-09-07,3153907
Marrons garage,Monaghan,Audi,A4,2019.0,38500.0, 28 days ago,34950.0,Automatic,2.0,Saloon,Diesel,4.0,72.0,1.0,Grey,120.0,March,2023.0,2022-09-07,3153912
Toyota liffey valley,Dublin,Kia,Ceed,2018.0,31686.0, 28 days ago,20950.0,Manual,1.0,Hatchback,Petrol,5.0,48.0,2.0,Red,NaN,January,2024.0,2022-09-07,3153914
Right price cars,Dublin,Volkswagen,Passat,2006.0,145254.0, 1 hour ago,2950.0,Manual,1.6,Saloon,Petrol,4.0,31.0,2.0,None,514.0,May,2023.0,2022-09-07,3153919
Hegarty ford letterkenny,Donegal,Ford,Ranger,2019.0,94988.0, 16 days ago,NaN,Manual,2.2,Pickup,Diesel,4.0,34.0,1.0,Black,333.0,None,NaN,2022-09-07,3153922
Marble city motors,Kilkenny,Ford,Focus,2016.0,161132.0, 6 hours ago,14995.0,Manual,1.5,Hatchback,Diesel,5.0,62.0,1.0,Grey,180.0,November,2022.0,2022-09-07,3153923
Bill griffin motors,Dublin,Nissan,Qashqai,2018.0,37851.0, 5 hours ago,21900.0,Manual,1.2,Suv,Petrol,5.0,41.0,3.0,White,270.0,July,2022.0,2022-09-07,3153925
Jimmy barry motors,Cork,Nissan,Note,2013.0,120000.0, 20 days ago,10950.0,Automatic,1.2,Hatchback,Petrol,5.0,NaN,1.0,White,NaN,None,NaN,2022-09-07,3153926
O&#039;brien motors limited,Dublin,Bmw,5 Series,2022.0,1000.0, 24 minutes ago,66950.0,Automatic,2.0,Saloon,Diesel,4.0,44.0,1.0,Blue,200.0,July,2026.0,2022-09-07,3153928
Charlie donnelly cars,Kildare,Bmw,X3,2012.0,59800.0, in 12 minutes,19750.0,Automatic,2.0,Estate,Diesel,4.0,42.0,3.0,Grey,400.0,March,2023.0,2022-09-07,3153930
Cartwright,Kerry,Kia,Ceed,2012.0,125528.0, 4 hours ago,7950.0,Manual,1.6,Estate,Diesel,5.0,52.0,2.0,Silver,200.0,September,2024.0,2022-09-07,3153931
Charlie donnelly cars,Kildare,Bmw,1 Series,2017.0,58350.0, in 11 minutes,NaN,Manual,1.5,Hatchback,Diesel,4.0,65.0,3.0,Blue,180.0,None,NaN,2022-09-07,3153934
Evra motors,Dublin,Hyundai,Tucson,2018.0,105009.0, 10 hours ago,20950.0,Manual,1.7,Suv,Diesel,5.0,51.0,3.0,Blue,200.0,January,2024.0,2022-09-07,3153936
Automatic motor car centre,Dublin,Nissan,Serena,2013.0,75000.0, 28 days ago,15950.0,Automatic,2.0,Mpv,Petrol hybrid,5.0,45.0,1.0,Silver,NaN,August,2024.0,2022-09-07,3153937
Fred kilmartin ltd,Galway,Ford,Focus,2017.0,109182.0, 16 days ago,18950.0,Manual,1.0,Hatchback,Petrol,4.0,50.0,2.0,Black,190.0,July,2023.0,2022-09-07,3153939
Oliver walsh autos,Galway,Hyundai,Tucson,2016.0,127000.0, 1 day ago,18950.0,Manual,1.7,Estate,Diesel,5.0,53.0,2.0,White,200.0,May,2024.0,2022-09-07,3153943
Tom harvey motor company limited,Tipperary,Volkswagen,Transporter,2022.0,0.0, 10 hours ago,38492.0,Automatic,2.0,Van,Diesel,5.0,NaN,NaN,Grey,333.0,None,NaN,2022-09-07,3153944
Tony burke motors,Galway,Toyota,Rav4,2017.0,44194.0, 14 days ago,24999.0,Manual,2.0,Suv,Diesel,4.0,50.0,1.0,Silver,NaN,January,2021.0,2022-09-07,3153948
Tony burke motors,Galway,Toyota,Corolla,2019.0,57300.0, 13 days ago,24899.0,Automatic,1.8,Saloon,Petrol hybrid,4.0,65.0,1.0,Grey,170.0,July,2023.0,2022-09-07,3153952
Lexus galway,Galway,Toyota,Rav4,2017.0,44194.0, 14 days ago,24999.0,Manual,2.0,Suv,Diesel,4.0,50.0,1.0,Silver,NaN,January,2021.0,2022-09-07,3153955
Lexus galway,Galway,Toyota,Corolla,2019.0,57300.0, 13 days ago,24899.0,Automatic,1.8,Saloon,Petrol hybrid,4.0,65.0,1.0,Grey,170.0,July,2023.0,2022-09-07,3153959
Leinster motor group,Dublin,Volvo,XC90,2017.0,98000.0, 8 hours ago,53950.0,Automatic,2.0,Suv,Diesel,5.0,41.0,3.0,Grey,400.0,June,2023.0,2022-09-07,3153961
Oliver geoghegan car sales,Galway,Opel,Astra,2017.0,192600.0, 1 hour ago,12950.0,Manual,1.6,Estate,Diesel,5.0,NaN,1.0,Blue,180.0,September,2024.0,2022-09-07,3153966
Tom harvey motor company limited,Tipperary,Volkswagen,Transporter,2022.0,0.0, 1 hour ago,33370.0,Manual,2.0,Van,Diesel,5.0,NaN,NaN,White,333.0,None,NaN,2022-09-07,3153967
Colton motors mullingar,Westmeath,Ford,Focus,2021.0,43099.0, 1 day ago,28950.0,Manual,1.5,Hatchback,Diesel,5.0,67.0,1.0,Blue,NaN,February,2025.0,2022-09-07,3153973
Dineen o&#039;donoghue,Kerry,Seat,Arona,2018.0,72999.0, 27 days ago,17950.0,Manual,1.0,Suv,Petrol,5.0,48.0,2.0,White,NaN,February,2024.0,2022-09-07,3153974
Msl grange motors mercedes-benz,Dublin,Mercedes-benz,E Class,2019.0,37098.0, 5 days ago,44950.0,Automatic,2.0,Saloon,Diesel,4.0,47.0,1.0,Grey,190.0,March,2023.0,2022-09-07,3153976
Evra motors,Dublin,Renault,Clio,2015.0,144209.0, 6 hours ago,9950.0,Manual,1.1,Hatchback,Petrol,4.0,43.0,3.0,Black,270.0,July,2023.0,2022-09-07,3153977
Sheehy motors carlow,Carlow,Volkswagen,Caddy,2019.0,24999.0, 2 hours ago,17950.0,Manual,2.0,Van,Diesel,5.0,51.0,2.0,Silver,NaN,March,2023.0,2022-09-07,3153979
Ballybrittas motors,Laois,Kia,Ceed,2022.0,4213.0, 26 days ago,24950.0,Manual,1.0,Hatchback,Petrol,5.0,39.0,2.0,Red,NaN,January,2026.0,2022-09-07,3153981
"Bolands wexford ford, volvo &amp; hyundai",Wexford,Ford,Ranger,2023.0,0.0, 27 days ago,61943.0,Automatic,3.0,Van,Petrol,4.0,NaN,NaN,Red,NaN,None,NaN,2022-09-07,3153984
Bandon motors,Cork,Ford,Transit,2022.0,9.0, 2 days ago,33000.0,Manual,2.0,Van,Diesel,NaN,NaN,NaN,None,NaN,None,NaN,2022-09-07,3153985
Audi ballina,Mayo,Audi,A6,2019.0,128409.0, 7 days ago,39450.0,Automatic,2.0,Saloon,Diesel,4.0,53.0,2.0,Grey,200.0,January,2023.0,2022-09-07,3153987
Audi ballina,Mayo,Audi,A3,2022.0,3250.0, 28 days ago,42850.0,Manual,2.0,Hatchback,Diesel,4.0,54.0,1.0,White,190.0,July,2026.0,2022-09-07,3153990
Audi ballina,Mayo,Audi,A4,2022.0,8954.0, 28 days ago,53950.0,Automatic,2.0,Saloon,Diesel,4.0,44.0,1.0,Grey,200.0,February,2026.0,2022-09-07,3153991
The eagles car sales and service,Limerick,Bmw,5 Series,2016.0,170720.0, 13 hours ago,23950.0,Automatic,2.0,Saloon,Diesel,4.0,52.0,2.0,Black,200.0,August,2024.0,2022-09-07,3153993
Conlans peugeot kildare,Kildare,Renault,Kadjar,2020.0,32215.0, 28 days ago,30950.0,Manual,1.5,Suv,Diesel,5.0,52.0,1.0,Black,200.0,January,2024.0,2022-09-07,3153994
Kerry motor works,Kerry,Ford,Transit Custom,2022.0,0.0, 18 hours ago,NaN,Manual,2.0,Van,Diesel,4.0,NaN,NaN,Grey,333.0,None,NaN,2022-09-07,3153995
Frank keane mini,Dublin,Mini,Hatch,2020.0,18148.0, 26 days ago,21950.0,Manual,1.5,Hatchback,Petrol,2.0,44.0,2.0,Blue,NaN,September,2024.0,2022-09-07,3154002
George corbett motors,Waterford,Mazda,CX-5,2018.0,84994.0, 20 days ago,34995.0,Automatic,2.2,Suv,Diesel,4.0,NaN,1.0,Blue,NaN,February,2024.0,2022-09-07,3154004
Kevin egan cars,Sligo,Peugeot,2008,2022.0,0.0, 3 days ago,35035.0,Manual,1.2,Suv,Petrol,5.0,NaN,NaN,Black,NaN,None,NaN,2022-09-07,3161899
George corbett motors,Waterford,Seat,Ateca,2022.0,6298.0, 18 days ago,35995.0,Manual,2.0,Suv,Diesel,5.0,NaN,1.0,Black,NaN,January,2026.0,2022-09-07,3154005
George corbett motors,Waterford,Seat,Arona,2018.0,38432.0, 18 days ago,18995.0,Manual,1.0,Suv,Petrol,5.0,NaN,1.0,White,NaN,March,2024.0,2022-09-07,3154007
George corbett motors,Waterford,Seat,Ibiza,2022.0,8452.0, 18 days ago,22995.0,Manual,1.0,Hatchback,Petrol,5.0,NaN,1.0,Silver,NaN,January,2026.0,2022-09-07,3154008
Kearys renault &amp; dacia cork,Cork,Renault,Captur,2020.0,19538.0, 28 days ago,25950.0,Manual,1.0,Suv,Petrol,5.0,46.0,1.0,Blue,200.0,January,2024.0,2022-09-07,3154012
Auto boland jaguar &amp; land rover,Waterford,Land,ROVER Discovery,2019.0,99637.0, 12 hours ago,43898.0,Automatic,3.0,Suv,Diesel,5.0,33.0,NaN,Black,NaN,None,NaN,2022-09-07,3154016
Doyles garage courtown,Wexford,Peugeot,2008,2018.0,84125.0, 4 days ago,16975.0,Manual,1.6,Suv,Diesel,5.0,64.0,2.0,Red,NaN,July,2022.0,2022-09-07,3154017
Hinchy&#039;s ennis road,Limerick,Opel,Corsa,2016.0,72299.0, 28 days ago,11900.0,Manual,1.4,Hatchback,Petrol,5.0,46.0,3.0,Black,200.0,January,2024.0,2022-09-07,3154021
Windsor motormall,Dublin,Renault,Captur,2020.0,16566.0, 5 days ago,22995.0,Manual,1.0,Hatchback,Petrol,5.0,46.0,1.0,White,200.0,July,2024.0,2022-09-07,3154022
Windsor motormall,Dublin,Bmw,4 Series,2014.0,109008.0, 11 days ago,22995.0,Automatic,2.0,Coupe,Diesel,2.0,48.0,2.0,Blue,NaN,September,2022.0,2022-09-07,3154023
Windsor motormall,Dublin,Seat,Leon,2019.0,77634.0, 1 day ago,23995.0,Automatic,2.0,Estate,Diesel,5.0,53.0,2.0,Red,NaN,March,2023.0,2022-09-07,3154024
Windsor motormall,Dublin,Nissan,Qashqai,2016.0,116974.0, 28 days ago,21995.0,Automatic,1.6,Hatchback,Diesel,4.0,48.0,3.0,Silver,270.0,November,2022.0,2022-09-07,3154026
