dealer,county,make,model,vehicle_year,mileage,last_updated,price,transmission,engine,body,fuel,doors,mpg,owners,color,tax,nct_month,nct_year,download_date,page_id
Lucey motors,Cork,Mazda,CX-5,2019.0,55998.0, 1 month ago,36295.0,Automatic,2.2,Suv,Diesel,4.0,43.0,1.0,Black,NaN,April,2023.0,2022-09-01,3138142
Lyons of limerick,Limerick,Bmw,5 Series,2018.0,0.0, 9 days ago,35950.0,Automatic,2.0,Saloon,Petrol hybrid,4.0,NaN,1.0,Grey,NaN,June,2022.0,2022-09-01,3138143
Lyons of limerick,Limerick,Land,ROVER Discovery,2019.0,0.0, 1 month ago,52950.0,Automatic,3.0,Suv,Diesel,5.0,NaN,1.0,Blue,NaN,None,NaN,2022-09-01,3138145
Lyons of limerick,Limerick,Land,ROVER Range Rover Evoque,2017.0,0.0, 1 month ago,39500.0,Automatic,2.0,Suv,Diesel,NaN,NaN,2.0,Grey,NaN,May,2023.0,2022-09-01,3138146
Lyons of limerick,Limerick,Land,ROVER Discovery,2018.0,0.0, 1 month ago,57950.0,Automatic,2.0,Suv,Diesel,5.0,NaN,2.0,Black,NaN,March,2022.0,2022-09-01,3138147
Lyons of limerick,Limerick,Jaguar,E-Pace,2018.0,85998.0, 25 days ago,28950.0,Manual,2.0,Estate,Diesel,5.0,NaN,2.0,Black,NaN,June,2022.0,2022-09-01,3138149
Donal ryan motor group nenagh,Tipperary,Nissan,Qashqai,2018.0,54392.0, 2 days ago,24500.0,Manual,1.5,Mpv,Diesel,4.0,62.0,2.0,Blue,180.0,September,2022.0,2022-09-01,3138151
Donal ryan motor group nenagh,Tipperary,Toyota,Aygo,2018.0,88190.0, 27 days ago,12995.0,Manual,1.0,Hatchback,Petrol,5.0,57.0,2.0,Red,NaN,April,2022.0,2022-09-01,3138152
Navan hyundai,Meath,Hyundai,Santa Fe,2018.0,90113.0, 16 days ago,32450.0,Manual,2.2,Suv,Diesel,5.0,41.0,2.0,Grey,NaN,January,2024.0,2022-09-01,3138153
Navan hyundai,Meath,Hyundai,Kona,2020.0,46506.0, 1 month ago,21995.0,Manual,1.0,Mpv,Petrol,5.0,38.0,1.0,Grey,NaN,June,2024.0,2022-09-01,3138155
Navan hyundai,Meath,Hyundai,Tucson,2016.0,125763.0, 1 month ago,18995.0,Manual,1.7,Suv,Diesel,5.0,53.0,2.0,Grey,200.0,November,2022.0,2022-09-01,3138156
Navan hyundai,Meath,Hyundai,ix20,2020.0,34320.0, 16 days ago,20950.0,Manual,1.6,Mpv,Petrol,5.0,36.0,1.0,Blue,NaN,July,2024.0,2022-09-01,3138157
Navan hyundai,Meath,Hyundai,i30,2020.0,29825.0, 16 days ago,24995.0,Manual,1.6,Hatchback,Diesel,5.0,51.0,1.0,Red,180.0,June,2024.0,2022-09-01,3138158
Navan hyundai,Meath,Hyundai,Tucson,2018.0,107917.0, 1 month ago,26995.0,Manual,1.7,Suv,Diesel,5.0,53.0,2.0,Black,200.0,February,2022.0,2022-09-01,3138159
Navan hyundai,Meath,Hyundai,Tucson,2018.0,120658.0, 2 days ago,26495.0,Manual,1.7,Suv,Diesel,5.0,53.0,2.0,White,200.0,March,2022.0,2022-09-01,3138161
Limerick motor centre,Limerick,Toyota,Verso-S,2015.0,46999.0, 1 month ago,12950.0,Manual,1.3,Mpv,Petrol,4.0,43.0,2.0,Silver,NaN,May,2023.0,2022-09-01,3138162
Limerick motor centre,Limerick,Hyundai,i20,2022.0,19.0, 1 month ago,23750.0,Manual,1.2,Hatchback,Petrol,5.0,44.0,1.0,White,NaN,March,2026.0,2022-09-01,3138163
Limerick motor centre,Limerick,Dacia,Duster,2018.0,86999.0, 1 month ago,15950.0,Manual,1.5,Suv,Diesel,4.0,53.0,2.0,White,200.0,February,2024.0,2022-09-01,3138164
Cavan car sales,Cavan,Toyota,Auris,2011.0,175100.0, 15 days ago,NaN,Manual,1.4,Hatchback,Diesel,5.0,52.0,2.0,Blue,200.0,February,2023.0,2022-09-01,3138165
Jack doran motors,Louth,Citroen,C3,2018.0,52000.0, 1 day ago,15795.0,Manual,1.2,Hatchback,Petrol,4.0,50.0,2.0,Silver,190.0,July,2022.0,2022-09-01,3138166
Diamond car sales,Dublin,Honda,Fit,2017.0,84000.0, 14 hours ago,15550.0,Automatic,1.5,Hatchback,Petrol hybrid,5.0,NaN,1.0,White,170.0,July,2024.0,2022-09-01,3138171
Aaamber motors ltd,Galway,Renault,Megane,2010.0,196339.0, 6 hours ago,5450.0,Manual,1.5,Coupe,Diesel,2.0,47.0,NaN,Grey,200.0,April,2023.0,2022-09-01,3138172
Erne motor works,Cavan,Opel,Astra,2017.0,26461.0, 1 month ago,15950.0,Manual,1.4,Hatchback,Petrol,5.0,44.0,2.0,Grey,270.0,February,2023.0,2022-09-01,3138174
Erne motor works,Cavan,Toyota,Rav4,2016.0,80863.0, 1 month ago,22950.0,Manual,2.0,Suv,Diesel,4.0,50.0,2.0,White,NaN,March,2022.0,2022-09-01,3138177
Grange motors (mullingar),Westmeath,Nissan,X-Trail,2020.0,47856.0, 1 month ago,40950.0,Manual,1.7,Mpv,Diesel,4.0,35.0,1.0,Red,NaN,May,2024.0,2022-09-01,3138179
Kellihers garage,Kerry,Toyota,Corolla,2019.0,61643.0, 23 days ago,27399.0,Automatic,1.8,Saloon,Hybrid,4.0,65.0,3.0,Grey,170.0,July,2023.0,2022-09-01,3138182
Colm quinn bmw galway,Galway,Bmw,X5,2021.0,18499.0, 10 days ago,97995.0,Automatic,3.0,Suv,Diesel,4.0,34.0,1.0,Blue,NaN,January,2025.0,2022-09-01,3138184
Connollys hyundai galway,Galway,Hyundai,Tucson,2018.0,104835.0, 29 days ago,27950.0,Manual,1.6,Suv,Diesel,5.0,37.0,2.0,Brown,270.0,October,2022.0,2022-09-01,3138185
Carland dublin (ssangyong),Dublin,Audi,A3 Sportback,2014.0,108930.0, 1 month ago,16999.0,Automatic,1.4,Hatchback,Petrol,5.0,NaN,1.0,White,200.0,July,2024.0,2022-09-01,3138186
Kevin egan cars,Sligo,Peugeot,Boxer,2022.0,0.0, 9 hours ago,51180.0,Manual,2.2,Other,Diesel,NaN,NaN,NaN,White,NaN,None,NaN,2022-09-01,3138189
Shiel motors ltd,Galway,Ford,Focus,2017.0,242205.0, 8 hours ago,9950.0,Manual,1.5,Van,Diesel,5.0,62.0,1.0,White,333.0,None,NaN,2022-09-01,3138193
Shiel motors ltd,Galway,Ford,Focus,2015.0,153691.0, 10 hours ago,9300.0,Manual,1.6,Hatchback,Diesel,5.0,52.0,2.0,White,333.0,None,NaN,2022-09-01,3138194
Monasterevin motors,Kildare,Opel,Insignia,2018.0,57399.0, 9 hours ago,18888.0,Manual,1.6,Hatchback,Diesel,5.0,53.0,2.0,Red,190.0,July,2022.0,2022-09-01,3138197
Browne&#039;s car group,Donegal,Ford,Galaxy,2020.0,88996.0, 12 minutes ago,45500.0,Manual,2.0,Mpv,Diesel,4.0,46.0,2.0,Grey,280.0,January,2024.0,2022-09-01,3138198
Costello motors (galway) ltd.,Galway,Toyota,Auris,2011.0,133295.0, 1 day ago,7500.0,Manual,1.3,Hatchback,Petrol,5.0,41.0,1.0,Red,280.0,March,2022.0,2022-09-01,3138199
Toyota naas,Kildare,Opel,Insignia,2018.0,57399.0, 1 hour ago,18888.0,Manual,1.6,Hatchback,Diesel,5.0,53.0,2.0,Red,NaN,July,2022.0,2022-09-01,3138201
Monasterevin motors,Kildare,Toyota,Auris,2012.0,100012.0, 9 hours ago,9888.0,Manual,1.4,Hatchback,Diesel,5.0,49.0,2.0,Silver,270.0,October,2022.0,2022-09-01,3138202
Declan molloy motor company,Dublin,Hyundai,Elantra,2009.0,144840.0, 2 hours ago,3950.0,Automatic,2.0,Saloon,Petrol,4.0,NaN,1.0,None,790.0,None,NaN,2022-09-01,3138205
Mccann motors,Louth,Nissan,X-Trail,2017.0,147000.0, 15 days ago,19450.0,Manual,1.6,Mpv,Diesel,4.0,48.0,2.0,Grey,270.0,April,2023.0,2022-09-01,3138208
Keenan bauer,Westmeath,Citroen,C4,2016.0,125378.0, 4 hours ago,12500.0,Manual,1.6,Hatchback,Diesel,4.0,65.0,2.0,Blue,180.0,January,2022.0,2022-09-01,3138209
Monasterevin motors,Kildare,Skoda,Karoq,2019.0,93574.0, 1 hour ago,26888.0,Manual,1.6,Estate,Diesel,4.0,51.0,2.0,Grey,200.0,July,2023.0,2022-09-01,3138211
Cartwright,Kerry,Mercedes-benz,AMG,2017.0,18000.0, 6 hours ago,179950.0,Automatic,4.1,Saloon,Petrol,4.0,26.0,2.0,White,NaN,None,NaN,2022-09-01,3138215
Central motors mohill ltd,Leitrim,Opel,Mokka,2022.0,0.0, 1 day ago,NaN,Manual,1.5,Suv,Diesel,5.0,NaN,NaN,Red,NaN,None,NaN,2022-09-01,3138218
Well priced cars,Dublin,Peugeot,Partner,2018.0,103338.0, 3 days ago,12750.0,Manual,1.6,Van,Diesel,2.0,55.0,1.0,Black,333.0,None,NaN,2022-09-01,3138223
Well priced cars,Dublin,Peugeot,Partner,2018.0,87252.0, 6 days ago,13000.0,Manual,1.6,Van,Diesel,2.0,55.0,1.0,Black,333.0,None,NaN,2022-09-01,3138225
Monasterevin motors,Kildare,Toyota,Corolla,2021.0,44890.0, 9 hours ago,28888.0,Automatic,1.8,Saloon,Petrol hybrid,4.0,52.0,1.0,Black,180.0,February,2025.0,2022-09-01,3138226
Rockfield cars,Dublin,Bmw,X1,2017.0,169900.0, 4 hours ago,18950.0,Manual,2.0,Suv,Diesel,5.0,57.0,1.0,Black,190.0,August,2023.0,2022-09-01,3138227
Wexford car centre,Wexford,Nissan,X-Trail,2018.0,78743.0, 16 days ago,22000.0,Manual,1.6,Suv,Diesel,4.0,44.0,2.0,Blue,NaN,None,NaN,2022-09-01,3138229
Msl grange motors mercedes-benz,Dublin,Mercedes-benz,CLS Class,2020.0,17120.0, 27 days ago,119950.0,Automatic,3.0,Coupe,Petrol,4.0,57.0,1.0,Grey,NaN,January,2024.0,2022-09-01,3138230
Msl grange motors mercedes-benz,Dublin,Mercedes-benz,CLA Class,2020.0,9232.0, 12 days ago,39950.0,Automatic,1.3,Saloon,Petrol,4.0,44.0,1.0,Blue,NaN,January,2024.0,2022-09-01,3138231
Msl grange motors mercedes-benz,Dublin,Mercedes-benz,CLA Class,2020.0,33498.0, 5 days ago,43950.0,Automatic,1.3,Saloon,Petrol,4.0,44.0,1.0,Grey,NaN,February,2024.0,2022-09-01,3138232
Drogheda car sales ltd,Louth,Mitsubishi,ASX,2019.0,59999.0, 9 days ago,22900.0,Manual,1.6,Suv,Diesel,4.0,51.0,1.0,Brown,NaN,July,2023.0,2022-09-01,3138240
Annesley williams ltd,Dublin,Skoda,Scala,2020.0,50499.0, 1 month ago,20950.0,Manual,1.0,Hatchback,Petrol,4.0,47.0,1.0,White,NaN,January,2024.0,2022-09-01,3138241
Annesley williams ltd,Dublin,Skoda,Rapid,2019.0,63499.0, 9 days ago,17950.0,Manual,1.0,Hatchback,Petrol,4.0,52.0,1.0,Black,NaN,February,2023.0,2022-09-01,3138242
Kearys carstore dublin,Dublin,Dacia,Logan,2018.0,49105.0, 1 month ago,12490.0,Manual,1.0,Estate,Petrol,5.0,44.0,2.0,Grey,NaN,January,2024.0,2022-09-01,3138246
Kearys carstore dublin,Dublin,Nissan,Micra,2015.0,55610.0, 1 month ago,11490.0,Automatic,1.2,Hatchback,Petrol,5.0,44.0,1.0,None,270.0,None,NaN,2022-09-01,3138249
Kearys carstore dublin,Dublin,Honda,HR-V,2016.0,102999.0, 28 days ago,25590.0,Automatic,1.5,Suv,Petrol hybrid,5.0,NaN,1.0,White,NaN,None,NaN,2022-09-01,3138250
Kearys carstore dublin,Dublin,Honda,HR-V,2017.0,68115.0, 16 days ago,24890.0,Automatic,1.5,Suv,Petrol hybrid,5.0,NaN,1.0,Black,NaN,None,NaN,2022-09-01,3138252
Private,Wicklow,Bmw,116,2016.0,100000.0, 29 days ago,17000.0,Automatic,1.5,Hatchback,Diesel,4.0,NaN,1.0,White,NaN,September,2022.0,2022-09-01,3138260
Leinster motor group,Dublin,Bmw,X5,2017.0,117000.0, 8 hours ago,47950.0,Automatic,2.0,Suv,Diesel,4.0,44.0,1.0,Blue,280.0,June,2023.0,2022-09-01,3138263
O&#039;meara&#039;s baylough ltd.,Westmeath,Mercedes-benz,E Class,2017.0,307383.0, 21 hours ago,24950.0,Automatic,2.0,Estate,Diesel,5.0,56.0,2.0,Blue,190.0,March,2023.0,2022-09-01,3138266
Castle garage,Wicklow,Subaru,XV,2021.0,6500.0, 1 hour ago,43995.0,Other,2.0,Estate,Petrol,4.0,34.0,1.0,Blue,600.0,December,2025.0,2022-09-01,3138270
O&#039;neill&#039;s car sales,Meath,Toyota,Auris,2014.0,114165.0, 10 days ago,10999.0,Manual,1.4,Hatchback,Diesel,5.0,62.0,1.0,Red,180.0,August,2024.0,2022-09-01,3138272
Autowrap motors,Dublin,Audi,A4,2016.0,133575.0, 19 hours ago,19950.0,Manual,1.4,Saloon,Petrol,4.0,44.0,2.0,White,270.0,None,NaN,2022-09-01,3138273
Dunne motor services,Dublin,Mercedes-benz,C Class,2015.0,172748.0, 4 hours ago,20999.0,Automatic,2.1,Coupe,Diesel,2.0,44.0,2.0,Silver,280.0,July,2023.0,2022-09-01,3138274
Weirs motors,Dublin,Volkswagen,Polo,2018.0,63450.0, 7 hours ago,NaN,Manual,1.0,Hatchback,Petrol,5.0,50.0,NaN,Orange,190.0,January,2024.0,2022-09-01,3138276
Redhills car sales,Cavan,Seat,Ibiza,2015.0,71306.0, 2 days ago,NaN,Manual,1.2,Hatchback,Petrol,4.0,44.0,1.0,Silver,270.0,August,2023.0,2022-09-01,3138277
Abbey tyres &amp; car sales,Limerick,Ford,Focus,2013.0,220000.0, 4 hours ago,8500.0,Manual,1.6,Saloon,Diesel,4.0,56.0,3.0,Silver,190.0,July,2023.0,2022-09-01,3138280
Autowrap motors,Dublin,Seat,Ibiza,2017.0,116274.0, 2 hours ago,12950.0,Manual,1.2,Hatchback,Petrol,5.0,48.0,2.0,White,NaN,None,NaN,2022-09-01,3138282
Kenny galway,Galway,Volvo,XC60,2019.0,91856.0, 4 hours ago,51995.0,Automatic,2.0,Estate,Diesel,5.0,43.0,1.0,Brown,400.0,February,2023.0,2022-09-01,3138284
Kenny galway,Galway,Kia,Sportage,2015.0,41067.0, 4 hours ago,19995.0,Manual,1.7,Mpv,Diesel,4.0,44.0,1.0,Black,280.0,None,NaN,2022-09-01,3138285
Kenny galway,Galway,Ford,Mondeo,2015.0,219621.0, 19 minutes ago,11995.0,Manual,2.0,Estate,Diesel,5.0,52.0,5.0,Blue,200.0,September,2023.0,2022-09-01,3138287
Dkm motors,Kildare,Bmw,X3,2018.0,78000.0, 1 day ago,44995.0,Automatic,2.0,Estate,Diesel,4.0,43.0,1.0,Blue,280.0,March,2024.0,2022-09-01,3138289
Denis &amp; mary ryan car sales,Cork,Citroen,C3,2021.0,11400.0, 5 hours ago,21950.0,Automatic,1.2,Hatchback,Petrol,4.0,55.0,2.0,Red,210.0,January,2025.0,2022-09-01,3138292
T farrell &amp; sons waterford,Waterford,Skoda,Octavia,2021.0,20921.0, 4 hours ago,46500.0,Automatic,2.0,Hatchback,Diesel,5.0,34.0,2.0,Grey,280.0,None,NaN,2022-09-01,3138296
T farrell &amp; sons waterford,Waterford,Suzuki,Vitara,2019.0,53000.0, 27 minutes ago,22500.0,Manual,1.0,Estate,Petrol,5.0,44.0,1.0,White,270.0,July,2023.0,2022-09-01,3138297
T farrell &amp; sons waterford,Waterford,Opel,Crossland X,2018.0,34000.0, 1 day ago,18500.0,Manual,1.6,Mpv,Diesel,5.0,64.0,1.0,Red,180.0,July,2022.0,2022-09-01,3138298
T farrell &amp; sons waterford,Waterford,Bmw,5 Series,2015.0,162543.0, 1 day ago,22500.0,Automatic,2.0,Saloon,Diesel,4.0,50.0,2.0,Grey,200.0,May,2023.0,2022-09-01,3138299
O&#039;donnell motors,Donegal,Bmw,2 Series,2014.0,165842.0, 3 days ago,18995.0,Manual,2.0,Coupe,Diesel,2.0,52.0,1.0,Red,200.0,April,2024.0,2022-09-01,3138300
Mccann motors,Louth,Volkswagen,Polo,2017.0,81000.0, 15 days ago,14950.0,Manual,1.4,Hatchback,Diesel,5.0,76.0,1.0,Silver,180.0,January,2023.0,2022-09-01,3138301
Ng motors ltd,Dublin,Hyundai,ix35,2015.0,140000.0, 2 hours ago,12950.0,Manual,1.7,Mpv,Diesel,4.0,NaN,2.0,Red,280.0,June,2023.0,2022-09-01,3138306
T farrell &amp; sons waterford,Waterford,Toyota,Hilux,2008.0,320000.0, 1 day ago,11500.0,Manual,3.0,Pickup,Diesel,4.0,28.0,3.0,Silver,333.0,None,NaN,2022-09-01,3138307
Mccann motors,Louth,Volkswagen,Polo,2014.0,105000.0, 15 days ago,12499.0,Automatic,1.2,Hatchback,Petrol,5.0,60.0,1.0,White,200.0,August,2024.0,2022-09-01,3138308
T farrell &amp; sons waterford,Waterford,Audi,A5,2014.0,240000.0, 1 day ago,17950.0,Manual,2.0,Hatchback,Diesel,5.0,51.0,1.0,Blue,200.0,None,NaN,2022-09-01,3138314
Mallow road motors,Cork,Kia,Sportage,2019.0,94000.0, 12 hours ago,28450.0,Manual,1.6,Mpv,Diesel,5.0,49.0,1.0,Red,270.0,March,2023.0,2022-09-01,3138315
Dunne motor services,Dublin,Honda,CR-V,2016.0,114441.0, 5 hours ago,22999.0,Automatic,2.0,Estate,Petrol,5.0,31.0,2.0,Red,790.0,June,2022.0,2022-09-01,3138316
Marcus motors,Galway,Suzuki,SX4,2013.0,87307.0, 21 days ago,NaN,Manual,1.5,Hatchback,Petrol,4.0,39.0,1.0,Grey,280.0,October,2023.0,2022-09-01,3138318
Asm auto sales macroom ltd,Cork,Audi,A4,2017.0,197500.0, 6 hours ago,20999.0,Manual,2.0,Saloon,Diesel,4.0,59.0,2.0,Grey,190.0,July,2023.0,2022-09-01,3138319
Autowrap motors,Dublin,Vauxhall,Corsa,2014.0,161577.0, 3 hours ago,7950.0,Manual,1.2,Hatchback,Petrol,3.0,43.0,2.0,White,NaN,None,NaN,2022-09-01,3138322
Azkar,Waterford,Mazda,Mazda6,2019.0,62361.0, 4 hours ago,24995.0,Manual,2.2,Saloon,Diesel,4.0,53.0,2.0,Grey,200.0,March,2023.0,2022-09-01,3138326
Azkar,Waterford,Jaguar,XE,2018.0,110239.0, 7 hours ago,27995.0,Automatic,2.0,Saloon,Diesel,5.0,56.0,1.0,White,200.0,May,2024.0,2022-09-01,3138330
Leinster motor group,Dublin,Renault,Megane,2017.0,72000.0, 8 hours ago,14950.0,Manual,1.5,Saloon,Diesel,4.0,64.0,3.0,Red,180.0,November,2022.0,2022-09-01,3138333
Toyota naas,Kildare,Toyota,Corolla,2021.0,44890.0, 1 hour ago,28888.0,Automatic,1.8,Saloon,Hybrid,4.0,52.0,1.0,Black,180.0,February,2025.0,2022-09-01,3138335
Malones garage drogheda,Louth,Volkswagen,Sharan,2020.0,40000.0, 1 month ago,43950.0,Manual,2.0,Mpv,Diesel,5.0,45.0,1.0,Grey,NaN,July,2024.0,2022-09-01,3138336
Paddy doherty car sales,Donegal,Volkswagen,Golf,2012.0,289520.0, 19 minutes ago,6450.0,Manual,1.6,Estate,Diesel,5.0,60.0,1.0,White,190.0,July,2024.0,2022-09-01,3138352
Doyles garage wexford,Wexford,Citroen,C4,2016.0,86904.0, 46 minutes ago,13870.0,Automatic,1.2,Hatchback,Petrol,5.0,NaN,1.0,Red,NaN,July,2023.0,2022-09-01,3138354
Brian walsh car sales portarlington,Laois,Volvo,V40,2015.0,165762.0, 20 hours ago,14450.0,Manual,2.0,Hatchback,Diesel,5.0,65.0,NaN,Black,180.0,January,2024.0,2022-09-01,3138358
Autoxpress,Limerick,Hyundai,i30,2011.0,180429.0, 4 days ago,6995.0,Manual,1.6,Hatchback,Diesel,5.0,53.0,4.0,Black,270.0,May,2023.0,2022-09-01,3138359
Dermot clancy car sales,Clare,Audi,A3 Saloon,2016.0,58234.0, 19 hours ago,19999.0,Automatic,1.4,Saloon,Petrol,4.0,60.0,1.0,White,200.0,August,2024.0,2022-09-01,3138360
Lpd car sales &amp; commercial vehicles,Dublin,Volkswagen,Transporter,2012.0,305774.0, 8 hours ago,10950.0,Manual,2.0,Van,Diesel,5.0,NaN,2.0,Red,333.0,February,2023.0,2022-09-01,3138361
Jimmy barry motors,Cork,Toyota,Landcruiser,2017.0,55000.0, 19 days ago,35500.0,Manual,2.8,Van,Diesel,2.0,32.0,3.0,White,333.0,None,NaN,2022-09-01,3138363
Torque autos,Galway,Volkswagen,Caddy,2016.0,172000.0, 19 days ago,8100.0,Manual,2.0,Van,Diesel,5.0,53.0,1.0,White,333.0,July,2023.0,2022-09-01,3138364
Quantum autos,Wexford,Mazda,Mazda6,2019.0,62361.0, 4 hours ago,24995.0,Manual,2.2,Saloon,Diesel,5.0,53.0,2.0,Grey,200.0,March,2023.0,2022-09-01,3138365
Quantum autos,Wexford,Jaguar,XE,2018.0,110239.0, 4 hours ago,27995.0,Automatic,2.0,Saloon,Diesel,5.0,56.0,1.0,White,200.0,May,2024.0,2022-09-01,3138367
Tom hand cars,Dublin,Audi,A8,2015.0,73000.0, 23 hours ago,34900.0,Automatic,3.0,Saloon,Diesel,4.0,40.0,1.0,Black,400.0,November,2023.0,2022-09-01,3138374
Monasterevin motors,Kildare,Ford,Mondeo,2018.0,109944.0, 9 hours ago,20444.0,Manual,1.5,Hatchback,Diesel,4.0,57.0,1.0,Blue,190.0,March,2022.0,2022-09-01,3138377
Kilcoyne &amp; scahill motors,Mayo,Hyundai,Tucson,2020.0,56326.0, 1 day ago,NaN,Manual,1.6,Suv,Hybrid,5.0,55.0,1.0,Grey,400.0,None,NaN,2022-09-01,3138378
Crinigan motorsport,Dublin,Land,ROVER Discovery,2014.0,164000.0, 9 days ago,24350.0,Automatic,3.0,Van,Diesel,4.0,28.0,2.0,Grey,333.0,None,NaN,2022-09-01,3138381
Monasterevin motors,Kildare,Nissan,Navara,2019.0,38000.0, 9 hours ago,32444.0,Automatic,2.3,Pickup,Diesel,4.0,34.0,1.0,White,333.0,None,NaN,2022-09-01,3138382
"Windsor bray nissan, renault and dacia",Dublin,Volkswagen,Polo,2016.0,75498.0, 1 month ago,15995.0,Automatic,1.2,Hatchback,Petrol,5.0,50.0,2.0,White,190.0,August,2023.0,2022-09-01,3138383
Boland motors new ross,Wexford,Bmw,5 Series,2017.0,85838.0, 1 month ago,34950.0,Automatic,2.0,Saloon,Diesel,4.0,55.0,2.0,Blue,200.0,March,2023.0,2022-09-01,3138385
Boland motors new ross,Wexford,Maxus,Deliver 9,2022.0,236.0, 1 month ago,28995.0,Manual,2.0,Van,Diesel,3.0,NaN,1.0,White,NaN,None,NaN,2022-09-01,3138386
Ray crofton ltd,Kildare,Kia,Sportage,2019.0,32196.0, 1 month ago,29950.0,Manual,1.6,Suv,Diesel,5.0,49.0,1.0,Red,270.0,July,2023.0,2022-09-01,3138387
Dineen o&#039;donoghue,Kerry,Suzuki,Swace,2022.0,0.0, 17 days ago,32650.0,Automatic,1.8,Estate,Hybrid,5.0,NaN,NaN,White,NaN,None,NaN,2022-09-01,3138388
Joe mallon motors,Kildare,Nissan,Qashqai,2019.0,77998.0, 16 days ago,25950.0,Manual,1.5,Hatchback,Diesel,NaN,56.0,1.0,Blue,190.0,January,2023.0,2022-09-01,3138392
Joe mallon motors,Kildare,Dacia,Sandero,2020.0,25998.0, 13 days ago,15950.0,Manual,0.0,Hatchback,Petrol,4.0,43.0,1.0,Grey,NaN,January,2024.0,2022-09-01,3138394
Joe mallon motors,Kildare,Dacia,Duster,2019.0,89999.0, 1 month ago,19950.0,Manual,1.5,Suv,Diesel,4.0,53.0,1.0,Grey,280.0,January,2023.0,2022-09-01,3138396
Joe mallon motors,Kildare,Mini,Hatch,2017.0,17998.0, 1 month ago,18950.0,Manual,1.5,Hatchback,Diesel,5.0,67.0,1.0,Red,NaN,March,2023.0,2022-09-01,3138399
Joe mallon motors,Kildare,Dacia,Sandero,2020.0,73999.0, 21 days ago,15450.0,Manual,1.5,Hatchback,Diesel,4.0,62.0,1.0,Grey,NaN,August,2024.0,2022-09-01,3138400
Audi waterford,Waterford,Audi,A6,2019.0,53859.0, 11 hours ago,48950.0,Automatic,2.0,Saloon,Diesel,4.0,53.0,1.0,Grey,190.0,January,2023.0,2022-09-01,3138402
Audi waterford,Waterford,Audi,A4,2020.0,43975.0, 11 hours ago,38950.0,Manual,2.0,Saloon,Diesel,4.0,59.0,1.0,Black,180.0,February,2024.0,2022-09-01,3138403
"Spirit seat, cupra &amp; premium",Dublin,Cupra,Formentor,2021.0,19999.0, 2 days ago,54950.0,Automatic,1.4,Suv,Petrol hybrid,5.0,38.0,1.0,Grey,NaN,June,2025.0,2022-09-01,3138411
Mccoy motors ltd,Dublin,Seat,Ibiza,2020.0,39773.0, 15 days ago,20450.0,Manual,1.0,Hatchback,Petrol,5.0,47.0,1.0,Red,NaN,January,2024.0,2022-09-01,3138412
Mccoy motors ltd,Dublin,Cupra,Formentor,2022.0,9.0, 6 days ago,50950.0,Automatic,2.0,Suv,Diesel,5.0,NaN,1.0,White,NaN,None,NaN,2022-09-01,3138413
Kearys carstore dublin,Dublin,Honda,HR-V,2015.0,91619.0, 1 month ago,19890.0,Automatic,1.5,Suv,Petrol hybrid,5.0,NaN,1.0,Black,NaN,None,NaN,2022-09-01,3138423
Kearys carstore dublin,Dublin,Honda,HR-V,2017.0,65620.0, 15 days ago,24890.0,Automatic,1.5,Suv,Petrol hybrid,5.0,NaN,1.0,White,NaN,None,NaN,2022-09-01,3138424
Kearys carstore dublin,Dublin,Nissan,Note,2017.0,89511.0, 15 days ago,13490.0,Automatic,1.2,Hatchback,Petrol,5.0,45.0,1.0,Black,NaN,None,NaN,2022-09-01,3138430
Kearys carstore dublin,Dublin,Nissan,Note,2018.0,74335.0, 15 days ago,16890.0,Automatic,1.2,Hatchback,Petrol,NaN,NaN,1.0,Grey,NaN,None,NaN,2022-09-01,3138431
Cleary motors,Tipperary,Renault,Kadjar,2021.0,39898.0, 1 month ago,30000.0,Manual,1.5,Suv,Diesel,5.0,52.0,2.0,Blue,NaN,February,2024.0,2022-09-01,3138433
Hinchy&#039;s garryspillane,Limerick,Honda,Civic,2018.0,53092.0, 22 days ago,24900.0,Manual,1.0,Hatchback,Petrol,5.0,46.0,2.0,Red,NaN,August,2022.0,2022-09-01,3138435
Hinchy&#039;s garryspillane,Limerick,Kia,Sportage,2020.0,44519.0, 22 days ago,35900.0,Automatic,1.6,Suv,Diesel,5.0,50.0,1.0,Silver,200.0,July,2024.0,2022-09-01,3138436
Hinchy&#039;s ennis road,Limerick,Mini,Hatch,2020.0,37367.0, 1 month ago,30900.0,Automatic,NaN,Hatchback,Electric,2.0,NaN,1.0,Green,NaN,July,2024.0,2022-09-01,3138439
Colm quinn bmw athlone,Westmeath,Bmw,X5,2016.0,150904.0, 2 days ago,56574.0,Automatic,2.0,Suv,Diesel,NaN,NaN,3.0,Black,NaN,None,NaN,2022-09-01,3138440
Colm quinn bmw galway,Galway,Bmw,X1,2020.0,15581.0, 6 days ago,49995.0,Automatic,2.0,Estate,Diesel,4.0,49.0,1.0,Blue,NaN,February,2024.0,2022-09-01,3138445
Wexford volkswagen,Wexford,Volkswagen,Tiguan,2018.0,143059.0, 1 month ago,31975.0,Automatic,2.0,Suv,Diesel,5.0,46.0,1.0,Blue,280.0,February,2024.0,2022-09-01,3138456
