,true,predict,make,model,score,alpha,epsilon,max_iter
6848,9.994241915804592,10.106662887570655,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
12613,10.503696737436805,13.126684886689413,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
13622,10.273325483001141,10.344971673565983,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
13614,9.350102314351341,9.342259786848595,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
3236,10.16199824768763,10.121381697715538,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
14248,9.581903928408666,9.766199372485005,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
13135,9.735068900911164,9.70517999898605,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
16314,9.680031452383618,9.5901504453281,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
11954,9.371608519572305,9.330994338688077,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
11231,10.340128278112742,10.420404628131417,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
16590,9.996522418503318,9.798357601261486,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
14152,9.305195902988862,9.625464666295942,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
8994,10.262908722142885,10.261416544372624,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
10867,10.517320926376348,13.188888632693043,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
91,9.997660722553377,10.010934608762305,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
15516,9.740674462130217,9.784955740437239,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
5413,10.16199824768763,10.19367266611183,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
3548,9.946930110378965,9.935157463317399,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
13320,9.822819649468673,9.759237684310397,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
2332,10.081633737919603,9.952674626253174,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
9575,10.432644132986843,10.315798790349518,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
11997,9.875602349046593,10.047199918293272,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
13432,10.432644132986843,10.421201839008917,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
11246,9.433083843269053,9.438884165958696,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
2230,9.740674462130217,9.616873587920983,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
7596,9.468851067127684,9.515434662960683,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
34,9.90098442231801,9.837044645162354,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
10457,8.922658299524402,8.871545295284134,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
11704,9.61547209118311,9.63468754277442,Seat,Leon,-0.4938441295212005,0.09999999999999998,1.35,600
