mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ccp_alpha,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_min_weight_fraction_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
43.009988117218015,0.4507920691263036,0.017536401748657227,0.007262282374462462,0,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 0, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.026590351384180963,-0.026036013292526246,-0.026450260959011207,-0.02493428548444988,-0.027618804846548318,-0.026325943193343325,0.0008692097996089307,1,-0.008415171611224452,-0.008368949945535685,-0.008262514945762717,-0.00830073112919163,-0.008227715163796346,-0.008315016559102165,6.858844096656813e-05
