,true,predict,make,model,score,alpha,epsilon,max_iter
16689,10.043249494911286,10.11256882570784,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
1187,9.846917201047734,9.868521733434065,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
16486,10.021270588192511,10.111826147458402,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
16835,10.184711314926863,10.113382323033658,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
13764,9.546098067659527,9.612298755918026,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
7727,10.307284603543595,10.24402295962798,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
12236,9.286838342948908,9.471439113792204,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
2595,8.986571625268054,9.048489841933293,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
12790,8.15908865466791,8.289249636600422,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
5098,9.846917201047734,9.872997206542642,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
4744,9.543234787249512,9.522606606161963,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
1860,9.769956159911606,9.85748341556121,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
3352,10.245124997898127,10.42236253769197,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
16363,9.849559210510572,9.667702044636423,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
9205,9.38429367909962,9.298984239611324,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
5739,9.205327830152639,9.096440996529903,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
7205,9.205327830152639,9.149880199347608,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
12396,9.099408811268901,9.098664453148965,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
3305,8.465689348549121,8.529270659706867,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
12419,9.90098442231801,9.965303046101248,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
11687,9.820105943597078,9.853491435566026,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
11096,9.468851067127684,9.462627425587272,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
16126,9.849559210510572,9.909508781551267,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
1395,9.615805480084347,9.835674987496574,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
13565,9.388486557359657,9.349599571907506,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
2797,8.771680359010377,8.740203431875557,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
16485,10.021270588192511,10.11340704787665,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
11601,9.70747266861017,9.703092682782259,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
16834,10.184711314926863,10.111810252916479,Opel,Corsa,-0.008584388870419228,8.3,1.35,600
14651,9.506734385029985,9.599482151961892,Opel,Crossland X,-0.005919605482519937,47.2,1.35,600
3658,10.239781201782993,10.136151965257264,Opel,Crossland X,-0.005919605482519937,47.2,1.35,600
14598,9.89822372286103,9.829168194402934,Opel,Crossland X,-0.005919605482519937,47.2,1.35,600
762,9.996522418503318,9.995413226253481,Opel,Crossland X,-0.005919605482519937,47.2,1.35,600
13097,9.851931065621725,9.731950442060302,Opel,Crossland X,-0.005919605482519937,47.2,1.35,600
8107,10.1226230824528,10.090328584166384,Opel,Crossland X,-0.005919605482519937,47.2,1.35,600
9703,9.90098442231801,9.80267799238994,Opel,Crossland X,-0.005919605482519937,47.2,1.35,600
1503,9.740674462130217,9.76643687710855,Opel,Crossland X,-0.005919605482519937,47.2,1.35,600
3791,10.302263672493496,10.27142707711761,Opel,Crossland X,-0.005919605482519937,47.2,1.35,600
601,9.740674462130217,9.780914074013744,Opel,Crossland X,-0.005919605482519937,47.2,1.35,600
11412,9.947504437952903,9.840869205922168,Opel,Crossland X,-0.005919605482519937,47.2,1.35,600
14890,9.949893925350283,9.943584584732717,Opel,Crossland X,-0.005919605482519937,47.2,1.35,600
14094,10.401227936753463,10.269615870071073,Opel,Crossland X,-0.005919605482519937,47.2,1.35,600
9886,9.795345393916424,9.863269531883718,Opel,Crossland X,-0.005919605482519937,47.2,1.35,600
3325,10.273325483001141,10.285519508924809,Opel,Crossland X,-0.005919605482519937,47.2,1.35,600
16688,10.239959789157341,10.280858420704453,Opel,Crossland X,-0.005919605482519937,47.2,1.35,600
16684,10.239959789157341,10.269604830397732,Opel,Crossland X,-0.005919605482519937,47.2,1.35,600
6494,9.949893925350283,9.994729088374518,Opel,Crossland X,-0.005919605482519937,47.2,1.35,600
16188,10.238172478583245,10.213895398816112,Opel,Crossland X,-0.005919605482519937,47.2,1.35,600
11389,9.851931065621725,9.669902293321941,Opel,Crossland X,-0.005919605482519937,47.2,1.35,600
6364,9.825526011066415,9.816370642902735,Opel,Crossland X,-0.005919605482519937,47.2,1.35,600
9103,10.517320926376348,10.473069076029486,Mercedes-benz,GLC Class,-0.006735220037852297,27.0,1.35,600
5840,10.645305842559727,10.706413787558363,Mercedes-benz,GLC Class,-0.006735220037852297,27.0,1.35,600
1,10.689555697360309,10.72066813517056,Mercedes-benz,GLC Class,-0.006735220037852297,27.0,1.35,600
8853,10.689669599063263,10.638341727691332,Mercedes-benz,GLC Class,-0.006735220037852297,27.0,1.35,600
458,10.432644132986843,10.474275806019719,Mercedes-benz,GLC Class,-0.006735220037852297,27.0,1.35,600
7665,10.570034051298894,10.701788579080638,Mercedes-benz,GLC Class,-0.006735220037852297,27.0,1.35,600
3451,10.877952848461355,10.854309096085496,Mercedes-benz,GLC Class,-0.006735220037852297,27.0,1.35,600
3210,10.432644132986843,10.421306857052954,Mercedes-benz,GLC Class,-0.006735220037852297,27.0,1.35,600
4949,11.156107653683586,11.16433742437778,Mercedes-benz,GLC Class,-0.006735220037852297,27.0,1.35,600
17172,10.338511462885837,10.519173899273506,Mercedes-benz,GLC Class,-0.006735220037852297,27.0,1.35,600
12326,11.002016504398489,11.075707372422832,Mercedes-benz,GLC Class,-0.006735220037852297,27.0,1.35,600
4603,10.735309127783832,10.651224991520715,Mercedes-benz,GLC Class,-0.006735220037852297,27.0,1.35,600
5071,10.75683848463641,10.741754412200828,Mercedes-benz,GLC Class,-0.006735220037852297,27.0,1.35,600
17228,10.517320926376348,10.356064249775562,Mercedes-benz,GLC Class,-0.006735220037852297,27.0,1.35,600
7253,11.00126616045566,11.023959122361115,Mercedes-benz,GLC Class,-0.006735220037852297,27.0,1.35,600
13892,10.489884363149192,9.918437385464014,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
15901,10.784751962486604,10.796525180136953,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
10297,9.952039593118293,9.919458360634044,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
2026,9.949893925350283,9.947037871863134,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
1786,10.667791927412402,10.663548352307904,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
8088,9.890908770329268,9.927554693847672,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
15757,9.851931065621725,9.877091278382938,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
6824,9.738023112808596,9.794509628655966,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
10997,10.489884363149192,10.382853611671818,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
13147,10.340128278112742,10.350910602396098,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
23,10.34158118013602,10.310016144971161,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
3605,10.968112078915977,10.461686749612033,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
320,10.396658241063397,10.279057309514217,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
5672,10.12643108384767,10.219941927650353,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
14698,8.507142855562735,9.255029927826177,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
4928,9.769670404801788,9.785109857056257,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
6987,9.975808214115753,9.990640359800828,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
7849,10.42969427834042,10.47444044239834,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
15574,10.798963144696364,10.842126726586315,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
15421,9.612466578818832,9.550035319846998,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
1754,10.307284603543595,10.296876447448819,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
12579,10.461673747661957,10.416548302858795,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
12569,9.949893925350283,10.043411814735892,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
9688,9.680031452383618,9.634111591926866,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
26,9.90098442231801,9.971760841642643,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
14483,10.643041105910228,10.792525855661246,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
5259,9.564512185696797,9.581657533424076,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
12006,10.461673747661957,10.404162372225167,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
2286,9.949893925350283,10.098736699014932,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
5799,10.183011437286446,10.204054402523337,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
8755,9.975808214115753,10.001410947416945,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
9444,10.570034051298894,10.485827270835646,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
2818,10.400863128577715,10.424796684204429,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
16906,9.738023112808596,9.65905523644902,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
11961,9.67721410821299,9.66795748795075,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
12583,10.201738576337144,10.308074349654852,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
5985,10.570034051298894,10.426838679239097,Mercedes-benz,A Class,-0.03527338920161168,1.2,1.35,600
7791,10.544024782823776,10.673600180341776,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
9256,10.402746539930654,10.451207248888668,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
14328,11.154820928221902,11.205358537652323,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
11805,9.710812583662682,9.726271845501081,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
17255,10.307284603543595,10.189641844450378,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
3383,8.973984926689743,9.070605327585747,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
12576,11.155535980093628,11.2045236815478,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
4991,10.116580767996837,10.252532000036277,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
4164,10.640627694781701,10.598598506970617,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
14842,10.798554647958657,10.70091874811327,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
9408,10.645305842559727,10.632235883193333,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
12589,10.595383951194421,10.511889624363706,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
816,10.543893021838013,10.544358137658136,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
11225,10.163926888594034,10.044329408306359,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
3981,10.756731982692648,10.574207497377197,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
10350,10.271596874100524,10.191262198791096,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
17430,10.914178959831768,10.833041700487744,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
10488,9.429475901892854,9.334910874346633,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
15198,10.518538047359652,10.528947968641175,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
9495,9.388486557359657,9.21148955843595,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
8549,9.61547209118311,9.621463064839354,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
13006,10.544024782823776,10.539931048820627,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
8540,10.594131602877955,10.668155491355664,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
13110,11.155535980093628,11.07196305850949,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
17355,9.996522418503318,10.059433034689544,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
9184,10.713306039899766,10.726048752213567,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
14332,10.949050620114422,10.979062753651055,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
8762,9.464982590349763,9.411844542468852,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
14681,9.468851067127684,9.587147505061466,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
206,10.620107089281216,10.643982449243168,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
10575,10.542706391070517,10.645144049603097,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
7893,7.90100705199242,8.664918651202639,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
17190,10.690807903113322,10.678796159187012,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
2528,9.612466578818832,9.712435230833826,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
3038,9.996522418503318,10.06159970784215,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
9146,10.307284603543595,10.382036317039454,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
7697,9.301094735244646,9.391034674953385,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
16844,10.582789326274021,10.632080639766544,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
1500,9.90098442231801,10.051100230843566,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
13932,10.083723602839061,10.035710677084356,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
13497,9.755567422459507,9.794208093628372,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
4805,10.695914297187898,10.678317976703768,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
17509,11.034082887057288,11.155623877588713,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
5182,10.48849257447637,10.5253118402509,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
926,10.19988156558993,10.320885268284536,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
17489,10.515966830028619,10.447399638520846,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
13453,11.097334260563056,11.068592298327125,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
2151,10.402746539930654,10.237794871388346,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
9983,9.796737182589247,9.76881056918429,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
16325,10.941995917134532,10.969829656181089,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
3223,10.967335848767897,11.02203353997907,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
13767,9.838949031398556,9.957680229879497,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
3448,10.542389718243678,10.522689668992426,Mercedes-benz,E Class,-0.02378579068939409,31.0,1.35,600
