,true,predict,make,model,score,alpha,epsilon,max_iter
2143,9.648272670221848,9.697562931120572,Opel,Mokka,-0.0025942043302586088,6,1.35,500
13450,9.740674462130217,9.749333256854447,Opel,Mokka,-0.0025942043302586088,6,1.35,500
10026,10.271596874100524,10.377525891144762,Opel,Insignia,-0.032905097459303624,1,1.35,500
11686,10.03889218954233,10.04018631512597,Opel,Insignia,-0.032905097459303624,1,1.35,500
13234,8.60337088765729,8.651251692288401,Opel,Insignia,-0.032905097459303624,1,1.35,500
13738,9.90098442231801,9.945309412547928,Opel,Insignia,-0.032905097459303624,1,1.35,500
5029,9.695848187757884,9.768819838683314,Opel,Insignia,-0.032905097459303624,1,1.35,500
1750,9.949893925350283,9.839963722383075,Opel,Insignia,-0.032905097459303624,1,1.35,500
8843,10.03889218954233,9.984915123415757,Opel,Insignia,-0.032905097459303624,1,1.35,500
12461,8.691146498539675,8.81570620932876,Opel,Insignia,-0.032905097459303624,1,1.35,500
17292,9.301094735244646,9.420625144954101,Opel,Insignia,-0.032905097459303624,1,1.35,500
9604,10.1226230824528,10.082503424051762,Opel,Insignia,-0.032905097459303624,1,1.35,500
10818,8.915969311373605,8.915530055989393,Opel,Insignia,-0.032905097459303624,1,1.35,500
15711,9.74090979777877,9.813931259530934,Opel,Insignia,-0.032905097459303624,1,1.35,500
9795,9.543234787249512,9.755535729174714,Opel,Insignia,-0.032905097459303624,1,1.35,500
8455,8.656955133791396,8.656857042164082,Opel,Insignia,-0.032905097459303624,1,1.35,500
13504,10.106428396532818,10.18112521419309,Opel,Insignia,-0.032905097459303624,1,1.35,500
6138,8.516192691082654,8.429408837635918,Opel,Insignia,-0.032905097459303624,1,1.35,500
16262,8.507142855562735,8.172911556996656,Opel,Insignia,-0.032905097459303624,1,1.35,500
363,7.600902459542082,8.256281500957733,Opel,Insignia,-0.032905097459303624,1,1.35,500
7885,9.90098442231801,9.682870843934355,Opel,Insignia,-0.032905097459303624,1,1.35,500
16957,8.202482446576537,8.656112962540169,Opel,Insignia,-0.032905097459303624,1,1.35,500
2244,10.12643108384767,10.015090280760596,Opel,Insignia,-0.032905097459303624,1,1.35,500
2648,9.838949031398556,9.890087858693896,Opel,Insignia,-0.032905097459303624,1,1.35,500
1813,9.90098442231801,9.805061685131033,Opel,Insignia,-0.032905097459303624,1,1.35,500
12420,9.645364282325891,9.70073456514044,Opel,Insignia,-0.032905097459303624,1,1.35,500
15695,8.690978417187905,8.802158408976883,Opel,Insignia,-0.032905097459303624,1,1.35,500
6332,9.846282078765348,9.887655450160796,Opel,Insignia,-0.032905097459303624,1,1.35,500
16444,10.122422259076282,10.02812279308613,Opel,Insignia,-0.032905097459303624,1,1.35,500
9089,9.581559041355757,9.684824906329519,Opel,Insignia,-0.032905097459303624,1,1.35,500
14708,9.301094735244646,9.331464700116058,Opel,Insignia,-0.032905097459303624,1,1.35,500
16266,9.795345393916424,9.7977837197554,Opel,Insignia,-0.032905097459303624,1,1.35,500
15705,8.852950887099581,8.883320219135673,Opel,Astra,-0.02185612372953182,1,1.35,500
6324,9.67721410821299,9.680925127423471,Opel,Astra,-0.02185612372953182,1,1.35,500
2382,9.543234787249512,9.622291634469997,Opel,Astra,-0.02185612372953182,1,1.35,500
5329,9.769956159911606,9.781579786034927,Opel,Astra,-0.02185612372953182,1,1.35,500
11356,9.849559210510572,9.726550115065184,Opel,Astra,-0.02185612372953182,1,1.35,500
13305,9.47231994707559,9.501283567907212,Opel,Astra,-0.02185612372953182,1,1.35,500
3560,9.43747594455993,9.349159156746913,Opel,Astra,-0.02185612372953182,1,1.35,500
11103,9.041921720351219,8.983342304648644,Opel,Astra,-0.02185612372953182,1,1.35,500
15195,9.673445259530762,9.654266908262322,Opel,Astra,-0.02185612372953182,1,1.35,500
11700,9.39182824802156,9.303654375356986,Opel,Astra,-0.02185612372953182,1,1.35,500
8715,9.67721410821299,9.612067923129153,Opel,Astra,-0.02185612372953182,1,1.35,500
17262,8.846496938558838,9.22427951059495,Opel,Astra,-0.02185612372953182,1,1.35,500
17397,10.273325483001141,10.43422041918681,Opel,Astra,-0.02185612372953182,1,1.35,500
12658,9.38429367909962,9.40329542351215,Opel,Astra,-0.02185612372953182,1,1.35,500
14221,9.468851067127684,9.375451381050963,Opel,Astra,-0.02185612372953182,1,1.35,500
8971,9.769956159911606,9.834996349896699,Opel,Astra,-0.02185612372953182,1,1.35,500
17429,9.543234787249512,9.417146021662948,Opel,Astra,-0.02185612372953182,1,1.35,500
13285,9.099408811268901,9.02571071489053,Opel,Astra,-0.02185612372953182,1,1.35,500
1864,8.817297783866575,8.606224353854044,Opel,Astra,-0.02185612372953182,1,1.35,500
578,9.795345393916424,9.714348276222326,Opel,Astra,-0.02185612372953182,1,1.35,500
1849,8.846496938558838,8.848830344877149,Opel,Astra,-0.02185612372953182,1,1.35,500
4396,7.4673710669175595,8.072802851160448,Opel,Astra,-0.02185612372953182,1,1.35,500
12550,9.849559210510572,9.83518115208437,Opel,Astra,-0.02185612372953182,1,1.35,500
12401,8.292798858200374,8.283784186680572,Opel,Astra,-0.02185612372953182,1,1.35,500
17308,9.099408811268901,8.856470494996515,Opel,Astra,-0.02185612372953182,1,1.35,500
4823,10.475737478289117,10.3661257960013,Opel,Astra,-0.02185612372953182,1,1.35,500
752,8.656955133791396,8.54876184477227,Opel,Astra,-0.02185612372953182,1,1.35,500
17263,8.146129510025405,8.288639649511106,Opel,Astra,-0.02185612372953182,1,1.35,500
576,9.468851067127684,9.369447219774814,Opel,Astra,-0.02185612372953182,1,1.35,500
5064,10.367221568768269,10.471239409735517,Opel,Astra,-0.02185612372953182,1,1.35,500
5751,9.612466578818832,9.601504311615079,Opel,Astra,-0.02185612372953182,1,1.35,500
4322,8.987071812848821,9.094352059213671,Opel,Astra,-0.02185612372953182,1,1.35,500
10186,9.851931065621725,9.904070642965115,Opel,Astra,-0.02185612372953182,1,1.35,500
11453,9.099408811268901,9.105517557016707,Opel,Astra,-0.02185612372953182,1,1.35,500
17478,10.1226230824528,10.166830059703436,Opel,Astra,-0.02185612372953182,1,1.35,500
2457,8.787220328629298,8.798884299314008,Opel,Astra,-0.02185612372953182,1,1.35,500
2298,8.980927207648378,8.906817319748887,Opel,Astra,-0.02185612372953182,1,1.35,500
6813,9.47231994707559,9.343086302926595,Opel,Astra,-0.02185612372953182,1,1.35,500
16482,10.021270588192511,10.108717359884988,Opel,Corsa,-0.007507273819736636,9,1.35,500
14400,8.698681067461614,8.66779757015551,Opel,Corsa,-0.007507273819736636,9,1.35,500
3482,10.448714603019452,10.471634250794388,Opel,Corsa,-0.007507273819736636,9,1.35,500
16484,10.021270588192511,10.090504269921025,Opel,Corsa,-0.007507273819736636,9,1.35,500
16477,9.195226734166134,9.232177727723194,Opel,Corsa,-0.007507273819736636,9,1.35,500
3156,10.286877452992435,10.094663228901208,Opel,Corsa,-0.007507273819736636,9,1.35,500
11200,9.846917201047734,9.874424344710315,Opel,Corsa,-0.007507273819736636,9,1.35,500
9954,9.581903928408666,9.504700106388684,Opel,Corsa,-0.007507273819736636,9,1.35,500
15908,10.03889218954233,10.132216311112296,Opel,Corsa,-0.007507273819736636,9,1.35,500
13176,9.157993891603974,9.163083978243225,Opel,Corsa,-0.007507273819736636,9,1.35,500
3155,10.286877452992435,10.104507129831308,Opel,Corsa,-0.007507273819736636,9,1.35,500
14366,9.2093398716426,9.166890053417006,Opel,Corsa,-0.007507273819736636,9,1.35,500
16689,10.043249494911286,10.118878625291012,Opel,Corsa,-0.007507273819736636,9,1.35,500
1187,9.846917201047734,9.861729300707534,Opel,Corsa,-0.007507273819736636,9,1.35,500
16486,10.021270588192511,10.108717359884988,Opel,Corsa,-0.007507273819736636,9,1.35,500
16835,10.184711314926863,10.105232766120888,Opel,Corsa,-0.007507273819736636,9,1.35,500
13764,9.546098067659527,9.605809849189903,Opel,Corsa,-0.007507273819736636,9,1.35,500
7727,10.307284603543595,10.289657481971954,Opel,Corsa,-0.007507273819736636,9,1.35,500
12236,9.286838342948908,9.215884014213112,Opel,Corsa,-0.007507273819736636,9,1.35,500
2595,8.986571625268054,8.78342767090112,Opel,Corsa,-0.007507273819736636,9,1.35,500
12790,8.15908865466791,8.295411963313374,Opel,Corsa,-0.007507273819736636,9,1.35,500
5098,9.846917201047734,9.873909641593642,Opel,Corsa,-0.007507273819736636,9,1.35,500
4744,9.543234787249512,9.52876179941156,Opel,Corsa,-0.007507273819736636,9,1.35,500
1860,9.769956159911606,9.850241235889,Opel,Corsa,-0.007507273819736636,9,1.35,500
3352,10.245124997898127,10.166885453230028,Opel,Corsa,-0.007507273819736636,9,1.35,500
16363,9.849559210510572,9.653639361974715,Opel,Corsa,-0.007507273819736636,9,1.35,500
9205,9.38429367909962,9.30586920905689,Opel,Corsa,-0.007507273819736636,9,1.35,500
5739,9.205327830152639,9.077185347650353,Opel,Corsa,-0.007507273819736636,9,1.35,500
7205,9.205327830152639,9.140317899978365,Opel,Corsa,-0.007507273819736636,9,1.35,500
12396,9.099408811268901,9.08768577439627,Opel,Corsa,-0.007507273819736636,9,1.35,500
3305,8.465689348549121,8.541918542070656,Opel,Corsa,-0.007507273819736636,9,1.35,500
12419,9.90098442231801,9.951641826504085,Opel,Corsa,-0.007507273819736636,9,1.35,500
11687,9.820105943597078,9.849023624752082,Opel,Corsa,-0.007507273819736636,9,1.35,500
11096,9.468851067127684,9.454847569919105,Opel,Corsa,-0.007507273819736636,9,1.35,500
16126,9.849559210510572,9.917058415678037,Opel,Corsa,-0.007507273819736636,9,1.35,500
1395,9.615805480084347,9.556931086660803,Opel,Corsa,-0.007507273819736636,9,1.35,500
13565,9.388486557359657,9.337201143250866,Opel,Corsa,-0.007507273819736636,9,1.35,500
2797,8.771680359010377,8.765229474867889,Opel,Corsa,-0.007507273819736636,9,1.35,500
16485,10.021270588192511,10.11856126081509,Opel,Corsa,-0.007507273819736636,9,1.35,500
11601,9.70747266861017,9.703174462221103,Opel,Corsa,-0.007507273819736636,9,1.35,500
16834,10.184711314926863,10.09539805631787,Opel,Corsa,-0.007507273819736636,9,1.35,500
14651,9.506734385029985,9.591602563413584,Opel,Crossland X,-0.004455188921407229,48,1.35,500
3658,10.239781201782993,10.14216043052838,Opel,Crossland X,-0.004455188921407229,48,1.35,500
14598,9.89822372286103,9.841655052381487,Opel,Crossland X,-0.004455188921407229,48,1.35,500
762,9.996522418503318,9.99090514766733,Opel,Crossland X,-0.004455188921407229,48,1.35,500
13097,9.851931065621725,9.762010994760175,Opel,Crossland X,-0.004455188921407229,48,1.35,500
8107,10.1226230824528,10.102860999364287,Opel,Crossland X,-0.004455188921407229,48,1.35,500
9703,9.90098442231801,9.817606783767117,Opel,Crossland X,-0.004455188921407229,48,1.35,500
1503,9.740674462130217,9.764098623065737,Opel,Crossland X,-0.004455188921407229,48,1.35,500
3791,10.302263672493496,10.268828973489427,Opel,Crossland X,-0.004455188921407229,48,1.35,500
601,9.740674462130217,9.771579795207654,Opel,Crossland X,-0.004455188921407229,48,1.35,500
11412,9.947504437952903,9.84163381239734,Opel,Crossland X,-0.004455188921407229,48,1.35,500
14890,9.949893925350283,9.949995958099477,Opel,Crossland X,-0.004455188921407229,48,1.35,500
14094,10.401227936753463,10.272009521966758,Opel,Crossland X,-0.004455188921407229,48,1.35,500
9886,9.795345393916424,9.837111337551635,Opel,Crossland X,-0.004455188921407229,48,1.35,500
3325,10.273325483001141,10.287996293083413,Opel,Crossland X,-0.004455188921407229,48,1.35,500
16688,10.239959789157341,10.277038745440594,Opel,Crossland X,-0.004455188921407229,48,1.35,500
16684,10.239959789157341,10.271832248214857,Opel,Crossland X,-0.004455188921407229,48,1.35,500
6494,9.949893925350283,9.993407522868159,Opel,Crossland X,-0.004455188921407229,48,1.35,500
16188,10.238172478583245,10.224828757233542,Opel,Crossland X,-0.004455188921407229,48,1.35,500
11389,9.851931065621725,9.71031960698285,Opel,Crossland X,-0.004455188921407229,48,1.35,500
6364,9.825526011066415,9.791413614290507,Opel,Crossland X,-0.004455188921407229,48,1.35,500
9103,10.517320926376348,10.512402577984872,Mercedes-benz,GLC Class,-0.0036351550618985316,26,1.35,500
5840,10.645305842559727,10.655003842570808,Mercedes-benz,GLC Class,-0.0036351550618985316,26,1.35,500
1,10.689555697360309,10.695984279524223,Mercedes-benz,GLC Class,-0.0036351550618985316,26,1.35,500
8853,10.689669599063263,10.670917245616435,Mercedes-benz,GLC Class,-0.0036351550618985316,26,1.35,500
458,10.432644132986843,10.445125653918698,Mercedes-benz,GLC Class,-0.0036351550618985316,26,1.35,500
7665,10.570034051298894,10.673596249058763,Mercedes-benz,GLC Class,-0.0036351550618985316,26,1.35,500
3451,10.877952848461355,10.836171057901286,Mercedes-benz,GLC Class,-0.0036351550618985316,26,1.35,500
3210,10.432644132986843,10.444062470672296,Mercedes-benz,GLC Class,-0.0036351550618985316,26,1.35,500
4949,11.156107653683586,11.17034773851119,Mercedes-benz,GLC Class,-0.0036351550618985316,26,1.35,500
17172,10.338511462885837,10.467817331304555,Mercedes-benz,GLC Class,-0.0036351550618985316,26,1.35,500
12326,11.002016504398489,11.10947132655744,Mercedes-benz,GLC Class,-0.0036351550618985316,26,1.35,500
4603,10.735309127783832,10.68365273512423,Mercedes-benz,GLC Class,-0.0036351550618985316,26,1.35,500
5071,10.75683848463641,10.711697808596398,Mercedes-benz,GLC Class,-0.0036351550618985316,26,1.35,500
17228,10.517320926376348,10.430127695916182,Mercedes-benz,GLC Class,-0.0036351550618985316,26,1.35,500
7253,11.00126616045566,11.023198878361542,Mercedes-benz,GLC Class,-0.0036351550618985316,26,1.35,500
13892,10.489884363149192,9.926874296214933,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
15901,10.784751962486604,10.80579722368117,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
10297,9.952039593118293,9.93335714673498,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
2026,9.949893925350283,9.934731409623708,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
1786,10.667791927412402,10.654629278902801,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
8088,9.890908770329268,9.918309148510048,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
15757,9.851931065621725,9.892824403509332,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
6824,9.738023112808596,9.791281438088408,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
10997,10.489884363149192,10.375377607132643,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
13147,10.340128278112742,10.366628399888768,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
23,10.34158118013602,10.317103033703047,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
3605,10.968112078915977,10.489021580412214,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
320,10.396658241063397,10.31097831947718,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
5672,10.12643108384767,10.230425427399783,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
14698,8.507142855562735,9.270762953003757,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
4928,9.769670404801788,9.78432441053123,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
6987,9.975808214115753,9.972651163149113,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
7849,10.42969427834042,10.45514460658083,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
15574,10.798963144696364,10.837065689829911,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
15421,9.612466578818832,9.55591101183747,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
1754,10.307284603543595,10.313198186336784,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
12579,10.461673747661957,10.413301260326971,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
12569,9.949893925350283,10.036168889891238,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
9688,9.680031452383618,9.639974935933527,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
26,9.90098442231801,9.98052109252672,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
14483,10.643041105910228,10.776820716446988,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
5259,9.564512185696797,9.577826592908123,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
12006,10.461673747661957,10.407951344250142,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
2286,9.949893925350283,10.106290041905023,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
5799,10.183011437286446,10.21835696412048,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
8755,9.975808214115753,10.010236723794463,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
9444,10.570034051298894,10.495836111267595,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
2818,10.400863128577715,10.412618990292684,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
16906,9.738023112808596,9.659785748000344,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
11961,9.67721410821299,9.68373290156238,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
12583,10.201738576337144,10.315999261442489,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
5985,10.570034051298894,10.43015473916401,Mercedes-benz,A Class,-0.034708177405743855,1,1.35,500
7791,10.544024782823776,10.768924235580762,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
9256,10.402746539930654,10.450136445130596,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
14328,11.154820928221902,11.172086555846134,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
11805,9.710812583662682,9.738963573121282,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
17255,10.307284603543595,10.197565960759478,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
3383,8.973984926689743,9.079477685832792,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
12576,11.155535980093628,11.072636978640821,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
4991,10.116580767996837,10.255427652516797,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
4164,10.640627694781701,10.58859290423578,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
14842,10.798554647958657,10.67739910512843,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
9408,10.645305842559727,10.624042088847188,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
12589,10.595383951194421,10.507241327800147,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
816,10.543893021838013,10.544396763143492,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
11225,10.163926888594034,10.026899679725762,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
3981,10.756731982692648,10.477478868271561,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
10350,10.271596874100524,10.198638158037141,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
17430,10.914178959831768,10.82419250594137,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
10488,9.429475901892854,9.3579872506628,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
15198,10.518538047359652,10.541964568536711,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
9495,9.388486557359657,9.210956334628262,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
8549,9.61547209118311,9.603465638763433,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
13006,10.544024782823776,10.526062783842201,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
8540,10.594131602877955,10.659791023335051,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
13110,11.155535980093628,11.121720456637957,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
17355,9.996522418503318,10.04720128672716,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
9184,10.713306039899766,10.729631469989428,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
14332,10.949050620114422,10.990987997735331,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
8762,9.464982590349763,9.433406581257465,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
14681,9.468851067127684,9.621934778352134,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
206,10.620107089281216,10.62939676651269,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
10575,10.542706391070517,10.663057774600283,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
7893,7.90100705199242,8.605980450196103,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
17190,10.690807903113322,10.680835587452599,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
2528,9.612466578818832,9.725476666824393,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
3038,9.996522418503318,10.090475817665187,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
9146,10.307284603543595,10.385716355226188,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
7697,9.301094735244646,9.418943708829435,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
16844,10.582789326274021,10.623315793955303,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
1500,9.90098442231801,10.076487672652156,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
13932,10.083723602839061,10.050133206899307,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
13497,9.755567422459507,9.78384590935419,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
4805,10.695914297187898,10.678957967932478,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
17509,11.034082887057288,11.134906940383626,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
5182,10.48849257447637,10.534079559016556,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
926,10.19988156558993,10.216879382545434,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
17489,10.515966830028619,10.438447164503437,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
13453,11.097334260563056,11.045281569481304,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
2151,10.402746539930654,10.252064395368736,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
9983,9.796737182589247,9.760821211705682,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
16325,10.941995917134532,10.889717119943713,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
3223,10.967335848767897,11.002144861469,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
13767,9.838949031398556,9.948434047046346,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
3448,10.542389718243678,10.511531634965431,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
2334,10.595383951194421,10.484845323846825,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
11575,10.432644132986843,10.431271412209028,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
3674,10.517320926376348,10.495916934786788,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
5878,9.210340371976184,9.415451543417657,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
4987,10.402746539930654,10.638777811815345,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
16840,10.667791927412402,10.916881869002571,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
9674,10.460242108190519,10.437657082724657,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
4268,9.740733301234702,9.690395128709882,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
3203,10.165813354725493,10.137076106916636,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
17204,10.689669599063263,10.719135437829799,Mercedes-benz,E Class,-0.025467283403172294,32,1.35,500
