,id,make,model,true,predict,score,ccp_alpha,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,alpha_value,trainScore
2726,3101761,Nissan,Qashqai,10.220121446937677,10.081289688962276,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
985,3091054,Skoda,Octavia,9.90323752128092,10.002671905818175,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
13867,3163703,Volkswagen,Polo,9.392578591964389,9.379932264309032,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
12631,3161229,Peugeot,5008,10.757796492054402,10.618369683804692,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
15533,3166672,Renault,Clio,9.792555991828847,9.807867178373222,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
925,3090679,Skoda,Superb,10.04107321548869,10.128327010705089,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
1347,3093470,Nissan,Qashqai,9.925738161470948,9.730682451217936,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
9298,3154262,Mazda,Demio,9.099408811268901,8.884150434308669,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
11345,3158790,Audi,A1,9.468851067127684,9.389763926692005,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
15618,3166818,Skoda,Kodiaq,10.544024782823776,10.585476129027246,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
2006,3097851,Dacia,Sandero,8.954802752850968,9.10669031296856,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
14465,3164845,Bmw,X1,10.517320926376348,10.34130117430868,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
3266,3104483,Bmw,5 Series,10.48849257447637,10.555450571771296,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
2193,3098855,Peugeot,Partner,9.185022563991893,9.419657871563956,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
5776,3136612,Ford,Fiesta,9.301094735244646,9.419987548868706,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
1431,3093985,Toyota,Yaris,9.383452989684827,9.419733148854432,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
4555,3132977,Volkswagen,Caddy,9.047821442478408,8.95072040114017,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
15799,3167103,Volkswagen,Touran,9.708080756193517,9.68578553187293,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
13838,3163654,Bmw,5 Series,10.184522582266116,10.235723265948417,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
566,3088210,Nissan,Juke,9.21024036697585,9.421410909561475,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
12298,3160617,Volkswagen,Tiguan,9.648272670221848,9.893268158952786,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
6520,3138750,Bmw,1 Series,9.903487552536127,9.636775025469907,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
2438,3100208,Kia,Sportage,9.74090979777877,9.75405482357229,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
6481,3138649,Audi,A3,9.947504437952903,9.996619837678383,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
10188,3156170,Audi,A3,9.811920359010637,9.880479504393534,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
3980,3108444,Mercedes-benz,C Class,10.543893021838013,10.559409490392174,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
14886,3165522,Kia,Ceed,9.708080756193517,9.627616876170288,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
2605,3101038,Mazda,CX-5,10.084766899751639,10.160489434313302,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
1383,3093634,Bmw,3 Series,9.82822506803558,9.865055639531125,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
3529,3105904,Skoda,Octavia,9.674074388208323,9.765514407088398,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
14717,3165248,Ford,Transit Connect,9.849559210510572,9.651332310233597,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
14105,3164221,Audi,A3,8.098642843759418,8.26930843396323,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
10601,3157023,Renault,Megane,10.274878680310541,10.046976792211877,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
15480,3166534,Hyundai,i10,9.543234787249512,9.414683867497772,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
17080,3169146,Skoda,Octavia,9.973479924356162,10.147037346570647,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
7932,3151040,Renault,Kadjar,9.67721410821299,9.701634830341787,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
17299,3169482,Toyota,Yaris,9.392661928770137,9.278031564994416,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
593,3088327,Volkswagen,T-Roc,10.659609532257463,10.694174873823531,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
7663,3150378,Bmw,5 Series,10.778852117797637,10.78840047573216,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
170,3085382,Volkswagen,Passat,10.032320424379096,9.92047570760952,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
628,3088493,Volkswagen,Passat,10.032320424379096,9.999729242078223,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
1476,3094293,Renault,Kadjar,10.161612072745584,10.026875501567941,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
17223,3169373,Renault,Clio,9.099408811268901,9.041084372901812,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
6958,3140141,Toyota,Prius,9.811920359010637,9.837410150887447,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
10736,3157347,Hyundai,Tucson,10.43396873396056,10.363226925392619,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
523,3087908,Renault,Megane,9.90323752128092,9.90188830861865,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
5902,3137081,Hyundai,Tucson,9.903337541285003,9.987594933670657,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
2514,3100548,Peugeot,3008,10.203592144986466,10.185794554680857,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
12432,3160888,Suzuki,Swift,9.734477009801846,9.749195679297552,-0.02705628712842636,0,6,0.7,12,0,9,6,0,600,58,0.009646137047763632
