mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ccp_alpha,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_min_weight_fraction_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
42.927863121032715,0.29095634164846346,0.015398216247558594,0.0004466535315335642,0,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 0, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.027276948742798478,-0.026877615379735664,-0.0271556901293987,-0.024567683439557352,-0.027873140024292555,-0.02675021554315655,0.0011386390117705748,1,-0.008318001399082018,-0.008401559721309366,-0.008191505054388258,-0.008620745632806029,-0.008265852137506153,-0.008359532789018364,0.0001474670493501203
