,id,make,model,true,predict,score,max_depth,min_samples_leaf,min_samples_split,n_estimators,alpha_value,trainScore
4903,3134003,Skoda,Superb,10.043032079974024,10.078307802733425,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
16793,3168625,Audi,Q5,10.644233711895351,10.46217103689083,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
4155,3109375,Audi,A4,9.433483923290392,9.024824695852633,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
4495,3114827,Toyota,Corolla,9.612466578818832,9.615127704255952,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
3630,3106434,Audi,A3,9.61547209118311,9.667101494886312,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
3199,3104177,Mercedes-benz,C Class,10.165659490817816,10.127760775092051,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
3274,3104493,Bmw,5 Series,11.080602902692181,11.073196399692758,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
7740,3150576,Audi,A1,9.543234787249512,9.604444917586612,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
11590,3159288,Citroen,Berlingo,9.67721410821299,9.605463529613779,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
2286,3099454,Mercedes-benz,A Class,9.949893925350283,10.033655358639129,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
8744,3152930,Hyundai,Tucson,10.308785980087194,10.383499459920007,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
6648,3139094,Hyundai,Tucson,9.947504437952903,9.929203122232298,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
11847,3159789,Renault,Kadjar,10.307284603543595,10.26417095509567,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
223,3085682,Mercedes-benz,E Class,10.777914080311584,10.647713543028809,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
16216,3167766,Honda,HR-V,10.124629101179664,10.09450032677857,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
