mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ccp_alpha,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_min_weight_fraction_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
41.65614385604859,0.4868140546915867,0.01750173568725586,0.0027337946246586693,0,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 0, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.02681262029091851,-0.026673547777969684,-0.02689545994456828,-0.024560121674591713,-0.02790864736896079,-0.02657007941140179,0.0010960929297506707,1,-0.008420997902856442,-0.00836552053820133,-0.008464060094891222,-0.008565946653815576,-0.008248602274290364,-0.008413025492810988,0.0001052090175940812
