,id,make,model,true,predict,score,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,alpha_value,trainScore
14933,3165593,Bmw,4 Series,10.040855326828934,10.113737022529872,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14916,3165568,Hyundai,i30,9.388486557359657,9.47997251358731,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4399,3110873,Volkswagen,Passat,9.235032984566555,9.291294313208304,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16910,3168813,Nissan,Juke,10.2574839122691,10.22595886544492,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9363,3154386,Toyota,Corolla,9.612466578818832,9.825899718072787,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
15646,3166866,Ford,Mondeo,10.274878680310541,10.180089567534626,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9176,3153952,Toyota,Corolla,10.122582921003769,10.170395524623498,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16296,3167885,Hyundai,Tucson,9.996522418503318,10.191673506675802,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2938,3102816,Hyundai,i30,9.345657668923812,9.384055264223363,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
398,3086878,Mitsubishi,Outlander,10.203406942652387,10.321168660741165,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
15221,3166101,Volkswagen,Transporter,10.06236987759632,9.988314664286925,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
11036,3157952,Dacia,Duster,9.433083843269053,9.539119499652207,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16259,3167827,Audi,A6,10.156189906091882,10.162396544819517,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
7471,3149906,Nissan,Juke,9.305195902988862,9.306522201407702,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
12933,3161902,Skoda,Superb,10.0190458931704,10.101515107138297,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
15380,3166357,Toyota,Corolla,10.144471021978669,10.136703071432521,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
5589,3136055,Volkswagen,Golf,10.203406942652387,10.102980083431394,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
3154,3103993,Peugeot,308,10.545209851103886,10.561563190146515,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
10237,3156270,Volkswagen,Tiguan,8.846496938558838,8.717047073930008,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14152,3164295,Seat,Leon,9.305195902988862,9.399567860181381,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16532,3168248,Volkswagen,Tiguan,9.648595302907339,9.67872429954857,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
8762,3152982,Mercedes-benz,E Class,9.464982590349763,9.221120038428495,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13405,3162849,Audi,A3,10.371927459805681,10.098571129620803,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14108,3164228,Audi,A3,9.994241915804592,9.947533284998107,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
11135,3158161,Audi,Q5,10.305613759378778,10.232888285240797,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
17382,3169603,Volkswagen,Golf,9.468851067127684,9.364925518239135,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
15725,3166987,Honda,Fit,9.612466578818832,9.415930135512452,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16491,3168180,Seat,Ibiza,7.600902459542082,7.953891144152682,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6123,3137604,Mazda,CX-5,10.79947353106992,10.767174613734669,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
15376,3166347,Kia,Sportage,9.79757132694458,9.88665132241466,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
11052,3157981,Volvo,XC60,10.340128278112742,10.122885508579154,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
84,3084874,Ford,Focus,9.259130536145614,9.360519383053903,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
5037,3134421,Citroen,Berlingo,9.21024036697585,9.13124987128274,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16945,3168872,Toyota,Avensis,8.779557455883728,8.064250483184031,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
17048,3169097,Volkswagen,Golf,10.021048341275273,10.135279370227146,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
15459,3166506,Volkswagen,Caddy,9.349667437197281,9.681925326107276,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2732,3101790,Renault,Megane,10.220121446937677,10.298792009534354,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
7515,3150054,Bmw,1 Series,8.00469951054955,8.229677861788382,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6009,3137381,Nissan,X-Trail,10.064542911536916,10.063212317171537,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
3654,3106675,Ford,Transit,9.795345393916424,9.611683412640167,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13926,3163808,Ford,Fiesta,9.546455401949554,9.622130030861575,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13707,3163434,Toyota,Landcruiser,10.645305842559727,10.592833015743809,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16343,3167954,Volkswagen,Tiguan,10.489884363149192,10.456635334604833,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1674,3095645,Kia,Sportage,10.116580767996837,10.169925510508698,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
3975,3108402,Toyota,Auris,9.254261559034111,9.051604846887187,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4928,3134070,Mercedes-benz,A Class,9.769670404801788,9.7147582221414,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
15711,3166968,Opel,Insignia,9.74090979777877,9.886545147414921,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
10271,3156350,Nissan,Qashqai,9.949893925350283,9.945284330586922,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14033,3164088,Hyundai,i20,9.612466578818832,9.659316407043237,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16584,3168325,Skoda,Octavia,9.795345393916424,9.783879784632749,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6184,3137781,Volkswagen,Golf,9.39182824802156,9.459733192769606,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9514,3154756,Toyota,Aqua,9.543234787249512,9.47562006213063,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
12668,3161301,Volkswagen,Polo,9.645364282325891,9.432748538958032,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
17494,3169779,Volkswagen,Tiguan,10.201738576337144,10.105438338952151,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16725,3168522,Ford,Fiesta,9.680344001221918,9.60509897467678,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4005,3108686,Volkswagen,Tiguan,10.290449189079732,10.30529659846784,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14726,3165264,Toyota,Aqua,9.726153537253213,9.796924192457265,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9378,3154420,Bmw,X5,10.984444905965518,10.944246345548567,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
5364,3135505,Nissan,Qashqai,10.184711314926863,10.124504458769461,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
8093,3151369,Audi,A4,10.448569664980209,10.52194756841717,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
7191,3140815,Mazda,Mazda3,9.67721410821299,9.861374294519736,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
11689,3159513,Opel,Grandland X,10.063691304076464,10.270090087465768,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1804,3096532,Audi,A5,10.307284603543595,10.104614128177783,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6546,3138823,Skoda,Karoq,10.307284603543595,10.271565060758137,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1503,3094493,Opel,Crossland X,9.740674462130217,9.970308734352319,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14864,3165484,Volkswagen,Polo,9.383452989684827,9.35451820348134,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16705,3168490,Honda,Civic,8.846496938558838,8.949516431600161,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
10749,3157370,Audi,A6,10.371927459805681,10.35280337186049,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
10282,3156425,Bmw,4 Series,11.049301442688533,10.971954957283533,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
17213,3169360,Hyundai,i30,8.691146498539675,9.03388518010186,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4261,3109872,Volkswagen,Passat,8.411832675758411,8.569627202423723,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6306,3138141,Nissan,Micra,9.137231900155545,9.24516836563207,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
5455,3135713,Renault,Kadjar,10.255903439554476,10.142729222012015,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
11172,3158229,Peugeot,5008,10.839482867684618,10.665781358813634,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
8159,3151590,Audi,A4,10.690807903113322,10.64138428046061,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9808,3155386,Bmw,1 Series,9.851931065621725,9.821976055327154,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
7369,3141336,Volkswagen,Polo,9.738023112808596,9.78606807345336,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
15151,3165975,Dacia,Sandero,9.468851067127684,9.689679738066136,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
15420,3166437,Bmw,5 Series,9.205327830152639,9.15600788558133,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14681,3165188,Mercedes-benz,E Class,9.468851067127684,9.394694066958836,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1090,3091636,Renault,Captur,9.975342989636555,9.968671291275442,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6777,3139572,Audi,A1,9.433483923290392,9.380359516940317,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6974,3140176,Bmw,7 Series,10.340128278112742,10.586929846133575,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9428,3154538,Bmw,2 Series,10.083723602839061,10.118921961844338,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6987,3140216,Mercedes-benz,A Class,9.975808214115753,10.018395520077314,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
3749,3107241,Mazda,Mazda2,10.21280880009139,10.228686964972962,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
3581,3106159,Nissan,Qashqai,9.578449693540579,9.684164860758978,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
15058,3165830,Renault,Clio,9.371608519572305,9.459912127662443,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6816,3139686,Peugeot,3008,10.518538047359652,10.509964337444835,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
15001,3165749,Toyota,Aqua,9.205327830152639,9.219571903046782,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6039,3137440,Volkswagen,Golf,9.099408811268901,8.954748847036862,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
10115,3156032,Nissan,Qashqai,9.98736903651683,9.854666931985602,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2108,3098475,Honda,HR-V,10.257659366256743,10.266322859859399,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
7849,3150847,Mercedes-benz,A Class,10.42969427834042,10.331672823821895,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4836,3133779,Volkswagen,Golf,9.846387960495555,9.84609154384379,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
3068,3103478,Ford,Fiesta,9.952039593118293,9.907496913402904,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16018,3167429,Audi,A3,9.897972371848018,9.758532435045183,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
7814,3150758,Hyundai,Tucson,9.822819649468673,9.839607187134922,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
15786,3167085,Volkswagen,Polo,9.392245175273795,9.368145741418045,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
15574,3166750,Mercedes-benz,A Class,10.798963144696364,10.883404077868205,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13118,3162220,Dacia,Duster,9.851931065621725,9.90853638722257,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16044,3167469,Bmw,3 Series,10.691922185369403,10.453382897949412,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14219,3164411,Nissan,Qashqai,10.106428396532818,10.144732455216701,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
10576,3156979,Bmw,3 Series,10.271596874100524,10.229554789741284,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
5665,3136305,Honda,Civic,8.974618038455112,9.050863249962477,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1088,3091612,Bmw,3 Series,9.949893925350283,9.724840429943754,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13785,3163562,Volkswagen,T-Roc,10.239781201782993,10.215149552153319,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
7081,3140501,Ford,Transit,10.389487554866463,10.070370892513777,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
442,3087166,Skoda,Superb,10.489884363149192,10.72380624352585,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
5769,3136593,Volkswagen,Golf,9.809176873064887,9.903003488772587,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14657,3165151,Renault,Megane,8.400659375160286,8.688385184748693,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6955,3140134,Hyundai,i40,9.632334782035558,9.577393823024906,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1953,3097483,Volkswagen,Polo,9.728836502046393,9.74462928435536,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4754,3133521,Volkswagen,Caddy,9.301094735244646,9.155050571936867,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2595,3100992,Opel,Corsa,8.986571625268054,9.145749007681099,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14415,3164747,Audi,A4,10.02791513091118,10.016480415583032,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4,3084425,Peugeot,208,9.468851067127684,9.621897512999636,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13794,3163576,Skoda,Octavia,10.04107321548869,10.03454716394757,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14442,3164783,Kia,Sportage,9.735068900911164,9.895513694893603,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2539,3100712,Hyundai,i20,9.453286550586572,9.392400040814673,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13716,3163447,Hyundai,ix35,9.738023112808596,9.6191463702888,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
11878,3159849,Ford,Transit,10.307284603543595,10.183101751641342,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
7846,3150843,Hyundai,i30,10.278493453159584,10.20064027849145,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
5700,3136393,Ford,Ranger,10.727268180731276,10.52478773061464,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2051,3098158,Audi,A6,10.308785980087194,10.328154821527495,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9966,3155722,Skoda,Fabia,9.464982590349763,9.44589410029284,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4935,3134090,Dacia,Duster,9.877913301416697,9.886891786283838,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1579,3095030,Nissan,X-Trail,10.124629101179664,10.048879957714547,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16016,3167425,Nissan,Note,9.608445125678054,9.495654398351428,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9389,3154441,Toyota,Avensis,9.79784922051313,9.856112276660333,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1545,3094798,Hyundai,Tucson,10.083723602839061,10.209137224920287,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16342,3167952,Opel,Mokka,9.949893925350283,10.131467052856081,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6135,3137641,Kia,Ceed,8.846496938558838,8.95381320447747,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
5820,3136764,Land,ROVER Discovery Sport,10.201738576337144,10.254545948750845,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1409,3093857,Nissan,Note,9.645364282325891,9.50608144963858,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2000,3097802,Audi,A3,10.404111313817522,9.970529506034621,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6506,3138722,Peugeot,3008,10.12643108384767,9.98430616147933,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9984,3155753,Nissan,Serena,9.67721410821299,9.635512375972441,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
911,3090603,Volkswagen,Golf,9.784140794903562,9.784741095379573,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9247,3154137,Land,ROVER Discovery Sport,10.432644132986843,10.464362176360638,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
10220,3156231,Bmw,5 Series,10.877952848461355,10.828228051065109,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
12688,3161340,Toyota,Yaris,9.468851067127684,9.61538543635634,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9114,3153808,Volkswagen,Tiguan,10.83860003865087,10.707327571439663,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13772,3163528,Mazda,Mazda6,10.1226230824528,10.339427302150337,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
3540,3105955,Mercedes-benz,CLA Class,10.777914080311584,10.595316369367735,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16578,3168318,Volkswagen,Golf,9.259035293514941,9.444827413669607,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
5871,3136928,Audi,A3,9.546741177474825,9.475728127322238,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
12790,3161599,Opel,Corsa,8.15908865466791,8.221829164837583,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9947,3155695,Volkswagen,Polo,9.564512185696797,9.569434675898686,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1986,3097716,Volkswagen,Passat,9.159047077588632,8.960292583802465,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
5839,3136817,Mercedes-benz,C Class,10.895812970686281,10.918587293962279,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6766,3139537,Nissan,Qashqai,9.61547209118311,9.552206043724745,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14711,3165238,Land,ROVER Range Rover Sport,11.224576503530743,11.189875229620885,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
5107,3134633,Mercedes-benz,CLA Class,10.93221371374007,11.02261767107099,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13334,3162651,Volkswagen,Golf,10.489884363149192,10.223862357568507,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
11740,3159606,Toyota,Avensis,9.517825071724143,9.51448358991652,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
8154,3151579,Hyundai,Kona,10.632846115058646,10.433397822851015,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
5953,3137241,Peugeot,208,8.846496938558838,9.082886050552744,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13668,3163367,Toyota,Rav4,10.288715939142856,10.510259608428823,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
12945,3161932,Volkswagen,Polo,9.433483923290392,9.381141257833423,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
5321,3135401,Skoda,Fabia,8.565983355585669,8.452261187463897,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
10596,3157011,Nissan,Qashqai,10.085600754292345,9.943776094251655,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9803,3155380,Audi,Q5,10.432644132986843,10.057300556055626,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
15515,3166648,Kia,Sportage,10.402746539930654,10.290382655434698,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6257,3137994,Mercedes-benz,CLA Class,10.877027805210977,10.828861122961392,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2390,3099981,Volkswagen,Tiguan,10.238172478583245,10.24735202918915,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
17144,3169242,Nissan,Note,9.429475901892854,9.427860718975385,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6720,3139397,Volkswagen,Golf,10.12643108384767,10.28364922739601,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4705,3133370,Suzuki,Swift,9.612466578818832,9.537018858998248,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9920,3155649,Bmw,5 Series,9.738023112808596,9.907960426757755,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
12182,3160442,Skoda,Fabia,9.949893925350283,9.858599284197513,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9113,3153805,Volkswagen,T-Roc,10.477287975463508,10.69100379042982,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9537,3154794,Skoda,Octavia,9.935470598389179,10.053781668880829,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16534,3168251,Skoda,Superb,10.201738576337144,10.10116206063048,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1388,3093748,Audi,A5,10.341710224882465,10.197274846379626,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4046,3108880,Volkswagen,Golf,9.645364282325891,9.702521631935614,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
10999,3157890,Audi,A4,10.274878680310541,10.24990051104584,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14208,3164388,Audi,A3,9.674074388208323,9.757216604350077,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4534,3114991,Bmw,1 Series,9.543234787249512,9.633793670036782,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6244,3137950,Toyota,Yaris,9.90098442231801,10.110790324275357,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2869,3102519,Skoda,Karoq,10.305613759378778,10.536529804141855,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
12230,3160520,Renault,Kadjar,10.064542911536916,10.1357020441125,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
436,3087146,Hyundai,Santa Fe,10.096171896365629,9.909951599591915,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1498,3094441,Audi,A3,10.126631103850338,10.088558332647642,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13630,3163298,Audi,A4,9.795345393916424,9.893260339316178,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16382,3168013,Volkswagen,Tiguan,10.644233711895351,10.751029614217236,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
12076,3160209,Volkswagen,Passat,10.11617664594648,10.008433763051617,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
7858,3150876,Toyota,Yaris,9.543234787249512,9.585451854239116,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2518,3100557,Volkswagen,Tiguan,9.472704636443673,9.352387388292582,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
10637,3157109,Volkswagen,Golf,10.03889218954233,10.086201947544613,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2245,3099223,Mazda,Mazda2,9.432683603119623,9.555060102847849,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16038,3167461,Toyota,Auris,9.792555991828847,9.616944795760832,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9844,3155491,Hyundai,Tucson,9.90323752128092,9.933943507208843,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
