,id,make,model,true,predict,score,max_depth,min_samples_leaf,min_samples_split,n_estimators,alpha_value,trainScore
2726,3101761,Nissan,Qashqai,10.220121446937677,10.222734348014912,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
985,3091054,Skoda,Octavia,9.90323752128092,9.988707497531454,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
13867,3163703,Volkswagen,Polo,9.392578591964389,9.33368404265916,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
12631,3161229,Peugeot,5008,10.757796492054402,10.634615892238049,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
15533,3166672,Renault,Clio,9.792555991828847,9.817873263447936,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
925,3090679,Skoda,Superb,10.04107321548869,10.110359555051756,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
1347,3093470,Nissan,Qashqai,9.925738161470948,9.81649068692147,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
9298,3154262,Mazda,Demio,9.099408811268901,9.039364463717513,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
11345,3158790,Audi,A1,9.468851067127684,9.336489423371455,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
15618,3166818,Skoda,Kodiaq,10.544024782823776,10.60781337947899,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
2006,3097851,Dacia,Sandero,8.954802752850968,9.147763693239046,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
14465,3164845,Bmw,X1,10.517320926376348,10.405500507229997,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
3266,3104483,Bmw,5 Series,10.48849257447637,10.50816399763429,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
2193,3098855,Peugeot,Partner,9.185022563991893,9.403592087864865,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
5776,3136612,Ford,Fiesta,9.301094735244646,9.486754047014244,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
1431,3093985,Toyota,Yaris,9.383452989684827,9.543095415409718,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
4555,3132977,Volkswagen,Caddy,9.047821442478408,8.878903691239039,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
15799,3167103,Volkswagen,Touran,9.708080756193517,9.524657020729007,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
13838,3163654,Bmw,5 Series,10.184522582266116,10.147403199552208,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
566,3088210,Nissan,Juke,9.21024036697585,9.426096469355713,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
12298,3160617,Volkswagen,Tiguan,9.648272670221848,9.838713888679761,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
6520,3138750,Bmw,1 Series,9.903487552536127,9.586304917747913,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
2438,3100208,Kia,Sportage,9.74090979777877,9.846343899666584,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
6481,3138649,Audi,A3,9.947504437952903,9.872420069773785,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
10188,3156170,Audi,A3,9.811920359010637,9.670730140757819,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
3980,3108444,Mercedes-benz,C Class,10.543893021838013,10.574749501509851,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
14886,3165522,Kia,Ceed,9.708080756193517,9.550887163603699,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
2605,3101038,Mazda,CX-5,10.084766899751639,10.3381602305426,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
1383,3093634,Bmw,3 Series,9.82822506803558,9.914153694983973,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
3529,3105904,Skoda,Octavia,9.674074388208323,9.74460677272029,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
14717,3165248,Ford,Transit Connect,9.849559210510572,9.68405171748776,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
14105,3164221,Audi,A3,8.098642843759418,8.168804936620834,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
10601,3157023,Renault,Megane,10.274878680310541,9.97047447030739,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
15480,3166534,Hyundai,i10,9.543234787249512,9.442568069232173,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
17080,3169146,Skoda,Octavia,9.973479924356162,10.096101474968673,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
7932,3151040,Renault,Kadjar,9.67721410821299,9.697227559529141,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
17299,3169482,Toyota,Yaris,9.392661928770137,9.225571765073534,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
593,3088327,Volkswagen,T-Roc,10.659609532257463,10.712925522746058,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
7663,3150378,Bmw,5 Series,10.778852117797637,10.819536861470587,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
170,3085382,Volkswagen,Passat,10.032320424379096,9.947615179744691,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
628,3088493,Volkswagen,Passat,10.032320424379096,10.027587707842237,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
1476,3094293,Renault,Kadjar,10.161612072745584,10.079044046364539,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
17223,3169373,Renault,Clio,9.099408811268901,9.018603337297325,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
6958,3140141,Toyota,Prius,9.811920359010637,9.818461849455396,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
10736,3157347,Hyundai,Tucson,10.43396873396056,10.312563670140385,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
523,3087908,Renault,Megane,9.90323752128092,9.87766917849356,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
5902,3137081,Hyundai,Tucson,9.903337541285003,10.095530943658542,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
2514,3100548,Peugeot,3008,10.203592144986466,10.129788456841922,-0.030009097495827693,6,1,6,100,58,0.011218002981594456
