,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
10,5.636358737945557,0.003832788012290676,0.003660440444946289,0.003776615658830166,2,1,3,100,"{'max_depth': 2, 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 100}",-0.04376054385537381,-0.04390138734523032,-0.0422554429378659,-0.04335482403644929,-0.044305286779927164,-0.04351549699096931,0.0006994682633350535,71,-0.038602432574852776,-0.03871845329191304,-0.03878467070808002,-0.03882001612191466,-0.03854891728557229,-0.03869489799646656,0.00010404687324188223
11,5.6624551773071286,0.012284685064425923,0.0025993824005126954,0.002154366500340873,2,1,4,100,"{'max_depth': 2, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 100}",-0.043760543855373785,-0.043885246881909555,-0.042265274800096675,-0.043360204595642333,-0.04430528677992711,-0.04351531138258989,0.0006939311119543784,70,-0.03860243257485274,-0.038718453291913014,-0.038784670708080005,-0.03882001612191465,-0.038548917285572255,-0.03869489799646653,0.00010404687324189282
12,5.65144453048706,0.008696110084440552,0.0030241012573242188,0.002469172222973687,2,1,5,100,"{'max_depth': 2, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-0.0437330975638333,-0.043901387345230275,-0.04225544293786585,-0.04332928662662333,-0.04430528677992707,-0.04350490025069596,0.0006988388008081031,64,-0.038602432574852734,-0.038718453291913014,-0.03878467070807996,-0.03882001612191468,-0.03854891728557223,-0.03869489799646652,0.00010404687324190133
13,5.6511406898498535,0.008890000257423028,0.0010045528411865234,0.0020091056823730467,2,1,6,100,"{'max_depth': 2, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 100}",-0.04376054385537382,-0.043885246881909534,-0.04226527480009672,-0.0433292866266233,-0.044305286779927025,-0.04350912778878609,0.0006954218649143191,65,-0.03860243257485279,-0.038718453291913014,-0.03878467070808004,-0.03882001612191465,-0.038548917285572186,-0.03869489799646654,0.00010404687324190962
14,5.644721221923828,0.006237277643220214,0.0027944087982177735,0.0023131474129235124,2,1,7,100,"{'max_depth': 2, 'min_samples_leaf': 1, 'min_samples_split': 7, 'n_estimators': 100}",-0.043760543855373854,-0.04390138734523028,-0.042265274800096675,-0.04336020459564237,-0.044305286779927094,-0.04351853947525405,0.0006956798420324935,72,-0.03860243257485281,-0.038718453291913014,-0.038784670708080005,-0.03882001612191468,-0.03854891728557225,-0.038694897996466554,0.0001040468732418891
15,5.642069101333618,0.014742977835007392,0.003795623779296875,0.0026427767461431263,2,1,8,100,"{'max_depth': 2, 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 100}",-0.04373309756383336,-0.043901387345230275,-0.04226527480009672,-0.04336020459564234,-0.044305286779927046,-0.043513050216945945,0.0006938545390275067,68,-0.038602432574852796,-0.03871845329191301,-0.03878467070808004,-0.03882001612191466,-0.0385489172855722,-0.03869489799646654,0.00010404687324190587
16,5.632818984985351,0.011676244876707528,0.0005186557769775391,0.001037311553955078,2,1,9,100,"{'max_depth': 2, 'min_samples_leaf': 1, 'min_samples_split': 9, 'n_estimators': 100}",-0.0437330975638333,-0.043901387345230275,-0.04225544293786585,-0.04336020459564237,-0.04430528677992704,-0.04351108384449977,0.0006973928377957874,66,-0.038602432574852734,-0.038718453291913014,-0.03878467070807996,-0.038820016121914686,-0.038548917285572186,-0.03869489799646651,0.00010404687324191468
17,5.645667934417725,0.013908372080161942,0.0027924537658691405,0.0003992796905177154,2,1,10,100,"{'max_depth': 2, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",-0.0437605438553738,-0.043901387345230206,-0.0422652748000967,-0.04332928662662331,-0.04430528677992705,-0.043512355881450214,0.0006971954870053455,67,-0.03860243257485276,-0.038718453291912945,-0.03878467070808002,-0.03882001612191466,-0.038548917285572214,-0.03869489799646652,0.00010404687324190172
18,8.28933606147766,0.00803612951071147,0.0040452003479003905,0.0006339021314945669,3,1,2,100,"{'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-0.03718946960080467,-0.035317458529815854,-0.035161367282690974,-0.033805405309599426,-0.0362796915207965,-0.035550678448741484,0.0011374558931328935,61,-0.027384695317342066,-0.027436632024273672,-0.02769437720737163,-0.02782704247049409,-0.02704899993885838,-0.027478349391667968,0.00026948367571598116
19,8.280806970596313,0.014684847052716074,0.0015974044799804688,0.001956413415083652,3,1,3,100,"{'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 100}",-0.037171138164180634,-0.035323657520936386,-0.034888890334359504,-0.03381897212272435,-0.03646512578128838,-0.03553355678469785,0.0011788932662486174,57,-0.0273846953173421,-0.027437392381862016,-0.027703002697248923,-0.027828062798234472,-0.027215389992908966,-0.027513708637519292,0.00022186184926241878
20,8.291869640350342,0.012981149630363389,0.002592945098876953,0.003310491323532463,3,1,4,100,"{'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 100}",-0.03718851360410009,-0.035390461937778735,-0.03483992191688596,-0.03385558929601202,-0.03648996649553178,-0.035552890650061716,0.001180585700020099,62,-0.02738491403812523,-0.027439546480038265,-0.027705111607985305,-0.027854198250232616,-0.027213983834837856,-0.027519550842243855,0.00022992200784892623
21,8.285760402679443,0.012167539368087758,0.003996086120605469,2.0531702176676737e-06,3,1,5,100,"{'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-0.03695240476737459,-0.03537845402362962,-0.03515673966161827,-0.033851782856931814,-0.03650168340580996,-0.03556821294307285,0.0010898444898916355,63,-0.027348048204465895,-0.027439546480038247,-0.02780382471415848,-0.027854198250232592,-0.02721398383483785,-0.027531920296746615,0.0002534642198241085
22,8.297516918182373,0.010268649173146042,0.004447317123413086,0.0023660138722947327,3,1,6,100,"{'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 100}",-0.03693406703134929,-0.03538726703669749,-0.035106667126823275,-0.033804881148907145,-0.03650168340580995,-0.03554691314991743,0.001103608722978293,59,-0.027392893506259106,-0.027439546480038216,-0.02764522438871117,-0.02785419825023261,-0.027213983834837842,-0.02750916929201579,0.00022048030287321634
23,8.313923168182374,0.013968156157683728,0.003191518783569336,0.0015957594728236864,3,1,7,100,"{'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 7, 'n_estimators': 100}",-0.0369348601746561,-0.03538215738973095,-0.03506464424919637,-0.03386992718259023,-0.03650168340580995,-0.035550654480396716,0.0010871911409663796,60,-0.027392893506259102,-0.027452357943243914,-0.027783434704268462,-0.02785419825023261,-0.027213983834837835,-0.027539373647768383,0.0002423167450533036
24,8.300547361373901,0.007510855603953489,0.004303598403930664,0.0004134103527957375,3,1,8,100,"{'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 100}",-0.0369216079918887,-0.035423264518196634,-0.03504300112354217,-0.03385384039602213,-0.03643300665762072,-0.035534944137454075,0.0010779557496552684,58,-0.027392893506259116,-0.027452357943243914,-0.027783434704268462,-0.027914807536998622,-0.02721398383483786,-0.027551495505121593,0.00025872317345125714
25,8.302258110046386,0.006936870677223968,0.0017996788024902343,0.0022271433492730944,3,1,9,100,"{'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 9, 'n_estimators': 100}",-0.03692574029676048,-0.035129826065801034,-0.035115647647088265,-0.03383824266599693,-0.03649554476255871,-0.03550100028764109,0.0011018196472245393,56,-0.02739538905133763,-0.027442474318700293,-0.027763774228316638,-0.02791480753699864,-0.027209847609534734,-0.027545258548977585,0.0002568429556280946
26,8.329030466079711,0.05807565552043624,0.005532503128051758,0.0010927831136673363,3,1,10,100,"{'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",-0.03692566713931731,-0.035129826065801055,-0.034981413925207316,-0.033959197226257065,-0.036501127155518606,-0.035499446302420266,0.0010784075562461585,55,-0.027395389051337628,-0.02744247431870032,-0.027722408156092095,-0.027983896182790097,-0.027209847609534724,-0.027550803063690975,0.00027171941833255676
27,10.835872268676757,0.012500022900146119,0.004015207290649414,0.0025267992180400475,4,1,2,100,"{'max_depth': 4, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-0.032243147117234035,-0.03158642032481638,-0.031733229369071414,-0.02981676359574287,-0.03194772765239329,-0.0314654576118516,0.000853453104679006,46,-0.020221419798067887,-0.020109575926452475,-0.02023388604080696,-0.020279607376908874,-0.02013567307384235,-0.02019603244321571,6.352978032511825e-05
28,10.83914656639099,0.010377176759049497,0.003315448760986328,0.0013574370207666286,4,1,3,100,"{'max_depth': 4, 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 100}",-0.03214026993580498,-0.03187051134623603,-0.031762088981874895,-0.0297476212470804,-0.03210711492635041,-0.03152552128746934,0.0009002308625809964,47,-0.02014426969763485,-0.020172283600769978,-0.020236281550608238,-0.020279597140320373,-0.01982156517250517,-0.020130799432367723,0.0001617377178691495
29,10.851255655288696,0.02778911403205787,0.004801034927368164,0.0004064097673559413,4,1,4,100,"{'max_depth': 4, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 100}",-0.03199785181082011,-0.032036828324777694,-0.03178743059690233,-0.030026299881825674,-0.03232085848401568,-0.0316338538196683,0.0008215441421791893,48,-0.02023918533052187,-0.02004230337269772,-0.020355322581735547,-0.02043645732195406,-0.02010945128900111,-0.02023654397918206,0.00014694396407104903
30,10.83676528930664,0.021277397877675436,0.0029154300689697267,0.003970679805785167,4,1,5,100,"{'max_depth': 4, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-0.031616347253596445,-0.03219817490427308,-0.03172861130287799,-0.030105129072806765,-0.03260897663410638,-0.03165144783353214,0.000850183492582006,49,-0.02017352347480308,-0.02004379168521019,-0.02024788686146534,-0.02040881975105102,-0.020094774945530785,-0.020193759343612082,0.00012796754827164278
31,10.834090042114259,0.021396439753601407,0.005137491226196289,0.001306330057600875,4,1,6,100,"{'max_depth': 4, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 100}",-0.03233332917686876,-0.031809184484161875,-0.03166687774488419,-0.029901713464808733,-0.03298490365433945,-0.031739201705012605,0.001028712999513908,52,-0.020212785480659596,-0.020032887159338965,-0.02025959506321081,-0.020396458738095587,-0.020165260838138313,-0.020213397455888654,0.00011878310284558047
32,10.84830551147461,0.012274234561326711,0.0034218788146972655,0.0018658247838083083,4,1,7,100,"{'max_depth': 4, 'min_samples_leaf': 1, 'min_samples_split': 7, 'n_estimators': 100}",-0.03210797148435793,-0.032233039035361934,-0.0316248877540343,-0.029916010379656625,-0.03304865946220997,-0.031786113623124154,0.001041214360717941,53,-0.020350809164780142,-0.020282172973734726,-0.020198170491349116,-0.02047618265895166,-0.020085794216012136,-0.020278625900965557,0.0001325962364357753
33,10.853884935379028,0.016829895610982738,0.002538585662841797,0.003207838000314949,4,1,8,100,"{'max_depth': 4, 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 100}",-0.031840386690390944,-0.031517850487658185,-0.03199399843904562,-0.030094658689171508,-0.032935003174238635,-0.031676379496100984,0.0009207481602975238,50,-0.02028604865813328,-0.020249035244576448,-0.020327967771059406,-0.020407228282630894,-0.020132974779478407,-0.02028065094717569,9.066161493549886e-05
34,10.844703149795532,0.017583416860098296,0.005007028579711914,0.003135256226548612,4,1,9,100,"{'max_depth': 4, 'min_samples_leaf': 1, 'min_samples_split': 9, 'n_estimators': 100}",-0.03202668088974998,-0.032122319500757064,-0.03205310796883176,-0.03013720312946183,-0.03267319023758002,-0.03180250034527613,0.0008656397744184759,54,-0.02031721972570328,-0.0202273596311187,-0.020364749600266244,-0.02046940138228578,-0.020173321623473375,-0.020310410392569478,0.00010389226237949378
35,10.856852102279664,0.00512281229917239,0.005001211166381836,3.196039959045729e-05,4,1,10,100,"{'max_depth': 4, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",-0.03231427139558464,-0.03179238563275506,-0.03191493931373206,-0.029929222714866862,-0.032565399580728085,-0.03170324372753334,0.0009291479301152151,51,-0.020395815545230556,-0.020136183813571906,-0.020309310507540226,-0.020508476686065123,-0.020134318235125164,-0.020296820957506595,0.00014626379694455564
36,13.324922180175781,0.008834284022914363,0.005622196197509766,0.0050170157357580375,5,1,2,100,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-0.030994339919645984,-0.030264138731468194,-0.029383415488706106,-0.027168726543073146,-0.03090404201471955,-0.0297429325395226,0.001410080888525616,36,-0.014609431453718603,-0.01467745387519355,-0.014430950786258657,-0.014379614148764866,-0.014270578655226447,-0.014473605783832425,0.00014958378801346246
37,13.361462497711182,0.044431871036087374,0.006045198440551758,0.0034022379008355184,5,1,3,100,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 100}",-0.03090045317376226,-0.030137727974313005,-0.029178396152430824,-0.027347777321517074,-0.03106320087491549,-0.02972551109938773,0.0013632885424055255,35,-0.014609251471914086,-0.014704882220283882,-0.014434781335978152,-0.01436535600096961,-0.014255642497505964,-0.014473982705330337,0.00016286262912713925
38,13.320463466644288,0.011859867847485706,0.006977272033691406,0.0018031613334649496,5,1,4,100,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 100}",-0.031203825667810346,-0.02980691753266796,-0.029724858866533477,-0.026693760834769244,-0.030763757601103482,-0.0296386241005769,0.0015763096211420615,33,-0.014890564411813306,-0.01472587809514309,-0.014616682056155643,-0.014346177264229059,-0.014207620118603206,-0.01455738438918886,0.00024894126389251757
39,13.315414428710938,0.03910395362526025,0.005457162857055664,0.003300309771554435,5,1,5,100,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-0.030713627654045613,-0.029928929566829687,-0.029832821704548103,-0.026730286151605144,-0.03093194939820541,-0.029627522895046787,0.0015105049738540267,32,-0.014587659332871485,-0.014814791336783685,-0.0145521613327443,-0.014415706959234298,-0.014438451508358142,-0.01456175409399838,0.00014235465703959667
40,13.324485445022583,0.02908418286387982,0.008145618438720702,0.002159854851652861,5,1,6,100,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 100}",-0.030891015463978416,-0.030240250438937796,-0.029604110262639833,-0.026645468135633267,-0.0304906814536035,-0.029574305150958564,0.001522887343835105,31,-0.014652453510268415,-0.0147033714105913,-0.014632427118497238,-0.014405896558252307,-0.0144006002816647,-0.014558949775854793,0.00012922795869299024
41,13.330664014816284,0.022923071930682368,0.003644561767578125,0.001872699719525027,5,1,7,100,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 7, 'n_estimators': 100}",-0.030560386816763194,-0.029877850920578833,-0.029799033763234326,-0.02687220457184767,-0.030650844403255387,-0.02955206409513588,0.0013836770586818643,30,-0.014767169785640107,-0.014776033130962339,-0.014499480167348635,-0.014534713109564881,-0.014432407989744211,-0.014601960836652033,0.0001423853031362475
42,13.32198395729065,0.013789108755575112,0.007559871673583985,0.0027037028767755585,5,1,8,100,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 100}",-0.030558030106034237,-0.030136226894340916,-0.029759126066824283,-0.02676392390550212,-0.030425975371392584,-0.029528656468818824,0.0014093115696784664,28,-0.014611971480881912,-0.0148030635097974,-0.014664350486577639,-0.014513011413518977,-0.014382699805943814,-0.014595019339343948,0.00014154959844555736
43,13.304523372650147,0.017171128020908505,0.006274747848510742,0.0036320615393754746,5,1,9,100,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 9, 'n_estimators': 100}",-0.030905321894733533,-0.029889369909754458,-0.02967567368163752,-0.026984751013082554,-0.030882068891703814,-0.029667437078182375,0.0014320485891695935,34,-0.014677284722514363,-0.014768284410902574,-0.014676392099133137,-0.01451306958411524,-0.014609033508833328,-0.014648812865099729,8.467980466254395e-05
44,13.283813524246217,0.024286103401751642,0.004539108276367188,0.003889441311799672,5,1,10,100,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",-0.03093110642887544,-0.029456134399839032,-0.029802110831122938,-0.02691529884593466,-0.030625653876965926,-0.029546060876547597,0.0014197485298982594,29,-0.014698700972653665,-0.014767917563357939,-0.014722651994501963,-0.01459246813707451,-0.014331985881744539,-0.014622744909866522,0.00015638628057560282
45,15.680531311035157,0.027347531178216828,0.008079099655151366,0.005501907168679426,6,1,2,100,"{'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-0.028559861783589584,-0.030264629334574713,-0.028443518585758026,-0.027115002991187392,-0.02990041625743128,-0.028856685790508197,0.0011281798539662287,6,-0.009984169299300119,-0.010173577267227946,-0.010013980409511927,-0.010009002350116545,-0.009971315075141918,-0.010030408880259693,7.328778596954027e-05
46,15.6178053855896,0.029261072248457833,0.01072864532470703,0.0033273754006389006,6,1,3,100,"{'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 100}",-0.029175243199879575,-0.029609679823309074,-0.028723589272805525,-0.026824660569474357,-0.029896380977986647,-0.028845910768691037,0.0010858826452090837,4,-0.009983804075645482,-0.010062228223514085,-0.010113042810654031,-0.009845655235025693,-0.00997816266823444,-0.009996578602614745,9.072373729212577e-05
47,15.638794803619385,0.026961414765865575,0.005607128143310547,0.003318716793860369,6,1,4,100,"{'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 100}",-0.02905709464437133,-0.029223728765133756,-0.028475316888937594,-0.02697450762531317,-0.02989173023326355,-0.02872447563140388,0.0009845649299236275,3,-0.01011808453478194,-0.010101813397338281,-0.010200930714181442,-0.01000604677363027,-0.010041356367053667,-0.01009364635739712,6.720385172318906e-05
48,15.64405961036682,0.06104176192401266,0.007585287094116211,0.0017688877666421263,6,1,5,100,"{'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-0.029542006579594954,-0.030184342109439436,-0.028781332010179107,-0.027387636832427793,-0.029750104455444067,-0.02912908439741707,0.0009821721666007303,17,-0.010124595176081346,-0.010219758603074868,-0.010301646282959369,-0.010120898712336995,-0.00994656772931343,-0.010142693300753203,0.00011872059412554385
49,15.647057342529298,0.042791237624862304,0.006746768951416016,0.0026786679905166,6,1,6,100,"{'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 100}",-0.029026112983988554,-0.029876314634418494,-0.02840270670394271,-0.026696212736485144,-0.029514085243692895,-0.02870308646050556,0.0011185973048049287,1,-0.010061899846227958,-0.010175504071109428,-0.010059373924251736,-0.00996272076150061,-0.010001851719989244,-0.010052270064615796,7.195957898069528e-05
50,15.635476875305176,0.023083999492885466,0.010086822509765624,0.0012338829013254656,6,1,7,100,"{'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 7, 'n_estimators': 100}",-0.029105067844829385,-0.029907682420222962,-0.02911617012545451,-0.027267547291646013,-0.029639094861672637,-0.029007112508765098,0.0009228221731234884,11,-0.010156281949965186,-0.010125489247983076,-0.01039603122275938,-0.010159568135095241,-0.01000043748770258,-0.010167561608701093,0.00012813277974456114
51,15.612184095382691,0.029347149744698705,0.004936408996582031,0.005297629061431137,6,1,8,100,"{'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 100}",-0.029406144239970143,-0.03017418458894743,-0.02873924955979294,-0.026745013602478437,-0.029537320283728692,-0.028920382454983528,0.0011792909189502015,9,-0.009956632163106013,-0.010504983073416869,-0.010371783241996663,-0.009940968937097203,-0.010211197050232936,-0.010197112893169935,0.0002231290433311504
52,15.618231296539307,0.04203336573586309,0.008085489273071289,0.001918333690237358,6,1,9,100,"{'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 9, 'n_estimators': 100}",-0.029761774584118463,-0.0302232112649669,-0.02891410916805706,-0.0266887465144843,-0.029816425771662106,-0.02908085346065777,0.0012696204830738573,15,-0.010181472255947866,-0.010409751253240325,-0.010396267418672233,-0.010059390375564138,-0.010173614084928008,-0.010244099077670514,0.0001368235395749138
53,15.671918249130249,0.038851364431140095,0.01056356430053711,0.0009022693555388421,6,1,10,100,"{'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",-0.029739731415462246,-0.030551828541438546,-0.02903957950369017,-0.02690197443679395,-0.02939897399455125,-0.029126417578387232,0.0012196659721190229,16,-0.010294441696090641,-0.010324997829733663,-0.010366971868739161,-0.010134048850373764,-0.010306701134636203,-0.010285432275914686,7.957966295318191e-05
54,18.00836009979248,0.07477809439032419,0.008738851547241211,0.0018582452257862809,7,1,2,100,"{'max_depth': 7, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-0.028714899402718472,-0.029391585502353972,-0.028239499142128047,-0.02747180832176361,-0.02977783674299672,-0.028719125822392166,0.0008196256946924478,2,-0.006220017202414236,-0.006456874747106561,-0.006322299704425861,-0.006318842606055248,-0.006177141833322716,-0.006299035218664925,9.69007016631021e-05
55,17.932365512847902,0.02528398479643989,0.009030532836914063,0.0020138264577416348,7,1,3,100,"{'max_depth': 7, 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 100}",-0.028318955375550032,-0.02983658690252162,-0.028911297890849633,-0.027928819481592294,-0.03012929048664396,-0.02902499002743151,0.0008474868363598647,12,-0.0063901054188414685,-0.006409971059437231,-0.006344570496134789,-0.006299298764618027,-0.006075372733227627,-0.0063038636944518275,0.0001204843637810708
56,17.948501586914062,0.044705442077459676,0.009904956817626953,0.0001636243345757224,7,1,4,100,"{'max_depth': 7, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 100}",-0.028776707823038948,-0.029834275071761993,-0.028697438510576708,-0.027243572851528505,-0.029722036273197514,-0.028854806106020738,0.0009314917197693036,5,-0.006094488633105196,-0.006448867412937472,-0.006473771806574906,-0.00629927928157789,-0.006232246033697838,-0.006309730633578661,0.00014050677033757543
