,true,predict,make,model,score,alpha,epsilon,max_iter
11356,9.849559210510572,9.726471875513244,Opel,Astra,-0.021258545404872712,0.23,1.35,500
13305,9.47231994707559,9.499370594079402,Opel,Astra,-0.021258545404872712,0.23,1.35,500
3560,9.43747594455993,9.352988711400087,Opel,Astra,-0.021258545404872712,0.23,1.35,500
11103,9.041921720351219,8.977823406404609,Opel,Astra,-0.021258545404872712,0.23,1.35,500
15195,9.673445259530762,9.651994332670519,Opel,Astra,-0.021258545404872712,0.23,1.35,500
11700,9.39182824802156,9.298396391151053,Opel,Astra,-0.021258545404872712,0.23,1.35,500
8715,9.67721410821299,9.607592368683616,Opel,Astra,-0.021258545404872712,0.23,1.35,500
17262,8.846496938558838,9.12585708300449,Opel,Astra,-0.021258545404872712,0.23,1.35,500
17397,10.273325483001141,10.434513665465639,Opel,Astra,-0.021258545404872712,0.23,1.35,500
12658,9.38429367909962,9.408482845893772,Opel,Astra,-0.021258545404872712,0.23,1.35,500
14221,9.468851067127684,9.374041945046924,Opel,Astra,-0.021258545404872712,0.23,1.35,500
8971,9.769956159911606,9.838667279052867,Opel,Astra,-0.021258545404872712,0.23,1.35,500
17429,9.543234787249512,9.417095815308603,Opel,Astra,-0.021258545404872712,0.23,1.35,500
13285,9.099408811268901,9.022619132382296,Opel,Astra,-0.021258545404872712,0.23,1.35,500
1864,8.817297783866575,8.623114376938538,Opel,Astra,-0.021258545404872712,0.23,1.35,500
578,9.795345393916424,9.714038299074247,Opel,Astra,-0.021258545404872712,0.23,1.35,500
1849,8.846496938558838,8.847047682635287,Opel,Astra,-0.021258545404872712,0.23,1.35,500
4396,7.4673710669175595,8.074064824578988,Opel,Astra,-0.021258545404872712,0.23,1.35,500
12550,9.849559210510572,9.834645003066594,Opel,Astra,-0.021258545404872712,0.23,1.35,500
12401,8.292798858200374,8.280751586667856,Opel,Astra,-0.021258545404872712,0.23,1.35,500
17308,9.099408811268901,8.853819169495393,Opel,Astra,-0.021258545404872712,0.23,1.35,500
4823,10.475737478289117,10.365890198929337,Opel,Astra,-0.021258545404872712,0.23,1.35,500
752,8.656955133791396,8.543704227762834,Opel,Astra,-0.021258545404872712,0.23,1.35,500
17263,8.146129510025405,8.286894515818556,Opel,Astra,-0.021258545404872712,0.23,1.35,500
576,9.468851067127684,9.374656950241006,Opel,Astra,-0.021258545404872712,0.23,1.35,500
5064,10.367221568768269,10.474860354091586,Opel,Astra,-0.021258545404872712,0.23,1.35,500
5751,9.612466578818832,9.60064878509227,Opel,Astra,-0.021258545404872712,0.23,1.35,500
4322,8.987071812848821,9.222413822548331,Opel,Astra,-0.021258545404872712,0.23,1.35,500
10186,9.851931065621725,9.905509953096635,Opel,Astra,-0.021258545404872712,0.23,1.35,500
11453,9.099408811268901,9.086992856022063,Opel,Astra,-0.021258545404872712,0.23,1.35,500
17478,10.1226230824528,10.16955542247303,Opel,Astra,-0.021258545404872712,0.23,1.35,500
2457,8.787220328629298,8.794679738252013,Opel,Astra,-0.021258545404872712,0.23,1.35,500
2298,8.980927207648378,8.919679083920364,Opel,Astra,-0.021258545404872712,0.23,1.35,500
6813,9.47231994707559,9.344803981288946,Opel,Astra,-0.021258545404872712,0.23,1.35,500
16482,10.021270588192511,10.113301720242319,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
14400,8.698681067461614,8.674950743843253,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
3482,10.448714603019452,10.473381560800812,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
16484,10.021270588192511,10.094472882051296,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
16477,9.195226734166134,9.218354842230259,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
3156,10.286877452992435,10.101131709465168,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
11200,9.846917201047734,9.873306324561502,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
9954,9.581903928408666,9.491880768938163,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
15908,10.03889218954233,10.13864225732005,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
13176,9.157993891603974,9.16754999856863,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
3155,10.286877452992435,10.110865846632167,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
14366,9.2093398716426,9.162168890829456,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
16689,10.043249494911286,10.124334749113727,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
1187,9.846917201047734,9.861165696062145,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
16486,10.021270588192511,10.113301720242319,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
16835,10.184711314926863,10.108736510783936,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
13764,9.546098067659527,9.60797829549688,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
7727,10.307284603543595,10.289018606164147,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
12236,9.286838342948908,9.207583293068078,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
2595,8.986571625268054,8.771012826508164,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
12790,8.15908865466791,8.284915734772277,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
5098,9.846917201047734,9.872849276028655,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
4744,9.543234787249512,9.512967144473508,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
1860,9.769956159911606,9.850868670028646,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
3352,10.245124997898127,10.178943100125823,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
16363,9.849559210510572,9.655038413068228,Opel,Corsa,-0.007505293727527176,0.99,1.35,500
