,true,predict,make,model,score,alpha,epsilon,max_iter
6848,9.994241915804592,10.10640583249942,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
12613,10.503696737436805,13.127190384430682,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
13622,10.273325483001141,10.344715918360231,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
13614,9.350102314351341,9.338623349922006,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
3236,10.16199824768763,10.121755263617095,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
14248,9.581903928408666,9.766623574846555,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
13135,9.735068900911164,9.714187578106136,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
16314,9.680031452383618,9.591378624013583,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
11954,9.371608519572305,9.330712531631573,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
11231,10.340128278112742,10.420802410827822,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
16590,9.996522418503318,9.798518978527976,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
14152,9.305195902988862,9.627328631720074,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
8994,10.262908722142885,10.262412184282113,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
10867,10.517320926376348,13.187489088013379,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
91,9.997660722553377,10.010647366557041,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
15516,9.740674462130217,9.785752214479611,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
5413,10.16199824768763,10.194751692338391,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
3548,9.946930110378965,9.934306531753737,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
13320,9.822819649468673,9.758090409575162,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
2332,10.081633737919603,9.95084985452193,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
9575,10.432644132986843,10.315819130815724,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
11997,9.875602349046593,10.047918693465057,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
13432,10.432644132986843,10.420821519780281,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
11246,9.433083843269053,9.43824073418867,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
2230,9.740674462130217,9.61648348075233,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
7596,9.468851067127684,9.515586512002919,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
34,9.90098442231801,9.836516425400726,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
10457,8.922658299524402,8.872257918494087,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
11704,9.61547209118311,9.634463972220876,Seat,Leon,-0.4937385247093696,0.30000000000000004,1.35,600
