,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_epsilon,param_max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,make,model
0,0.008177947998046876,0.00039699499643932565,0.0001995086669921875,0.000399017333984375,0.0,1.35,600,"{'alpha': 0.0, 'epsilon': 1.35, 'max_iter': 600}",-0.006455670742675687,-6.973646565342125,-6.9751505271480285,-0.008332732216967297,-0.019380715475039927,-2.796593242184967,3.4111666393112947,21,-0.006865928612786613,-0.006423971272784803,-0.006651335460689919,-0.00676597676107218,-0.005350948595231686,-0.006411632140513041,0.0005503825785685945,Seat,Leon
1,0.00976872444152832,0.002213033913451677,0.00019922256469726563,0.00039844512939453126,0.09999999999999998,1.35,600,"{'alpha': 0.09999999999999998, 'epsilon': 1.35, 'max_iter': 600}",-0.006450843107070526,-0.01060336108442229,-0.010298759391422716,-0.008346137465813983,-0.019396260628607116,-0.011019072335467327,0.00444707205655383,2,-0.006864474210847985,-0.006424239436667497,-0.006651055733885881,-0.00676341485746751,-0.0053474956855349256,-0.00641013598488076,0.000551121551746619,Seat,Leon
2,0.010178613662719726,0.0016071595374755447,0.0,0.0,0.19999999999999996,1.35,600,"{'alpha': 0.19999999999999996, 'epsilon': 1.35, 'max_iter': 600}",-0.006445725389480744,-0.01062964820499787,-0.010291096906103319,-0.008358874911699978,-0.019412260441812063,-0.011027521170818793,0.004452392652840169,3,-0.006863155359771539,-0.006424776890948283,-0.006650811886184393,-0.00676052495195749,-0.005343636813576338,-0.006408581180487609,0.0005520048230194802,Seat,Leon
3,0.01016697883605957,0.0011645789102102634,0.0,0.0,0.30000000000000004,1.35,600,"{'alpha': 0.30000000000000004, 'epsilon': 1.35, 'max_iter': 600}",-0.006440866466842794,-0.010658588630473944,-0.010126778226435098,-0.008372153376140699,-0.019429202999249603,-0.011005517939828426,0.004463668119495791,1,-0.006861726590428348,-0.006425285625984661,-0.006650614116998639,-0.006757751346953987,-0.005339945588567929,-0.006407064653786712,0.0005528272926705747,Seat,Leon
4,0.00958700180053711,0.001619158988671699,0.0,0.0,0.4,1.35,600,"{'alpha': 0.4, 'epsilon': 1.35, 'max_iter': 600}",-0.0064360396938095725,-0.010653691486189,-0.010286577703031223,-0.008385581849591437,-0.019445158327697873,-0.011041409812063821,0.0044633158575083315,4,-0.006860389990560256,-0.006425907543821385,-0.00665046709095383,-0.006755104778564336,-0.005336406986985,-0.006405655278176962,0.0005536304720882083,Seat,Leon
5,0.009579992294311524,0.0016147664146312453,0.00019388198852539064,0.00038776397705078127,0.5,1.35,600,"{'alpha': 0.5, 'epsilon': 1.35, 'max_iter': 600}",-0.006431184522723801,-0.010635211557362977,-0.010354862270001635,-0.00839835393603564,-0.019461020691831223,-0.011056126595591057,0.004466878789043232,5,-0.006859028420252273,-0.006426435841655293,-0.006650152662603055,-0.00675242386340703,-0.005332809992119836,-0.0064041701560074975,0.0005544352875391476,Seat,Leon
6,0.009375762939453126,0.0013520362775690442,0.0,0.0,0.6,1.35,600,"{'alpha': 0.6, 'epsilon': 1.35, 'max_iter': 600}",-0.006426491649922088,-0.010618401612128653,-0.010376726137097409,-0.008410970188604684,-0.019476656613163595,-0.011061849240183285,0.004471883771415877,6,-0.006857626915061123,-0.006427228901630402,-0.0066500261459476,-0.006749863134646034,-0.0053294164557025625,-0.006402832310597545,0.0005551918782759662,Seat,Leon
7,0.010181188583374023,0.00116182163755633,0.0001991748809814453,0.0003983497619628906,0.7,1.35,600,"{'alpha': 0.7, 'epsilon': 1.35, 'max_iter': 600}",-0.006422160001646684,-0.010637220548229243,-0.010402792532735015,-0.00842434899525401,-0.019493415591993562,-0.011075987533971704,0.004476340039140917,7,-0.006856280613843737,-0.006427953940702693,-0.006649733576938101,-0.006747293836181672,-0.005325984526173115,-0.006401449298767864,0.0005559589958181275,Seat,Leon
8,0.009572410583496093,0.0013585619901079495,0.00019927024841308593,0.00039854049682617185,0.8,1.35,600,"{'alpha': 0.8, 'epsilon': 1.35, 'max_iter': 600}",-0.006417227028988867,-0.010626951411918268,-0.010437255888915331,-0.008438225054051915,-0.01950944794503897,-0.01108582146578267,0.004480942375673454,8,-0.006855065779900694,-0.006428762100351395,-0.0066497900157694925,-0.0067444663784489356,-0.005322520474776479,-0.0064001209498494,0.0005567632018092921,Seat,Leon
9,0.009623479843139649,0.001174228492846256,0.0001998424530029297,0.0003996849060058594,0.9,1.35,600,"{'alpha': 0.9, 'epsilon': 1.35, 'max_iter': 600}",-0.006412622369098744,-0.01063211436354763,-0.010450371393106131,-0.008451498821113772,-0.019525033256099635,-0.011094328040593182,0.0044857112335881764,9,-0.006853774522780384,-0.00642949045920763,-0.006649429625023579,-0.006741788899017151,-0.0053191047334759335,-0.006398717647900935,0.0005575198918602285,Seat,Leon
10,0.009967803955078125,0.0012570822921218951,0.0001995563507080078,0.0003991127014160156,1.0,1.35,600,"{'alpha': 1.0, 'epsilon': 1.35, 'max_iter': 600}",-0.006408259071158091,-0.010625462874414413,-0.01045159280996283,-0.008465363755063572,-0.019541236921841516,-0.011098383086488084,0.004491187507837274,10,-0.006852385445155371,-0.006430316759005453,-0.006649309109088687,-0.006739018422034608,-0.0053157758684140455,-0.0063973611207396325,0.0005582414116335353,Seat,Leon
