,id,make,model,true,predict,score,max_depth,max_leaf_nodes,min_samples_leaf,min_samples_split,n_estimators,alpha_value,trainScore
12230,3160520,Renault,Kadjar,10.064542911536916,10.187618207758451,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
436,3087146,Hyundai,Santa Fe,10.096171896365629,9.967144001471853,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1498,3094441,Audi,A3,10.126631103850338,10.061015986306645,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13630,3163298,Audi,A4,9.795345393916424,9.902891953410341,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16382,3168013,Volkswagen,Tiguan,10.644233711895351,10.68656443759058,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12076,3160209,Volkswagen,Passat,10.11617664594648,10.069341167254548,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7858,3150876,Toyota,Yaris,9.543234787249512,9.621121452058256,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2518,3100557,Volkswagen,Tiguan,9.472704636443673,9.424091232500695,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10637,3157109,Volkswagen,Golf,10.03889218954233,10.147909748742416,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2245,3099223,Mazda,Mazda2,9.432683603119623,9.59343832331058,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16038,3167461,Toyota,Auris,9.792555991828847,9.594761699233358,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9844,3155491,Hyundai,Tucson,9.90323752128092,9.90000301818728,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11171,3158228,Peugeot,5008,10.736287973911258,10.443179707736995,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9768,3155312,Peugeot,Partner,6.907755278982137,8.289683252602048,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11526,3159153,Bmw,3 Series,10.083723602839061,9.938397088151472,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5670,3136318,Nissan,Qashqai,9.849559210510572,9.742976093801456,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
17400,3169637,Hyundai,i30,8.00469951054955,8.55362097373743,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4838,3133783,Skoda,Octavia,10.124629101179664,9.98882118088671,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
215,3085652,Seat,Ateca,10.292145542327912,10.18419873495709,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11255,3158384,Kia,Sportage,10.460242108190519,10.50016151927304,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14113,3164235,Toyota,Avensis,8.281470857895167,8.300627737068492,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9531,3154784,Volkswagen,Golf,9.767094927630573,9.682174002059533,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11063,3157996,Ford,Transit Connect,9.296518068217235,9.316826176626064,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
949,3090821,Volkswagen,Golf,10.340128278112742,10.327890170020078,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
206,3085594,Mercedes-benz,E Class,10.620107089281216,10.569725816932618,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3561,3106057,Volkswagen,Golf,9.468851067127684,9.462007184918585,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14940,3165604,Toyota,Corolla,10.60286528284671,10.01176060056238,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
17251,3169416,Skoda,Octavia,9.301094735244646,9.392780011253219,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1016,3091231,Renault,Captur,9.849559210510572,10.055139414322372,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10575,3156978,Mercedes-benz,E Class,10.542706391070517,10.609543851389459,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5098,3134610,Opel,Corsa,9.846917201047734,9.922850727646614,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15421,3166438,Mercedes-benz,A Class,9.612466578818832,9.55184162049124,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10089,3155970,Ford,Kuga,8.980927207648378,9.194483949070554,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5882,3136961,Seat,Ibiza,9.581559041355757,9.496852272266437,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16462,3168140,Dacia,Sandero,9.95679132455844,9.978533282150917,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12932,3161897,Peugeot,5008,10.795690488881194,10.604922377925869,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10838,3157530,Volkswagen,Tiguan,9.792555991828847,9.941308882716063,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11698,3159525,Nissan,Qashqai,9.61547209118311,9.584064189978582,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11713,3159558,Nissan,Qashqai,9.711115659888671,9.74259990494404,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8385,3152088,Volkswagen,Tiguan,10.273325483001141,10.433692855716583,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15775,3167073,Volkswagen,Golf,9.90098442231801,9.560341229249316,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13407,3162867,Volkswagen,Passat,10.238172478583245,10.114055169106745,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14027,3164074,Toyota,Yaris,9.996522418503318,9.931994814650638,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8994,3153488,Seat,Leon,10.262908722142885,10.320051380272199,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7893,3150961,Mercedes-benz,E Class,7.90100705199242,9.010514824903742,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13020,3162049,Hyundai,Tucson,10.475878531960273,10.395847788209442,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10065,3155916,Bmw,5 Series,9.612466578818832,9.742276923059116,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10672,3157189,Volkswagen,Golf,9.846917201047734,9.88849436071637,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4734,3133442,Mercedes-benz,C Class,10.371927459805681,10.473129620630353,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15294,3166243,Volkswagen,Passat,8.986571625268054,8.964262408591708,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11851,3159798,Renault,Captur,9.795345393916424,10.076863405311025,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
748,3089351,Land,ROVER Discovery,10.257659366256743,10.469848771083022,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2043,3098097,Audi,A3,9.898475010712584,10.045083349347768,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
17190,3169323,Mercedes-benz,E Class,10.690807903113322,10.617681608507825,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4607,3133103,Skoda,Kodiaq,10.83751996588644,11.121419392973152,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16595,3168340,Hyundai,Tucson,9.849559210510572,9.892103766998897,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
367,3086674,Audi,A6,9.769956159911606,9.769175710167435,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15649,3166869,Mazda,Demio,9.153770020487789,9.147925680481322,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12435,3160893,Nissan,Micra,9.464207095933233,9.683687089451542,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3362,3104904,Mini,Hatch,10.064330077652958,9.861823980310051,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7223,3140914,Skoda,Octavia,9.849559210510572,9.966881262469201,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8671,3152739,Hyundai,i20,8.921991410536698,9.047072202063818,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3210,3104224,Mercedes-benz,GLC Class,10.432644132986843,10.543824747604074,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10391,3156639,Bmw,X3,10.307284603543595,10.382794519964367,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16843,3168716,Audi,Q5,11.12652741957929,11.026328731917713,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2789,3102134,Hyundai,Tucson,10.37333491957356,10.311752425807933,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8085,3151340,Hyundai,ix35,8.824677891164198,8.912287272864301,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6480,3138648,Hyundai,i30,9.67721410821299,9.624049401470693,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10413,3156680,Audi,A5,10.666627104916108,10.521705142575987,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14958,3165647,Hyundai,Tucson,10.06475570013225,10.06517946585108,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5565,3135999,Ford,Mondeo,9.708080756193517,9.603187260197815,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11480,3159056,Toyota,Rav4,10.620107089281216,10.572436837193775,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7208,3140855,Citroen,Berlingo,9.890908770329268,9.812190847999892,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10716,3157315,Ford,Focus,10.1226230824528,10.01807074042376,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7784,3150697,Hyundai,Tucson,10.448569664980209,10.354560645427854,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10139,3156084,Volkswagen,Golf,9.388486557359657,9.298179443130499,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9795,3156975,Opel,Insignia,9.543234787249512,9.809010319760338,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11549,3159194,Mercedes-benz,C Class,9.991956200523736,9.819990047375137,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14134,3164265,Toyota,Landcruiser,10.691944912900398,10.275271281269706,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2010,3097883,Dacia,Duster,9.301094735244646,9.55555427441148,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8081,3151330,Toyota,Corolla,10.163926888594034,10.057757375292862,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2554,3100777,Renault,Megane,9.536040511615484,9.375877714804504,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13624,3163287,Bmw,5 Series,10.203406942652387,10.236325742849068,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16937,3168859,Volkswagen,Golf,9.79784922051313,9.777225642266222,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
610,3088403,Toyota,Auris,9.546455401949554,9.344182274992587,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6702,3139334,Hyundai,i30,9.947504437952903,10.024610129168916,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5737,3136502,Bmw,3 Series,9.104424146384634,8.786668115323904,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7216,3140885,Mercedes-benz,C Class,9.996522418503318,10.218020052405898,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10936,3157762,Volkswagen,Tiguan,10.021270588192511,9.98935166387722,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9500,3154731,Toyota,Auris,9.738023112808596,9.522480325999844,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6932,3140053,Kia,Ceed,8.611593866837723,8.818445865266883,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13353,3162698,Bmw,4 Series,9.952039593118293,9.906319689623775,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10867,3157589,Seat,Leon,10.517320926376348,10.327599773729338,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4086,3109016,Renault,Megane,10.1226230824528,10.234476651309835,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13008,3162025,Volkswagen,Golf,9.795345393916424,9.674430512749872,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11019,3157922,Mercedes-benz,GLE Class,11.033275458672687,11.308244589199843,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1227,3092626,Audi,Q5,10.967335848767897,10.9263595468567,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14588,3165047,Nissan,Qashqai,10.34158118013602,10.294995909350119,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2489,3100396,Suzuki,Swift,9.546741177474825,9.414672569688664,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11600,3159314,Mazda,CX-5,9.738023112808596,9.978188714409276,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14777,3165341,Mercedes-benz,C Class,9.849559210510572,10.101091014609105,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13987,3163991,Volvo,XC90,11.141136883221447,11.116325641998351,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11509,3159116,Ford,Focus,9.392578591964389,9.539451883187892,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4699,3133350,Peugeot,3008,10.308785980087194,10.253311012395143,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2528,3100608,Mercedes-benz,E Class,9.612466578818832,9.887311914766542,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12521,3161050,Land,ROVER Range Rover Sport,11.197529553950933,10.872228839919,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14759,3165317,Peugeot,3008,10.461530675911229,10.596552144980587,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1068,3091485,Nissan,Qashqai,9.851931065621725,9.821986899463925,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11120,3158128,Volkswagen,Tiguan,10.43396873396056,10.493893392133783,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11814,3159732,Hyundai,Santa Fe,9.67721410821299,9.891238004877053,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
757,3089389,Mitsubishi,Outlander,9.849559210510572,10.051788526619106,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8370,3152046,Nissan,Qashqai,10.064542911536916,10.0676038068462,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7777,3150690,Hyundai,Tucson,9.740674462130217,9.954791062250706,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5615,3136145,Dacia,Duster,9.738023112808596,9.796901067233884,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11881,3159856,Nissan,Note,9.017968479328726,9.21387380138022,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4949,3134135,Mercedes-benz,GLC Class,11.156107653683586,11.070737948109244,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12053,3160176,Ford,Transit,10.16199824768763,9.899699268887101,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
76,3084842,Bmw,1 Series,9.605755144230846,9.614425476881788,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11429,3158943,Volkswagen,Polo,9.890908770329268,9.884931428251669,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
986,3091057,Skoda,Kodiaq,10.657259354912508,10.681247963928476,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8896,3153275,Peugeot,5008,8.980927207648378,9.311714013218241,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4917,3134049,Bmw,3 Series,10.081633737919603,10.136331102149697,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14046,3164123,Ford,Mondeo,9.795345393916424,9.77396878264309,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2401,3099999,Hyundai,Kona,10.184711314926863,10.282516448455869,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12996,3162008,Volkswagen,Caddy,8.915969311373605,9.193941007760264,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10067,3155920,Bmw,1 Series,9.235032984566555,9.135456962508888,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2429,3100174,Nissan,Qashqai,10.308785980087194,10.392787925848552,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10724,3157328,Renault,Kadjar,10.062583129041906,10.24310804367653,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12903,3161838,Skoda,Octavia,9.67721410821299,9.617101942575882,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3207,3104219,Bmw,1 Series,9.85214162518454,9.41569334940051,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6650,3139098,Renault,Trafic,10.10176447612021,9.72777216283307,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3218,3104265,Volkswagen,Passat,9.846917201047734,9.765733362701699,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7990,3151148,Skoda,Karoq,10.238172478583245,10.196457548063934,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13325,3162627,Ford,Kuga,10.124629101179664,10.093390878693091,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6396,3138412,Seat,Ibiza,9.925738161470948,9.804264913058578,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6281,3138069,Land,ROVER Range Rover Sport,11.155535980093628,10.867418428295675,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
876,3090440,Hyundai,Tucson,10.701445097448419,10.584613988712489,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1379,3093626,Hyundai,i30,9.468851067127684,9.91393412467482,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
590,3088324,Volkswagen,T-Roc,10.425253116340453,10.520998648710671,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6588,3138948,Ford,Focus,9.90098442231801,9.807128068044404,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9202,3154012,Renault,Captur,10.163926888594034,10.082754180742086,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11084,3158048,Toyota,Yaris,10.0190458931704,10.03914912049967,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3913,3107994,Toyota,Corolla,9.28266103355581,9.327748351259281,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10621,3157063,Hyundai,i10,9.915663128466262,9.953830014344613,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5014,3134343,Toyota,C-HR,10.04107321548869,9.983695259069757,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3931,3108096,Nissan,X-Trail,10.201738576337144,10.039661222224606,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9332,3154338,Suzuki,Vitara,10.04107321548869,10.262841603567404,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
555,3088164,Bmw,5 Series,10.596509725282923,10.48475281045065,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3194,3104124,Bmw,5 Series,9.543234787249512,9.54377759386984,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1774,3096298,Mini,Hatch,9.795345393916424,9.925491253834693,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1440,3094078,Mazda,Mazda3,9.795345393916424,9.917135907496117,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13619,3163277,Toyota,Yaris,9.38429367909962,9.438876306434187,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3038,3103339,Mercedes-benz,E Class,9.996522418503318,10.00009508257414,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16182,3167704,Volkswagen,Passat,10.083723602839061,9.913685553212009,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15939,3167309,Audi,A6,11.277190473141195,10.967149810307289,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10654,3157153,Hyundai,i20,10.075337809462788,10.103446293028249,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10670,3157186,Volkswagen,Passat,10.16199824768763,9.916809755776331,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16197,3167732,Ford,Focus,9.769956159911606,9.75424319030069,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1386,3093738,Suzuki,Swift,9.388486557359657,9.24937225425156,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7242,3140965,Renault,Kadjar,10.239781201782993,10.313360258107679,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3553,3106021,Mercedes-benz,GLE Class,11.384523750165704,11.449352149835763,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13734,3163478,Peugeot,3008,10.23458824535543,10.106182737794294,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9154,3153903,Audi,A3,10.487098846027767,10.47777223814572,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3706,3107013,Toyota,Yaris,9.209840246934501,9.367065052900543,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1299,3093084,Opel,Mokka,10.291976036437175,10.312470044669462,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4709,3133384,Nissan,X-Trail,10.274878680310541,10.14587239798187,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10252,3156304,Volvo,XC90,10.667791927412402,10.364183418470137,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11165,3158217,Peugeot,3008,10.46296047312364,10.293908106072692,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
749,3089352,Toyota,Corolla,9.047821442478408,9.14405725704952,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9860,3155525,Audi,A3,10.04107321548869,9.928247651839854,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
497,3087644,Skoda,Octavia,9.612466578818832,9.759248420125445,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13855,3163687,Nissan,Qashqai,10.386685009184644,10.21205100951883,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5123,3134678,Volkswagen,Tiguan,10.201738576337144,10.08193083428006,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4572,3133001,Toyota,Rav4,10.517320926376348,10.663214554309297,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1597,3095118,Nissan,Note,8.98594603876032,9.088981480542786,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9127,3153832,Ford,Transit Custom,10.083723602839061,9.976912661920707,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14718,3165249,Nissan,Qashqai,9.996522418503318,9.99242834784383,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15825,3167147,Nissan,Qashqai,8.611593866837723,8.780918319278902,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
17014,3169049,Dacia,Sandero,9.099408811268901,9.378772493242426,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6240,3137941,Ford,Fiesta,9.543234787249512,9.520348314398431,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6668,3139172,Hyundai,Santa Fe,9.849559210510572,10.033643400996217,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14028,3164076,Toyota,Landcruiser,10.308619271743055,10.298310757006089,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9146,3153884,Mercedes-benz,E Class,10.307284603543595,10.391911473658169,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
203,3085557,Volkswagen,Passat,10.124629101179664,10.12587243034429,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15501,3166626,Volkswagen,Golf,10.146237633489257,10.015320600409504,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
343,3086568,Volkswagen,Polo,9.205327830152639,9.20270182969211,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5983,3137310,Audi,A5,9.738023112808596,9.719087502494109,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12297,3160616,Nissan,X-Trail,9.99857043378282,10.052026632157668,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2207,3098935,Mazda,Mazda2,10.227200158772034,10.250409232402301,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10273,3156409,Hyundai,Tucson,10.085600754292345,10.153989367759575,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5159,3134834,Peugeot,3008,10.308785980087194,10.183855248845886,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11787,3159689,Mini,Hatch,8.955448122347393,9.085479949174584,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9056,3153610,Kia,Ceed,9.825526011066415,9.693432435900265,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7697,3150457,Mercedes-benz,E Class,9.301094735244646,9.428770546604355,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15462,3166510,Volkswagen,Polo,9.769670404801788,9.784001503210792,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16058,3167489,Seat,Ibiza,9.104424146384634,9.266648025173973,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9989,3155759,Hyundai,Tucson,10.124629101179664,10.132434502683855,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11564,3159222,Skoda,Superb,10.491135318903403,10.725561593949255,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4502,3114847,Renault,Clio,9.923290179832307,10.026878856759552,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13818,3163621,Hyundai,i20,10.064542911536916,10.071667817722151,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10899,3157701,Volkswagen,Passat,8.515191188745565,8.697979704174918,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14439,3164780,Kia,Sportage,9.792555991828847,9.803221699291871,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10993,3157880,Toyota,Hilux,10.778956289890028,10.7708179896769,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8830,3153120,Volkswagen,Tiguan,10.124629101179664,10.062388174091133,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15609,3166805,Volkswagen,T-Roc,10.307284603543595,10.479720975803755,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8944,3153388,Mercedes-benz,C Class,10.305613759378778,10.274886577471856,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4411,3110901,Hyundai,Tucson,10.126631103850338,10.111149712256232,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
91,3084991,Seat,Leon,9.997660722553377,10.132314917787982,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
262,3086035,Hyundai,Tucson,9.98736903651683,10.055596408761339,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16466,3168148,Fiat,500,9.153770020487789,9.21204124806969,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14531,3164959,Nissan,Qashqai,10.124629101179664,9.930860598142953,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16971,3168917,Bmw,7 Series,10.69183127007966,10.727229321959754,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8436,3152182,Hyundai,Tucson,9.795345393916424,9.23653213267199,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16860,3168738,Audi,A6,11.23647343224762,11.092712605108504,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16592,3168335,Nissan,Qashqai,9.764225485202621,9.643429253008884,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5177,3134891,Volkswagen,Tiguan,10.571188711764599,10.508792238905249,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
