,id,make,model,true,predict,score,max_depth,max_leaf_nodes,min_samples_leaf,min_samples_split,n_estimators,alpha_value,trainScore
12956,3161952,Mitsubishi,Outlander,10.083723602839061,10.161672324924472,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11288,3158536,Skoda,Octavia,10.12643108384767,10.310805176050135,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
913,3090608,Bmw,5 Series,9.90098442231801,9.587618196423854,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1988,3097720,Volkswagen,Polo,9.53892443574839,9.426407152707283,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9151,3153896,Peugeot,208,9.099408811268901,9.164004920941819,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13685,3163394,Toyota,C-HR,9.923045051751659,9.989876812339258,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6753,3139492,Volkswagen,Golf,8.980927207648378,8.806783302779628,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13331,3162641,Volkswagen,Polo,9.849559210510572,9.692036420430531,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1643,3095388,Bmw,X5,11.580116714510552,11.620934847645088,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8987,3153472,Volkswagen,Polo,9.578449693540579,9.45410520786766,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4188,3109658,Kia,Ceed,10.382822509210747,10.24947308446888,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16283,3167865,Volkswagen,Passat,9.996522418503318,9.755817594731337,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8754,3152968,Renault,Captur,9.629050706834368,9.750483334737243,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11830,3159760,Mercedes-benz,CLA Class,10.620009404412524,10.758291473251607,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6781,3139588,Toyota,Yaris,9.185022563991893,9.121624016761073,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15748,3167022,Peugeot,3008,10.461673747661957,10.581819825643224,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1805,3096535,Mercedes-benz,C Class,9.159047077588632,9.110709088857949,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15121,3165928,Kia,Sportage,9.648595302907339,9.4449405165154,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10690,3157257,Mitsubishi,Outlander,9.996522418503318,10.102131288755164,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4778,3133588,Volkswagen,Polo,9.510074525452104,9.565138970175811,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13435,3162911,Bmw,2 Series,10.489884363149192,10.643545729330615,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11248,3158369,Nissan,Qashqai,8.94884572927805,9.17483112649224,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6947,3140098,Nissan,Micra,9.851931065621725,9.72857336888869,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11984,3160055,Ford,Fiesta,9.464982590349763,9.426949598626068,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12899,3161826,Hyundai,ix35,9.159047077588632,8.863512473332959,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12718,3161387,Nissan,Qashqai,10.085600754292345,9.845950797916165,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12675,3161320,Toyota,Yaris,10.12643108384767,10.163730315428618,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8636,3152668,Mazda,Mazda2,9.543234787249512,9.409956448575462,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13991,3163997,Toyota,Prius,9.468851067127684,9.608481635322123,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5922,3137134,Volkswagen,Polo,9.740674462130217,9.871448045222637,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8424,3152160,Volkswagen,T-Roc,10.489884363149192,10.587909865518224,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15673,3166907,Nissan,Micra,6.20455776256869,7.843667080596175,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12817,3161653,Bmw,1 Series,9.67721410821299,9.700290357867809,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7185,3140804,Renault,Captur,9.90098442231801,9.989910766239857,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12307,3160639,Nissan,Juke,9.392245175273795,9.286787963012408,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4289,3110000,Mitsubishi,Outlander,10.339966714173462,10.392434620594818,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6716,3139392,Toyota,Corolla,10.043032079974024,10.385614829037431,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10862,3157578,Peugeot,2008,10.37333491957356,10.279840005384075,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11725,3159582,Suzuki,Vitara,10.083723602839061,10.180659074738006,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2033,3098055,Bmw,7 Series,10.8187777840767,10.770475428622326,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6221,3137892,Toyota,Landcruiser,10.680516217076775,10.420997790130338,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1337,3093368,Bmw,1 Series,9.205327830152639,8.792396252840838,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5876,3136940,Renault,Clio,9.301094735244646,9.559291613782568,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
309,3086273,Mercedes-benz,CLA Class,10.124629101179664,10.251675316366612,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14091,3164196,Honda,HR-V,10.122221395361638,10.156137556027783,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9906,3155616,Renault,Megane,9.740968623038354,9.82527868232006,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4802,3133698,Skoda,Kodiaq,10.734220396048636,10.884275265087275,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7404,3141459,Hyundai,i30,10.273152756513104,10.290901466193253,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14570,3165014,Honda,Jazz,9.680031452383618,9.786013094561856,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15818,3167139,Toyota,Yaris,8.852235835227855,9.147053512493418,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4444,3111064,Volkswagen,Golf,9.898475010712584,9.775175463950204,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
17069,3169127,Seat,Arona,10.163926888594034,10.163740250250534,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9148,3153888,Bmw,X3,10.302263672493496,10.452352016359006,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6608,3138996,Renault,Kadjar,10.062625773874425,10.10644660122427,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14380,3164689,Hyundai,i30,8.980927207648378,9.032066444478952,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2646,3101356,Volkswagen,Polo,9.345745008982385,9.230767617003751,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8679,3152754,Peugeot,3008,10.544024782823776,10.402871779840302,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1369,3093563,Seat,Ibiza,10.156189906091882,9.995128009425166,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1187,3092367,Opel,Corsa,9.846917201047734,9.81120545649966,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1626,3095262,Volkswagen,Golf,9.708080756193517,9.69313172121376,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
108,3085103,Land,ROVER Range Rover Evoque,11.197529553950933,10.790124046798292,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14585,3165042,Volkswagen,Golf,9.595602772766828,9.66698675439692,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16486,3168170,Opel,Corsa,10.021270588192511,10.091608251742157,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10401,3156655,Bmw,5 Series,9.510370887608827,9.125566367471535,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11354,3158807,Hyundai,Tucson,10.340128278112742,10.334793901303316,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3531,3105911,Audi,A5,8.846496938558838,8.582052469135757,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13956,3163934,Ford,Focus,9.710812583662682,9.736776670683053,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4260,3109867,Audi,A5,9.388486557359657,9.698729299986304,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16415,3168055,Toyota,Corolla,10.163926888594034,10.316888598074817,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12844,3161700,Toyota,Prius,10.032320424379096,10.014000044783153,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11,3084491,Kia,Sportage,10.271596874100524,10.197094296920321,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12958,3161954,Ford,Focus,8.852235835227855,9.049863398752096,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6346,3138249,Nissan,Micra,9.3492323708428,9.383545647001839,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6458,3138608,Volkswagen,T-Roc,10.203592144986466,10.204221051283449,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14951,3165631,Land,ROVER Discovery,10.644233711895351,10.254442842289663,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12935,3161910,Ford,Kuga,9.825526011066415,9.831832662355012,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10430,3156711,Toyota,Yaris,10.12643108384767,10.228834292227932,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14526,3164946,Toyota,Avensis,8.661293535389994,8.455342256057133,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3069,3103481,Bmw,5 Series,8.216088098632316,8.724082138952957,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
277,3086113,Ford,Mondeo,9.205327830152639,9.13874449996225,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7504,3150015,Volkswagen,Golf,9.973479924356162,10.101250578678538,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7219,3140896,Bmw,X1,9.645364282325891,9.722211630841134,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14745,3165292,Volkswagen,Golf,10.124629101179664,10.002705624181754,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2587,3100958,Honda,Civic,10.124629101179664,9.973094231280742,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
17430,3169688,Mercedes-benz,E Class,10.914178959831768,10.812821067773433,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8797,3153065,Ford,Kuga,10.584055950889214,10.472015889626611,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10488,3156814,Mercedes-benz,E Class,9.429475901892854,9.29892680185847,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
32,3084606,Volkswagen,Passat,10.595383951194421,10.255633598897699,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
465,3087350,Kia,Sorento,10.86915875050772,10.833761970080205,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16905,3168803,Hyundai,Tucson,9.99857043378282,10.014116831480619,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14611,3165081,Hyundai,Santa Fe,9.814656338829513,10.369458561171555,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7451,3149855,Dacia,Duster,9.487896348128954,9.946986654869313,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
301,3086239,Ford,Mondeo,8.852950887099581,8.86242748505375,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8483,3152294,Audi,A3,9.345745008982385,9.233384051334559,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9405,3154485,Toyota,Auris,9.90098442231801,9.911582732879182,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8156,3151584,Renault,Clio,8.229511118964457,8.821198063074753,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11244,3158364,Hyundai,i30,9.822819649468673,9.89494507390882,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7450,3149853,Volkswagen,Passat,10.083723602839061,10.089766265451873,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16835,3168695,Opel,Corsa,10.184711314926863,10.120929343327115,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2041,3098085,Audi,A6,10.75683848463641,10.691028392218387,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13281,3162528,Volkswagen,Polo,9.301094735244646,9.213241761565767,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12325,3160700,Ford,Focus,8.00603417874901,8.555458644102291,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11716,3159561,Nissan,Juke,9.099408811268901,9.35598504186926,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8458,3152226,Peugeot,308,8.411832675758411,8.0948473016749,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5417,3135646,Bmw,X3,11.00126616045566,10.825704079895736,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15060,3166367,Kia,Sorento,9.304741047397666,9.514312860683178,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9203,3154016,Land,ROVER Discovery,10.6896240399389,10.934764027151088,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13822,3163625,Skoda,Octavia,9.546455401949554,9.459066361169866,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5146,3134777,Peugeot,308,9.291920358968605,9.064255143565214,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16572,3168312,Ford,Focus,9.61547209118311,9.647079768400289,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
494,3087540,Volkswagen,Golf,10.8187777840767,10.6507461868305,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6759,3139516,Bmw,1 Series,8.817297783866575,9.092848934985401,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8280,3151852,Volkswagen,Polo,9.205327830152639,9.03659231410872,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15198,3166065,Mercedes-benz,E Class,10.518538047359652,10.542131923718765,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9062,3153625,Kia,Stonic,10.118195625029236,10.191272445960756,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4393,3110847,Ford,S-Max,9.468851067127684,9.626915539401013,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1864,3096959,Opel,Astra,8.817297783866575,8.46724508341031,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14779,3165343,Land,ROVER Range Rover Sport,10.083723602839061,9.98775423185368,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
578,3088261,Opel,Astra,9.795345393916424,9.759517814349643,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10552,3156923,Hyundai,i10,8.229511118964457,8.147104043888374,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13881,3163728,Skoda,Superb,9.767094927630573,9.796402256159482,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1997,3097777,Hyundai,Tucson,10.083723602839061,10.035903572503313,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13764,3163516,Opel,Corsa,9.546098067659527,9.77212492908442,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9911,3155623,Toyota,Yaris,9.159047077588632,8.99382453083095,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9656,3155040,Volkswagen,Polo,9.099408811268901,9.144471077753952,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13096,3162182,Nissan,Qashqai,9.769670404801788,9.589838024166342,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3899,3107926,Volkswagen,up!,8.986571625268054,8.982667223918309,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3474,3105511,Renault,Megane,9.735068900911164,9.760456352219498,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
687,3088837,Seat,Arona,10.295360707124825,10.337760551587754,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5668,3136310,Ford,Fiesta,9.738023112808596,9.724685329057252,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8756,3152971,Toyota,Landcruiser,9.104979856318357,8.779053601042389,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4413,3110905,Toyota,Corolla,9.581903928408666,9.568006089061031,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14915,3165566,Skoda,Superb,10.16199824768763,10.369521857254442,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16909,3168810,Bmw,2 Series,9.851931065621725,9.90734330086108,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6339,3138223,Peugeot,Partner,9.453286550586572,9.5969915407306,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2,3084417,Audi,Q3,9.949893925350283,10.016853322848338,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4280,3109962,Bmw,5 Series,10.58403063411305,10.588308352930243,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
