,id,make,model,true,predict,score,ccp_alpha,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,alpha_value,trainScore
3980,3108444,Mercedes-benz,C Class,10.543893021838013,10.491920524188076,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
14886,3165522,Kia,Ceed,9.708080756193517,9.56203596464602,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
2605,3101038,Mazda,CX-5,10.084766899751639,10.203475378393598,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
1383,3093634,Bmw,3 Series,9.82822506803558,9.924567182969685,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
3529,3105904,Skoda,Octavia,9.674074388208323,9.727801977730842,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
14717,3165248,Ford,Transit Connect,9.849559210510572,9.741228327999785,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
14105,3164221,Audi,A3,8.098642843759418,8.135824438356979,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
10601,3157023,Renault,Megane,10.274878680310541,10.018284355438183,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
15480,3166534,Hyundai,i10,9.543234787249512,9.379839389092274,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
17080,3169146,Skoda,Octavia,9.973479924356162,10.086538068484796,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
7932,3151040,Renault,Kadjar,9.67721410821299,9.74063146451143,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
17299,3169482,Toyota,Yaris,9.392661928770137,9.245736058483544,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
593,3088327,Volkswagen,T-Roc,10.659609532257463,10.753412301607845,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
7663,3150378,Bmw,5 Series,10.778852117797637,10.827504935729506,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
170,3085382,Volkswagen,Passat,10.032320424379096,9.904590098045206,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
628,3088493,Volkswagen,Passat,10.032320424379096,10.048820967830537,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
1476,3094293,Renault,Kadjar,10.161612072745584,10.045450902465928,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
17223,3169373,Renault,Clio,9.099408811268901,8.954431741632327,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
6958,3140141,Toyota,Prius,9.811920359010637,9.864151779613492,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
10736,3157347,Hyundai,Tucson,10.43396873396056,10.353067427445621,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
523,3087908,Renault,Megane,9.90323752128092,9.820374378304122,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
5902,3137081,Hyundai,Tucson,9.903337541285003,10.039386041215849,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
2514,3100548,Peugeot,3008,10.203592144986466,10.065524939283648,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
12432,3160888,Suzuki,Swift,9.734477009801846,9.778037259366064,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
8818,3153100,Peugeot,3008,10.475878531960273,10.33361443593478,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
11879,3159854,Ford,Mondeo,9.795345393916424,9.714164033455656,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
2621,3101133,Bmw,5 Series,9.047821442478408,8.97488977343808,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
3789,3107440,Mercedes-benz,C Class,10.303940118820748,10.385588309442861,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
15178,3166028,Hyundai,i30,9.769670404801788,9.761337638286662,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
13949,3163922,Dacia,Duster,10.286707051696972,10.318229025333986,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
14036,3164095,Volkswagen,Golf,10.124629101179664,9.881022983358013,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
16447,3168123,Volkswagen,Passat,10.404111313817522,10.197309322845411,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
15703,3166957,Volkswagen,Passat,9.388486557359657,9.324220477135803,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
4204,3109701,Kia,Sorento,10.981897133886719,10.843123585409817,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
15863,3167196,Nissan,Note,9.612466578818832,9.556988862085008,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
16267,3167839,Audi,A3,9.878169744551839,9.755582968404003,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
12209,3160495,Mazda,Mazda3,9.47231994707559,9.639527068428484,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
15329,3166430,Kia,Rio,9.993785190516908,9.944297342533147,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
15289,3166235,Nissan,Qashqai,9.996522418503318,9.951272030697199,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
12289,3160603,Nissan,Micra,9.79784922051313,9.841507354155274,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
4590,3133067,Kia,Ceed,8.400659375160286,8.680737547820135,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
15193,3166050,Volkswagen,Tiguan,10.75683848463641,10.77606369782582,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
3788,3107439,Hyundai,Tucson,10.12643108384767,10.145681463762886,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
236,3085795,Audi,A3,9.964112174352563,10.035329519206366,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
7234,3140938,Nissan,Micra,9.952039593118293,10.016624445185784,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
7851,3150856,Volkswagen,Passat,10.643041105910228,10.463940784656034,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
17133,3169229,Renault,Megane,8.354674261918463,8.453080404847974,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
10248,3156297,Toyota,Rav4,10.644233711895351,10.61671561203392,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
6959,3140145,Volkswagen,Tiguan,10.402746539930654,10.484502250571579,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
6203,3137845,Volkswagen,up!,9.205327830152639,9.151868122813285,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
3892,3107881,Kia,Sportage,10.201738576337144,9.965112995502325,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
10283,3156429,Hyundai,Tucson,9.996522418503318,9.88573900387837,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
2853,3102429,Honda,HR-V,9.996522418503318,10.026763365777454,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
841,3089986,Hyundai,Tucson,9.903437551286085,9.85414020323451,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
17097,3169168,Volkswagen,Passat,10.238172478583245,10.164337487103738,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
7863,3150886,Nissan,Qashqai,10.18282238350008,10.238213318085085,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
9847,3155499,Peugeot,2008,10.595383951194421,10.509780228328994,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
9965,3155721,Hyundai,Tucson,9.998797732340453,10.068297654239712,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
8871,3153217,Toyota,Rav4,9.61547209118311,9.415584413008311,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
11971,3160035,Skoda,Octavia,10.06475570013225,10.162781959751536,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
10790,3157450,Audi,A5,10.404111313817522,10.264105198606849,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
2978,3103040,Kia,Ceed,9.433083843269053,9.306965550541872,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
1038,3091331,Ford,Focus,10.04107321548869,10.039904026961995,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
3083,3103537,Mercedes-benz,C Class,10.232755327808727,10.388507846923265,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
16318,3167921,Volkswagen,Tiguan,10.461673747661957,10.350714327976936,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
15705,3166961,Opel,Astra,8.852950887099581,8.920995189776635,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
11699,3159526,Renault,Clio,9.209840246934501,9.134379037962464,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
4653,3133222,Ford,Mondeo,9.612466578818832,9.67414855384439,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
16482,3168166,Opel,Corsa,10.021270588192511,10.087870539421575,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
7024,3140310,Skoda,Octavia,9.877913301416697,9.963361319216892,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
17348,3169558,Volkswagen,Polo,9.205327830152639,9.154282897109429,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
14434,3164773,Skoda,Fabia,9.539644119118783,9.463928485253248,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
2712,3101678,Ford,Focus,10.363030408174957,10.246477502402621,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
3827,3107655,Hyundai,Tucson,9.740733301234702,9.782987094911064,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
15381,3166358,Toyota,C-HR,10.275051108968611,10.256835288620504,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
15895,3167241,Skoda,Fabia,9.708080756193517,9.557518032006701,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
13599,3163239,Volkswagen,Passat,10.236381967809457,10.01888124286536,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
9752,3155286,Ford,Kuga,10.146433731146518,10.157042031425602,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
10193,3156178,Volkswagen,Golf,9.79784922051313,9.932538439771974,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
15713,3166972,Nissan,Note,8.955448122347393,9.07023792922508,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
15564,3166734,Ford,Fiesta,9.849559210510572,9.785003898426345,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
3870,3107823,Ford,Fiesta,9.099408811268901,9.097589809056142,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
1967,3097562,Peugeot,208,9.164296433474776,9.313892257924168,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
14901,3165540,Peugeot,3008,10.221941283654663,10.308736658436866,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
15351,3166311,Peugeot,3008,10.595383951194421,10.512161625001712,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
12923,3161884,Peugeot,Partner,9.543234787249512,9.591366469883043,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
65,3084780,Audi,A3,9.738023112808596,9.796148635798563,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
632,3088501,Skoda,Superb,9.67721410821299,9.747412600994233,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
13473,3162992,Bmw,1 Series,10.085600754292345,9.770924533318778,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
4596,3133078,Nissan,Qashqai,10.621205387030278,10.551640161257993,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
4230,3109773,Nissan,X-Trail,10.271596874100524,10.053719035429827,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
3442,3105356,Hyundai,ix35,9.093806555720231,8.852372479516097,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
5148,3134789,Nissan,Serena,9.53892443574839,9.649929751547209,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
13915,3163787,Bmw,1 Series,9.612466578818832,9.449693846561264,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
10796,3157465,Nissan,Qashqai,10.201738576337144,10.108790550000304,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
5415,3135641,Audi,A6,10.868092144688834,10.947925842271482,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
7806,3150745,Renault,Megane,9.795345393916424,9.810053839870012,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
14680,3165187,Volkswagen,Golf,11.111701351119319,11.160937875820963,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
147,3085282,Volkswagen,Golf,9.875602349046593,9.98496246592713,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
8514,3152349,Kia,Ceed,9.898475010712584,9.879950343173249,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
8650,3152695,Mercedes-benz,C Class,10.308919326755392,10.12561111293576,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
11024,3157930,Nissan,Note,9.615138591096644,9.546161544725454,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
8867,3153204,Volkswagen,Passat,9.612466578818832,9.489764173577049,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
4716,3133394,Bmw,5 Series,10.126591103050316,10.104676210672501,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
6573,3138911,Honda,Fit,9.388486557359657,9.36501992911156,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
1570,3094956,Citroen,Grand C4 Picasso,9.740674462130217,9.568065353300073,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
5489,3135785,Renault,Kadjar,10.221577581159291,10.080862923489681,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
4714,3133391,Ford,Focus,9.158520623246385,9.105869999069368,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
6848,3139802,Seat,Leon,9.994241915804592,10.123260878253104,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
12347,3160735,Skoda,Karoq,10.477287975463508,10.693940270196334,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
5362,3135503,Mazda,Mazda6,9.453286550586572,9.658759700279814,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
2504,3100497,Audi,A4,9.388486557359657,9.183494531638765,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
4144,3109308,Renault,Clio,9.898475010712584,9.91653980897199,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
5225,3135056,Bmw,2 Series,9.711115659888671,9.71755733927126,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
4521,3114917,Honda,Fit,9.429475901892854,9.399937549952949,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
5995,3137339,Nissan,Qashqai,10.12643108384767,10.06531951905384,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
13154,3162314,Hyundai,Tucson,10.274878680310541,10.236546037133708,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
15990,3167380,Suzuki,Swift,9.791997176502765,9.764436547365198,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
10813,3157489,Audi,A5,10.201738576337144,9.993200168211773,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
3465,3105457,Volkswagen,Golf,10.201738576337144,10.105213304986698,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
8680,3152756,Volkswagen,Passat,9.946930110378965,9.899418399506542,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
9209,3154026,Nissan,Qashqai,9.99857043378282,9.92892660557221,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
4874,3133857,Volkswagen,Passat,9.740674462130217,9.679045298842786,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
274,3086105,Audi,A3,10.165659490817816,9.958840249226334,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
4499,3114833,Audi,Q3,10.87297776087786,10.94622422013921,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
6510,3138733,Land,ROVER Discovery Sport,10.713306039899766,10.580921979658315,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
1903,3097210,Mercedes-benz,C Class,11.007220043898808,10.918739826229707,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
1107,3091740,Kia,Sportage,10.515966830028619,10.545536714780855,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
16365,3167985,Hyundai,i20,9.79784922051313,9.920981223247647,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
5970,3137280,Ford,S-Max,9.90323752128092,9.556740184373723,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
1482,3100990,Skoda,Kodiaq,10.932660441466956,11.064931922338726,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
12016,3160113,Renault,Clio,9.825255704266555,9.795395180541599,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
7791,3150716,Mercedes-benz,E Class,10.544024782823776,10.70086933073153,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
10761,3157398,Mercedes-benz,CLA Class,10.04107321548869,10.037392086861223,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
3380,3105036,Toyota,Yaris,8.293799608846818,8.356485354016115,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
11305,3158700,Toyota,Corolla,10.163926888594034,10.229470254705538,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
12813,3161647,Toyota,C-HR,10.2396025825095,10.422443989329054,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
12070,3160198,Volkswagen,Golf,9.047821442478408,8.86217808368254,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
10712,3157310,Seat,Ateca,10.04107321548869,10.138293090844048,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
15559,3166710,Peugeot,3008,10.633328217032549,10.497075034364356,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
4024,3108778,Bmw,3 Series,9.612466578818832,8.031590155958703,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
11665,3159432,Volkswagen,Polo,9.79784922051313,9.551207912473133,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
16917,3168821,Toyota,Avensis,7.24422751560335,7.817513773139806,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
7226,3140918,Volkswagen,Passat,9.836278802842678,9.938805216176915,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
12835,3161689,Volkswagen,Passat,9.305650551780507,9.294183372027662,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
3944,3108158,Mercedes-benz,CLA Class,10.201738576337144,10.1192468614144,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
3527,3105892,Audi,A3,10.126631103850338,9.942130718745215,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
2418,3100105,Citroen,Grand C4 Picasso,9.581903928408666,9.800995006414718,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
15266,3166193,Peugeot,5008,9.468851067127684,9.984971667574907,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
8621,3152636,Skoda,Superb,8.45531778769815,8.45586103486372,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
935,3090730,Mazda,Mazda6,9.546455401949554,9.826119879319414,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
14946,3165617,Citroen,Grand C4 Picasso,10.221759448941915,10.099430887813563,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
5084,3134560,Mercedes-benz,C Class,10.595383951194421,10.697154526213348,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
3943,3108143,Audi,A5,10.271596874100524,9.852229209442289,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
10522,3156879,Toyota,C-HR,10.292145542327912,10.394844754783072,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
1159,3092175,Skoda,Karoq,10.323841273138044,10.404536115482466,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
4834,3133775,Ford,Kuga,10.146237633489257,10.067334533257112,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
6422,3138489,Ford,Mondeo,9.925444719888171,9.707220404251375,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
4985,3134230,Bmw,5 Series,10.274878680310541,10.170064701872848,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
8832,3153123,Kia,Sorento,10.404111313817522,10.397925078396273,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
15987,3167376,Volkswagen,Polo,9.412464556066316,9.249839175641698,-0.026927526538873016,0,6,0.7,12,0,9,6,0,600,58,0.009676171195499477
