,true,predict,make,model,score,alpha,epsilon,max_iter
164,10.75683848463641,10.81234860223218,Audi,Q5,-0.030370380729622396,18.0,1.35,600
6815,11.14836234818249,11.177537700274284,Audi,Q5,-0.030370380729622396,18.0,1.35,600
4120,9.254357257392957,9.342919945321002,Audi,Q5,-0.030370380729622396,18.0,1.35,600
11898,10.307284603543595,10.267059956285372,Audi,Q5,-0.030370380729622396,18.0,1.35,600
5998,9.952230096524119,10.030486056467616,Audi,Q5,-0.030370380729622396,18.0,1.35,600
11135,10.305613759378778,10.569976096776065,Audi,Q5,-0.030370380729622396,18.0,1.35,600
9803,10.432644132986843,10.221003934963226,Audi,Q5,-0.030370380729622396,18.0,1.35,600
16843,11.12652741957929,11.189619854396115,Audi,Q5,-0.030370380729622396,18.0,1.35,600
1227,10.967335848767897,10.883298309294167,Audi,Q5,-0.030370380729622396,18.0,1.35,600
1761,10.75683848463641,10.770990503398965,Audi,Q5,-0.030370380729622396,18.0,1.35,600
2174,10.46310334047155,10.440005038437898,Audi,Q5,-0.030370380729622396,18.0,1.35,600
16793,10.644233711895351,10.643932999641203,Audi,Q5,-0.030370380729622396,18.0,1.35,600
10923,10.621205387030278,10.61656592528629,Audi,Q5,-0.030370380729622396,18.0,1.35,600
4467,10.04107321548869,10.116926385144318,Audi,Q5,-0.030370380729622396,18.0,1.35,600
9613,10.75577295443437,10.843654137606066,Audi,Q5,-0.030370380729622396,18.0,1.35,600
6893,9.851931065621725,9.769087894124677,Audi,Q5,-0.030370380729622396,18.0,1.35,600
14891,10.489884363149192,10.275619823843803,Audi,Q5,-0.030370380729622396,18.0,1.35,600
5118,10.667791927412402,10.815880965741606,Audi,Q5,-0.030370380729622396,18.0,1.35,600
15942,10.667791927412402,10.752654444579576,Audi,Q5,-0.030370380729622396,18.0,1.35,600
1420,11.212927866795798,11.184804172311038,Audi,Q5,-0.030370380729622396,18.0,1.35,600
7225,10.04107321548869,10.177728581581588,Audi,Q5,-0.030370380729622396,18.0,1.35,600
7867,9.612466578818832,10.250672106162963,Audi,Q5,-0.030370380729622396,18.0,1.35,600
6520,9.903487552536127,9.89573528219946,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
13473,10.085600754292345,9.944601163497037,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
13915,9.612466578818832,9.604552025590435,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
17130,10.16199824768763,10.238115908809643,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
15009,10.043032079974024,10.018449725108232,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
5727,9.67721410821299,9.545922916355996,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
3655,9.612466578818832,9.5225648365756,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
1023,9.578449693540579,9.571278765946175,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
12729,9.67721410821299,9.731879130043033,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
1775,9.543234787249512,9.627601119223847,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
2073,9.648272670221848,9.68358439364532,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
4055,9.996522418503318,10.204417124484424,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
3729,9.543234787249512,9.541212358873677,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
12817,9.67721410821299,9.764093774696594,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
1337,9.205327830152639,9.066098848702168,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
6759,8.817297783866575,9.300241944391326,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
16782,10.126231023828998,10.19248590024635,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
9632,9.740674462130217,9.850380501481123,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
7515,8.00469951054955,8.585749610091755,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
9808,9.851931065621725,9.943435895479368,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
4534,9.543234787249512,9.577346292175676,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
76,9.605755144230846,9.556371215951792,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
10067,9.235032984566555,9.313567066677816,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
3207,9.85214162518454,9.570396139524561,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
8722,9.578103612900335,9.682559138546674,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
6027,9.350102314351341,9.406515432707334,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
1890,9.468851067127684,9.562159049715218,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
8398,9.90098442231801,9.934839528175685,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
12833,9.67721410821299,9.80466921076976,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
15010,9.851931065621725,9.727425551421796,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
14312,9.099408811268901,9.226109042798246,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
5405,9.612466578818832,9.378352114471708,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
15011,10.775429243836092,10.677166085182805,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
13605,10.714306651468048,10.900839922836974,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
14369,9.811920359010637,9.88982408748191,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
5419,9.795345393916424,9.763438824972349,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
813,9.539644119118783,9.666510103967854,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
17398,9.60911649193355,9.688895010170672,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
8581,9.849559210510572,9.836946083123532,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
8099,9.413281215972873,9.343199679789397,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
6876,9.792555991828847,10.195526422218089,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
9770,9.735068900911164,9.741385738619691,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
2523,9.735068900911164,9.699996661754206,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
5899,10.1226230824528,10.055923691206566,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
1221,9.90323752128092,9.958383136259211,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
4512,9.546455401949554,9.436397751003623,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
474,9.539644119118783,9.546997048914093,Bmw,1 Series,-0.02568127601605129,4.0,1.35,600
1383,9.82822506803558,9.941946634628975,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
4024,9.612466578818832,9.384119612570109,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
12700,10.083723602839061,9.654733349031737,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
6001,10.630432112679363,10.498630143100602,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
12660,9.90098442231801,9.64702953894335,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
12954,9.90098442231801,10.1516132557805,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
11654,10.163926888594034,10.184344072127983,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
11671,10.798554647958657,10.525585613401784,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
6551,10.083723602839061,9.982876159313694,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
3841,10.203406942652387,10.257987160426275,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
16487,8.83927669058535,9.033413928558545,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
5430,11.050096039472493,10.807035600145872,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
11444,9.878169744551839,9.859617423220428,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
10147,10.238172478583245,10.861832369889935,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
8036,10.262908722142885,10.352620820670543,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
826,9.392245175273795,10.315758009639982,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
6845,10.461673747661957,10.276868247785526,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
7937,9.38429367909962,9.663815238260087,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
16005,10.667791927412402,10.572211877669922,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
10894,9.798071479779479,10.267593887367683,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
16051,9.67721410821299,9.60261940859413,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
2175,10.238172478583245,10.302743795232187,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
10229,10.124629101179664,9.940360028022445,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
8826,9.98736903651683,10.039569531276886,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
8506,9.849559210510572,9.763698242626502,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
8751,9.468851067127684,9.44517408874496,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
7076,11.002016504398489,10.682294919447651,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
4589,10.712193073730345,10.510573429018287,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
13190,10.165659490817816,10.231110335453483,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
2634,9.461099090323366,9.559495771948436,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
16044,10.691922185369403,10.421842348193113,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
10576,10.271596874100524,10.346877737271281,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
1088,9.949893925350283,9.51759105228657,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
11526,10.083723602839061,10.04555289412295,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
5737,9.104424146384634,8.92105524658318,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
4917,10.081633737919603,10.12955625810654,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
7946,10.307284603543595,10.109117600644835,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
15307,10.126591103050316,10.325948436686962,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
12086,10.305613759378778,10.287697202180079,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
12697,10.596509725282923,10.381883870629988,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
8361,9.996522418503318,10.171935386932992,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
10885,9.735068900911164,9.774187282262119,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
14367,10.12643108384767,10.266429945186607,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
12393,10.124629101179664,10.283022649964575,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
16932,9.528794103094718,9.776197634669659,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
4060,9.632334782035558,10.0236814693827,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
10891,9.07680897935166,9.282180051484666,Bmw,3 Series,-0.0664428529740766,263.0,1.35,600
