,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ccp_alpha,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_min_weight_fraction_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,43.47693848609924,0.7199260998062951,0.01689777374267578,0.0015866977774654754,0.0,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 0.0, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.027804278569393385,-0.027441564717520222,-0.027421600684670054,-0.02426723357376066,-0.027296995589094444,-0.026846334626887753,0.0013005955589738345,1,-0.008324795635705937,-0.008413300637559169,-0.008382281965116142,-0.008543122491842896,-0.008301520917757637,-0.008393004329596356,8.495176562866262e-05
1,52.11377053260803,1.98073267062207,0.0007990837097167969,0.0015981674194335937,0.01,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 0.01, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.1252544253165003,-0.12401282005067225,-0.12355309462852636,-0.12570382672911987,-0.13216513845797237,-0.12613786103655825,0.0031142811094049196,2,-0.12607087206213533,-0.12167087791565813,-0.12408339823779792,-0.12092921037075997,-0.12657096713806545,-0.12386506514488335,0.002265782864442366
2,51.05993256568909,1.145615903897156,0.0005970954895019531,0.0011941909790039063,0.02,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 0.02, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.16312903027584158,-0.16508579867968295,-0.16038670238818387,-0.17025798741965328,-0.16967844218148773,-0.16570759218896988,0.0037900190869873227,3,-0.16508186428516997,-0.1642698031250113,-0.1612067796182516,-0.16449984653866365,-0.16453047145646893,-0.1639177530047131,0.0013815012013009957
3,50.36777744293213,1.0508113541470792,0.0013972759246826173,0.0017404529075078746,0.03,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 0.03, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.1995119584576139,-0.1997138649181767,-0.20116507260269417,-0.20189105057282578,-0.20754787460746754,-0.20196596423175558,0.002929124734729435,4,-0.20188489939581508,-0.2001605532117597,-0.20401748129403485,-0.19712800830713914,-0.19923374144196385,-0.20048493673014253,0.0023400192013951155
4,51.425711727142335,1.9533392776952856,0.001794910430908203,0.0009771067832019427,0.04,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 0.04, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.23649689922343722,-0.22857449066533414,-0.228772721821111,-0.2379287682841142,-0.24114206050334075,-0.23458298809946748,0.005054502295480238,5,-0.24045772124922885,-0.2311145225048382,-0.23198682978365223,-0.2331069553117451,-0.23058809741401642,-0.23345082525269617,0.0036058741515448724
5,51.23313150405884,0.8641835389832173,0.0025930404663085938,0.0004888113271977794,0.05,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 0.05, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.26830907162866646,-0.2591388190203897,-0.2679232448026251,-0.27810958055785334,-0.28297195549637394,-0.27129053430118166,0.008376716964183987,6,-0.27260816649633285,-0.26320146684866513,-0.2730354762047126,-0.27225329548389643,-0.2702676513596689,-0.27027321127865517,0.003660941328290507
6,51.8729709148407,1.0806098252951923,0.002188301086425781,0.00040181855547514203,0.06,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 0.06, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.2879608174354188,-0.2873374029701493,-0.28900483495570595,-0.2970622119850222,-0.30380148169755583,-0.2930333498087704,0.006427872459810767,7,-0.29320430751079357,-0.2941153987190785,-0.29461541902025945,-0.2910896974569562,-0.2896383660657147,-0.29253263775456045,0.001884310783511651
7,54.230022287368776,0.7452657078438367,0.00259246826171875,0.0004882481077614125,0.07,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 0.07, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.3123124205917736,-0.31005550629959955,-0.3113827161848634,-0.3222657664616552,-0.32969314575761094,-0.31714191105910056,0.007622293917611673,8,-0.3181339630317456,-0.3184959534693745,-0.3182680884541236,-0.3156020457204088,-0.3139604879067337,-0.31689210771647724,0.0018036908535611917
8,55.39064483642578,0.36917704961841624,0.0027933597564697267,0.00039937582651262987,0.08,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 0.08, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.327224219105111,-0.31005550629959955,-0.3260193283104379,-0.33661997518100056,-0.3453137387915626,-0.3290465535375423,0.011790868517893257,9,-0.33272653906450067,-0.3184959534693745,-0.33301810855329783,-0.3303676028860902,-0.3282193169845784,-0.3285655041915683,0.005327347442203617
9,54.84264178276062,0.6428946670868676,0.00258784294128418,0.0004956421996687786,0.09,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 0.09, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.327224219105111,-0.32321538493455365,-0.3260193283104379,-0.33661997518100056,-0.3453137387915626,-0.3316785292645331,0.008171035099381161,10,-0.33272653906450067,-0.33372280662912357,-0.33301810855329783,-0.3303676028860902,-0.3282193169845784,-0.33161087482351814,0.002036352577803463
