,id,make,model,true,predict,score,ccp_alpha,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,alpha_value,trainScore
2726,3101761,Nissan,Qashqai,10.220121446937677,10.151851330276648,-0.026700386579128283,0.0,6,0.7,12,0,9,6,0,600,58,0.009733918748714465
985,3091054,Skoda,Octavia,9.90323752128092,9.950624234899697,-0.026700386579128283,0.0,6,0.7,12,0,9,6,0,600,58,0.009733918748714465
13867,3163703,Volkswagen,Polo,9.392578591964389,9.339571240800664,-0.026700386579128283,0.0,6,0.7,12,0,9,6,0,600,58,0.009733918748714465
12631,3161229,Peugeot,5008,10.757796492054402,10.689943335152309,-0.026700386579128283,0.0,6,0.7,12,0,9,6,0,600,58,0.009733918748714465
15533,3166672,Renault,Clio,9.792555991828847,9.823537915194752,-0.026700386579128283,0.0,6,0.7,12,0,9,6,0,600,58,0.009733918748714465
925,3090679,Skoda,Superb,10.04107321548869,10.126393574178882,-0.026700386579128283,0.0,6,0.7,12,0,9,6,0,600,58,0.009733918748714465
1347,3093470,Nissan,Qashqai,9.925738161470948,9.797643736589839,-0.026700386579128283,0.0,6,0.7,12,0,9,6,0,600,58,0.009733918748714465
9298,3154262,Mazda,Demio,9.099408811268901,8.813187487585726,-0.026700386579128283,0.0,6,0.7,12,0,9,6,0,600,58,0.009733918748714465
11345,3158790,Audi,A1,9.468851067127684,9.349034937597315,-0.026700386579128283,0.0,6,0.7,12,0,9,6,0,600,58,0.009733918748714465
15618,3166818,Skoda,Kodiaq,10.544024782823776,10.566737995075483,-0.026700386579128283,0.0,6,0.7,12,0,9,6,0,600,58,0.009733918748714465
2006,3097851,Dacia,Sandero,8.954802752850968,9.129756519042877,-0.026700386579128283,0.0,6,0.7,12,0,9,6,0,600,58,0.009733918748714465
14465,3164845,Bmw,X1,10.517320926376348,10.348576356174476,-0.026700386579128283,0.0,6,0.7,12,0,9,6,0,600,58,0.009733918748714465
3266,3104483,Bmw,5 Series,10.48849257447637,10.391127029873564,-0.026700386579128283,0.0,6,0.7,12,0,9,6,0,600,58,0.009733918748714465
