,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_epsilon,param_max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,make,model
0,0.0047322273254394535,0.00412838425797359,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.010832185620263259,-0.021995606763734785,-0.015013433109329899,-0.7156101087155151,-0.012996386997043733,-0.15528954424117736,0.2801853197987326,1,-0.008327612660639402,-0.007344564499728243,-0.007035937031651727,-0.005364507425675637,-0.007719224362191889,-0.0071583691959773805,0.0009949157928261865,Audi,Q5
0,0.01273345947265625,0.004598371098835175,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.01566674530326515,-0.015701680501310614,-0.0037212278094604073,-0.18700793162387105,-0.018507733021925748,-0.0481210636519666,0.06963067722238343,1,-0.009185213313289845,-0.007981176134882521,-0.010133453277711835,-0.007496570108867411,-0.0074221481834559865,-0.008443712203641518,0.0010544818256322623,Bmw,1 Series
0,0.00800914764404297,0.0030990260337220668,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.29925085038011456,-0.05827357582113678,-12.251336575908555,-0.04133824764834517,-6.521004258318801,-3.8342407016153905,4.882753145007376,1,-0.02711904832321849,-0.0739162097993729,-0.10936195962860454,-0.1043242440390768,-0.1280306397404118,-0.0885504203061369,0.035294744627400114,Bmw,3 Series
0,0.007209968566894531,0.004124208833909344,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-9.363345998302746,-0.015983260793367607,-0.09504985403431478,-0.14214783773230397,-0.047601512982421434,-1.9328256927690308,3.7155062734970414,1,-0.009478297596160382,-0.05682446975153827,-0.03814972544621908,-0.025485893235373817,-0.049941500984671754,-0.03597597740279267,0.017009347804441913,Bmw,7 Series
0,0.009013223648071288,0.005017931912570975,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.07309014090092868,-0.014126444711492785,-0.055518872303831124,-4.321982248347637,-4.478542324611567,-1.7886520061750915,2.1330314569981086,1,-0.017040676963332252,-0.029040556210407673,-0.02423852015220837,-0.016067902004017143,-0.021761854937560318,-0.02162990205350515,0.004769421903343971,Bmw,X5
0,0.012017297744750976,0.006211019375703374,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.29787932343589246,-0.5725221641745277,-0.016902406090108516,-0.022968515597386597,-0.19031326526441106,-0.22011713491246526,0.20556669835716684,1,-0.009731276162481716,-0.00682504460511229,-0.016883136157388377,-0.010813103953501858,-0.009303105127141845,-0.010711133201125217,0.0033510704551181166,Citroen,Grand C4 Picasso
0,0.010021209716796875,0.0024280531146065308,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.06646262375652584,-8.469343440294296,-3.4157251511135467,-6.1910312736560575,-0.018615894653473963,-3.63223567669478,3.339608019681694,1,-0.09558424041692336,-0.03215807839724557,-0.010871892145469398,-0.009087729546424488,-0.09985038147665731,-0.049510464396544024,0.04021179465440953,Fiat,500
0,0.009516096115112305,0.003615866802793051,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-11.917085644722608,-0.016828512072229285,-0.02009997530902209,-0.02571476020904361,-0.022177403480076307,-2.400381259158596,4.758353068257931,1,-0.016155009489359197,-0.01800079225474533,-0.016919957545227172,-0.016701227399943532,-0.017237977814438196,-0.017002992900742687,0.0006112044852964206,Ford,Focus
0,0.007271337509155274,0.0017032094209811378,0.00010228157043457031,0.00020456314086914062,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.29713875460269035,-0.015719172578674574,-0.016200709654518374,-0.032614780888901386,-0.05859639227234504,-0.08405396199942594,0.10767814388023865,1,-0.019437037119368422,-0.0715676007748082,-0.06867301747210104,-0.061982418275550365,-0.04977627983512527,-0.05428727069539065,0.018971887798015247,Ford,Mondeo
0,0.012831544876098633,0.0032623194555206,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.3428405932066995,-0.061901087286930764,-0.08505281408639652,-0.01652594647325265,-0.007777326513277355,-0.10281955351331136,0.12335289938448016,1,-0.004637864431831996,-0.0048652119723636665,-0.005074093500613707,-0.003957991526235888,-0.004734101307344206,-0.004653852547677893,0.0003774104686853547,Ford,Ranger
