,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_epsilon,param_max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,make,model
0,0.006360864639282227,0.003843865548125167,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.005647071698868108,-0.006895303220049399,-0.011126668757973999,-0.011752256517899216,-0.007337636149695663,-0.008551787268897276,0.0024301643147619815,1,-0.006079292026536823,-0.006543529615322978,-0.004979071654841417,-0.005928762293044865,-0.005598251493366879,-0.005825781416622593,0.0005212911765333686,Audi,Q5
0,0.00800929069519043,0.004432976045058159,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.011532508047960716,-0.014658113467801515,-0.0019259953430473176,-0.01794743789436839,-0.013066884026151193,-0.011826187755865825,0.005387557727074569,1,-0.010541975740746227,-0.009546474206036,-0.012243864299672533,-0.009272034772165047,-0.00934895312824016,-0.010190660429371994,0.0011230662269177637,Bmw,1 Series
0,0.006008338928222656,0.004946963632502577,0.002002048492431641,0.004004096984863282,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.4506146407139341,-0.020808775600067875,-0.011722077534372868,-0.02141517770453398,-0.21228220018780106,-0.14336857434814199,0.1710985496543092,1,-0.0639182090826565,-0.14849544445755414,-0.15542210808632906,-0.15773847226772808,-0.12294370177551876,-0.1297035871339573,0.03513955896571136,Bmw,3 Series
0,0.004205894470214844,0.003546754091752224,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-1.4865710259836362,-0.015918856484889127,-0.05107519249999526,-0.12766585442044662,-0.0430647000255743,-0.3448591258829083,0.5720611078939585,1,-0.011870558934898738,-0.04772076739364627,-0.039974940134324705,-0.022885635475522977,-0.04605554791980626,-0.03370148997163979,0.01401493005746116,Bmw,7 Series
0,0.007207012176513672,0.0024013067092379884,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.01619847692002291,-0.014379256622271335,-0.01878937216336776,-0.013765388020564217,-0.009649488994917032,-0.014556396544228651,0.003011621665705934,1,-0.010595289186251338,-0.011232444867289691,-0.010870144528289041,-0.011866513805932566,-0.01407990768405665,-0.011728860014363856,0.0012502141271092911,Bmw,X5
0,0.008011341094970703,0.0025338482211458286,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.03596938802476859,-0.29667870924714185,-0.006933884700972604,-0.03548204342219144,-0.013634523137911103,-0.0777397097065971,0.1100796942698838,1,-0.01423875922964871,-0.014666142889017762,-0.0195651332485383,-0.01281068054648862,-0.018170854737183252,-0.01589031413017533,0.0025461945267319956,Citroen,Grand C4 Picasso
0,0.009215354919433594,0.0021418282754335502,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.04765244894104659,-0.011191397432652926,-1.5780665460750918,-3.1725869331834193,-0.018818591369142587,-0.9656631834002706,1.2566483275938032,1,-0.1753051458627886,-0.2055053568146602,-0.015095614453859358,-0.012632581390686405,-0.16695319120109664,-0.11509837794461823,0.08365045195173221,Fiat,500
0,0.010554265975952149,0.0044552196891773956,0.000101470947265625,0.00020294189453125,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.009249171224867734,-0.013096661865632029,-0.016817287463357356,-0.018805030504397913,-0.01854698442367142,-0.01530302709638529,0.0036495887416132865,1,-0.016074671505694933,-0.015164753100368595,-0.014391552461339094,-0.013953214641078862,-0.014057921350790972,-0.014728422611854492,0.0007958355630057848,Ford,Focus
0,0.0050166606903076175,0.0033692832155672336,0.002001667022705078,0.0040033340454101556,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.2596197793136862,-0.018856090100265073,-0.0711355546357305,-0.016155503882860443,-0.028232270169234616,-0.07879983962035537,0.09255186312737154,1,-0.0141540134776278,-0.04974460772335784,-0.044547845734250476,-0.04888281143504777,-0.049319543867947464,-0.04132976444764627,0.01371548153938026,Ford,Mondeo
0,0.006207942962646484,0.0050820518929792155,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.009604493988826072,-0.030313841157798272,-0.008129620810166318,-0.011333075700825136,-0.012548556489842242,-0.014385917629491606,0.008104292068348938,1,-0.011561153663556466,-0.007601994847930072,-0.01226611312359844,-0.012084229697984356,-0.01080491958184369,-0.010863682182982604,0.0017079269633518974,Ford,Ranger
0,0.005206632614135742,0.005350546288915073,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.025181763869141404,-0.022097256131683642,-0.028189765845588965,-0.023657509262410396,-0.013542890676570154,-0.02253383715707891,0.004925269653721981,1,-0.011021727445882836,-0.010988372743875595,-0.01407432581984115,-0.010151231964721048,-0.013028380181237982,-0.011852807631111722,0.0014594804267594628,Ford,S-Max
0,0.0060100555419921875,0.0037998188201374904,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.02364808820909931,-0.1665051349885853,-0.14095436270830955,-0.06968257790980796,-0.0152733665332179,-0.08321270606980401,0.06102211001290358,1,-0.05857690515579579,-0.046098861255436795,-0.038897443668444026,-0.050666953174642086,-0.06216965730279184,-0.05128196411142211,0.008394964778257392,Ford,Transit
0,0.0058077812194824215,0.0037664497007825074,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.027689905544055118,-0.07740581033735676,-0.010627180746855022,-0.06125084547491628,-0.009979213406914217,-0.03739059110201948,0.027321407615525903,1,-0.03294552006929353,-0.02055296050431604,-0.035831703797728966,-0.026837980517742072,-0.035297423535069,-0.030293117684829916,0.00582345063216563,Ford,Transit Connect
0,0.005113983154296875,0.004490472907061151,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.03120002458357148,-0.030505386309589204,-0.02877832521700359,-0.02478457553621541,-0.07249967195703177,-0.03755359672068229,0.017614349918732453,1,-0.02888389738003584,-0.027059860793446976,-0.02716142454385354,-0.02702184714453013,-0.0196371172410239,-0.025952829420578076,0.003234452016789667,Ford,Transit Custom
0,0.0063632488250732425,0.0052255842551861996,0.0017195701599121093,0.0034391403198242186,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.028883812740100566,-0.9524019181478307,-0.010378645847207994,-0.007772970347659055,-0.0762376411722146,-0.21513499765100258,0.3694505827706159,1,-0.21829055514348616,-0.01976213161707303,-0.23576953831109068,-0.2444248577442953,-0.23350208834107938,-0.1903498342314049,0.08570883605518669,Honda,Civic
0,0.00900874137878418,0.004829232856726052,0.0011067390441894531,0.0022134780883789062,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.005160353139255767,-0.04443090387105246,-0.010744704254812582,-0.0034783501853175177,-0.002106483807635016,-0.013184159051614668,0.015897226659993755,1,-0.01272942474625613,-0.004037121463846412,-0.011885402936968539,-0.013300318362799502,-0.013698072212112293,-0.011130067944396575,0.0035984161989461774,Hyundai,Santa Fe
0,0.0063076972961425785,0.0043941739195966925,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.011008905033585705,-0.010125098573087854,-0.02253343758369997,-0.014119102335505054,-0.011582804806093165,-0.013873869666394348,0.00452898533510078,1,-0.013398241652422769,-0.013665422935055018,-0.011080993314029872,-0.012712943346657329,-0.013318578058838597,-0.012835235861400719,0.000930819870004884,Hyundai,i30
0,0.008311176300048828,0.002772044696670683,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.014316045572342926,-0.012726743712721228,-0.009897173574806482,-0.02087918134480559,-0.02174526665223109,-0.015912882171381464,0.004638339175461356,1,-0.011173291041245722,-0.012495872150946039,-0.01287085666249756,-0.010043595450023285,-0.009892345499423893,-0.011295192160827302,0.0012225942929162297,Kia,Ceed
0,0.0025033473968505858,0.002430742551502357,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.03876836212620627,-0.08608827993958726,-0.008498696970551684,-0.022315414742589714,-0.06781277557947046,-0.04469670587168108,0.028614606001586808,1,-0.01673058242452519,-0.014092113538808479,-0.02133469033507872,-0.021227483882789847,-0.015016716040941734,-0.017680317244428794,0.0030596995695116986,Kia,Rio
0,0.0040054798126220705,0.0030001757448529748,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.043091517741480415,-0.042813897434215466,-0.04299940388431581,-0.00457341708041189,-0.03307278422037195,-0.03331020407215911,0.01487100650536216,1,-0.01657220411798733,-0.014217447840913628,-0.022105652679473425,-0.02122921675411607,-0.018268117056485303,-0.018478527689795153,0.0029174464757012247,Kia,Sorento
0,0.00600728988647461,0.0038630852898947194,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.010834870729919437,-0.025165377961779752,-0.058206412066796095,-0.05431116095502558,-0.018939029981093505,-0.033491370338922875,0.019176583128367786,1,-0.03056413462312757,-0.028013591525910878,-0.026362965916006512,-0.019609961955031587,-0.028892504945389388,-0.026688631793093186,0.0037906654373707663,Land,ROVER Discovery
0,0.008011054992675782,0.0020757784652999595,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.02672348722628334,-0.024712637165820114,-0.03662041643456004,-0.021835801074780763,-0.007476794460609686,-0.023473827272410788,0.009418236936625827,1,-0.00794492282460634,-0.010183679921353602,-0.011687294994028659,-0.013582682901307198,-0.01287062812742419,-0.011253841753743998,0.002015915266439806,Land,ROVER Range Rover Sport
0,0.00831155776977539,0.004196632076087031,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.0066571156591833675,-0.008107162938221871,-0.009832222635037078,-0.0010461613245466013,-0.006743953082852935,-0.00647732312796837,0.002950005557001107,1,-0.004776439746951515,-0.0046498528772260656,-0.004174492711281217,-0.0061308625981624345,-0.005480013592999532,-0.005042332305324153,0.0006861993330038334,Mazda,Mazda2
0,0.006507587432861328,0.004363987812031475,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.013636068051745694,-0.009952364659527087,-0.01600036183570317,-0.0499145815995458,-0.006865780064100869,-0.019273831242124527,0.01563460924678525,1,-0.01326612502768934,-0.017410793373152603,-0.015062132652272953,-0.006980138068466195,-0.014740527585862195,-0.013491943341488658,0.0035167156405453634,Mazda,Mazda3
0,0.005507040023803711,0.00468611113116783,0.0005005359649658203,0.0010010719299316407,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.001962639478341093,-0.04435139792714087,-0.004552459301522221,-0.00523910299084727,-0.0034883948744520734,-0.011918798914460705,0.016253932438875306,1,-0.013330686819968691,-0.003124659637594127,-0.01282581817135035,-0.013439712636831358,-0.01285197743475554,-0.011114570940100012,0.0040025762838184435,Mercedes-benz,A Class
0,0.007109546661376953,0.0052748152596292465,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.11227207816906078,-0.014964369413107673,-0.010497884865346143,-0.017735199136981936,-0.012996535972077013,-0.033693213511314705,0.03936099980204875,1,-0.010771022421319892,-0.03303022292493146,-0.03474465040415279,-0.03511379336750269,-0.03530283046719516,-0.029792503917020395,0.009544665081613477,Mini,Hatch
0,0.005508518218994141,0.00509842161316903,0.0005007266998291015,0.0010014533996582028,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.01732985636565861,-0.009361711675358224,-0.008895864985482647,-0.007674120764266997,-0.010146271734580652,-0.010681565105069426,0.00341940857851626,1,-0.0077977050230076455,-0.009030009230673349,-0.008900907380299144,-0.010351078518833802,-0.008489311140701148,-0.00891380225870302,0.000837293154749091,Nissan,Micra
0,0.0054110527038574215,0.005065390055489689,0.0017007827758789063,0.0034015655517578127,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.010313283004260513,-0.012583912661877885,-0.020293885669817834,-0.014821026626727117,-0.018291728298333282,-0.015260767252203326,0.003642952883801008,1,-0.013554145356133923,-0.013456762627150357,-0.01041169861256832,-0.01242193480331464,-0.011928142276907314,-0.01235453673521491,0.0011502119339238347,Opel,Insignia
