,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_epsilon,param_max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,make,model
0,0.009193325042724609,0.0015570488840984142,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.007796503529194109,-0.00935585405607268,-0.011331993225332229,-0.012880349496544482,-0.008087386056791188,-0.009890417272786936,0.001946226610328126,1,-0.004937929879749538,-0.005869026634966999,-0.004253508519369144,-0.005675703535287063,-0.005170804114373716,-0.0051813945367492915,0.0005722829625348626,Audi,Q5
0,0.009826326370239257,0.0023305435234315637,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.014648635398903542,-0.014067484868371876,-0.004324983973324093,-0.19308486546081646,-0.014256611361500849,-0.04807651621258337,0.0726077699943772,1,-0.009309972908388711,-0.009340790577541053,-0.011607465140492856,-0.008480191706793344,-0.00864041969133456,-0.009475768004910106,0.0011206086353537342,Bmw,1 Series
0,0.006807994842529297,0.003872734590273116,0.00020232200622558594,0.00040464401245117194,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.46188707253007943,-0.013691312936539534,-0.010593039026319147,-0.020584205091334188,-0.20462136644155252,-0.14227539920516497,0.17590991973442044,1,-0.012377158358661268,-0.11604097765607566,-0.11791567332833883,-0.11568668269421371,-0.1185241826351331,-0.09610893493448451,0.041879737610930494,Bmw,3 Series
0,0.007409048080444336,0.003385766382692661,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-7.272556387851339,-0.016646714824219665,-0.09794048967035911,-0.13472538568055903,-0.034800195266117245,-1.511333834658519,2.8809254780826197,1,-0.012861370875999114,-0.0563894378185407,-0.0381810220869899,-0.02674702300486103,-0.05676730499109791,-0.03818923175549773,0.017022438433477092,Bmw,7 Series
0,0.004609155654907227,0.0045493763673134235,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.030026981848765347,-0.015857255751192713,-0.03394871881469767,-0.017052494996250264,-0.02652282676035534,-0.02468165563425227,0.007126219317170977,1,-0.011805924871179162,-0.013743566216182425,-0.012752727365798517,-0.015962856774653995,-0.016751210473947186,-0.014203257140352258,0.001878872611150739,Bmw,X5
0,0.00842280387878418,0.006900895241362665,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.03741053784259795,-0.3368852581187557,-0.0073107740546963385,-0.03113221789880373,-0.14133351540559488,-0.1108144606640897,0.12205722182937691,1,-0.00838337549199357,-0.009784202014985763,-0.015839202258410685,-0.011280956208547905,-0.01100225592797926,-0.011257998380383435,0.0025095375156790117,Citroen,Grand C4 Picasso
0,0.006224441528320313,0.004683336110775569,0.0018020153045654296,0.0036040306091308593,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.07219185360473311,-0.04158651256047069,-0.6466523259058076,-3.298622283027635,-0.020739440500549034,-0.8159584831198391,1.2631308872762,1,-0.14415407713352513,-0.14281157800612282,-0.01824332063721123,-0.011655663851985968,-0.15781490381629829,-0.09493590868902868,0.06555246461882165,Fiat,500
0,0.005864429473876953,0.001671136775914061,0.00010190010070800781,0.0002038002014160156,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.00998744289281619,-0.01506288027739858,-0.013822935165557658,-0.019148528574704296,-0.018266882033104347,-0.015257733788716216,0.0032883381313567315,1,-0.015130150155641994,-0.014003849994863078,-0.014382513929126121,-0.013163418643193465,-0.01357101922110382,-0.014050190388785697,0.0006774759925369921,Ford,Focus
0,0.012424325942993164,0.004820240521746854,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.34449218396294484,-0.015273234509978861,-0.024134948106663237,-0.05349782992773831,-0.07552904677992307,-0.10258544865744967,0.12283193034164805,1,-0.023984137281291916,-0.08109950463511624,-0.07558075323505982,-0.06635373317709894,-0.06064815673111405,-0.061533257011936196,0.020070510614842583,Ford,Mondeo
0,0.012421035766601562,0.0029566514707455435,0.0,0.0,1,1.35,600,"{'alpha': 1, 'epsilon': 1.35, 'max_iter': 600}",-0.25188919825637307,-0.16270110124503478,-0.35825541224721946,-0.009305821858467001,-0.010394380890335373,-0.15850918289948596,0.13626121466231841,1,-0.008801977096361605,-0.004996315237248826,-0.007798407743951924,-0.007072865642569086,-0.0066178526029277845,-0.007057483664611845,0.0012676082349342378,Ford,Ranger
