,id,make,model,true,predict,score,ccp_alpha,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,alpha_value,trainScore
2726,3101761,Nissan,Qashqai,10.220121446937677,10.07086334965719,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
985,3091054,Skoda,Octavia,9.90323752128092,9.930759611654297,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
13867,3163703,Volkswagen,Polo,9.392578591964389,9.356380789608659,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
12631,3161229,Peugeot,5008,10.757796492054402,10.581313418408435,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
15533,3166672,Renault,Clio,9.792555991828847,9.850870064710163,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
925,3090679,Skoda,Superb,10.04107321548869,10.058134836643681,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
1347,3093470,Nissan,Qashqai,9.925738161470948,9.738652660447514,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
9298,3154262,Mazda,Demio,9.099408811268901,8.86183352908472,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
11345,3158790,Audi,A1,9.468851067127684,9.406395673795709,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
15618,3166818,Skoda,Kodiaq,10.544024782823776,10.599902198598931,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
2006,3097851,Dacia,Sandero,8.954802752850968,9.096035131265902,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
14465,3164845,Bmw,X1,10.517320926376348,10.346654708333872,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
3266,3104483,Bmw,5 Series,10.48849257447637,10.55355663236993,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
2193,3098855,Peugeot,Partner,9.185022563991893,9.407742190301924,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
5776,3136612,Ford,Fiesta,9.301094735244646,9.44984922075784,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
1431,3093985,Toyota,Yaris,9.383452989684827,9.473423572352008,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
4555,3132977,Volkswagen,Caddy,9.047821442478408,8.808809557603585,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
15799,3167103,Volkswagen,Touran,9.708080756193517,9.58629611868481,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
13838,3163654,Bmw,5 Series,10.184522582266116,10.212523732313313,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
566,3088210,Nissan,Juke,9.21024036697585,9.379253251135363,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
12298,3160617,Volkswagen,Tiguan,9.648272670221848,9.860644737925988,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
6520,3138750,Bmw,1 Series,9.903487552536127,9.638341531945144,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
2438,3100208,Kia,Sportage,9.74090979777877,9.790579087644835,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
6481,3138649,Audi,A3,9.947504437952903,9.990651524699215,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
10188,3156170,Audi,A3,9.811920359010637,9.854188531805647,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
3980,3108444,Mercedes-benz,C Class,10.543893021838013,10.512115472813544,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
14886,3165522,Kia,Ceed,9.708080756193517,9.585722476856068,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
2605,3101038,Mazda,CX-5,10.084766899751639,10.204806904215848,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
1383,3093634,Bmw,3 Series,9.82822506803558,9.83339592114442,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
3529,3105904,Skoda,Octavia,9.674074388208323,9.747637360630792,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
14717,3165248,Ford,Transit Connect,9.849559210510572,9.676439134509433,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
14105,3164221,Audi,A3,8.098642843759418,8.347980033879354,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
10601,3157023,Renault,Megane,10.274878680310541,10.006183651285244,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
15480,3166534,Hyundai,i10,9.543234787249512,9.421788535475098,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
17080,3169146,Skoda,Octavia,9.973479924356162,10.083850163902353,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
7932,3151040,Renault,Kadjar,9.67721410821299,9.711067273829599,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
17299,3169482,Toyota,Yaris,9.392661928770137,9.243862718380697,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
593,3088327,Volkswagen,T-Roc,10.659609532257463,10.732884527727197,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
7663,3150378,Bmw,5 Series,10.778852117797637,10.783812866723041,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
170,3085382,Volkswagen,Passat,10.032320424379096,9.948549796431319,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
628,3088493,Volkswagen,Passat,10.032320424379096,9.997183960637672,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
1476,3094293,Renault,Kadjar,10.161612072745584,10.02315813052116,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
17223,3169373,Renault,Clio,9.099408811268901,9.02276661192659,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
6958,3140141,Toyota,Prius,9.811920359010637,9.812038670778994,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
10736,3157347,Hyundai,Tucson,10.43396873396056,10.378866210833683,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
523,3087908,Renault,Megane,9.90323752128092,9.900647667050954,-0.026614415177894188,0,6,0.7,12,0,9,6,0,600,58,0.009649106097339651
