mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ccp_alpha,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_min_weight_fraction_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
44.56433734893799,1.1993910284991116,0.01653571128845215,0.0018091848429221801,0,6,0.7,12,0,9,6,0,600,"{'ccp_alpha': 0, 'max_depth': 6, 'max_features': 0.7, 'max_leaf_nodes': 12, 'min_impurity_decrease': 0, 'min_samples_leaf': 9, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0, 'n_estimators': 600}",-0.027153381239297794,-0.026207993636559155,-0.026913348275479275,-0.025136281093744325,-0.028077352749195764,-0.02669767139885526,0.0009834055722890316,1,-0.008311236719514815,-0.008345311217322631,-0.008362181685104832,-0.008472211858351736,-0.008207806453902537,-0.00833974958683931,8.520840107958112e-05
