,id,make,model,true,predict,score,ccp_alpha,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,alpha_value,trainScore
2726,3101761,Nissan,Qashqai,10.220121446937677,10.14560825318342,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
985,3091054,Skoda,Octavia,9.90323752128092,9.947207961957774,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
13867,3163703,Volkswagen,Polo,9.392578591964389,9.57089335590535,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
12631,3161229,Peugeot,5008,10.757796492054402,10.39008886771213,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
15533,3166672,Renault,Clio,9.792555991828847,9.805978214659454,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
925,3090679,Skoda,Superb,10.04107321548869,10.183789302577699,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
1347,3093470,Nissan,Qashqai,9.925738161470948,10.078882662487995,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
9298,3154262,Mazda,Demio,9.099408811268901,9.499997721391013,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
11345,3158790,Audi,A1,9.468851067127684,9.642756626265525,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
15618,3166818,Skoda,Kodiaq,10.544024782823776,10.691669789160324,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
2006,3097851,Dacia,Sandero,8.954802752850968,9.190834942243862,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
14465,3164845,Bmw,X1,10.517320926376348,10.458681482846544,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
3266,3104483,Bmw,5 Series,10.48849257447637,10.451159534739265,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
2193,3098855,Peugeot,Partner,9.185022563991893,9.250317057260453,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
5776,3136612,Ford,Fiesta,9.301094735244646,9.249237465048006,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
1431,3093985,Toyota,Yaris,9.383452989684827,9.492787988687118,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
4555,3132977,Volkswagen,Caddy,9.047821442478408,8.812024470330599,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
15799,3167103,Volkswagen,Touran,9.708080756193517,10.157697746445,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
13838,3163654,Bmw,5 Series,10.184522582266116,10.504328540154386,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
566,3088210,Nissan,Juke,9.21024036697585,10.191724381807406,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
12298,3160617,Volkswagen,Tiguan,9.648272670221848,10.030619226324333,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
6520,3138750,Bmw,1 Series,9.903487552536127,9.852350166190158,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
2438,3100208,Kia,Sportage,9.74090979777877,9.48687419796303,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
6481,3138649,Audi,A3,9.947504437952903,10.387429038583305,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
10188,3156170,Audi,A3,9.811920359010637,10.103019295596232,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
3980,3108444,Mercedes-benz,C Class,10.543893021838013,10.577354649397487,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
14886,3165522,Kia,Ceed,9.708080756193517,9.391616314585804,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
2605,3101038,Mazda,CX-5,10.084766899751639,10.351325216099383,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
1383,3093634,Bmw,3 Series,9.82822506803558,10.178014326668983,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
3529,3105904,Skoda,Octavia,9.674074388208323,9.602598431407701,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
14717,3165248,Ford,Transit Connect,9.849559210510572,9.653092225415433,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
14105,3164221,Audi,A3,8.098642843759418,8.539138685494288,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
10601,3157023,Renault,Megane,10.274878680310541,9.998487118982673,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
15480,3166534,Hyundai,i10,9.543234787249512,9.69391749117359,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
17080,3169146,Skoda,Octavia,9.973479924356162,10.187183776700113,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
7932,3151040,Renault,Kadjar,9.67721410821299,9.909669048166814,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
17299,3169482,Toyota,Yaris,9.392661928770137,9.369181310154454,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
593,3088327,Volkswagen,T-Roc,10.659609532257463,10.289376579988579,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
7663,3150378,Bmw,5 Series,10.778852117797637,10.856711167408784,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
170,3085382,Volkswagen,Passat,10.032320424379096,9.87774426882656,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
628,3088493,Volkswagen,Passat,10.032320424379096,10.119651324040905,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
1476,3094293,Renault,Kadjar,10.161612072745584,10.150366107843308,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
17223,3169373,Renault,Clio,9.099408811268901,8.692204019287338,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
6958,3140141,Toyota,Prius,9.811920359010637,10.290625956656168,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
10736,3157347,Hyundai,Tucson,10.43396873396056,10.26693512719985,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
523,3087908,Renault,Megane,9.90323752128092,9.791455039668058,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
5902,3137081,Hyundai,Tucson,9.903337541285003,10.101013038411319,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
2514,3100548,Peugeot,3008,10.203592144986466,10.304568238776536,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
12432,3160888,Suzuki,Swift,9.734477009801846,9.613024615417682,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
8818,3153100,Peugeot,3008,10.475878531960273,10.18184988491202,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
11879,3159854,Ford,Mondeo,9.795345393916424,9.54763023764885,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
2621,3101133,Bmw,5 Series,9.047821442478408,8.961705620739284,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
3789,3107440,Mercedes-benz,C Class,10.303940118820748,10.33294641105902,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
15178,3166028,Hyundai,i30,9.769670404801788,9.522592185730378,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
13949,3163922,Dacia,Duster,10.286707051696972,10.049200863293683,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
14036,3164095,Volkswagen,Golf,10.124629101179664,10.147877694366988,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
16447,3168123,Volkswagen,Passat,10.404111313817522,10.039800598105401,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
15703,3166957,Volkswagen,Passat,9.388486557359657,10.172512510222221,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
4204,3109701,Kia,Sorento,10.981897133886719,10.715148114777724,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
15863,3167196,Nissan,Note,9.612466578818832,9.81511201064034,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
16267,3167839,Audi,A3,9.878169744551839,9.794040368223598,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
12209,3160495,Mazda,Mazda3,9.47231994707559,9.704193152080368,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
15329,3166430,Kia,Rio,9.993785190516908,9.998370816827736,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
15289,3166235,Nissan,Qashqai,9.996522418503318,10.233556418413235,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
12289,3160603,Nissan,Micra,9.79784922051313,10.01141384149703,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
4590,3133067,Kia,Ceed,8.400659375160286,8.973438096028545,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
15193,3166050,Volkswagen,Tiguan,10.75683848463641,10.753550390245238,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
3788,3107439,Hyundai,Tucson,10.12643108384767,10.174152363570279,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
236,3085795,Audi,A3,9.964112174352563,9.746924211700248,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
7234,3140938,Nissan,Micra,9.952039593118293,9.93572132410032,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
7851,3150856,Volkswagen,Passat,10.643041105910228,10.357656829682892,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
17133,3169229,Renault,Megane,8.354674261918463,8.979612897031785,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
10248,3156297,Toyota,Rav4,10.644233711895351,10.686733477998354,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
6959,3140145,Volkswagen,Tiguan,10.402746539930654,10.30139714738614,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
6203,3137845,Volkswagen,up!,9.205327830152639,9.18910202046455,-0.10420716000509345,0,6,0.7,12,0,9,6,0,600,58,0.07351484740447815
