,true,predict,make,model,score,alpha,epsilon,max_iter,features
164,10.75683848463641,10.807605019376725,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
6815,11.14836234818249,11.234533416390914,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
4120,9.254357257392957,9.258110823953366,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
11898,10.307284603543595,10.329762452731364,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
5998,9.952230096524119,9.98238587020289,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
11135,10.305613759378778,10.372527576510581,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
9803,10.432644132986843,10.42893460904489,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
16843,11.12652741957929,11.167273192963053,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
1227,10.967335848767897,11.047224673183937,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
1761,10.75683848463641,10.678426254860582,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
2174,10.46310334047155,10.460779710400855,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
16793,10.644233711895351,10.682506419624483,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
10923,10.621205387030278,10.579837128987114,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
4467,10.04107321548869,10.136708862712066,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
9613,10.75577295443437,10.82056741561686,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
6893,9.851931065621725,9.806047956245914,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
14891,10.489884363149192,10.398406375767054,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
5118,10.667791927412402,10.728795615423287,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
15942,10.667791927412402,10.683026800793895,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
1420,11.212927866795798,11.234550599758716,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
7225,10.04107321548869,10.10732893438936,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
7867,9.612466578818832,9.974995545501487,Audi,Q5,-0.008970510293666951,1,1.35,600,"('mpg', 'owners', 'fuel')"
6520,9.903487552536127,9.825893117475033,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
13473,10.085600754292345,9.91765393758837,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
13915,9.612466578818832,9.6202459389567,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
17130,10.16199824768763,10.20485431664935,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
15009,10.043032079974024,10.024991091165656,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
5727,9.67721410821299,9.532798104808508,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
3655,9.612466578818832,9.525212563630257,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
1023,9.578449693540579,9.551721933184137,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
12729,9.67721410821299,9.736981213916904,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
1775,9.543234787249512,9.649146236655584,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
2073,9.648272670221848,9.693871066426826,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
4055,9.996522418503318,10.21430578715182,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
3729,9.543234787249512,9.563777991468237,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
12817,9.67721410821299,9.768025708837715,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
1337,9.205327830152639,9.065839784749436,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
6759,8.817297783866575,9.283576142580785,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
16782,10.126231023828998,10.175315030210182,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
9632,9.740674462130217,9.812046072770691,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
7515,8.00469951054955,8.553245086670756,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
9808,9.851931065621725,9.925473124867107,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
4534,9.543234787249512,9.599845752574575,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
76,9.605755144230846,9.597020841836677,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
10067,9.235032984566555,9.369611667349902,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
3207,9.85214162518454,9.555470350362807,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
8722,9.578103612900335,9.68569095212684,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
6027,9.350102314351341,9.422809545624778,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
1890,9.468851067127684,9.53870671276229,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
8398,9.90098442231801,9.902958576759346,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
12833,9.67721410821299,9.777156442637954,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
15010,9.851931065621725,9.733475548785975,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
14312,9.099408811268901,9.279028912603327,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
5405,9.612466578818832,9.369488826639556,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
15011,10.775429243836092,10.652067777401474,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
13605,10.714306651468048,10.700681366990171,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
14369,9.811920359010637,9.89477546847669,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
5419,9.795345393916424,9.787575238623257,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
813,9.539644119118783,9.66794628819626,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
17398,9.60911649193355,9.70868911917141,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
8581,9.849559210510572,9.834513966171988,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
8099,9.413281215972873,9.375068845001133,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
6876,9.792555991828847,10.048875581392135,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
9770,9.735068900911164,9.742417710419126,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
2523,9.735068900911164,9.705979442630971,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
5899,10.1226230824528,10.080753799141322,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
1221,9.90323752128092,9.961908297144857,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
4512,9.546455401949554,9.402799124785346,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
474,9.539644119118783,9.582547792529846,Bmw,1 Series,-0.02298775481604849,1,1.35,600,"('mpg', 'owners', 'fuel')"
1383,9.82822506803558,9.881092963795092,Bmw,3 Series,-0.06751958362951631,1,1.35,600,"('mpg', 'owners', 'fuel')"
4024,9.612466578818832,7.753938196625143,Bmw,3 Series,-0.06751958362951631,1,1.35,600,"('mpg', 'owners', 'fuel')"
12700,10.083723602839061,9.738099952899644,Bmw,3 Series,-0.06751958362951631,1,1.35,600,"('mpg', 'owners', 'fuel')"
6001,10.630432112679363,10.537623152725285,Bmw,3 Series,-0.06751958362951631,1,1.35,600,"('mpg', 'owners', 'fuel')"
12660,9.90098442231801,9.719612771897632,Bmw,3 Series,-0.06751958362951631,1,1.35,600,"('mpg', 'owners', 'fuel')"
12954,9.90098442231801,9.979540854962778,Bmw,3 Series,-0.06751958362951631,1,1.35,600,"('mpg', 'owners', 'fuel')"
11654,10.163926888594034,10.078689005650032,Bmw,3 Series,-0.06751958362951631,1,1.35,600,"('mpg', 'owners', 'fuel')"
11671,10.798554647958657,10.73529414855157,Bmw,3 Series,-0.06751958362951631,1,1.35,600,"('mpg', 'owners', 'fuel')"
