,true,predict,make,model,score,alpha,epsilon,max_iter
6848,9.994241915804592,10.062691005685362,Seat,Leon,-0.03048783902964014,2.0,1.35,600
12613,10.503696737436805,9.983993759905768,Seat,Leon,-0.03048783902964014,2.0,1.35,600
13622,10.273325483001141,10.321637005984106,Seat,Leon,-0.03048783902964014,2.0,1.35,600
13614,9.350102314351341,9.067160783997307,Seat,Leon,-0.03048783902964014,2.0,1.35,600
3236,10.16199824768763,10.254320555287869,Seat,Leon,-0.03048783902964014,2.0,1.35,600
14248,9.581903928408666,9.657861703073303,Seat,Leon,-0.03048783902964014,2.0,1.35,600
13135,9.735068900911164,9.727665075339049,Seat,Leon,-0.03048783902964014,2.0,1.35,600
16314,9.680031452383618,9.62892894137157,Seat,Leon,-0.03048783902964014,2.0,1.35,600
11954,9.371608519572305,9.253650439914832,Seat,Leon,-0.03048783902964014,2.0,1.35,600
11231,10.340128278112742,10.302240129621584,Seat,Leon,-0.03048783902964014,2.0,1.35,600
16590,9.996522418503318,9.703599770114666,Seat,Leon,-0.03048783902964014,2.0,1.35,600
14152,9.305195902988862,9.537561452375638,Seat,Leon,-0.03048783902964014,2.0,1.35,600
8994,10.262908722142885,10.300666961388176,Seat,Leon,-0.03048783902964014,2.0,1.35,600
10867,10.517320926376348,10.059680793555511,Seat,Leon,-0.03048783902964014,2.0,1.35,600
91,9.997660722553377,9.987118860271286,Seat,Leon,-0.03048783902964014,2.0,1.35,600
15516,9.740674462130217,9.739717376933203,Seat,Leon,-0.03048783902964014,2.0,1.35,600
5413,10.16199824768763,10.180916239619268,Seat,Leon,-0.03048783902964014,2.0,1.35,600
3548,9.946930110378965,9.95204000245494,Seat,Leon,-0.03048783902964014,2.0,1.35,600
13320,9.822819649468673,9.866243330050297,Seat,Leon,-0.03048783902964014,2.0,1.35,600
2332,10.081633737919603,9.96375573676216,Seat,Leon,-0.03048783902964014,2.0,1.35,600
9575,10.432644132986843,10.415667518361648,Seat,Leon,-0.03048783902964014,2.0,1.35,600
11997,9.875602349046593,10.096717850663099,Seat,Leon,-0.03048783902964014,2.0,1.35,600
13432,10.432644132986843,10.46732734992495,Seat,Leon,-0.03048783902964014,2.0,1.35,600
11246,9.433083843269053,9.40127763983738,Seat,Leon,-0.03048783902964014,2.0,1.35,600
2230,9.740674462130217,9.517643385887844,Seat,Leon,-0.03048783902964014,2.0,1.35,600
7596,9.468851067127684,9.380103298839305,Seat,Leon,-0.03048783902964014,2.0,1.35,600
34,9.90098442231801,9.80766690530917,Seat,Leon,-0.03048783902964014,2.0,1.35,600
10457,8.922658299524402,8.839269231043149,Seat,Leon,-0.03048783902964014,2.0,1.35,600
11704,9.61547209118311,9.560138401851962,Seat,Leon,-0.03048783902964014,2.0,1.35,600
