,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,8.158146905899049,0.09415340221676696,0.11243715286254882,0.002518726213868573,8,1,2,600,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 600}",-0.05752055195705761,-0.05923671993451872,-0.0542837268460854,-0.054647117615048875,-0.05722461815415487,-0.0565825469013731,0.0018637169118173665,1,-0.04675645003671318,-0.04711821442610219,-0.047661854849369724,-0.04689598348979737,-0.046964786444537776,-0.04707945784930405,0.00031363506072912257
