,id,make,model,true,predict,score,ccp_alpha,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,alpha_value,trainScore
2726,3101761,Nissan,Qashqai,10.220121446937677,10.190045721477704,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
985,3091054,Skoda,Octavia,9.90323752128092,9.97978804695155,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
13867,3163703,Volkswagen,Polo,9.392578591964389,9.357749929953904,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
12631,3161229,Peugeot,5008,10.757796492054402,10.647772611519263,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
15533,3166672,Renault,Clio,9.792555991828847,9.820481686168968,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
925,3090679,Skoda,Superb,10.04107321548869,10.123027027442806,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
1347,3093470,Nissan,Qashqai,9.925738161470948,9.754795834436782,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
9298,3154262,Mazda,Demio,9.099408811268901,8.914654026118686,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
11345,3158790,Audi,A1,9.468851067127684,9.333699594918782,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
15618,3166818,Skoda,Kodiaq,10.544024782823776,10.622984542235674,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
2006,3097851,Dacia,Sandero,8.954802752850968,9.055889030791462,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
14465,3164845,Bmw,X1,10.517320926376348,10.314112339594638,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
3266,3104483,Bmw,5 Series,10.48849257447637,10.510153685648897,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
2193,3098855,Peugeot,Partner,9.185022563991893,9.487685541752228,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
5776,3136612,Ford,Fiesta,9.301094735244646,9.47160961827823,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
1431,3093985,Toyota,Yaris,9.383452989684827,9.49384097518093,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
4555,3132977,Volkswagen,Caddy,9.047821442478408,8.876196575317374,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
15799,3167103,Volkswagen,Touran,9.708080756193517,9.622935303272808,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
13838,3163654,Bmw,5 Series,10.184522582266116,10.191916161269647,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
566,3088210,Nissan,Juke,9.21024036697585,9.316415553469485,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
12298,3160617,Volkswagen,Tiguan,9.648272670221848,9.860335593873074,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
6520,3138750,Bmw,1 Series,9.903487552536127,9.63626640751029,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
2438,3100208,Kia,Sportage,9.74090979777877,9.82284712438719,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
6481,3138649,Audi,A3,9.947504437952903,10.050990495572822,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
10188,3156170,Audi,A3,9.811920359010637,9.860919117085572,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
3980,3108444,Mercedes-benz,C Class,10.543893021838013,10.51791470165051,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
14886,3165522,Kia,Ceed,9.708080756193517,9.57362703821872,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
2605,3101038,Mazda,CX-5,10.084766899751639,10.234145550707401,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
1383,3093634,Bmw,3 Series,9.82822506803558,9.886874654657861,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
3529,3105904,Skoda,Octavia,9.674074388208323,9.755921502093834,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
14717,3165248,Ford,Transit Connect,9.849559210510572,9.762619997913124,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
14105,3164221,Audi,A3,8.098642843759418,8.034061750975809,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
10601,3157023,Renault,Megane,10.274878680310541,9.982219531795785,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
15480,3166534,Hyundai,i10,9.543234787249512,9.43314466513336,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
17080,3169146,Skoda,Octavia,9.973479924356162,10.149470848389798,-0.02711134666773794,0,6,0.7,12,0,9,6,0,600,58,0.009615052400599587
