,id,make,model,true,predict,score,max_depth,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,n_estimators,alpha_value,trainScore
3813,3107535,Honda,Jazz,10.471921488922431,10.291245246638653,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2606,3101041,Bmw,5 Series,10.491135318903403,10.451952569536138,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9122,3153825,Toyota,Corolla,9.880730565413511,9.958967912073222,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3019,3103235,Peugeot,308,9.510370887608827,9.608635035979804,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11651,3159394,Volkswagen,Golf,10.401227936753463,10.416594257065814,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
473,3087408,Audi,A4,9.543234787249512,9.385292170716097,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
4657,3133229,Peugeot,5008,10.43396873396056,10.07171016615898,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3091,3103568,Volkswagen,Polo,9.952039593118293,9.683608679884797,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12612,3161196,Skoda,Kodiaq,10.75683848463641,10.729106803845578,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
13932,3163819,Mercedes-benz,E Class,10.083723602839061,10.124711869310275,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2826,3102317,Audi,A4,10.8187777840767,10.779979853335599,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12942,3161928,Renault,Clio,9.388486557359657,9.363883385558394,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16360,3167980,Nissan,Qashqai,9.927936232938437,9.847327688625352,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
13782,3163556,Ford,Focus,9.543234787249512,9.566766504886392,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
6296,3138119,Land,ROVER Discovery,11.111701351119319,11.20002462159197,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1108,3091764,Volkswagen,Golf,10.238172478583245,9.992619413048667,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
4682,3133310,Audi,A4,10.163926888594034,10.267788884015129,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10270,3156347,Volkswagen,Polo,10.043032079974024,9.961073366644927,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3538,3105947,Skoda,Octavia,10.16373419180184,10.124557994902867,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10098,3155987,Skoda,Karoq,10.163926888594034,10.14729804841091,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12959,3161955,Nissan,Micra,9.60911649193355,9.63273558496678,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11649,3159390,Volkswagen,Golf,9.849559210510572,9.875288420535078,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
15764,3167052,Honda,Civic,9.89822372286103,9.793620152624957,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16278,3167859,Ford,Focus,9.371608519572305,9.274199348423725,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
13343,3162671,Peugeot,3008,10.043032079974024,10.053001834427858,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9781,3155339,Seat,Arona,9.994241915804592,10.218275541954686,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
752,3089366,Opel,Astra,8.656955133791396,8.479011786326668,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
13215,3162406,Volkswagen,Tiguan,10.489884363149192,10.530750310346743,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16453,3168129,Audi,A3,9.99857043378282,9.943187106534884,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9993,3155772,Bmw,5 Series,9.90323752128092,10.070328237799878,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3312,3104652,Volkswagen,Touareg,10.560981648381585,10.649248382261362,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
6027,3137421,Bmw,1 Series,9.350102314351341,9.144452937683324,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
720,3089097,Toyota,Aqua,9.235032984566555,9.402583748734408,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
13748,3163494,Peugeot,3008,10.330387941364357,10.245783453828967,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
6938,3140073,Citroen,Berlingo,9.938420239076152,10.0250436051488,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12033,3160138,Dacia,Sandero,9.903487552536127,9.94597870264115,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
13163,3162325,Volkswagen,Passat,9.90323752128092,9.946989846728526,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8710,3152843,Volkswagen,Passat,10.271596874100524,10.262110685486888,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1154,3092131,Ford,Focus,9.543234787249512,9.534476967216255,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2672,3101489,Volkswagen,Golf,10.48290596776773,10.476209524736925,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8924,3153352,Honda,Fit,9.345745008982385,9.329369121549371,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1736,3096049,Ford,Kuga,10.645305842559727,10.49368964974899,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
13497,3163045,Mercedes-benz,E Class,9.755567422459507,9.839625781576478,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8675,3152923,Volkswagen,T-Roc,10.083723602839061,10.054839331360473,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
5457,3135715,Renault,Kadjar,10.274706221915702,10.366303596292989,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
5404,3135619,Bmw,5 Series,10.914178959831768,10.604741432315675,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12086,3160229,Bmw,3 Series,10.305613759378778,10.213103166096644,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
6412,3138472,Toyota,Yaris,9.852194258148577,10.024408925533313,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2524,3100581,Volkswagen,Transporter,10.032759888240268,10.2291014274252,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
505,3087677,Hyundai,ix35,9.47262771040802,9.495036478582703,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9771,3155318,Mazda,Mazda3,9.433403920090221,9.580487481299064,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
7476,3149919,Opel,Mokka,10.349774655164548,10.308599467687491,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12606,3161187,Hyundai,i40,9.254357257392957,9.236546296837435,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9488,3154683,Renault,Captur,10.201738576337144,10.349698688256879,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
5563,3135995,Hyundai,i10,9.345745008982385,9.440171039089378,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
15826,3167148,Bmw,5 Series,10.967335848767897,10.905616092869684,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
181,3085439,Nissan,Qashqai,10.201738576337144,10.187010463295204,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
7552,3150133,Toyota,Corolla,9.612466578818832,9.705319406299655,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8455,3152222,Opel,Insignia,8.656955133791396,8.878266403560175,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9104,3153780,Mazda,Demio,9.464982590349763,9.382288687888648,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3013,3103223,Ford,Mondeo,10.04107321548869,9.908546255224435,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3772,3107355,Peugeot,Partner,8.846496938558838,8.967418767758975,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1728,3096010,Hyundai,i20,8.517193191416238,8.832184486091464,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
4805,3133702,Mercedes-benz,E Class,10.695914297187898,10.659375778076406,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1754,3096171,Mercedes-benz,A Class,10.307284603543595,10.301284765648814,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12142,3160367,Volkswagen,T-Roc,10.620107089281216,10.5655302861247,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
6772,3139558,Ford,Kuga,9.506734385029985,9.561703670538876,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
15080,3165860,Toyota,Prius,9.388486557359657,9.641113582048424,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12270,3160573,Peugeot,5008,10.620107089281216,10.386228689194573,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1085,3092075,Toyota,Yaris,9.158520623246385,9.528332527096444,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
408,3086966,Volkswagen,Polo,9.528794103094718,9.520354737691902,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16397,3168031,Nissan,X-Trail,10.201738576337144,10.051250983799047,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12697,3161357,Bmw,3 Series,10.596509725282923,10.380384144566905,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3901,3107938,Ford,Fiesta,9.99857043378282,9.834584292214409,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
6050,3137457,Ford,Transit,10.51867319162636,10.461239327782396,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10366,3156581,Volkswagen,T-Roc,10.532096211958502,10.783914607741048,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11612,3159334,Ford,Fiesta,9.86526633971593,9.897129527555464,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3321,3104704,Volkswagen,Polo,9.647949933410914,9.584653064971151,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
13479,3163001,Nissan,Qashqai,10.084766899751639,10.10426920426859,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
6572,3138907,Nissan,Serena,9.67721410821299,9.673123796694286,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16680,3168456,Opel,Grandland X,10.146433731146518,10.495098004028016,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12837,3161692,Volkswagen,Golf,9.539644119118783,9.581614473237584,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10263,3156330,Volkswagen,Polo,9.205327830152639,9.213833392729155,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
15516,3166649,Seat,Leon,9.740674462130217,9.741949474092822,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8061,3151289,Volkswagen,Polo,9.60911649193355,9.511714561520119,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12750,3161509,Volkswagen,Golf,9.647949933410914,9.650889724613863,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11966,3160029,Mini,Hatch,9.79784922051313,9.4939883209455,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
13021,3162050,Nissan,Juke,8.881836305004146,8.79193236723413,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
7696,3150454,Toyota,Corolla,9.578103612900335,9.454173709703165,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1745,3096118,Hyundai,i10,9.906732282701016,10.072846664857476,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10426,3156704,Skoda,Superb,10.305613759378778,10.340283785448126,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8223,3151750,Volkswagen,Tiguan,10.644114515280394,10.667446979239882,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
4084,3109014,Renault,Clio,9.877656792501606,9.95328932214364,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
17105,3169187,Peugeot,308,10.1226230824528,10.396193673941493,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
17471,3169748,Ford,Transit,10.194177596502213,10.257558460416998,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11173,3158230,Peugeot,5008,10.325318014730557,10.22014743759156,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11958,3160010,Kia,Rio,8.85352256068954,8.816834424961119,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3865,3107809,Nissan,Qashqai,9.658226195968298,9.649449613480364,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11820,3159747,Ford,Mondeo,10.596509725282923,10.391572395094995,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2640,3101311,Skoda,Karoq,10.448714603019452,10.716667655313827,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2359,3099787,Toyota,Rav4,9.539644119118783,9.577496253357426,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
7474,3149913,Ford,Fiesta,9.927936232938437,9.789417329889856,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12868,3161740,Toyota,Prius,9.792555991828847,9.854301329591896,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10875,3157602,Hyundai,i30,9.301094735244646,9.386010902149385,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11899,3159885,Skoda,Octavia,9.738023112808596,9.603382809818621,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
6247,3137954,Ford,Fiesta,9.738023112808596,9.770021825667133,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
6763,3139528,Volkswagen,Golf,9.738023112808596,9.646934314724234,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
7811,3150753,Peugeot,5008,10.475878531960273,10.359068027492624,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1418,3093923,Skoda,Superb,10.371927459805681,10.23613740464427,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1302,3093094,Land,ROVER Range Rover Evoque,10.274878680310541,10.079087885828391,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10169,3156138,Skoda,Octavia,9.878169744551839,10.052485202715834,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
5138,3134738,Skoda,Kodiaq,10.596609732783568,10.632593866042589,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
15083,3165866,Seat,Ibiza,8.846496938558838,8.929411318685553,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8578,3152530,Audi,A5,10.077020603297003,10.066128781559641,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
5285,3135295,Nissan,Qashqai,9.792276623200125,9.740474332008525,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
15059,3165831,Opel,Grandland X,10.307284603543595,10.6125285292124,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1771,3096267,Audi,Q3,9.67721410821299,9.927256181639901,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
4870,3133847,Land,ROVER Discovery Sport,11.00126616045566,11.028724881990861,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10056,3155883,Volkswagen,T-Roc,10.500729376209001,10.526350265937792,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11532,3159166,Peugeot,208,9.205327830152639,9.460829193564793,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
14918,3165572,Toyota,Rav4,10.266393046225497,10.442774066251202,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12379,3160786,Kia,Sportage,10.124428680295138,10.217406814274952,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3551,3106002,Bmw,2 Series,10.7131947990075,10.904666394366105,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
5964,3137269,Nissan,Micra,9.388486557359657,9.550492204098168,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8934,3153371,Bmw,5 Series,10.124629101179664,10.03564478500776,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
4654,3133223,Toyota,Aqua,9.301094735244646,9.460803882995588,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1320,3093200,Audi,A1,10.124629101179664,10.006686664417122,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
17509,3169802,Mercedes-benz,E Class,11.034082887057288,10.876538016062973,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9076,3153664,Skoda,Superb,10.165813354725493,10.022273292357966,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
14169,3164320,Volkswagen,up!,8.88875674784872,8.820201238794501,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1311,3093157,Mini,Hatch,9.67721410821299,9.66862048170813,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12685,3161337,Hyundai,i20,9.67721410821299,9.757741677914936,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2854,3102431,Honda,HR-V,10.307284603543595,10.320756726680155,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
15920,3167280,Suzuki,Vitara,10.06475570013225,10.248099290949524,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10722,3157325,Nissan,Qashqai,9.46877384406884,9.492605248847509,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
4744,3133488,Opel,Corsa,9.543234787249512,9.73755108859831,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
6819,3139697,Peugeot,3008,10.690807903113322,10.600040819269951,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10763,3157401,Toyota,Yaris,8.852950887099581,8.709666056592976,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8480,3152288,Honda,Fit,9.612466578818832,9.661010193943314,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16349,3167966,Nissan,Qashqai,9.79784922051313,9.764057820084737,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12346,3160734,Volkswagen,Golf,9.67721410821299,9.555550216784992,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
7139,3140676,Kia,Sportage,10.460242108190519,10.520027900401338,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
13792,3163573,Audi,A4,10.72535770879079,10.747153127431163,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
14356,3164646,Renault,Kadjar,10.038455412946613,10.073470444025746,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11664,3166633,Audi,A1,10.308785980087194,10.307937235196848,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
15612,3166809,Volkswagen,Touareg,10.401227936753463,10.577598630530536,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2163,3098727,Suzuki,Vitara,9.711115659888671,9.819336729490692,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2623,3101142,Audi,A4,8.698681067461614,8.921915200096818,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12438,3160900,Audi,A6,10.273325483001141,10.303907955321812,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
17441,3169703,Dacia,Duster,9.898475010712584,9.971702601571636,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10932,3157757,Volkswagen,Tiguan,10.645424897265505,10.612565799009447,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8467,3152243,Toyota,Vitz,9.041921720351219,8.866534149047556,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3052,3103387,Peugeot,5008,8.852950887099581,8.931752563586073,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3949,3108186,Ford,Kuga,9.836011387411213,9.895951706647457,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
4751,3133514,Bmw,X5,9.388486557359657,9.54225885887653,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
15275,3166209,Hyundai,i20,8.699514748210191,8.517261346296529,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10211,3156213,Bmw,X5,11.652252530191328,11.435737840794951,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
4926,3134065,Kia,Stonic,9.975575628930383,10.084962392550324,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
6490,3138684,Nissan,Qashqai,10.062412531523687,9.989856913092547,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11253,3158382,Nissan,Qashqai,9.898475010712584,9.884867786338996,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10266,3156338,Nissan,Note,9.099408811268901,9.071832891400419,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1442,3094117,Nissan,Juke,10.179033782643387,9.686335784924815,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1890,3097145,Bmw,1 Series,9.468851067127684,9.621923278433911,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
189,3085487,Volkswagen,Golf,9.546741177474825,9.583652949652821,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
5182,3134909,Mercedes-benz,E Class,10.48849257447637,10.42895501640856,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11474,3159043,Toyota,Landcruiser,10.618591900448115,10.810320629643947,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
13018,3162045,Hyundai,i10,9.099408811268901,9.266514458583263,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8361,3152030,Bmw,3 Series,9.996522418503318,9.993927321339445,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
581,3088271,Peugeot,2008,10.37333491957356,10.241419939772847,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
17248,3169411,Kia,Ceed,10.411810046084,10.426394221054313,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2480,3100358,Opel,Grandland X,10.077230753555211,10.211191782233774,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
15194,3166051,Dacia,Sandero,9.945109227226947,9.863985087899938,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
13464,3162962,Ford,Kuga,10.239781201782993,10.207067574249725,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8095,3151373,Toyota,C-HR,10.180929877257716,10.310217351092554,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11093,3158070,Toyota,Auris,9.795345393916424,9.596536586356947,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10666,3157174,Bmw,4 Series,10.75577295443437,10.78077601898712,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
15218,3166097,Honda,Jazz,9.673319386284954,9.738182544054776,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
4189,3109661,Nissan,Micra,10.066881099444563,10.080315283640047,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
5365,3135509,Nissan,Qashqai,9.851931065621725,9.671765313700817,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8286,3151867,Nissan,Qashqai,10.122422259076282,10.147075838908483,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
15392,3166377,Toyota,Rav4,10.124629101179664,10.037526548947847,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10619,3157061,Hyundai,Tucson,10.772057548198871,10.743272473803115,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
552,3088091,Mini,Hatch,9.104424146384634,8.919253783908262,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11841,3159780,Audi,A3,10.307284603543595,10.33188870149684,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12696,3161356,Bmw,5 Series,10.156189906091882,10.245375718459751,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1396,3093796,Volkswagen,Polo,9.341368634382587,9.340463636978592,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9697,3155160,Ford,Kuga,10.201738576337144,10.230500448481695,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
13683,3163391,Toyota,Rav4,10.043206015705211,10.037985017617796,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
138,3085253,Bmw,5 Series,10.568749529606537,10.551878080256637,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2374,3099876,Peugeot,2008,9.453286550586572,9.656870611532156,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
13919,3163793,Skoda,Kodiaq,10.585447387455497,10.734423982837244,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3433,3105281,Ford,Mondeo,9.468851067127684,9.401857347942093,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
926,3090685,Mercedes-benz,E Class,10.19988156558993,10.365646987653447,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12306,3160638,Hyundai,i30,10.085600754292345,9.979323535951194,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9782,3155342,Mercedes-benz,C Class,10.081633737919603,10.288151079630811,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11402,3158896,Mercedes-benz,CLA Class,10.126231023828998,10.080296741979966,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9191,3153990,Audi,A3,10.665460924025925,10.504577566539284,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12733,3161468,Nissan,Qashqai,10.06475570013225,10.095065994608023,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
14151,3164294,Hyundai,i10,8.922658299524402,8.956883829564969,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11371,3158835,Skoda,Octavia,9.67721410821299,9.788684738745033,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12828,3161678,Volkswagen,Touran,9.615138591096644,9.623222599444576,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
4536,3114997,Audi,A5,9.898475010712584,9.857317276787768,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
5770,3136594,Ford,Kuga,8.922658299524402,9.232972589720431,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
14445,3164789,Skoda,Karoq,10.146433731146518,10.298996250134278,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8060,3151288,Bmw,2 Series,10.271596874100524,10.146222922424576,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
302,3086244,Renault,Kadjar,9.851931065621725,9.841802545644411,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
15003,3165751,Toyota,Prius,9.60911649193355,9.658666825853647,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10885,3157629,Bmw,3 Series,9.735068900911164,9.792636096604246,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
4017,3108730,Mercedes-benz,C Class,9.996522418503318,10.030698928217982,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8248,3151786,Dacia,Duster,9.282195809076612,9.343753797642165,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11304,3158699,Toyota,Auris,9.543234787249512,9.358280889308991,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
