,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.0408536434173583,0.019669597154338556,0.005702352523803711,0.00702859159660111,{},-0.029672792844122588,-0.029376754835578774,-0.02922416030609715,-0.02708068491804208,-0.0298217695877058,-0.029035232498309277,0.000999771099251008,1,-0.014175240340077486,-0.014516770479442616,-0.014076367816093534,-0.014352127365627677,-0.014081231932355944,-0.014240347586719451,0.0001704995277398546
