,true,predict,make,model,score,alpha,epsilon,max_iter
14646,9.959395184474424,10.083411808942843,Opel,Grandland X,-0.00817991284182247,5.0,1.35,600
8347,10.165659490817816,10.225895349076591,Opel,Grandland X,-0.00817991284182247,5.0,1.35,600
8142,10.124629101179664,10.248781044302977,Opel,Grandland X,-0.00817991284182247,5.0,1.35,600
4099,10.062625773874425,9.821099482835345,Opel,Grandland X,-0.00817991284182247,5.0,1.35,600
7612,10.34158118013602,10.405316544946755,Opel,Grandland X,-0.00817991284182247,5.0,1.35,600
11689,10.063691304076464,10.050980459037033,Opel,Grandland X,-0.00817991284182247,5.0,1.35,600
16680,10.146433731146518,10.225758583114414,Opel,Grandland X,-0.00817991284182247,5.0,1.35,600
15059,10.307284603543595,10.424956840966333,Opel,Grandland X,-0.00817991284182247,5.0,1.35,600
2480,10.077230753555211,10.141279319794139,Opel,Grandland X,-0.00817991284182247,5.0,1.35,600
10612,10.163926888594034,10.163810694661832,Opel,Grandland X,-0.00817991284182247,5.0,1.35,600
9599,10.643041105910228,10.713690307095998,Opel,Grandland X,-0.00817991284182247,5.0,1.35,600
4619,10.1226230824528,10.038165579527114,Opel,Grandland X,-0.00817991284182247,5.0,1.35,600
2168,10.201738576337144,10.153932824353165,Opel,Grandland X,-0.00817991284182247,5.0,1.35,600
9370,10.1226230824528,10.103828816089814,Opel,Grandland X,-0.00817991284182247,5.0,1.35,600
4356,10.544024782823776,10.521101062537815,Opel,Grandland X,-0.00817991284182247,5.0,1.35,600
15021,10.49515556414622,10.540688941839393,Opel,Grandland X,-0.00817991284182247,5.0,1.35,600
14267,10.04107321548869,10.062854418834906,Opel,Grandland X,-0.00817991284182247,5.0,1.35,600
1863,9.792555991828847,9.703524113474248,Opel,Mokka,-0.004730466223775853,7.0,1.35,600
6285,10.355995266977605,10.38743285636634,Opel,Mokka,-0.004730466223775853,7.0,1.35,600
11409,10.425253116340453,10.332195063951783,Opel,Mokka,-0.004730466223775853,7.0,1.35,600
7735,10.248848736574587,10.332195063951783,Opel,Mokka,-0.004730466223775853,7.0,1.35,600
1796,9.546455401949554,9.38417521081479,Opel,Mokka,-0.004730466223775853,7.0,1.35,600
8948,9.67721410821299,9.658884258895775,Opel,Mokka,-0.004730466223775853,7.0,1.35,600
13939,9.90323752128092,9.930001529999172,Opel,Mokka,-0.004730466223775853,7.0,1.35,600
