,true,predict,make,model,score,alpha,epsilon,max_iter
164,10.75683848463641,10.83900819090537,Audi,Q5,-0.028883398831239207,18.0,1.35,600
6815,11.14836234818249,11.186900213485366,Audi,Q5,-0.028883398831239207,18.0,1.35,600
4120,9.254357257392957,9.359389120521358,Audi,Q5,-0.028883398831239207,18.0,1.35,600
11898,10.307284603543595,10.237877738235781,Audi,Q5,-0.028883398831239207,18.0,1.35,600
5998,9.952230096524119,10.008102953039806,Audi,Q5,-0.028883398831239207,18.0,1.35,600
11135,10.305613759378778,10.588454997794967,Audi,Q5,-0.028883398831239207,18.0,1.35,600
9803,10.432644132986843,10.212257215465614,Audi,Q5,-0.028883398831239207,18.0,1.35,600
16843,11.12652741957929,11.132167919082509,Audi,Q5,-0.028883398831239207,18.0,1.35,600
1227,10.967335848767897,10.84299926674148,Audi,Q5,-0.028883398831239207,18.0,1.35,600
1761,10.75683848463641,10.745609333947128,Audi,Q5,-0.028883398831239207,18.0,1.35,600
2174,10.46310334047155,10.418112917410651,Audi,Q5,-0.028883398831239207,18.0,1.35,600
16793,10.644233711895351,10.625906873686374,Audi,Q5,-0.028883398831239207,18.0,1.35,600
10923,10.621205387030278,10.624920674530276,Audi,Q5,-0.028883398831239207,18.0,1.35,600
4467,10.04107321548869,10.076674265876314,Audi,Q5,-0.028883398831239207,18.0,1.35,600
9613,10.75577295443437,10.862827819811834,Audi,Q5,-0.028883398831239207,18.0,1.35,600
6893,9.851931065621725,9.776407730630458,Audi,Q5,-0.028883398831239207,18.0,1.35,600
14891,10.489884363149192,10.25146599514598,Audi,Q5,-0.028883398831239207,18.0,1.35,600
5118,10.667791927412402,10.82138860723372,Audi,Q5,-0.028883398831239207,18.0,1.35,600
15942,10.667791927412402,10.720659008743466,Audi,Q5,-0.028883398831239207,18.0,1.35,600
1420,11.212927866795798,11.213890482175351,Audi,Q5,-0.028883398831239207,18.0,1.35,600
7225,10.04107321548869,10.18465683597072,Audi,Q5,-0.028883398831239207,18.0,1.35,600
7867,9.612466578818832,10.19503569415049,Audi,Q5,-0.028883398831239207,18.0,1.35,600
6520,9.903487552536127,9.863048562786647,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
13473,10.085600754292345,9.941760902363304,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
13915,9.612466578818832,9.588072958240797,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
17130,10.16199824768763,10.208969023710052,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
15009,10.043032079974024,10.014494901147069,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
5727,9.67721410821299,9.531820315449513,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
3655,9.612466578818832,9.503980083042913,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
1023,9.578449693540579,9.59165095965422,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
12729,9.67721410821299,9.713778979641749,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
1775,9.543234787249512,9.641865773669986,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
2073,9.648272670221848,9.667263329017883,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
4055,9.996522418503318,10.18725940885637,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
3729,9.543234787249512,9.555074025436614,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
12817,9.67721410821299,9.747029304810443,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
1337,9.205327830152639,9.064013186778205,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
6759,8.817297783866575,9.310226529241916,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
16782,10.126231023828998,10.18197309553888,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
9632,9.740674462130217,9.82784098166473,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
7515,8.00469951054955,8.62427848645681,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
9808,9.851931065621725,9.948229966092043,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
4534,9.543234787249512,9.589062301400617,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
76,9.605755144230846,9.566208174568681,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
10067,9.235032984566555,9.329567990461811,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
3207,9.85214162518454,9.56751919308294,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
8722,9.578103612900335,9.688461136928465,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
6027,9.350102314351341,9.38622970760226,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
1890,9.468851067127684,9.580780866747183,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
8398,9.90098442231801,9.933692809211221,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
12833,9.67721410821299,9.794063067295362,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
15010,9.851931065621725,9.71837080810003,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
14312,9.099408811268901,9.25048474421012,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
5405,9.612466578818832,9.374057496374755,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
15011,10.775429243836092,10.648324006262024,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
13605,10.714306651468048,10.871819807840588,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
14369,9.811920359010637,9.88225539383814,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
5419,9.795345393916424,9.76321413004749,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
813,9.539644119118783,9.68676862049808,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
17398,9.60911649193355,9.68862267875486,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
8581,9.849559210510572,9.841089186205457,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
8099,9.413281215972873,9.376255838519,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
6876,9.792555991828847,10.178214471836908,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
9770,9.735068900911164,9.764344506317515,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
2523,9.735068900911164,9.710191202376947,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
5899,10.1226230824528,10.036598623865022,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
1221,9.90323752128092,9.95073035177196,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
4512,9.546455401949554,9.421949289738155,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
474,9.539644119118783,9.557736416291926,Bmw,1 Series,-0.026862681309205584,4.0,1.35,600
1383,9.82822506803558,9.940451434138852,Bmw,3 Series,-0.06575862638739989,263.0,1.35,600
4024,9.612466578818832,9.383918004256333,Bmw,3 Series,-0.06575862638739989,263.0,1.35,600
12700,10.083723602839061,9.654553019811416,Bmw,3 Series,-0.06575862638739989,263.0,1.35,600
6001,10.630432112679363,10.49870592312275,Bmw,3 Series,-0.06575862638739989,263.0,1.35,600
