,id,make,model,true,predict,score,ccp_alpha,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,alpha_value,trainScore
2726,3101761,Nissan,Qashqai,10.220121446937677,10.199428831494721,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
985,3091054,Skoda,Octavia,9.90323752128092,10.012986682297278,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
13867,3163703,Volkswagen,Polo,9.392578591964389,9.401975016458167,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
12631,3161229,Peugeot,5008,10.757796492054402,10.636013625868053,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
15533,3166672,Renault,Clio,9.792555991828847,9.825450268083635,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
925,3090679,Skoda,Superb,10.04107321548869,10.166700230433994,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
1347,3093470,Nissan,Qashqai,9.925738161470948,9.823632441665115,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
9298,3154262,Mazda,Demio,9.099408811268901,8.984145573953004,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
11345,3158790,Audi,A1,9.468851067127684,9.35116328863618,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
15618,3166818,Skoda,Kodiaq,10.544024782823776,10.651951589372647,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
2006,3097851,Dacia,Sandero,8.954802752850968,9.019248116045764,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
14465,3164845,Bmw,X1,10.517320926376348,10.3550076665244,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
3266,3104483,Bmw,5 Series,10.48849257447637,10.488726160541606,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
2193,3098855,Peugeot,Partner,9.185022563991893,9.371087546553838,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
5776,3136612,Ford,Fiesta,9.301094735244646,9.424181490689048,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
1431,3093985,Toyota,Yaris,9.383452989684827,9.456355249047965,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
4555,3132977,Volkswagen,Caddy,9.047821442478408,9.0023589675349,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
15799,3167103,Volkswagen,Touran,9.708080756193517,9.531697014726333,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
13838,3163654,Bmw,5 Series,10.184522582266116,10.196339017828388,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
566,3088210,Nissan,Juke,9.21024036697585,9.380243672596128,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
12298,3160617,Volkswagen,Tiguan,9.648272670221848,9.805427546009263,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
6520,3138750,Bmw,1 Series,9.903487552536127,9.59570434158425,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
2438,3100208,Kia,Sportage,9.74090979777877,9.735370698859327,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
6481,3138649,Audi,A3,9.947504437952903,9.853166039903881,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
10188,3156170,Audi,A3,9.811920359010637,9.791055675870732,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
3980,3108444,Mercedes-benz,C Class,10.543893021838013,10.522562282302674,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
14886,3165522,Kia,Ceed,9.708080756193517,9.594022297369003,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
2605,3101038,Mazda,CX-5,10.084766899751639,10.219071332308355,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
1383,3093634,Bmw,3 Series,9.82822506803558,9.900071652632118,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
3529,3105904,Skoda,Octavia,9.674074388208323,9.716879229752008,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
14717,3165248,Ford,Transit Connect,9.849559210510572,9.707428359003574,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
14105,3164221,Audi,A3,8.098642843759418,8.045969977393884,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
10601,3157023,Renault,Megane,10.274878680310541,10.060641493430959,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
15480,3166534,Hyundai,i10,9.543234787249512,9.412812320249342,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
17080,3169146,Skoda,Octavia,9.973479924356162,10.139790407284279,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
7932,3151040,Renault,Kadjar,9.67721410821299,9.700464215956968,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
17299,3169482,Toyota,Yaris,9.392661928770137,9.169603886568577,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
593,3088327,Volkswagen,T-Roc,10.659609532257463,10.71303910704411,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
7663,3150378,Bmw,5 Series,10.778852117797637,10.787659563999922,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
170,3085382,Volkswagen,Passat,10.032320424379096,9.947776127273233,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
628,3088493,Volkswagen,Passat,10.032320424379096,10.083440953631362,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
1476,3094293,Renault,Kadjar,10.161612072745584,10.078566222243111,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
17223,3169373,Renault,Clio,9.099408811268901,8.943625987620848,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
6958,3140141,Toyota,Prius,9.811920359010637,9.85654768425112,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
10736,3157347,Hyundai,Tucson,10.43396873396056,10.374800062296652,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
523,3087908,Renault,Megane,9.90323752128092,9.85183091270836,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
5902,3137081,Hyundai,Tucson,9.903337541285003,10.068521609992587,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
2514,3100548,Peugeot,3008,10.203592144986466,10.230310817838818,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
12432,3160888,Suzuki,Swift,9.734477009801846,9.794456721524268,-0.02717061686563857,0.0,6,0.7,12,0,9,6,0,600,58,0.009762583676251834
