,id,make,model,true,predict,score,max_depth,min_samples_leaf,min_samples_split,n_estimators,alpha_value,trainScore
2726,3101761,Nissan,Qashqai,10.220121446937677,10.159028279169242,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
985,3091054,Skoda,Octavia,9.90323752128092,10.009082937825854,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
13867,3163703,Volkswagen,Polo,9.392578591964389,9.361370465944931,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
12631,3161229,Peugeot,5008,10.757796492054402,10.623460154321132,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
15533,3166672,Renault,Clio,9.792555991828847,9.85198552593274,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
925,3090679,Skoda,Superb,10.04107321548869,10.004637340259716,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
1347,3093470,Nissan,Qashqai,9.925738161470948,9.75959352005152,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
9298,3154262,Mazda,Demio,9.099408811268901,8.944946593256738,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
11345,3158790,Audi,A1,9.468851067127684,9.417785833947644,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
15618,3166818,Skoda,Kodiaq,10.544024782823776,10.613142927984004,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
2006,3097851,Dacia,Sandero,8.954802752850968,9.075092988859423,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
14465,3164845,Bmw,X1,10.517320926376348,10.393285649066813,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
3266,3104483,Bmw,5 Series,10.48849257447637,10.546760256376329,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
2193,3098855,Peugeot,Partner,9.185022563991893,9.412512191835718,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
5776,3136612,Ford,Fiesta,9.301094735244646,9.454358820638948,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
1431,3093985,Toyota,Yaris,9.383452989684827,9.486734824296441,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
4555,3132977,Volkswagen,Caddy,9.047821442478408,8.764997990514662,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
15799,3167103,Volkswagen,Touran,9.708080756193517,9.639262505486972,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
13838,3163654,Bmw,5 Series,10.184522582266116,10.203103828679092,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
566,3088210,Nissan,Juke,9.21024036697585,9.425249649454845,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
12298,3160617,Volkswagen,Tiguan,9.648272670221848,9.818774055616563,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
6520,3138750,Bmw,1 Series,9.903487552536127,9.609305227511584,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
2438,3100208,Kia,Sportage,9.74090979777877,9.902685110042338,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
6481,3138649,Audi,A3,9.947504437952903,9.967910014036425,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
10188,3156170,Audi,A3,9.811920359010637,9.935319013440573,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
3980,3108444,Mercedes-benz,C Class,10.543893021838013,10.54833825517731,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
14886,3165522,Kia,Ceed,9.708080756193517,9.641021387848289,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
2605,3101038,Mazda,CX-5,10.084766899751639,10.311063756633244,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
1383,3093634,Bmw,3 Series,9.82822506803558,9.887677088910028,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
3529,3105904,Skoda,Octavia,9.674074388208323,9.76850912435605,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
14717,3165248,Ford,Transit Connect,9.849559210510572,9.703687772093849,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
14105,3164221,Audi,A3,8.098642843759418,8.24062355309772,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
10601,3157023,Renault,Megane,10.274878680310541,9.988320069242555,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
15480,3166534,Hyundai,i10,9.543234787249512,9.37727824064212,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
17080,3169146,Skoda,Octavia,9.973479924356162,10.08511478551141,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
7932,3151040,Renault,Kadjar,9.67721410821299,9.699297406688302,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
17299,3169482,Toyota,Yaris,9.392661928770137,9.2104722992275,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
593,3088327,Volkswagen,T-Roc,10.659609532257463,10.738857367104249,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
7663,3150378,Bmw,5 Series,10.778852117797637,10.7849748122405,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
170,3085382,Volkswagen,Passat,10.032320424379096,10.0021382243297,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
628,3088493,Volkswagen,Passat,10.032320424379096,10.043504414221399,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
1476,3094293,Renault,Kadjar,10.161612072745584,10.027010503242439,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
17223,3169373,Renault,Clio,9.099408811268901,8.979017679354788,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
6958,3140141,Toyota,Prius,9.811920359010637,9.829336212483051,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
10736,3157347,Hyundai,Tucson,10.43396873396056,10.358869189242382,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
523,3087908,Renault,Megane,9.90323752128092,9.851829707184562,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
5902,3137081,Hyundai,Tucson,9.903337541285003,10.029805801806283,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
2514,3100548,Peugeot,3008,10.203592144986466,10.148668239105293,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
12432,3160888,Suzuki,Swift,9.734477009801846,9.752259432487055,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
8818,3153100,Peugeot,3008,10.475878531960273,10.321392017101514,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
11879,3159854,Ford,Mondeo,9.795345393916424,9.729826671503377,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
2621,3101133,Bmw,5 Series,9.047821442478408,9.079080657190564,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
3789,3107440,Mercedes-benz,C Class,10.303940118820748,10.42375813096861,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
15178,3166028,Hyundai,i30,9.769670404801788,9.766353750973268,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
13949,3163922,Dacia,Duster,10.286707051696972,10.28653035667718,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
14036,3164095,Volkswagen,Golf,10.124629101179664,9.882757845177476,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
16447,3168123,Volkswagen,Passat,10.404111313817522,10.180051388600488,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
15703,3166957,Volkswagen,Passat,9.388486557359657,9.3626506237365,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
4204,3109701,Kia,Sorento,10.981897133886719,10.806273312877305,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
15863,3167196,Nissan,Note,9.612466578818832,9.495442420756639,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
16267,3167839,Audi,A3,9.878169744551839,9.823395675049653,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
12209,3160495,Mazda,Mazda3,9.47231994707559,9.706692381676191,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
15329,3166430,Kia,Rio,9.993785190516908,9.992320533988178,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
15289,3166235,Nissan,Qashqai,9.996522418503318,9.999545496023638,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
12289,3160603,Nissan,Micra,9.79784922051313,9.833675814890093,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
4590,3133067,Kia,Ceed,8.400659375160286,8.478190448127302,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
15193,3166050,Volkswagen,Tiguan,10.75683848463641,10.69072968412226,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
3788,3107439,Hyundai,Tucson,10.12643108384767,10.10218245669044,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
236,3085795,Audi,A3,9.964112174352563,10.005242421213133,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
7234,3140938,Nissan,Micra,9.952039593118293,10.011617250623603,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
7851,3150856,Volkswagen,Passat,10.643041105910228,10.534551902226443,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
17133,3169229,Renault,Megane,8.354674261918463,8.514314908254557,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
10248,3156297,Toyota,Rav4,10.644233711895351,10.532700907390243,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
6959,3140145,Volkswagen,Tiguan,10.402746539930654,10.430803246053767,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
6203,3137845,Volkswagen,up!,9.205327830152639,9.181206623754171,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
3892,3107881,Kia,Sportage,10.201738576337144,9.907518034963385,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
10283,3156429,Hyundai,Tucson,9.996522418503318,9.883583512222287,-0.028297308303089456,6,1,6,700,58,0.0018405687240653165
