,id,make,model,true,predict,score,max_depth,min_samples_leaf,min_samples_split,n_estimators,alpha_value,trainScore
2679,3101511,Volkswagen,Golf,9.296518068217235,9.456769273456246,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
216,3085659,Land,ROVER Discovery,11.111701351119319,10.535487407245293,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
16859,3168737,Audi,A4,10.961972050113458,10.910157998709321,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
7390,3141423,Nissan,X-Trail,10.292145542327912,10.467679643967415,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
10869,3157592,Nissan,Qashqai,9.851931065621725,9.706380761527273,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
14248,3164474,Seat,Leon,9.581903928408666,9.677966779003409,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
11225,3158330,Mercedes-benz,E Class,10.163926888594034,10.024179888789185,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
16005,3167401,Bmw,3 Series,10.667791927412402,10.336557996444926,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
8072,3151309,Nissan,Qashqai,10.106428396532818,10.136454427250298,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
13062,3162125,Peugeot,208,9.598998361767967,9.88414472879665,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
2804,3102202,Volkswagen,Golf,10.083723602839061,9.739263682021862,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
10148,3165413,Audi,A3,10.74699251468463,10.497297715210028,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
5991,3137331,Skoda,Octavia,9.612466578818832,9.974045744582131,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
10598,3157013,Renault,Kadjar,10.085600754292345,10.076073041760516,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
16729,3168529,Toyota,C-HR,10.34158118013602,10.463039460023486,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
3981,3108447,Mercedes-benz,E Class,10.756731982692648,10.459383249229825,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
10811,3157484,Skoda,Superb,9.680031452383618,9.495030604515332,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
11898,3159884,Audi,Q5,10.307284603543595,10.204687084522101,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
3625,3106400,Volkswagen,up!,8.846496938558838,9.139546838640035,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
17007,3169034,Peugeot,5008,10.668839108844997,10.383450817857913,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
16600,3168348,Ford,Focus,9.578449693540579,9.403491410982584,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
4598,3133080,Renault,Clio,9.258654232254733,9.333230369872384,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
9109,3153795,Skoda,Superb,10.757796492054402,10.312489479611177,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
8225,3151753,Kia,Sportage,9.67721410821299,9.580979357017695,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
4474,3114715,Nissan,X-Trail,10.201738576337144,9.917279944760296,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
9702,3155174,Nissan,Micra,9.546455401949554,9.677874798168606,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
17333,3169534,Ford,Mondeo,9.67721410821299,9.672019794301885,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
15934,3167304,Audi,A4,10.757881603870102,10.884691843929158,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
15337,3166297,Peugeot,3008,10.517320926376348,10.623171692218207,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
11001,3157893,Skoda,Karoq,10.517320926376348,10.22530409508409,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
3530,3105907,Audi,A4,10.116580767996837,10.143797665270286,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
6824,3139711,Mercedes-benz,A Class,9.738023112808596,9.888227647213014,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
12456,3160928,Volkswagen,Golf,8.987071812848821,9.08429081041455,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
15439,3166469,Audi,A6,10.274878680310541,10.418477461553678,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
347,3086580,Volvo,XC60,10.371927459805681,10.531472090366462,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
7735,3150547,Opel,Mokka,10.248848736574587,10.26445229054438,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
9619,3154963,Volkswagen,Tiguan,10.433380239019344,10.43467506700906,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
