,id,make,model,true,predict,score,max_depth,min_samples_leaf,min_samples_split,n_estimators,alpha_value,trainScore
2726,3101761,Nissan,Qashqai,10.220121446937677,10.167599521040373,-0.02776511661711108,6,9,6,600,58,0.0026504939986326747
985,3091054,Skoda,Octavia,9.90323752128092,10.052154003037714,-0.02776511661711108,6,9,6,600,58,0.0026504939986326747
13867,3163703,Volkswagen,Polo,9.392578591964389,9.373984429408637,-0.02776511661711108,6,9,6,600,58,0.0026504939986326747
12631,3161229,Peugeot,5008,10.757796492054402,10.656466413861835,-0.02776511661711108,6,9,6,600,58,0.0026504939986326747
15533,3166672,Renault,Clio,9.792555991828847,9.804421925789436,-0.02776511661711108,6,9,6,600,58,0.0026504939986326747
925,3090679,Skoda,Superb,10.04107321548869,10.116777244217504,-0.02776511661711108,6,9,6,600,58,0.0026504939986326747
1347,3093470,Nissan,Qashqai,9.925738161470948,9.681653899689156,-0.02776511661711108,6,9,6,600,58,0.0026504939986326747
9298,3154262,Mazda,Demio,9.099408811268901,8.879141897669003,-0.02776511661711108,6,9,6,600,58,0.0026504939986326747
11345,3158790,Audi,A1,9.468851067127684,9.429687098283562,-0.02776511661711108,6,9,6,600,58,0.0026504939986326747
15618,3166818,Skoda,Kodiaq,10.544024782823776,10.60478957041755,-0.02776511661711108,6,9,6,600,58,0.0026504939986326747
2006,3097851,Dacia,Sandero,8.954802752850968,9.128333272042438,-0.02776511661711108,6,9,6,600,58,0.0026504939986326747
14465,3164845,Bmw,X1,10.517320926376348,10.327840690708644,-0.02776511661711108,6,9,6,600,58,0.0026504939986326747
3266,3104483,Bmw,5 Series,10.48849257447637,10.405294806942932,-0.02776511661711108,6,9,6,600,58,0.0026504939986326747
2193,3098855,Peugeot,Partner,9.185022563991893,9.334648085013345,-0.02776511661711108,6,9,6,600,58,0.0026504939986326747
5776,3136612,Ford,Fiesta,9.301094735244646,9.416117308224337,-0.02776511661711108,6,9,6,600,58,0.0026504939986326747
1431,3093985,Toyota,Yaris,9.383452989684827,9.541361501835647,-0.02776511661711108,6,9,6,600,58,0.0026504939986326747
