,id,make,model,true,predict,score,ccp_alpha,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,alpha_value,trainScore
2726,3101761,Nissan,Qashqai,10.220121446937677,10.314807965077046,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
985,3091054,Skoda,Octavia,9.90323752128092,9.973887019009195,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
13867,3163703,Volkswagen,Polo,9.392578591964389,9.448164942764773,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
12631,3161229,Peugeot,5008,10.757796492054402,10.46182239362146,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
15533,3166672,Renault,Clio,9.792555991828847,9.887269987549299,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
925,3090679,Skoda,Superb,10.04107321548869,10.214416239601615,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
1347,3093470,Nissan,Qashqai,9.925738161470948,10.03860624834231,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
9298,3154262,Mazda,Demio,9.099408811268901,9.056796340199014,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
11345,3158790,Audi,A1,9.468851067127684,9.38683284555494,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
15618,3166818,Skoda,Kodiaq,10.544024782823776,10.423999687177144,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
2006,3097851,Dacia,Sandero,8.954802752850968,9.146437735950565,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
14465,3164845,Bmw,X1,10.517320926376348,10.566947446117666,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
3266,3104483,Bmw,5 Series,10.48849257447637,10.46774465620015,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
2193,3098855,Peugeot,Partner,9.185022563991893,9.572149763528024,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
5776,3136612,Ford,Fiesta,9.301094735244646,9.411791933210834,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
1431,3093985,Toyota,Yaris,9.383452989684827,9.42959171778753,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
4555,3132977,Volkswagen,Caddy,9.047821442478408,9.030295534165143,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
15799,3167103,Volkswagen,Touran,9.708080756193517,9.408867775208993,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
13838,3163654,Bmw,5 Series,10.184522582266116,10.153884796099337,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
566,3088210,Nissan,Juke,9.21024036697585,9.554031050378075,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
12298,3160617,Volkswagen,Tiguan,9.648272670221848,9.731941499097308,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
6520,3138750,Bmw,1 Series,9.903487552536127,9.636232479154675,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
2438,3100208,Kia,Sportage,9.74090979777877,9.744708743041244,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
6481,3138649,Audi,A3,9.947504437952903,10.142073532268407,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
10188,3156170,Audi,A3,9.811920359010637,9.904060902041877,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
3980,3108444,Mercedes-benz,C Class,10.543893021838013,10.51575724119073,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
14886,3165522,Kia,Ceed,9.708080756193517,9.51228843506262,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
2605,3101038,Mazda,CX-5,10.084766899751639,10.53034844139572,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
1383,3093634,Bmw,3 Series,9.82822506803558,9.932987353534354,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
3529,3105904,Skoda,Octavia,9.674074388208323,9.756457009517208,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
14717,3165248,Ford,Transit Connect,9.849559210510572,9.761878801401807,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
14105,3164221,Audi,A3,8.098642843759418,8.41117833466816,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
10601,3157023,Renault,Megane,10.274878680310541,9.999875557778962,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
15480,3166534,Hyundai,i10,9.543234787249512,9.63033121980851,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
17080,3169146,Skoda,Octavia,9.973479924356162,10.04688830346716,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
7932,3151040,Renault,Kadjar,9.67721410821299,9.719561928914091,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
17299,3169482,Toyota,Yaris,9.392661928770137,9.219816972898544,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
593,3088327,Volkswagen,T-Roc,10.659609532257463,10.750311193550427,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
7663,3150378,Bmw,5 Series,10.778852117797637,10.770953470577197,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
170,3085382,Volkswagen,Passat,10.032320424379096,9.972823116116924,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
628,3088493,Volkswagen,Passat,10.032320424379096,9.959220498491943,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
1476,3094293,Renault,Kadjar,10.161612072745584,10.067509364099209,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
17223,3169373,Renault,Clio,9.099408811268901,9.06513116510099,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
6958,3140141,Toyota,Prius,9.811920359010637,9.880562575603562,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
10736,3157347,Hyundai,Tucson,10.43396873396056,10.379120759655992,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
523,3087908,Renault,Megane,9.90323752128092,9.894950015797523,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
5902,3137081,Hyundai,Tucson,9.903337541285003,10.016078336267485,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
2514,3100548,Peugeot,3008,10.203592144986466,9.899179607219198,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
12432,3160888,Suzuki,Swift,9.734477009801846,9.90761846493449,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
8818,3153100,Peugeot,3008,10.475878531960273,10.28467569760694,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
11879,3159854,Ford,Mondeo,9.795345393916424,9.730313729455645,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
2621,3101133,Bmw,5 Series,9.047821442478408,8.889222389067843,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
3789,3107440,Mercedes-benz,C Class,10.303940118820748,10.042370314641264,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
15178,3166028,Hyundai,i30,9.769670404801788,9.70527536152247,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
13949,3163922,Dacia,Duster,10.286707051696972,10.497018948703532,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
14036,3164095,Volkswagen,Golf,10.124629101179664,10.009214078789471,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
16447,3168123,Volkswagen,Passat,10.404111313817522,10.223003817170403,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
15703,3166957,Volkswagen,Passat,9.388486557359657,9.356070500697452,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
4204,3109701,Kia,Sorento,10.981897133886719,11.111252728004438,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
15863,3167196,Nissan,Note,9.612466578818832,9.525980557021647,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
16267,3167839,Audi,A3,9.878169744551839,9.683380707298962,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
12209,3160495,Mazda,Mazda3,9.47231994707559,9.786183943118534,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
15329,3166430,Kia,Rio,9.993785190516908,9.994711077222759,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
15289,3166235,Nissan,Qashqai,9.996522418503318,10.030966482604388,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
12289,3160603,Nissan,Micra,9.79784922051313,9.865884248031529,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
4590,3133067,Kia,Ceed,8.400659375160286,8.544818941700136,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
15193,3166050,Volkswagen,Tiguan,10.75683848463641,10.979196523988934,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
3788,3107439,Hyundai,Tucson,10.12643108384767,10.023506795671064,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
236,3085795,Audi,A3,9.964112174352563,9.858325482612836,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
7234,3140938,Nissan,Micra,9.952039593118293,10.009642900755946,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
7851,3150856,Volkswagen,Passat,10.643041105910228,10.437145750211425,-0.04035879849211014,0,6,0.7,12,0,9,6,0,600,58,0.016778052448172157
